Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5
t1,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,0.0,0.0,27104.198579545464
t2,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,23964.45312500001,0.0,0.0,16500.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,22894.453125000015,0.0,0.0,16500.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,22514.453125000015,0.0,0.0,16500.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,23884.453125000007,0.0,0.0,16500.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,0.0,0.0,16537.62667871902
t7,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,0.0,0.0,25397.62667871902
t8,0.0,0.0,0.0,0.0,0.0,0.0,14213.173553719009,28536.826446280993,0.0,0.0,30000.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,16073.173553719009,28536.826446280993,0.0,0.0,30000.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,17288.173553719003,28536.826446280993,0.0,0.0,30000.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,18103.173553719003,28536.826446280993,0.0,0.0,30000.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,18363.173553719007,28536.826446280993,0.0,0.0,30000.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,17838.17355371901,28536.826446280993,0.0,0.0,30000.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,17233.173553719007,28536.826446280993,0.0,0.0,30000.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,16228.173553719003,28536.826446280993,0.0,0.0,30000.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,0.0,0.0,22596.270144628128
t17,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,0.0,0.0,24871.270144628128
t18,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,0.0,0.0,28186.270144628128
t19,0.0,0.0,0.0,0.0,0.0,0.0,20298.173553719003,28536.826446280993,0.0,0.0,30000.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,17643.17355371901,28536.826446280993,0.0,0.0,30000.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,14778.173553719007,28536.826446280993,0.0,0.0,30000.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,0.0,0.0,28097.626678719018
t23,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,0.0,0.0,22927.62667871902
t24,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,0.0,0.0,17697.626678719018
t25,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,16301.27014462813,0.0,17026.356534090894
t26,0.0,0.0,0.0,0.0,0.0,0.0,15649.046874999975,15695.254545454549,8965.698579545473,0.0,30000.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,21878.18298037188,16301.27014462813,0.0,16500.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,20118.182980371883,16301.27014462813,0.0,16500.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,8965.698579545473,0.0,28418.5
t30,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,15695.254545454549,16301.27014462813,0.0,23752.928434917332
t31,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,8965.698579545473,0.0,25646.928099173554
t32,0.0,0.0,0.0,0.0,0.0,0.0,12810.546874999984,28536.826446280993,16301.27014462813,0.0,27921.356534090897
t33,0.0,0.0,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,25149.999999999993
t34,0.0,4360.147272727264,0.0,0.0,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t35,0.0,9290.334049203346,1976.805998016526,3226.0096552594755,0.0,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t36,0.0,9968.231534090957,2174.275900826443,3548.266777975175,2862.373638347089,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t37,0.0,9968.231534090957,2174.275900826443,7371.731821280966,3148.305917355352,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t38,0.0,9968.231534090957,2174.275900826443,12704.106647727247,3148.305917355352,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t39,0.0,8108.395689462871,1195.8517454545436,15499.106647727242,3148.305917355352,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t40,0.0,9968.231534090957,2174.275900826443,14451.476647727255,3148.305917355352,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
t41,0.0,9968.231534090957,2174.275900826443,15499.106647727242,3148.305917355352,0.0,23291.90340909088,28536.826446280993,16301.27014462813,0.0,30000.0
