Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156542
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156542
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156542
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156542
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156542
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156542
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156542
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156542
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196898.6162661486
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343455.04717502766,466763.17224688776,196898.6162661486
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343455.04717502766,466763.17224688776,196898.6162661486
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343455.04717502766,466763.17224688776,196898.6162661486
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343455.04717502766,466763.17224688776,196898.6162661486
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343455.04717502766,466763.17224688776,196898.6162661486
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343455.04717502766,466763.17224688776,196898.6162661486
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343455.04717502766,466763.17224688776,196898.6162661486
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343455.04717502766,466763.17224688776,196898.6162661486
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343106.59430728137,466418.981160938,196749.41122156536
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.317459295063349e6,-2.1713935231900387e6,6160.756527444787
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.317459295063349e6,-2.1713935231900387e6,-2.4012983864262677e6
