Period_Index,Rep_Period,Rep_Period_Index
1,110,8
2,112,9
3,110,8
4,112,9
5,112,9
6,112,9
7,112,9
8,112,9
9,64,2
10,64,2
11,98,6
12,64,2
13,64,2
14,67,3
15,67,3
16,67,3
17,67,3
18,67,3
19,33,1
20,33,1
21,33,1
22,33,1
23,33,1
24,80,4
25,80,4
26,80,4
27,80,4
28,80,4
29,80,4
30,33,1
31,33,1
32,80,4
33,80,4
34,33,1
35,80,4
36,33,1
37,33,1
38,33,1
39,67,3
40,33,1
41,64,2
42,94,5
43,94,5
44,94,5
45,64,2
46,98,6
47,98,6
48,98,6
49,98,6
50,98,6
51,103,7
52,64,2
