Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
50000,1,1.0,1.0,2000,11,168,168.46153846153845,1,7710.310419250608,2203.073874336214,1050.7230469179603
,2,0.9,0.04,1800,,,505.38461538461536,2,7336.851447761353,2097.1379979211156,999.7551379256713
,3,0.55,0.024,1100,,,0.0,3,7115.324603780849,2033.3802945231396,969.3704229494989
,4,0.2,0.003,400,,,336.92307692307685,4,7013.383047258849,2004.9345499301965,955.648293605421
,,,,,,,505.3846153846155,5,7022.204912727098,2006.896325419365,957.6085977974323
,,,,,,,0.0,6,7192.760978446601,2054.959824903993,980.1520960055601
,,,,,,,280.7692307692308,7,7555.437669919106,2158.933925829923,1029.1597008058382
,,,,,,,954.6153846153846,8,8020.055917913613,2292.33465909338,1093.849739142205
,,,,,,,112.3076923076923,9,8651.309402530622,2471.837116352297,1179.1229714946887
,,,,,,,56.15384615384615,10,9112.006821428127,2604.25696187117,1241.8527056390446
,,,,,,,0.0,11,9319.81076356913,2663.110226546225,1271.2572685192115
,,,,,,,,12,9387.445065492382,2682.72798143791,1280.0786373832614
,,,,,,,,13,9393.326309137881,2684.689756927078,1281.058789479267
,,,,,,,,14,9290.404545341631,2655.263124589551,1266.3565080391836
,,,,,,,,15,9198.26506156213,2628.7791554857763,1253.6145307911113
,,,,,,,,16,9330.59304358588,2667.0337775245616,1272.237420615217
,,,,,,,,17,10247.086845009644,2927.949917583971,1396.716736807923
,,,,,,,,18,10807.765405880651,3088.8155076957873,1474.1487523923624
,,,,,,,,19,10685.239496599399,3053.5035488907542,1456.5060146642622
,,,,,,,,20,10384.315863404645,2967.1854273673407,1415.3396266320287
,,,,,,,,21,9933.420517249639,2838.689132826805,1354.570196679684
,,,,,,,,22,9211.987963401629,2632.7027064641134,1255.5748349831224
,,,,,,,,23,8321.959758382616,2377.67189287221,1134.035975078433
,,,,,,,,24,7500.546062561105,2143.239721916575,1022.2986361337992
,,,,,,,,25,6954.570610803848,1987.2785705276801,947.8070768373766
,,,,,,,,26,6661.4886358030935,1903.9031122380193,907.6208409011487
,,,,,,,,27,6510.536715568592,1860.7440514763125,887.0376468850319
,,,,,,,,28,6524.259617408092,1864.6676024546496,889.9781031730486
,,,,,,,,29,6771.271850519095,1935.291520064715,923.3032744372376
,,,,,,,,30,7523.0908298688555,2150.105936128665,1025.239092421816
,,,,,,,,31,8862.053966494374,2532.6521565165203,1207.54738227885
,,,,,,,,32,9500.168902031133,2715.09727700919,1295.7610709193505
,,,,,,,,33,9582.506313068134,2738.6385828792118,1305.562591879406
,,,,,,,,34,9624.655225860884,2750.4092358142225,1311.4435044554393
,,,,,,,,35,9658.962480459635,2761.1990010046493,1316.3442649354672
,,,,,,,,36,9614.853153118385,2747.46657258047,1311.4435044554393
,,,,,,,,37,9545.258436646634,2727.848817688785,1301.6419834953838
,,,,,,,,38,9494.287658385632,2713.1355015200215,1294.7809188233448
,,,,,,,,39,9417.831490994133,2691.555971139168,1283.9992457672838
,,,,,,,,40,9497.228280208383,2714.1163892646055,1294.7809188233448
,,,,,,,,41,10349.028401531645,2957.3765499214983,1410.4388661520009
,,,,,,,,42,11153.778573690906,3187.885169898796,1520.2159009046236
,,,,,,,,43,11111.629660898156,3175.133629219201,1514.3349883285903
,,,,,,,,44,10850.894525947651,3100.586160630798,1479.04951287239
,,,,,,,,45,10418.623118003396,2976.994304813183,1420.2403871120566
,,,,,,,,46,9699.150978703887,2771.988766195076,1322.2251775115005
,,,,,,,,47,8731.686399019123,2496.3593099669033,1190.8847966467556
,,,,,,,,48,7859.30192493661,2245.2520473533364,1071.306240934077
,,,,,,,,49,7264.316109466852,2075.558467540262,989.9536169656157
,,,,,,,,50,6974.174756288848,1993.1638969951855,949.7673810293877
