Resource,NGCC,NGCT,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,6.767360640657914e7,1.081542225979981e6,471454.85232211644,0.0,2.0673600000000004e7,13954.230769230773,7.644900032097942e7,7.808993711105707e7,1.703552723792097e6,0.0,9.736226669310568e6,1.6477199122128591e7,0.0,0.0,4.6357920000000134e7,3.187279936629183e8
t1,6568.584461502795,0.0,0.0,0.0,2360.0,0.0,0.0,28847.365967961865,400.90504850432217,0.0,0.0,2387.1644420310668,0.0,0.0,5292.0,45856.01992000005
t2,6577.592354336111,0.0,0.0,0.0,2360.0,0.0,0.0,28458.237985663895,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,46057.83034000001
t3,6381.069267644989,0.0,0.0,0.0,2360.0,0.0,0.0,29291.794332355017,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,46694.863600000004
t4,7379.927646387099,0.0,0.0,0.0,2360.0,0.0,0.0,29023.621813612903,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,47425.54946
t5,12905.774145669728,0.0,0.0,0.0,2360.0,0.0,0.0,24552.639774330277,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,48480.413920000006
t6,15954.228951131397,0.0,0.0,0.0,2360.0,0.0,0.0,20456.650940888227,480.0,0.0,2021.352237980377,2890.0,0.0,0.0,5292.0,49454.232130000004
t7,15954.228951131397,0.0,0.0,0.0,2360.0,0.0,0.0,18065.419260083447,480.0,0.0,4708.887028785152,2890.0,0.0,0.0,5292.0,49750.53524
t8,15954.228951131397,0.0,0.0,0.0,2360.0,0.0,0.0,19688.888803089903,480.0,0.0,3179.0425357787058,2890.0,0.0,0.0,5292.0,49844.16029
t9,15087.281657179283,0.0,0.0,0.0,2360.0,0.0,9154.416090380437,13728.510932440291,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,48992.20868000001
t10,14605.092580346003,0.0,0.0,0.0,2360.0,0.0,22075.573371406448,242.22552824755297,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,47944.891480000006
t11,6381.691580452561,0.0,0.0,0.0,2360.0,0.0,29578.180824905423,82.22304788394189,0.0,0.0,0.0,2659.9890667580653,0.0,0.0,5292.0,46354.08451999998
t12,6381.691580452561,0.0,0.0,0.0,2360.0,0.0,33365.50530074579,69.8298771166993,0.0,0.0,0.0,1156.0000000000002,0.0,0.0,5292.0,48625.026758315056
t13,6381.691580452561,0.0,0.0,0.0,2360.0,0.0,31945.25862230565,144.3255001521124,0.0,0.0,0.0,1156.0000000000002,0.0,0.0,5292.0,47279.275702910316
t14,6381.691580452561,0.0,0.0,0.0,2360.0,0.0,30669.094940229006,250.03339475515756,0.0,0.0,0.0,1156.0000000000002,0.0,0.0,5292.0,46108.81991543672
t15,6381.691580452561,0.0,0.0,0.0,2360.0,0.0,25796.00217036376,3269.80958023053,0.0,0.0,0.0,1156.0000000000002,0.0,0.0,5292.0,44255.50333104686
t16,10989.500419059334,152.71719531230033,381.6,0.0,2360.0,7.200000000000003,17037.81431998293,6543.047025645451,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,46133.87896000002
t17,23698.468091958635,424.21443142305645,1060.0,0.0,2360.0,20.000000000000004,3303.617273762923,4601.906626948136,480.0,0.0,5322.223865907251,2890.0,0.0,0.0,5292.0,49452.430290000004
t18,20686.975874621792,152.71719531230033,381.6,0.0,2360.0,8.000000000000002,0.0,18384.617340065906,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,50635.91041
t19,9479.387236783456,84.84288628461131,212.00000000000003,0.0,2360.0,8.000000000000002,0.0,30673.039935844783,68.97788108714353,0.0,0.0,2890.0,0.0,0.0,5292.0,51068.247939999994
t20,9862.666393112022,84.84288628461131,212.00000000000003,0.0,2360.0,8.000000000000002,0.0,29939.28322060337,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,51128.7925
t21,9479.387236783456,84.84288628461131,212.00000000000003,0.0,2360.0,8.000000000000002,0.0,30911.71763351554,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,51717.947756583606
t22,9479.387236783456,84.84288628461131,212.00000000000003,0.0,2360.0,8.000000000000002,0.0,30127.700703814302,0.0,0.0,0.0,2890.0,0.0,0.0,5292.0,50453.930826882366
t23,10226.910464404053,0.0,0.0,0.0,2360.0,8.000000000000002,0.0,27544.342955595956,480.0,0.0,0.0,2889.9999999999995,0.0,0.0,5292.0,48801.25342000001
t24,15924.867119282055,0.0,0.0,0.0,2360.0,8.000000000000002,0.0,21579.860290717945,480.0,0.0,0.0,2890.0,0.0,0.0,5292.0,48534.72741
