Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
NGCC,1,3400.0,3400.0000000000005,23698.468091958635,23698.46809195863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,1,8200.0,0.0,0.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGST,1,1060.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,1,14700.0,14700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear,1,2360.0,0.0,0.0,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,1,40.0,0.0,51418.21298696142,51458.21298696142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,1,5720.0,0.0,26703.07903096439,32423.07903096439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,1,480.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHS,1,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li-ion,1,0.0,0.0,5322.223865907251,5322.223865907251,0.0,0.0,11010.31311393804,11010.31311393804,0.0,0.0,0.0,0.0
Retro_NGCC_CCS,1,0.0,0.0,2890.0,2890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_NGCC_H2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_TES,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_SMR,1,0.0,0.0,5292.0,5292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,36460.0,18580.0,115323.98397579169,133203.9839757917,0.0,0.0,11010.31311393804,11010.31311393804,0.0,0.0,0.0,0.0
