Resource,NGCC,NGCT,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,8.21001469886818e7,1.0291007682888342e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850102238175652e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28818.5186019939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28818.5186019939
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28429.77974767823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28429.77974767823
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29262.50253802266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29262.50253802266
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28994.598191799294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28994.598191799294
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24528.087134555946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24528.087134555946
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20436.19428994734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20436.19428994734
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18047.35384082336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18047.35384082336
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19669.19991428681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19669.19991428681
t9,0.0,0.0,0.0,0.0,0.0,0.0,9145.261674290057,13714.782421507849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22860.044095797908
t10,0.0,0.0,0.0,0.0,0.0,0.0,22053.49779803504,241.9833027193054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22295.481100754347
