Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
t206,382.9659210697484,-0.0,-0.0,6040.581469155521,9044.482604337383,-0.0,-0.0,-0.0,0.0,104.75179697073634,15572.781791533389
t207,382.9659210697484,-0.0,-0.0,6040.581469155521,9010.60054819876,-0.0,-0.0,0.0,0.0,0.0,15434.147938424028
t208,382.9659210697484,-0.0,-0.0,6040.581469155521,9011.597079261659,-0.0,-0.0,0.0,0.0,0.0,15435.144469486928
t209,382.9659210697484,-0.0,-0.0,6040.581469155521,9152.107959130662,-0.0,-0.0,0.0,0.0,526.8073285502142,16102.462677906145
t210,382.9659210697484,-0.0,-0.0,6040.581469155521,9356.396827025312,-0.0,-0.0,291.3658173592223,0.0,1041.202244924101,17112.512279533905
t211,382.9659210697484,-0.0,-0.0,6040.581469155521,9328.493957264092,-0.0,-0.0,0.0,0.0,1215.2532578048595,16967.29460529422
t212,382.9659210697484,-0.0,-0.0,6040.581469155521,9220.868602470811,-0.0,-0.0,0.0,0.0,795.1516336224896,16439.56762631857
t213,245.098189484639,-0.0,-0.0,6040.581469155521,9065.409756658299,-0.0,-0.0,-0.0,0.0,324.14810462867695,15675.237519927136
t214,-0.0,-0.0,-0.0,6040.581469155521,8838.200674316931,-0.0,-0.0,0.0,0.0,0.0,14878.782143472452
t215,-0.0,-0.0,-0.0,6040.581469155521,8139.624193727212,-0.0,-0.0,0.0,0.0,0.0,14180.205662882732
t216,-0.0,-0.0,-0.0,6040.581469155521,6644.007393446076,-0.0,-0.0,0.0,0.0,0.0,12684.588862601597
t217,-0.0,-0.0,-0.0,6040.581469155521,5896.561616202549,-0.0,-0.0,0.0,0.0,0.0,11937.14308535807
t218,-0.0,-0.0,-0.0,6040.581469155521,4407.777053387714,-0.0,-0.0,0.0,0.0,0.0,10448.358522543234
t219,-0.0,-0.0,-0.0,6040.581469155521,5191.371122005302,-0.0,-0.0,0.0,0.0,0.0,11231.952591160822
t220,-0.0,-0.0,-0.0,6040.581469155521,4344.821392430512,-0.0,-0.0,0.0,0.0,0.0,10385.402861586033
t221,-0.0,-0.0,-0.0,6040.581469155521,4376.552946630673,-0.0,-0.0,0.0,0.0,0.0,10417.134415786193
t222,-0.0,-0.0,-0.0,6040.581469155521,6267.768875445577,-0.0,-0.0,0.0,0.0,0.0,12308.350344601098
t223,-0.0,-0.0,-0.0,6040.581469155521,7268.9656728053005,-0.0,-0.0,0.0,0.0,0.0,13309.547141960822
t224,-0.0,-0.0,-0.0,6040.581469155521,8331.561606887923,-0.0,-0.0,0.0,0.0,0.0,14372.143076043443
t225,-0.0,-0.0,-0.0,6040.581469155521,8439.423369527953,-0.0,-0.0,0.0,0.0,0.0,14480.004838683473
t226,-0.0,-0.0,-0.0,6040.581469155521,8378.928194990338,-0.0,-0.0,0.0,0.0,0.0,14419.509664145859
t227,-0.0,-0.0,-0.0,6040.581469155521,8396.079358259358,-0.0,-0.0,0.0,0.0,0.0,14436.660827414878
t228,-0.0,-0.0,-0.0,6040.581469155521,8335.584183721749,-0.0,-0.0,0.0,0.0,0.0,14376.16565287727
t229,-0.0,-0.0,-0.0,6040.581469155521,8169.232459530647,-0.0,-0.0,0.0,0.0,0.0,14209.813928686168
t230,-0.0,-0.0,-0.0,6040.581469155521,8061.358546029879,-0.0,-0.0,0.0,0.0,0.0,14101.940015185399
