Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
2000,1,1.0,1.0,2000,10,168,336.9230769230769,1,6876.0,1963.0,937.0
,2,0.9,0.04,1800,,,112.30769230769232,2,6614.0,1889.0,902.0
,3,0.55,0.024,1100,,,393.076923076923,3,6517.0,1861.0,888.0
,4,0.2,0.003,400,,,0.0,4,6532.0,1865.0,890.0
,,,,,,,393.0769230769231,5,6766.0,1933.0,922.0
,,,,,,,336.9230769230769,6,7523.0,2148.0,1025.0
,,,,,,,280.7692307692308,7,8816.0,2518.0,1202.0
,,,,,,,617.6923076923077,8,9589.0,2739.0,1308.0
,,,,,,,280.7692307692308,9,9819.0,2805.0,1338.0
,,,,,,,168.46153846153848,10,9916.0,2832.0,1352.0
,,,,,,,,11,9965.0,2846.0,1358.0
,,,,,,,,12,9892.0,2825.0,1348.0
,,,,,,,,13,9751.0,2785.0,1329.0
,,,,,,,,14,9647.0,2755.0,1315.0
,,,,,,,,15,9471.0,2704.0,1291.0
,,,,,,,,16,9332.0,2665.0,1272.0
,,,,,,,,17,9325.0,2663.0,1272.0
,,,,,,,,18,9458.0,2701.0,1289.0
,,,,,,,,19,9557.0,2730.0,1302.0
,,,,,,,,20,10085.0,2880.0,1375.0
,,,,,,,,21,10129.0,2893.0,1381.0
,,,,,,,,22,9521.0,2719.0,1298.0
,,,,,,,,23,8599.0,2455.0,1172.0
,,,,,,,,24,7736.0,2209.0,1055.0
,,,,,,,,25,7203.0,2057.0,982.0
,,,,,,,,26,6932.0,1979.0,945.0
,,,,,,,,27,6819.0,1948.0,929.0
,,,,,,,,28,6832.0,1951.0,931.0
,,,,,,,,29,7077.0,2021.0,964.0
,,,,,,,,30,7830.0,2236.0,1067.0
,,,,,,,,31,9084.0,2594.0,1238.0
,,,,,,,,32,9768.0,2790.0,1332.0
,,,,,,,,33,9830.0,2807.0,1340.0
,,,,,,,,34,9815.0,2803.0,1338.0
,,,,,,,,35,9799.0,2798.0,1336.0
,,,,,,,,36,9714.0,2774.0,1324.0
,,,,,,,,37,9585.0,2737.0,1307.0
,,,,,,,,38,9479.0,2707.0,1292.0
,,,,,,,,39,9337.0,2666.0,1273.0
,,,,,,,,40,9240.0,2639.0,1260.0
,,,,,,,,41,9233.0,2637.0,1259.0
,,,,,,,,42,9323.0,2662.0,1271.0
,,,,,,,,43,9414.0,2689.0,1283.0
,,,,,,,,44,9937.0,2838.0,1355.0
,,,,,,,,45,9994.0,2855.0,1363.0
,,,,,,,,46,9333.0,2665.0,1272.0
,,,,,,,,47,8389.0,2396.0,1144.0
,,,,,,,,48,7527.0,2149.0,1026.0
,,,,,,,,49,6960.0,1988.0,949.0
,,,,,,,,50,6679.0,1908.0,910.0
,,,,,,,,51,6534.0,1866.0,891.0
,,,,,,,,52,6513.0,1860.0,888.0
,,,,,,,,53,6704.0,1914.0,913.0
,,,,,,,,54,7411.0,2117.0,1010.0
,,,,,,,,55,8627.0,2464.0,1176.0
,,,,,,,,56,9314.0,2660.0,1270.0
,,,,,,,,57,9432.0,2694.0,1286.0
,,,,,,,,58,9460.0,2702.0,1290.0
,,,,,,,,59,9522.0,2720.0,1298.0
,,,,,,,,60,9523.0,2720.0,1298.0
,,,,,,,,61,9440.0,2696.0,1287.0
,,,,,,,,62,9418.0,2690.0,1284.0
,,,,,,,,63,9338.0,2667.0,1273.0
,,,,,,,,64,9238.0,2639.0,1259.0
,,,,,,,,65,9239.0,2639.0,1260.0
,,,,,,,,66,9325.0,2663.0,1272.0
,,,,,,,,67,9410.0,2687.0,1282.0
,,,,,,,,68,9863.0,2817.0,1345.0
,,,,,,,,69,9842.0,2810.0,1342.0
,,,,,,,,70,9200.0,2627.0,1254.0
,,,,,,,,71,8287.0,2366.0,1130.0
,,,,,,,,72,7424.0,2120.0,1012.0
,,,,,,,,73,6905.0,1972.0,941.0
,,,,,,,,74,6630.0,1893.0,903.0
,,,,,,,,75,6508.0,1858.0,887.0
,,,,,,,,76,6509.0,1858.0,887.0
,,,,,,,,77,6735.0,1923.0,919.0
,,,,,,,,78,7448.0,2127.0,1015.0
,,,,,,,,79,8697.0,2484.0,1186.0
,,,,,,,,80,9414.0,2689.0,1283.0
,,,,,,,,81,9560.0,2730.0,1303.0
,,,,,,,,82,9634.0,2751.0,1313.0
,,,,,,,,83,9685.0,2766.0,1320.0
,,,,,,,,84,9653.0,2757.0,1316.0
,,,,,,,,85,9554.0,2729.0,1302.0
,,,,,,,,86,9489.0,2710.0,1293.0
,,,,,,,,87,9323.0,2663.0,1271.0
,,,,,,,,88,9189.0,2625.0,1252.0
,,,,,,,,89,9160.0,2616.0,1249.0
,,,,,,,,90,9222.0,2634.0,1257.0
,,,,,,,,91,9281.0,2650.0,1265.0
,,,,,,,,92,9725.0,2777.0,1326.0
,,,,,,,,93,9827.0,2806.0,1340.0
,,,,,,,,94,9316.0,2660.0,1270.0
,,,,,,,,95,8468.0,2419.0,1155.0
,,,,,,,,96,7652.0,2185.0,1043.0
,,,,,,,,97,7106.0,2029.0,969.0
,,,,,,,,98,6821.0,1948.0,929.0
,,,,,,,,99,6690.0,1911.0,912.0
,,,,,,,,100,6683.0,1908.0,911.0
,,,,,,,,101,6860.0,1959.0,935.0
,,,,,,,,102,7437.0,2124.0,1014.0
,,,,,,,,103,8328.0,2379.0,1136.0
,,,,,,,,104,9012.0,2574.0,1229.0
,,,,,,,,105,9323.0,2663.0,1271.0
,,,,,,,,106,9474.0,2705.0,1292.0
,,,,,,,,107,9513.0,2717.0,1297.0
,,,,,,,,108,9423.0,2691.0,1285.0
,,,,,,,,109,9274.0,2649.0,1264.0
,,,,,,,,110,9140.0,2610.0,1246.0
,,,,,,,,111,8946.0,2555.0,1220.0
,,,,,,,,112,8784.0,2509.0,1197.0
,,,,,,,,113,8758.0,2501.0,1194.0
,,,,,,,,114,8814.0,2517.0,1202.0
,,,,,,,,115,8848.0,2527.0,1206.0
,,,,,,,,116,9241.0,2639.0,1260.0
,,,,,,,,117,9343.0,2668.0,1273.0
,,,,,,,,118,8918.0,2547.0,1216.0
,,,,,,,,119,8249.0,2356.0,1125.0
,,,,,,,,120,7548.0,2155.0,1029.0
,,,,,,,,121,7024.0,2006.0,958.0
,,,,,,,,122,6720.0,1919.0,916.0
,,,,,,,,123,6566.0,1875.0,895.0
,,,,,,,,124,6515.0,1860.0,888.0
,,,,,,,,125,6596.0,1884.0,899.0
,,,,,,,,126,6865.0,1960.0,936.0
,,,,,,,,127,7252.0,2071.0,989.0
,,,,,,,,128,7851.0,2243.0,1070.0
,,,,,,,,129,8444.0,2411.0,1151.0
,,,,,,,,130,8754.0,2500.0,1193.0
,,,,,,,,131,8824.0,2520.0,1203.0
,,,,,,,,132,8769.0,2504.0,1196.0
,,,,,,,,133,8634.0,2466.0,1177.0
,,,,,,,,134,8461.0,2416.0,1153.0
,,,,,,,,135,8302.0,2371.0,1131.0
,,,,,,,,136,8272.0,2363.0,1128.0
,,,,,,,,137,8425.0,2406.0,1149.0
,,,,,,,,138,8648.0,2469.0,1179.0
,,,,,,,,139,8817.0,2518.0,1202.0
,,,,,,,,140,9170.0,2619.0,1250.0
,,,,,,,,141,9161.0,2616.0,1249.0
,,,,,,,,142,8740.0,2496.0,1191.0
,,,,,,,,143,8107.0,2315.0,1106.0
,,,,,,,,144,7414.0,2117.0,1010.0
,,,,,,,,145,6845.0,1955.0,933.0
,,,,,,,,146,6515.0,1861.0,888.0
,,,,,,,,147,6319.0,1804.0,861.0
,,,,,,,,148,6247.0,1784.0,852.0
,,,,,,,,149,6279.0,1793.0,856.0
,,,,,,,,150,6458.0,1844.0,880.0
,,,,,,,,151,6766.0,1933.0,922.0
,,,,,,,,152,7333.0,2094.0,999.0
,,,,,,,,153,7978.0,2279.0,1088.0
,,,,,,,,154,8380.0,2394.0,1142.0
,,,,,,,,155,8520.0,2433.0,1161.0
,,,,,,,,156,8601.0,2456.0,1172.0
,,,,,,,,157,8527.0,2435.0,1162.0
,,,,,,,,158,8221.0,2348.0,1120.0
,,,,,,,,159,7912.0,2259.0,1079.0
,,,,,,,,160,7740.0,2210.0,1055.0
,,,,,,,,161,7701.0,2199.0,1050.0
,,,,,,,,162,7789.0,2224.0,1062.0
,,,,,,,,163,8001.0,2285.0,1090.0
,,,,,,,,164,8614.0,2460.0,1174.0
,,,,,,,,165,8920.0,2548.0,1216.0
,,,,,,,,166,8439.0,2409.0,1151.0
,,,,,,,,167,7707.0,2201.0,1050.0
,,,,,,,,168,7031.0,2008.0,959.0
,,,,,,,,169,8352.0,2385.0,1139.0
,,,,,,,,170,7919.0,2262.0,1080.0
,,,,,,,,171,7673.0,2192.0,1046.0
,,,,,,,,172,7587.0,2167.0,1035.0
,,,,,,,,173,7718.0,2204.0,1052.0
,,,,,,,,174,8148.0,2327.0,1110.0
,,,,,,,,175,9128.0,2607.0,1244.0
,,,,,,,,176,10217.0,2918.0,1393.0
,,,,,,,,177,10843.0,3096.0,1479.0
,,,,,,,,178,11187.0,3195.0,1525.0
,,,,,,,,179,11436.0,3266.0,1559.0
,,,,,,,,180,11483.0,3280.0,1565.0
,,,,,,,,181,11439.0,3267.0,1560.0
,,,,,,,,182,11403.0,3256.0,1555.0
,,,,,,,,183,11357.0,3244.0,1549.0
,,,,,,,,184,11332.0,3236.0,1545.0
,,,,,,,,185,11262.0,3216.0,1535.0
,,,,,,,,186,11187.0,3195.0,1525.0
,,,,,,,,187,10953.0,3128.0,1494.0
,,,,,,,,188,10679.0,3050.0,1456.0
,,,,,,,,189,10633.0,3036.0,1449.0
,,,,,,,,190,10269.0,2933.0,1400.0
,,,,,,,,191,9294.0,2655.0,1267.0
,,,,,,,,192,8329.0,2379.0,1136.0
,,,,,,,,193,7646.0,2184.0,1042.0
,,,,,,,,194,7232.0,2065.0,986.0
,,,,,,,,195,7005.0,2001.0,955.0
,,,,,,,,196,6894.0,1968.0,939.0
,,,,,,,,197,6995.0,1998.0,954.0
,,,,,,,,198,7368.0,2104.0,1004.0
,,,,,,,,199,8274.0,2363.0,1128.0
,,,,,,,,200,9235.0,2638.0,1259.0
,,,,,,,,201,9836.0,2810.0,1341.0
,,,,,,,,202,10224.0,2920.0,1394.0
,,,,,,,,203,10593.0,3025.0,1444.0
,,,,,,,,204,10793.0,3082.0,1471.0
,,,,,,,,205,10888.0,3110.0,1484.0
,,,,,,,,206,10944.0,3126.0,1492.0
,,,,,,,,207,10911.0,3115.0,1488.0
,,,,,,,,208,10803.0,3085.0,1473.0
,,,,,,,,209,10747.0,3070.0,1465.0
,,,,,,,,210,10657.0,3044.0,1453.0
,,,,,,,,211,10418.0,2975.0,1420.0
,,,,,,,,212,10184.0,2909.0,1388.0
,,,,,,,,213,10186.0,2909.0,1388.0
,,,,,,,,214,9873.0,2820.0,1346.0
,,,,,,,,215,8975.0,2563.0,1223.0
,,,,,,,,216,8029.0,2293.0,1095.0
,,,,,,,,217,7389.0,2110.0,1007.0
,,,,,,,,218,6997.0,1998.0,954.0
,,,,,,,,219,6763.0,1932.0,922.0
,,,,,,,,220,6700.0,1913.0,913.0
,,,,,,,,221,6818.0,1948.0,929.0
,,,,,,,,222,7232.0,2065.0,986.0
,,,,,,,,223,8148.0,2327.0,1110.0
,,,,,,,,224,9146.0,2612.0,1247.0
,,,,,,,,225,9789.0,2795.0,1334.0
,,,,,,,,226,10237.0,2924.0,1396.0
,,,,,,,,227,10628.0,3035.0,1449.0
,,,,,,,,228,10871.0,3105.0,1482.0
,,,,,,,,229,11000.0,3141.0,1499.0
,,,,,,,,230,11160.0,3187.0,1521.0
,,,,,,,,231,11214.0,3203.0,1529.0
,,,,,,,,232,11200.0,3199.0,1527.0
,,,,,,,,233,11185.0,3195.0,1525.0
,,,,,,,,234,11101.0,3170.0,1514.0
,,,,,,,,235,10862.0,3102.0,1481.0
,,,,,,,,236,10631.0,3036.0,1449.0
,,,,,,,,237,10606.0,3029.0,1446.0
,,,,,,,,238,10358.0,2958.0,1412.0
,,,,,,,,239,9432.0,2694.0,1286.0
