Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
Zone,1,1,1,1
t1,0.0,0.0,0.0,99273.34271852521
t2,0.0,0.0,0.0,93450.32078334496
t3,0.0,0.0,0.0,88296.02017742272
t4,0.0,0.0,0.0,83337.46576573848
t5,0.0,0.0,0.0,77501.94908840254
t6,0.0,0.0,0.0,70635.47626072027
t7,0.0,0.0,0.0,62867.417878673026
t8,0.0,0.0,0.0,55059.69647530243
t9,0.0,0.0,0.0,63761.48167580129
t10,0.0,0.0,0.0,99119.09559771504
t11,0.0,0.0,0.0,144636.15224093106
t12,0.0,0.0,0.0,190153.20888414708
t13,0.0,0.0,0.0,190153.20888414708
t14,0.0,0.0,0.0,206969.64502728952
t15,0.0,0.0,0.0,206969.64502728952
t16,0.0,0.0,0.0,206969.64502728952
t17,0.0,0.0,0.0,201319.96439768348
t18,0.0,0.0,0.0,189035.73367036888
t19,0.0,0.0,0.0,179361.90674990133
t20,0.0,0.0,0.0,170025.89331733828
t21,0.0,0.0,0.0,161461.02688415535
t22,0.0,0.0,0.0,153532.87167573863
t23,0.0,0.0,0.0,146063.97678788638
t24,0.0,0.0,0.0,138481.1818536093
t25,0.0,0.0,0.0,130918.79003268977
t26,0.0,0.0,0.0,124725.76345952964
t27,0.0,0.0,0.0,118726.46416501963
t28,0.0,0.0,0.0,114638.48910146607
t29,0.0,0.0,0.0,109947.88834475543
t30,0.0,0.0,0.0,104471.19060405986
t31,0.0,0.0,0.0,96560.77025767905
t32,0.0,0.0,0.0,87282.99144750222
t33,0.0,0.0,0.0,93292.94897533009
t34,0.0,0.0,0.0,118239.62962476957
t35,0.0,0.0,0.0,159246.10209129445
t36,0.0,0.0,0.0,204763.15873451048
t37,0.0,0.0,0.0,250280.2153777265
t38,0.0,0.0,0.0,250280.2153777265
t39,0.0,0.0,0.0,250280.2153777265
t40,0.0,0.0,0.0,250280.2153777265
t41,0.0,0.0,0.0,250280.2153777265
t42,0.0,0.0,0.0,237498.72271422707
t43,0.0,0.0,0.0,224397.0749131389
t44,0.0,0.0,0.0,210521.89100542085
t45,0.0,0.0,0.0,199226.04481741373
t46,0.0,0.0,0.0,189679.1992068796
t47,0.0,0.0,0.0,180876.25411959246
t48,0.0,0.0,0.0,173161.89122693
t49,0.0,0.0,0.0,166526.4001232556
t50,0.0,0.0,0.0,159109.3529081346
t51,0.0,0.0,0.0,150740.48042370647
t52,0.0,0.0,0.0,143082.1398852143
t53,0.0,0.0,0.0,135179.17217445542
t54,0.0,0.0,0.0,126547.10127970533
t55,0.0,0.0,0.0,114843.768111374
t56,0.0,0.0,0.0,100570.88891072068
t57,0.0,0.0,0.0,109514.7079932323
t58,0.0,0.0,0.0,142314.8688686214
t59,0.0,0.0,0.0,142314.8688686214
t60,0.0,0.0,0.0,142314.8688686214
t61,0.0,0.0,0.0,187831.92551183738
t62,0.0,0.0,0.0,233348.9821550534
t63,0.0,0.0,0.0,233348.9821550534
t64,0.0,0.0,0.0,259664.0232373131
t65,0.0,0.0,0.0,259664.0232373131
t66,0.0,0.0,0.0,245573.94956063814
t67,0.0,0.0,0.0,232050.56860144064
t68,0.0,0.0,0.0,217757.73989696105
t69,0.0,0.0,0.0,205027.29864845975
t70,0.0,0.0,0.0,193389.0070483585
t71,0.0,0.0,0.0,183442.19460648147
t72,0.0,0.0,0.0,174764.14949235335
t73,0.0,0.0,0.0,167039.803347066
t74,0.0,0.0,0.0,159701.97290353858
t75,0.0,0.0,0.0,152051.0187939983
t76,0.0,0.0,0.0,144293.22388912758
t77,0.0,0.0,0.0,136163.89119116566
t78,0.0,0.0,0.0,126106.8486875249
t79,0.0,0.0,0.0,113686.2158022644
t80,0.0,0.0,0.0,99696.62932533179
t81,0.0,0.0,0.0,108620.43184085842
t82,0.0,0.0,0.0,141670.6652038649
t83,0.0,0.0,0.0,187187.72184708092
t84,0.0,0.0,0.0,232704.77849029694
t85,0.0,0.0,0.0,232704.77849029694
t86,0.0,0.0,0.0,278221.83513351297
t87,0.0,0.0,0.0,278221.83513351297
t88,0.0,0.0,0.0,278221.83513351297
t89,0.0,0.0,0.0,262660.1804247649
t90,0.0,0.0,0.0,242841.3775844575
t91,0.0,0.0,0.0,224282.0345424231
t92,0.0,0.0,0.0,206530.59982271952
t93,0.0,0.0,0.0,190468.30558773474
t94,0.0,0.0,0.0,175470.98336092677
t95,0.0,0.0,0.0,162538.21207388333
t96,0.0,0.0,0.0,150775.50243320546
t97,0.0,0.0,0.0,139322.898712811
t98,0.0,0.0,0.0,129675.44192746542
t99,0.0,0.0,0.0,119239.91441191976
t100,0.0,0.0,0.0,109237.45313119888
t101,0.0,0.0,0.0,98963.85756658555
t102,0.0,0.0,0.0,87144.98454553302
t103,0.0,0.0,0.0,72380.83825145931
t104,0.0,0.0,0.0,56593.65636201608
t105,0.0,0.0,0.0,54170.46652682203
t106,0.0,0.0,0.0,69553.00075644512
t107,0.0,0.0,0.0,101975.54603594546
t108,0.0,0.0,0.0,147492.60267916147
t109,0.0,0.0,0.0,190881.3018061291
t110,0.0,0.0,0.0,190881.3018061291
t111,0.0,0.0,0.0,219560.63422937415
t112,0.0,0.0,0.0,219560.63422937415
t113,0.0,0.0,0.0,218049.90523979836
t114,0.0,0.0,0.0,204125.49235484411
t115,0.0,0.0,0.0,189443.41557823838
t116,0.0,0.0,0.0,173694.030240253
t117,0.0,0.0,0.0,158786.06960976624
t118,0.0,0.0,0.0,142497.99868460218
t119,0.0,0.0,0.0,129602.2094129749
t120,0.0,0.0,0.0,116690.2742126387
t121,0.0,0.0,0.0,105760.90480643186
t122,0.0,0.0,0.0,95077.95767062482
t123,0.0,0.0,0.0,83666.40480294851
t124,0.0,0.0,0.0,71768.88825537237
t125,0.0,0.0,0.0,60093.40708763715
t126,0.0,0.0,0.0,47748.48833981479
t127,0.0,0.0,0.0,33608.06061871449
t128,0.0,0.0,0.0,18199.96340483527
t129,0.0,0.0,0.0,17068.23301236634
t130,0.0,0.0,0.0,34399.01300987686
t131,0.0,0.0,0.0,74492.19262272616
t132,0.0,0.0,0.0,120009.24926594217
