,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t65,17128.270919255316,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17128.270919255316
t66,5521.64522907532,12962.867782540958,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18484.51301161628
t67,6078.559437943052,12441.51048246172,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18520.06992040477
t68,5059.7985383042005,13149.402408121201,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18209.2009464254
t69,5904.918488555925,11712.005948621209,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17616.92443717713
t70,5870.41851678043,10707.22827209313,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16577.64678887356
t71,6038.843987915929,9151.067446526862,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15189.911434442793
t72,5991.079560558229,7983.801504997887,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13974.881065556117
t73,6112.644322216441,7106.398453664353,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13219.042775880795
t74,6071.017301084143,6750.804008045236,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12821.82130912938
t75,5580.777104097762,7038.877780777062,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12619.654884874824
t76,5504.83362934653,7137.171312481059,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12642.00494182759
t77,5508.42883079082,7478.986082124955,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12987.414912915776
t78,4807.738543298974,9252.479103349518,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14060.217646648493
t79,4584.8017288570845,11426.982254439656,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16011.783983296742
t80,4204.008041454734,12870.41955877801,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17074.427600232746
t81,26795.54708846957,0.0,-9699.785342963733,0.0,-0.0,0.0,0.0,0.0,0.0,-17095.76174550584
t82,52974.21241884073,0.0,-35924.16669892009,0.0,-0.0,0.0,0.0,0.0,0.0,-17050.04571992064
t83,66486.50264480621,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-17011.44107609314
t84,66319.89312934013,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-16844.83156062707
t85,16604.060492545013,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16604.060492545013
t86,65936.89442610412,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-16461.83285739105
t87,16331.796162393146,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16331.796162393146
t88,16500.437501218556,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16500.437501218556
t89,3337.790837276757,14316.722332048206,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17654.513169324964
t90,359.9169482582664,18233.298613082825,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18593.21556134109
t91,1374.3605041561177,17074.595598671673,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18448.95610282779
t92,1687.9055201995877,16331.319942127308,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18019.225462326896
t93,2552.110735644178,14777.310696186023,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17329.4214318302
t94,2392.0320785758668,13797.53644866332,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16189.56852723919
t95,2838.665241229506,11898.149584079962,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14736.814825309468
t96,2570.0548920012316,10821.692869423654,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13391.747761424886
t97,1995.891057660213,10536.395422762893,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12532.286480423107
t98,3198.4500703734907,8875.660242517935,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12074.110312891426
t99,2240.781223944731,9600.685314302005,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11841.466538246737
t100,2597.54978111701,9202.26437826321,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11799.81415938022
t101,2650.8479204779533,9451.707919444263,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12102.555839922217
t102,2221.7383715925885,10873.363179368325,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13095.101550960915
t103,1398.634949562399,13583.01459054781,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14981.64954011021
t104,1562.754109304634,14524.20733828777,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16086.961447592405
t105,13975.472554055727,2229.3346483785313,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16204.807202434256
t106,32996.06692177546,0.0,-16720.145901764226,0.0,-0.0,0.0,0.0,0.0,0.0,-16275.921020011236
t107,51444.67242201006,0.0,-35241.897042935154,0.0,-0.0,0.0,0.0,0.0,0.0,-16202.775379074914
t108,65451.28864322132,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-15976.227074508251
t109,62939.75378280674,0.0,-47161.62948583437,0.0,-0.0,0.0,0.0,0.0,0.0,-15778.12429697238
t110,15700.915009317374,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15700.915009317374
t111,46750.161200968214,0.0,-31173.187416570723,0.0,-0.0,0.0,0.0,0.0,0.0,-15576.973784397494
t112,15677.549040684937,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15677.549040684937
t113,15283.271816352912,1389.8706704097385,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16673.14248676265
t114,4952.755864891858,12810.459854157916,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17763.215719049775
t115,4191.702648753223,13507.51063447727,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17699.213283230496
t116,2807.4777471341736,14489.434510946548,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17296.912258080723
t117,2935.4686497620783,13715.323780047804,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16650.792429809884
t118,599.0599150042414,14985.025251150952,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15584.085166155193
t119,2284.4758328827734,11864.126129897106,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14148.60196277988
t120,1031.2252409514688,11878.9803843093,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12910.205625260769
t121,2043.472339493252,10055.01985371028,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12098.492193203534
t122,1830.2910709634443,9828.311364942487,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11658.602435905932
t123,934.441404756744,10498.628638262195,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11433.07004301894
t124,431.4796768669616,10945.715223770065,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11377.194900637027
t125,913.0961148708438,10741.442674316402,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11654.538789187247
t126,1282.6478704716717,11357.325247996576,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12639.973118468248
t127,1482.7866070964496,13009.193503412273,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14491.980110508724
t128,1426.9221396203877,14175.449436768886,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15602.371576389274
t129,14689.184486956425,1041.1919610714126,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15730.376448027837
t130,34584.435380022696,0.0,-18837.804345120127,0.0,-0.0,0.0,0.0,0.0,0.0,-15746.631034902573
t131,59257.09209812982,0.0,-43579.543057444884,0.0,-0.0,0.0,0.0,0.0,0.0,-15677.549040684937
t132,64919.96683475331,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-15444.905266040247
t133,64664.97300315585,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-15189.911434442793
t134,15055.811092726204,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15055.811092726204
t135,42938.07690117485,0.0,-28091.543614460898,0.0,-0.0,0.0,0.0,0.0,0.0,-14846.533286713951
t136,14918.663015970602,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14918.663015970602
t137,3502.53393031673,12285.749483452362,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15788.283413769092
t138,2511.2188500553457,14111.128052723743,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16622.34690277909
t139,2134.6901485576377,14221.487894147618,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16356.178042705256
t140,1070.9650892049858,14812.814022453189,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15883.779111658176
t141,1833.6255705780457,13422.32012304337,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15255.945693621417
t142,1933.0374512827939,12505.099340203358,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14438.136791486153
t143,2401.2414621877165,10923.456128378873,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13324.697590566591
t144,2468.0174286004894,9712.763610656404,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12180.781039256894
t145,2196.808442238721,9099.113524024617,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11295.921966263337
t146,2719.8374792054906,8085.399145776687,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10805.236624982179
t147,3146.8217312103143,7391.230122018356,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10538.051853228671
t148,2946.3318103999795,7485.049316463222,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10431.381126863203
t149,2058.465214547251,8476.538903642408,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10535.004118189658
t150,619.2003271296129,10317.088904530143,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10936.289231659757
t151,423.02404206743506,11237.610217197838,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11660.634259265275
t152,450.5646793848808,11974.035162993086,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12424.599842377967
t153,22159.864328844298,0.0,-8951.996581439886,0.0,-0.0,0.0,0.0,0.0,0.0,-13207.86774740441
t154,47856.13627559963,0.0,-34175.86959714815,0.0,-0.0,0.0,0.0,0.0,0.0,-13680.266678451486
t155,13813.351108488407,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13813.351108488407
t156,63177.67830411731,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-13702.616735404252
t157,62925.732207558875,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-13450.670638845811
t158,13166.215368537894,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13166.215368537894
t159,59927.736558278644,0.0,-46960.6398789563,0.0,-0.0,0.0,0.0,0.0,0.0,-12967.09667932235
t160,13104.244756077953,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13104.244756077953
t161,8661.632375282428,5402.648918084747,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14064.281293367176
t162,4195.775558185036,10830.574095830703,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15026.349654015741
t163,5639.196060990207,9211.400872442426,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14850.596933432635
t164,5440.312226431399,8933.822129235474,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14374.134355666873
t165,5782.786807168015,8139.266851045203,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13922.053658213219
t166,5377.812345466923,7893.041926077097,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13270.854271544022
t167,5577.079221184407,6841.425151115533,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12418.50437229994
t168,5962.701704882782,5519.13209876037,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11481.833803643154
t169,6113.299714533232,4961.462696882999,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11074.762411416232
t170,6113.785437160972,4630.343636635495,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10744.129073796468
t171,6113.785437160972,4517.870125890941,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10631.655563051914
t172,6113.785437160972,4526.59651896595,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10640.381956126923
t173,6113.785437160972,4670.09720508831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10783.882642249284
t174,6099.015029460199,5016.470549639402,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11115.485579099603
t175,5994.842256987365,5656.8316966099765,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11651.673953597343
t176,10714.755553005538,1531.2827289229344,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12246.038281928471
t177,37772.937988800484,0.0,-24691.105170132323,0.0,-0.0,0.0,0.0,0.0,0.0,-13081.832818668167
t178,61716.121785342206,0.0,-48031.1982452679,0.0,-0.0,0.0,0.0,0.0,0.0,-13684.923540074304
t179,63457.652072568206,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-13982.590503855145
t180,14047.55365230243,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14047.55365230243
t181,22872.189649232656,0.0,-8883.781549994172,0.0,-0.0,0.0,0.0,0.0,0.0,-13988.408099238484
t182,13836.181020041115,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13836.181020041115
t183,13684.923540074304,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13684.923540074304
t184,62845.62824454025,0.0,-49085.075964482545,0.0,-0.0,0.0,0.0,0.0,0.0,-13760.55228005771
t185,14343.281417622158,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14343.281417622158
t186,11077.384878491084,4597.156282685137,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15674.541161176221
t187,6092.0678452455895,10118.661690428371,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16210.729535673963
t188,5769.650518633371,10162.804037870874,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15932.454556504244
t189,5983.179874227859,9391.755124706406,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15374.934998934265
t190,3826.797912276968,10627.01781762863,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14453.8157299056
t191,2152.681091598703,11250.089072383658,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13402.770163982364
t192,2542.8447303096345,9861.238226199543,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12404.082956509179
t193,2560.520176305501,9165.81291804469,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11726.333094350191
t194,2396.047278932884,8997.71327933643,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11393.760558269316
t195,3235.503523626622,8026.391539287012,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11261.895062913634
t196,4825.113049328635,6464.900391271137,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11290.013440599772
t197,5511.541589989838,6108.135588999141,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11619.677178988979
t198,5640.201360770142,6970.406231847568,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12610.60759261771
t199,5614.517181688937,8805.362575147186,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14419.879756836122
t200,5180.35052895456,10122.834126918524,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15303.184655873085
t201,31325.33861754503,0.0,-15955.251614763545,0.0,-0.0,0.0,0.0,0.0,0.0,-15370.087002781484
t202,56821.59379548405,0.0,-41544.588318835995,0.0,-0.0,0.0,0.0,0.0,0.0,-15277.00547664806
t203,15186.832748206307,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15186.832748206307
t204,64527.12002387201,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-15052.058455158953
t205,14766.02668214479,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14766.02668214479
t206,64020.019626290974,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-14544.95805757791
t207,14281.227066866544,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14281.227066866544
t208,14187.175941502564,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14187.175941502564
t209,14525.56607296678,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14525.56607296678
t210,11186.926931257492,4534.154992985439,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15721.081924242932
t211,5545.2321502993045,10674.223778449665,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16219.455928748972
t212,4666.117981391649,11248.883788962583,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15915.001770354233
t213,4179.6717880227525,11170.053630917042,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15349.725418939795
t214,4612.286422519721,9755.234975866351,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14367.521398386072
t215,3282.7658447704052,9793.249378514422,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13076.015223284827
t216,3121.095310332538,8781.704843978934,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11902.800154311473
t217,5046.717594769836,6106.58235432147,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11153.299949091308
t218,5406.665361793786,5362.673291997148,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10769.338653790935
t219,5326.999605902807,5301.747159457438,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10628.746765360245
t220,4885.330333880866,5739.538034557153,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10624.868368438021
t221,3214.994774030839,7736.628535104717,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10951.623309135557
t222,3406.6656278731366,8560.128075655068,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11966.793703528203
t223,2833.692798390258,10986.005034731395,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13819.697833121654
t224,3000.835037632737,11695.380499911984,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14696.215537544722
t225,24936.567707706137,0.0,-10183.14581555858,0.0,-0.0,0.0,0.0,0.0,0.0,-14753.421892147555
t226,42455.68351755902,0.0,-27748.802388478176,0.0,-0.0,0.0,0.0,0.0,0.0,-14706.881129080843
t227,14680.701949855818,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14680.701949855818
t228,14553.684450652918,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14553.684450652918
t229,56998.07917973374,0.0,-42612.135395967096,0.0,-0.0,0.0,0.0,0.0,0.0,-14385.943783766645
t230,63732.0486548157,0.0,-49475.06156871306,0.0,-0.0,0.0,0.0,0.0,0.0,-14256.987086102634
t231,14097.00321306081,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14097.00321306081
t232,40526.1099830957,0.0,-26506.67470847941,0.0,-0.0,0.0,0.0,0.0,0.0,-14019.435274616291
t233,14314.193440705465,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14314.193440705465
t234,3025.4817714439273,12394.054792095936,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15419.536563539865
t235,2399.473171102585,13438.930260037683,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15838.403431140268
t236,850.852384739897,14586.136964949981,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15436.989349689879
t237,908.3570678843255,13928.450358091088,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14836.807425975414
t238,675.9671380241606,13188.332259703091,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13864.299397727253
