Zone,1,2,3,4,5,6
t180,-1.6426877578855006e-8,-1.1484160778700593e-8,-2.0269504524159777e-8,-8.647349846287257e-9,-1.1030796966905982e-8,-1.9540415365404747e-8
t181,-1.487274176937598e-8,-1.039239009824723e-8,-1.9419806570898988e-8,-8.204226870197688e-9,-1.0669549556954063e-8,-1.8964962568393706e-8
t182,-1.3442812068156585e-8,-9.38762607637597e-9,-1.878149056324444e-8,-7.899150444117337e-9,-1.0417054950297122e-8,-1.8390277377062874e-8
t183,-1.2206310118485917e-8,-8.540071299177923e-9,-1.8432001471592796e-8,-7.704102813128822e-9,-1.0212229069170664e-8,-1.796389773023715e-8
t184,-1.1297632675769013e-8,-7.941449281093234e-9,-1.8163525478161802e-8,-7.58058097615895e-9,-1.0032846180590882e-8,-1.7505374204301164e-8
t185,-1.080419362860413e-8,-7.672687530372022e-9,-1.801563967535378e-8,-7.592789847969323e-9,-9.847010290689315e-9,-1.6997784376213126e-8
t186,-1.0772237584675953e-8,-7.679970254714013e-9,-1.828117123073914e-8,-7.869458563712615e-9,-9.827341597949342e-9,-1.7023042699336785e-8
t187,-1.1001452545918932e-8,-7.844175908147308e-9,-1.8697807124318865e-8,-8.115832851162498e-9,-9.95130211102721e-9,-1.721923294386903e-8
t188,-1.1978285679357451e-8,-8.47493127891172e-9,-1.9079274003785688e-8,-8.398811017908345e-9,-1.0085925932309793e-8,-1.7350809125122132e-8
t189,-1.211260905179893e-8,-8.321165153812457e-9,-1.983815015259211e-8,-8.907341954530742e-9,-1.0280258949745103e-8,-1.7913731043439014e-8
t190,-1.1979799760809006e-8,-8.541170967435296e-9,-2.136317455114675e-8,-9.610282830705645e-9,-1.0879631100334155e-8,-1.9072350084305424e-8
t191,-1.3051327815607934e-8,-9.305301731519758e-9,-2.3008268638001772e-8,-1.0376379338113346e-8,-1.1854005660683482e-8,-2.0232804414349576e-8
t192,-1.437924814764667e-8,-1.0252245557112787e-8,-2.4361280988557835e-8,-1.0977222129766592e-8,-1.2880514478786515e-8,-2.1156690649150443e-8
t193,-1.5548383512083887e-8,-1.1085486320594973e-8,-2.5512561016456497e-8,-1.1588783987828953e-8,-1.3663171306151256e-8,-2.1779987544603565e-8
t194,-1.629696617450829e-8,-1.1618745658910431e-8,-2.6207395996030617e-8,-1.200426126624071e-8,-1.4182731707925349e-8,-2.2183366085137874e-8
t195,-1.6992948521902813e-8,-1.2113882048064271e-8,-2.6537087804387068e-8,-1.2210332129116967e-8,-1.4469843551313562e-8,-2.2357015618167068e-8
t196,-1.741447452936519e-8,-1.2430776552557311e-8,-2.6197415504333005e-8,-1.2226696913200415e-8,-1.4372817616230828e-8,-2.217990051260404e-8
t197,-1.8119233579394703e-8,-1.2987185972048537e-8,-2.51637025935817e-8,-1.2030138048229178e-8,-1.3811593127754011e-8,-2.1314633243125655e-8
t198,-1.8980632129311956e-8,-1.3477573389106577e-8,-2.4152651735167284e-8,-1.1962671979827678e-8,-1.3125504741552793e-8,-2.094624401774565e-8
t199,-1.92589745338642e-8,-1.3540911475798697e-8,-2.289964296937338e-8,-1.1711615064088193e-8,-1.2199666285517961e-8,-2.0583115767742686e-8
t200,-1.865541008328051e-8,-1.3020762054529728e-8,-2.167596869464203e-8,-1.1135647326175778e-8,-1.1445492897180983e-8,-2.0104824363490598e-8
t201,-1.752644245561821e-8,-1.2216961661236643e-8,-2.0538153757372687e-8,-1.0396378610532462e-8,-1.0841325568380803e-8,-1.967224919863571e-8
t202,-1.6295091117914286e-8,-1.1336609947760547e-8,-1.954863941817134e-8,-9.614713979279023e-9,-1.0415022039443081e-8,-1.9418817869587437e-8
t203,-1.4794090539079573e-8,-1.0302838137873789e-8,-1.8829442056287607e-8,-9.061850423206053e-9,-1.0055899332800176e-8,-1.915309949795132e-8
t204,-1.3564934405805744e-8,-9.451620404446254e-9,-1.802632158304551e-8,-8.618106365958289e-9,-9.76255118879397e-9,-1.9037501052744558e-8
t205,-1.2505694412163017e-8,-8.719924106516314e-9,-1.7467310823231275e-8,-8.222173337282875e-9,-9.505834773043816e-9,-1.8675861616630622e-8
t206,-1.1439733406226e-8,-7.983669643937565e-9,-1.693043642306236e-8,-7.900521768368655e-9,-9.284177666052656e-9,-1.826552893641351e-8
t207,-1.056146737759759e-8,-7.385459753313126e-9,-1.6634840773076236e-8,-7.63686085290912e-9,-9.144232576608233e-9,-1.8136308979720705e-8
t208,-9.929506359788752e-9,-6.983155549123584e-9,-1.659459691724915e-8,-7.514591080869984e-9,-9.079308950057783e-9,-1.8100397905625287e-8
t209,-9.603981268797131e-9,-6.82285313427606e-9,-1.6823662747627848e-8,-7.56542939407068e-9,-9.095349766513129e-9,-1.7859880987139275e-8
t210,-1.0104945558370654e-8,-6.9244221277193776e-9,-1.7217674113558754e-8,-7.757172876058017e-9,-9.193148341309434e-9,-1.805494755861587e-8
t211,-1.0789243284909482e-8,-7.701780002008698e-9,-1.7475672098077474e-8,-7.981143588538524e-9,-9.419638476822962e-9,-1.7988456166456713e-8
t212,-1.1241324286931966e-8,-8.023291460763992e-9,-1.924044994540349e-8,-8.306096165280436e-9,-9.660675362613068e-9,-1.7715784098479345e-8
t213,-1.1409931096957619e-8,-8.127508399740011e-9,-1.8859198398269393e-8,-8.53036663746097e-9,-9.896110008816399e-9,-1.816454660230794e-8
t214,-1.1258974678789953e-8,-8.028327880677153e-9,-2.0299059564397284e-8,-9.204225714990515e-9,-1.058735385525793e-8,-1.9076302291013487e-8
t215,-1.2429011780834378e-8,-8.862539104065798e-9,-2.199185380676649e-8,-9.966178681532543e-9,-1.1566026756778524e-8,-2.0176243853612202e-8
t216,-1.3828151295393984e-8,-9.8598109925257e-9,-2.3365184571635263e-8,-1.0590710162185062e-8,-1.2632790556980231e-8,-2.092266328040702e-8
t217,-1.4928760281543565e-8,-1.0643857631553347e-8,-2.4474358699488595e-8,-1.107193991210734e-8,-1.3433282486910616e-8,-2.134103513274422e-8
t218,-1.5925415777893005e-8,-1.1354118250557615e-8,-2.5319393828630723e-8,-1.1451929106248456e-8,-1.4041404912022673e-8,-2.16697819922192e-8
t219,-1.6691423004953045e-8,-1.1899240346929563e-8,-2.575451805340621e-8,-1.172733866072087e-8,-1.4304063434871882e-8,-2.19666793955608e-8
t220,-1.7148698929893e-8,-1.223605941094237e-8,-2.573275535253772e-8,-1.1813079887734235e-8,-1.4266110649053887e-8,-2.1926400089484437e-8
t221,-1.77691875866873e-8,-1.274695476566319e-8,-2.4871567651968526e-8,-1.1694352853744891e-8,-1.3729455090400542e-8,-2.1306411322355035e-8
t222,-1.846782384596895e-8,-1.3166098111081927e-8,-2.380683418461885e-8,-1.1755248377719346e-8,-1.2962507977554474e-8,-2.1015221098976787e-8
t223,-1.8935685662503108e-8,-1.3369394458065303e-8,-2.2816132290198378e-8,-1.1541301094947004e-8,-1.2097565729530532e-8,-2.1243222730959928e-8
t224,-1.849036009036849e-8,-1.2974493357640307e-8,-2.1548586899366795e-8,-1.1063328156801179e-8,-1.1363126852609641e-8,-2.0800168392670457e-8
t225,-1.760287246501254e-8,-1.2311807669202906e-8,-2.0473968608843125e-8,-1.0318125321330604e-8,-1.0843995711176882e-8,-2.027438422525763e-8
t226,-1.6367191972640047e-8,-1.1430475397263695e-8,-1.9573858934639578e-8,-9.569054694220403e-9,-1.0493929775168784e-8,-1.9361341734072365e-8
t227,-1.5001859964437572e-8,-1.0489212645820026e-8,-1.88397674182096e-8,-9.037046934979063e-9,-1.0174878759661137e-8,-1.8899829259333803e-8
t228,-1.3880831980288895e-8,-9.71061659049003e-9,-1.8207076197113563e-8,-8.588665546692239e-9,-9.948632299020678e-9,-1.832907756943847e-8
t229,-1.2803360568081735e-8,-8.954440255014074e-9,-1.7598568387614515e-8,-8.180714557921545e-9,-9.648175339883657e-9,-1.7693109443330047e-8
t230,-1.1708597261288776e-8,-8.19385887134082e-9,-1.7067537819959662e-8,-7.854622481306653e-9,-9.408638154384522e-9,-1.6948743322284912e-8
t231,-1.0804942646798289e-8,-7.57517027385925e-9,-1.6814462198498534e-8,-7.60791751536807e-9,-9.26245501809945e-9,-1.6582147606946166e-8
t232,-1.0199380072304563e-8,-7.181271647478453e-9,-1.6747853604562237e-8,-7.492111346030647e-9,-9.172820364561372e-9,-1.6255898617682975e-8
t233,-9.878652433814748e-9,-7.030390237953393e-9,-1.6919437781841977e-8,-7.572720200145792e-9,-9.137783277510333e-9,-1.6045677325572178e-8
t234,-1.0045087315815979e-8,-7.162824746257466e-9,-1.7308219571723402e-8,-7.832619486289204e-9,-9.236547891855032e-9,-1.630207238532608e-8
t235,-1.0884516155971763e-8,-8.032216450658099e-9,-1.7757507784582933e-8,-7.989086350207235e-9,-9.48257946605157e-9,-1.6543082201219818e-8
t236,-1.1791071783496674e-8,-8.418164752576868e-9,-1.8931400463818683e-8,-8.282759941699351e-9,-9.71046557227281e-9,-1.661427405044233e-8
t237,-1.1928585415361105e-8,-8.323757244068232e-9,-2.0337758595753403e-8,-8.704861336798046e-9,-9.900201746681087e-9,-1.725244120920083e-8
t238,-1.1748252877320451e-8,-8.37705114425238e-9,-2.063580416028756e-8,-9.465118182771509e-9,-1.0524553851774316e-8,-1.8458635898479958e-8
t239,-1.2965320164615604e-8,-9.24409278162054e-9,-2.2251290206299693e-8,-1.0324068558493062e-8,-1.154757934994205e-8,-1.9578370604615715e-8
t240,-1.4374645266625353e-8,-1.0248118843040714e-8,-2.3772915288155176e-8,-1.118249294907517e-8,-1.2563551497129662e-8,-2.0433116004048744e-8
t241,-1.5683524761935803e-8,-1.1180901064916664e-8,-2.494248859050918e-8,-1.1876576707167608e-8,-1.3397990617564842e-8,-2.1128830827164756e-8
t242,-1.6558865528050695e-8,-1.1804253854423408e-8,-2.5678073201020132e-8,-1.2357724935531072e-8,-1.3943787453561845e-8,-2.164406632652593e-8
t243,-1.7188253148429173e-8,-1.2252708605677568e-8,-2.6115833164580533e-8,-1.2589016753020042e-8,-1.4216780747587357e-8,-2.196653966046874e-8
t244,-1.7572364339751536e-8,-1.2548723579161886e-8,-2.58646850169897e-8,-1.2565975597709789e-8,-1.4179308920760768e-8,-2.187722979116581e-8
t245,-1.8225560669151842e-8,-1.3098188541501626e-8,-2.491083189513918e-8,-1.2248696196588987e-8,-1.3671483100083964e-8,-2.1187708535852902e-8
t246,-1.9032315722084178e-8,-1.3597318826669787e-8,-2.4007806912953002e-8,-1.2139483929326657e-8,-1.2900505227034954e-8,-2.1021870622992828e-8
t247,-1.9355475935214774e-8,-1.3722763786713712e-8,-2.3216492405443317e-8,-1.1995611960889692e-8,-1.2121724284382018e-8,-2.086349563693489e-8
t248,-1.904079446763444e-8,-1.3423346149937759e-8,-2.2145768737055444e-8,-1.1691746793830973e-8,-1.1455120447474811e-8,-2.0413166594948606e-8
t249,-1.8437894586298612e-8,-1.2938024812530404e-8,-2.1137031206751295e-8,-1.117825750731032e-8,-1.0949506878147263e-8,-1.987332150542147e-8
t250,-1.75116543734742e-8,-1.2281324140993455e-8,-2.018501142348608e-8,-1.0603051609230822e-8,-1.0526927548138443e-8,-1.9000521965863585e-8
t251,-1.635720614015235e-8,-1.1470001171915225e-8,-1.9395634308917617e-8,-1.0072698037099808e-8,-1.0214577537535244e-8,-1.8286183154116025e-8
t252,-1.5128359952462358e-8,-1.0585622276434567e-8,-1.855218587204971e-8,-9.673069120732397e-9,-9.899552390883054e-9,-1.7555980763440105e-8
t253,-1.4003392499398985e-8,-9.793805757686945e-9,-1.787289869239768e-8,-9.269881135288031e-9,-9.64110896735304e-9,-1.6761230708770298e-8
t254,-1.2765297350272071e-8,-8.927752139693052e-9,-1.735726910233321e-8,-8.929591239143479e-9,-9.410971631659125e-9,-1.6107874376979316e-8
t255,-1.1704685504764304e-8,-8.195487952168832e-9,-1.7158707909721453e-8,-8.665879717543466e-9,-9.258476182531764e-9,-1.5829102025611006e-8
t256,-1.0938325907752518e-8,-7.69522875779879e-9,-1.706491937227061e-8,-8.506760630888495e-9,-9.185175261893816e-9,-1.5687013865617612e-8
t257,-1.0585408469885371e-8,-7.531916438804165e-9,-1.735657949856034e-8,-8.703835494730792e-9,-9.149715394760848e-9,-1.5883998359664236e-8
t258,-1.0799840312563864e-8,-7.700434161297763e-9,-1.7353608897114288e-8,-8.70056317278871e-9,-9.244497935734364e-9,-1.6454507143981677e-8
t259,-1.1180129618986968e-8,-7.971381867915441e-9,-1.7885570188888457e-8,-8.839941867517181e-9,-9.451355479205148e-9,-1.6925758025249478e-8
t260,-1.2519585186636809e-8,-8.921293228527724e-9,-1.9738742225783017e-8,-8.98580551951833e-9,-9.625611527164896e-9,-1.7229851413718402e-8
t261,-1.2560898294492175e-8,-8.757070784845427e-9,-2.0584479160193225e-8,-9.477280577474417e-9,-9.796604653239887e-9,-1.7995841786025227e-8
t262,-1.2291674786538624e-8,-8.764338800320301e-9,-2.0579017589448905e-8,-1.0233284080300167e-8,-1.0394590086698472e-8,-1.9228565207088908e-8
t263,-1.348096715203651e-8,-9.611746077618682e-9,-2.2275238148977332e-8,-1.1001962372425606e-8,-1.1338475266098988e-8,-2.0512629056940136e-8
t264,-1.4887037318713965e-8,-1.0613340354424287e-8,-2.37774521418697e-8,-1.1604979718799946e-8,-1.2297534116041357e-8,-2.1570946697762757e-8
t265,-1.6101479350618238e-8,-1.1478416858375114e-8,-2.4888521944076038e-8,-1.2095715804044159e-8,-1.3000901984687448e-8,-2.2111823073671762e-8
t266,-1.7012429058530832e-8,-1.2127504800027779e-8,-2.573137094101817e-8,-1.2457375335642732e-8,-1.3735962943892873e-8,-2.261137618620629e-8
t267,-1.7735832651662035e-8,-1.2642671057205874e-8,-2.6093628758935544e-8,-1.2677694350297807e-8,-1.4057403355738265e-8,-2.2852596783206013e-8
t268,-1.816887954156131e-8,-1.2970441532626615e-8,-2.600458884210622e-8,-1.2585248190271952e-8,-1.4044456313202634e-8,-2.28145761570373e-8
t269,-1.8838633752919434e-8,-1.3542948542994354e-8,-2.5104771872358907e-8,-1.227236958123113e-8,-1.3564145199898816e-8,-2.1963159559243472e-8
t270,-1.9597804313206868e-8,-1.4035716367442045e-8,-2.409654401638446e-8,-1.2216563955522855e-8,-1.2870337454737505e-8,-2.162001255916607e-8
t271,-2.0044329372240967e-8,-1.424982951803949e-8,-2.305451978937836e-8,-1.2141971388556484e-8,-1.20978115521256e-8,-2.1608125656884732e-8
t272,-1.9955369890566067e-8,-1.4099918315398403e-8,-2.2104804537237796e-8,-1.192576368721139e-8,-1.1381614135343775e-8,-2.132921411243406e-8
t273,-1.9120687949724514e-8,-1.3422084699439049e-8,-2.1089976818505183e-8,-1.1502704570723622e-8,-1.0809942518314378e-8,-2.1067137608590248e-8
t274,-1.7960236078928597e-8,-1.2616200739442221e-8,-1.995597332535666e-8,-1.0935194568435603e-8,-1.0304644971956195e-8,-2.0494185143906534e-8
t275,-1.65757390592422e-8,-1.1672628578909381e-8,-1.910527714011896e-8,-1.0454046606095104e-8,-9.929576505843655e-9,-2.0066881402830283e-8
t276,-1.5268111628735067e-8,-1.0771835347611377e-8,-1.8316851259586693e-8,-9.958662638461374e-9,-9.60065950461881e-9,-1.955195178847141e-8
t277,-1.402331180752426e-8,-9.88959784584456e-9,-1.7680534696170994e-8,-9.538800388546159e-9,-9.33737385436445e-9,-1.8933843516946592e-8
t278,-1.2692368726344307e-8,-8.939016044485436e-9,-1.718866534834976e-8,-9.155141269459349e-9,-9.12219975741115e-9,-1.826438200205579e-8
t279,-1.1546704439849476e-8,-8.1272916679232e-9,-1.707956760569155e-8,-8.93916168390492e-9,-9.014466094319683e-9,-1.7946499439836348e-8
t280,-1.079644953811658e-8,-7.609548766077821e-9,-1.7182355127500192e-8,-8.824839056136389e-9,-8.982957898492046e-9,-1.7876288395289934e-8
t281,-1.0438811976005958e-8,-7.425797489410215e-9,-1.729842761093569e-8,-8.831109215220881e-9,-9.005417515395324e-9,-1.7914756577414883e-8
t282,-1.0588841225846317e-8,-7.550601895684623e-9,-1.7522930735613388e-8,-8.970845709133298e-9,-9.101002958231494e-9,-1.8137376837658572e-8
t283,-1.091334380821952e-8,-7.781328584425047e-9,-1.7883028632780332e-8,-8.965157494547717e-9,-9.312854425843816e-9,-1.836868842290264e-8
t284,-1.2142293431925505e-8,-8.234344668377797e-9,-1.9668423923475163e-8,-9.167341910440748e-9,-9.472733102096627e-9,-1.8246546642176956e-8
t285,-1.2207232802432293e-8,-8.15089772543555e-9,-2.0542453747429676e-8,-9.623583574380116e-9,-9.688594160559975e-9,-1.8877383633314323e-8
t286,-1.2056199959315945e-8,-8.595920516652023e-9,-2.05309584174189e-8,-1.0367666589899073e-8,-1.0268446539664713e-8,-2.0137762903393406e-8
t287,-1.3264154523477434e-8,-9.45665821261801e-9,-2.219198017002025e-8,-1.119751276788162e-8,-1.1194970756658248e-8,-2.1264880130085676e-8
t288,-1.4598470713170415e-8,-1.040686617249008e-8,-2.379160495099663e-8,-1.1844734595760331e-8,-1.2350484397948301e-8,-2.1940215502787884e-8
t289,-1.5858022373380785e-8,-1.1304219449590719e-8,-2.4868050745358792e-8,-1.2454043426281873e-8,-1.3014927636242882e-8,-2.238433868459151e-8
t290,-1.6696795921629185e-8,-1.1902050557694464e-8,-2.566148552109853e-8,-1.2878772928898224e-8,-1.356682175899889e-8,-2.2774697776900174e-8
t291,-1.738759167543724e-8,-1.2394420015690359e-8,-2.6188376033049664e-8,-1.313073879506506e-8,-1.3900746948014692e-8,-2.316716051324681e-8
t292,-1.778982910395871e-8,-1.269953789849945e-8,-2.601696841625756e-8,-1.305575311384378e-8,-1.392757663914672e-8,-2.3054196175908397e-8
t293,-1.844499899601335e-8,-1.326843401170119e-8,-2.518089039487938e-8,-1.2783405867345796e-8,-1.3452480787861225e-8,-2.2355132412546636e-8
t294,-1.9230017236306892e-8,-1.3798633640400031e-8,-2.417095233132584e-8,-1.2736974295200212e-8,-1.2795397104527244e-8,-2.18961158525901e-8
t295,-1.9455876922647915e-8,-1.3854383979863232e-8,-2.3363236061670025e-8,-1.2657578576689663e-8,-1.2039082378828368e-8,-2.181608016757259e-8
t296,-1.9061068149300475e-8,-1.3495456993740591e-8,-2.2044705440636987e-8,-1.242671164538341e-8,-1.131008679079115e-8,-2.1466065708820278e-8
t297,-1.8156673843690085e-8,-1.2828805814849126e-8,-2.091661241342844e-8,-1.1945607451249832e-8,-1.0727763670263118e-8,-2.1138506324780218e-8
t298,-1.6996688505517968e-8,-1.2004596033347632e-8,-1.9989706455820836e-8,-1.141628261233816e-8,-1.0269327735145737e-8,-2.0549367396428657e-8
t299,-1.566086313091677e-8,-1.107137162870157e-8,-1.9213969330858798e-8,-1.087217276637348e-8,-9.939074467032736e-9,-2.0147866210155452e-8
t300,-1.4557201833141627e-8,-1.0287778820778697e-8,-1.8538727484877966e-8,-1.0441541567779473e-8,-9.640209455341523e-9,-1.9474119598841254e-8
t301,-1.3500844569126097e-8,-9.530224144658745e-9,-1.791404486950511e-8,-9.999450953999196e-9,-9.401682309371265e-9,-1.875127515326851e-8
t302,-1.2403979732217427e-8,-8.740821068494617e-9,-1.7451305614293846e-8,-9.584622074818956e-9,-9.194617724011838e-9,-1.841393984859891e-8
t303,-1.1417659460498019e-8,-8.039821958036528e-9,-1.7246132321853604e-8,-9.260182583666298e-9,-9.10950941829248e-9,-1.819770912541129e-8
t304,-1.0685250232863004e-8,-7.531293103569609e-9,-1.717069095555979e-8,-9.105721889725268e-9,-9.020724528928903e-9,-1.7907818221370604e-8
t305,-1.0362124216502596e-8,-7.373783691664452e-9,-1.747606954108179e-8,-9.145719051307722e-9,-9.07293929796068e-9,-1.7690685247893005e-8
t306,-1.0528983114369476e-8,-7.50750824813308e-9,-1.7856212032172782e-8,-9.415445804846731e-9,-9.244694408951164e-9,-1.7939369638591583e-8
t307,-1.1543248004155475e-8,-7.801849832779486e-9,-1.8395643316402325e-8,-9.46932927811412e-9,-9.530433911334567e-9,-1.8276221607652842e-8
t308,-1.2234168209166309e-8,-8.124159531634181e-9,-2.0266470234601883e-8,-9.639759501642771e-9,-9.782840748695594e-9,-1.833870188821712e-8
t309,-1.2331388470146249e-8,-8.195258630314075e-9,-1.99297261924473e-8,-1.003923644688828e-8,-1.005959821842755e-8,-1.8984510417642294e-8
t310,-1.2076984278429032e-8,-8.612147807088013e-9,-2.1125273069513244e-8,-1.0659089943725679e-8,-1.0661313825263707e-8,-2.0162794653277576e-8
t311,-1.3111435267539177e-8,-9.3491185465515e-9,-2.2692930173987235e-8,-1.1403629764899266e-8,-1.1523635749594706e-8,-2.1150018639720538e-8
t312,-1.4264320465750255e-8,-1.0170454989971145e-8,-2.427336434233758e-8,-1.2042257791463134e-8,-1.2459568951153081e-8,-2.21670738288151e-8
t313,-1.5313263547575534e-8,-1.0917225943950029e-8,-2.5467839427368096e-8,-1.2675999720845848e-8,-1.3306231313965387e-8,-2.2641042734880356e-8
t314,-1.6143365931420763e-8,-1.1509553371993519e-8,-2.6506551548259955e-8,-1.3060694817892328e-8,-1.3922369800432337e-8,-2.3200339810588694e-8
t315,-1.688733983881673e-8,-1.2039758721223994e-8,-2.707431981470244e-8,-1.338218437810163e-8,-1.4375156494820365e-8,-2.342233975390373e-8
t316,-1.743098870846565e-8,-1.2444505039793543e-8,-2.733055380052222e-8,-1.3484054066723996e-8,-1.4587529848503861e-8,-2.3753064993833384e-8
t317,-1.8414684124900962e-8,-1.3232081588441714e-8,-2.7186920194941034e-8,-1.3582872029843302e-8,-1.4514878293771956e-8,-2.3502713920652425e-8
t318,-1.9985572006356384e-8,-1.427544074832934e-8,-2.6775260670375865e-8,-1.3934926687939234e-8,-1.429261647478985e-8,-2.3793951218441273e-8
t319,-2.2248738814665296e-8,-1.5741567334303278e-8,-2.5926578406152866e-8,-1.3667021977465469e-8,-1.3756593837427264e-8,-2.3977094649783108e-8
t320,-2.2822550322330163e-8,-1.6025053766183378e-8,-2.4464580758323722e-8,-1.2909296433462225e-8,-1.2987806193658684e-8,-2.3145444341305864e-8
t321,-2.1540578579446844e-8,-1.504863485593958e-8,-2.307115437447826e-8,-1.2001404021337057e-8,-1.221893878314719e-8,-2.2652247619231214e-8
t322,-1.9586972016357255e-8,-1.371863752256034e-8,-2.1807210237738635e-8,-1.1167353899469286e-8,-1.1710351426701211e-8,-2.1943545889368516e-8
t323,-1.7777140371235052e-8,-1.2483472323374043e-8,-2.0987758934134515e-8,-1.061367380755569e-8,-1.1408241545197807e-8,-2.1560603292968966e-8
t324,-1.62776237432605e-8,-1.1455423992918712e-8,-2.0209789563600635e-8,-1.0193079673264985e-8,-1.1201217254761059e-8,-2.1047683992934593e-8
t325,-1.484135367258988e-8,-1.0456927482409669e-8,-1.9549962831623318e-8,-9.778696927858443e-9,-1.1060475546095034e-8,-2.0726389055524507e-8
t326,-1.3624119245065066e-8,-9.572682066938895e-9,-1.901981428675832e-8,-9.383178092890542e-9,-1.0913253665641802e-8,-2.010645800626479e-8
t327,-1.2497284708086447e-8,-8.769835482562461e-9,-1.8633482084218044e-8,-9.098547866990609e-9,-1.0810630447590911e-8,-1.976595784079774e-8
t328,-1.1577373164089047e-8,-8.14740415080777e-9,-1.8485294903003992e-8,-8.966056527100121e-9,-1.0735025308656273e-8,-1.9229645194579032e-8
t329,-1.1104429860480577e-8,-7.900345495874537e-9,-1.8579341419156094e-8,-9.043584311578877e-9,-1.0619683492337899e-8,-1.8936235117251645e-8
t330,-1.1194774546261723e-8,-7.982777307879567e-9,-1.8986051804866775e-8,-9.354040238302431e-9,-1.0629601941416283e-8,-1.9062548795506846e-8
t331,-1.1540573885581792e-8,-8.22923252372008e-9,-1.947289180457811e-8,-9.485435730959145e-9,-1.0815114397135218e-8,-1.9421825721841422e-8
t332,-1.2912789035330944e-8,-8.656457721825961e-9,-2.1372441307886768e-8,-9.690485434135218e-9,-1.0941936862561648e-8,-1.943672004105745e-8
t333,-1.2153964042040857e-8,-8.666670535270267e-9,-2.0596574755702595e-8,-1.0046886150392284e-8,-1.1067704948431214e-8,-1.9933075400927046e-8
t334,-1.2742687140200316e-8,-9.086679857713622e-9,-2.20623943501313e-8,-1.065024858929266e-8,-1.1596118905215721e-8,-2.1039766140475153e-8
t335,-1.3669891582497271e-8,-9.747353262761774e-9,-2.354338313101629e-8,-1.1394891336923785e-8,-1.2432995051757834e-8,-2.205483114788614e-8
t336,-1.4881028087793329e-8,-1.0610076057073531e-8,-2.5041725056405947e-8,-1.2026190287887969e-8,-1.3372250739151487e-8,-2.2923084361357083e-8
