region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,EmissionsCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,RegSubsidyRevenue,Revenue,Cost,Profit
CA_N,CA_N_utilitypv_losangeles_mid_90_0_2_1,1,1,80,449.4919355393856,0.0,84.62287267471768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5214091,0.0,0.0,0.0,0.0,0.5214090943336487,84.62287267471768,-84.10146358038403
CA_N,CA_N_utilitypv_losangeles_mid_90_0_2_2,1,2,81,72.82187514247288,0.0,12.777836973211466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07297054,0.0,0.0,0.0,0.0,0.07297053933143616,12.777836973211466,-12.70486643388003
CA_N,CA_N_utilitypv_losangeles_mid_90_0_2_3,1,3,82,4.282537641691547e11,0.0,8.26172025445579e10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1087098e8,0.0,0.0,0.0,0.0,5.10870976e8,8.26172025445579e10,-8.21063315685579e10
CA_N,CA_N_utilitypv_losangeles_mid_90_0_2_4,1,4,83,162.69662145720568,0.0,29.202603702718783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17921571,0.0,0.0,0.0,0.0,0.1792157143354416,29.202603702718783,-29.02338798838334
CA_N,CA_N_offshorewind_otrg6_mid_floating_1_180_1,1,1,84,14.954212402514411,0.0,1.872765706389974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003667021,0.0,0.0,0.0,0.0,0.0036670209374278784,1.872765706389974,-1.8690986854525462
CA_N,CA_N_offshorewind_otrg6_mid_floating_1_180_2,1,2,85,12.302456783440988,0.0,1.5064782992788583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025979846,0.0,0.0,0.0,0.0,0.0025979846250265837,1.5064782992788583,-1.5038803146538318
CA_N,CA_N_offshorewind_otrg6_mid_floating_1_180_3,1,3,86,10.5337332669498,0.0,1.2450065143004008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020945233,0.0,0.0,0.0,0.0,0.0020945232827216387,1.2450065143004008,-1.2429119910176791
CA_N,CA_N_offshorewind_otrg6_mid_floating_1_180_4,1,4,87,12.112937969894693,0.0,1.7362366641739544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023800835,0.0,0.0,0.0,0.0,0.0023800835479050875,1.7362366641739544,-1.7338565806260493
CA_N,CA_N_offshorewind_otrg6_mid_floating_1_180_5,1,5,88,10.574393862907002,0.0,1.266235916007639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020428337,0.0,0.0,0.0,0.0,0.0020428337156772614,1.266235916007639,-1.2641930822919618
CA_N,CA_N_offshorewind_otrg6_mid_floating_1_180_6,1,6,89,9.900129058270315,0.0,1.0520158418287922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001701326,0.0,0.0,0.0,0.0,0.001701325993053615,1.0520158418287922,-1.0503145158357385
CA_S,CA_S_naturalgas_ccavgcf_mid_0,2,0,90,6.422632479532886e11,0.0,1.3520377010318779e11,0.0,1.1785586736e11,1.7178334940493524e9,0.0,0.020806477913742162,0.0,0.0,2.6131564e9,0.0,0.0,0.0,0.0,2.613156352e9,2.5477747095725797e11,-2.5216431460525797e11
CA_S,CA_S_naturalgas_ctavgcf_mid_0,2,0,91,123.96045019995617,0.0,20.637910336176926,0.0,24.69475264661014,0.20354218792685178,0.0,0.01806974661838312,0.0,0.0,0.23565108,0.0,0.0,0.0,0.0,0.23565107583999634,45.5542749173323,-45.318623841492304
CA_S,CA_S_naturalgas_ccccsavgcf_mid_0,2,0,92,111.00459919513602,0.0,22.327683461258868,0.0,18.661488750949502,0.10210710385433205,0.0,0.010222495949382538,0.0,0.0,0.11227214,0.0,0.0,0.0,0.0,0.11227214336395264,41.10150181201209,-40.989229668648136
CA_S,CA_S_battery_mid_0,2,0,93,5.257064524726944e9,6.562839612474747e9,1.567075651516825e9,1.9562086084528763e9,0.0,0.0,0.0,0.0,0.0,953229.25,1.6296417e7,0.0,0.0,0.0,0.0,1.6296417e7,3.5242374892197013e9,-3.5079410722197013e9
