region,Resource,zone,Cluster,R_ID,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,AnnualSum
WECC_WYCO,WECC_WYCO_naturalgas_ccccsavgcf_mid_0,6,0,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_WYCO,WECC_WYCO_battery_mid_0,6,0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_WYCO,WECC_WYCO_nuclear_mid_0,6,0,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_WYCO,WECC_WYCO_naturalgas_ccs100_mid_0,6,0,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_mid_70_1,6,1,192,0.0,0.0,0.0,0.0,0.0,5.233825697502821e-13,5.233825697502821e-13
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_mid_70_2,6,2,193,0.0,0.0,0.0,0.0,0.0,4.004202141398516e-13,4.004202141398516e-13
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_mid_70_3,6,3,194,0.0,0.0,0.0,0.0,0.0,4.2755057628080604e-13,4.2755057628080604e-13
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_mid_70_4,6,4,195,0.0,0.0,0.0,0.0,0.0,3.6519923738834255e-13,3.6519923738834255e-13
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_mid_70_5,6,5,196,0.0,0.0,0.0,0.0,0.0,1.0974225880358768e-12,1.0974225880358768e-12
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_mid_70_6,6,6,197,0.0,0.0,0.0,0.0,0.0,3.194291678064103e-13,3.194291678064103e-13
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_mid_70_7,6,7,198,0.0,0.0,0.0,0.0,0.0,3.1487931057535597e-13,3.1487931057535597e-13
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_mid_70_8,6,8,199,0.0,0.0,0.0,0.0,0.0,2.9962032409390126e-13,2.9962032409390126e-13
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_mid_70_0_2_1,6,1,200,0.0,0.0,0.0,0.0,0.0,8.093531998457701e-13,8.093531998457701e-13
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_mid_70_0_2_2,6,2,201,0.0,0.0,0.0,0.0,0.0,0.0001576719587327957,0.0001576719587327957
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_mid_70_0_2_3,6,3,202,0.0,0.0,0.0,0.0,0.0,7.656157823706861e-13,7.656157823706861e-13
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_mid_70_0_2_4,6,4,203,0.0,0.0,0.0,0.0,0.0,2.4019630836768812e-12,2.4019630836768812e-12
WECC_WYCO,WECC_WYCO_utilitypv_losangeles_mid_70_0_2_5,6,5,204,0.0,0.0,0.0,0.0,0.0,7.508993623636336e-13,7.508993623636336e-13
CA_N,CA_N_ev_load_shifting_1,1,1,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S,CA_S_ev_load_shifting_1,2,1,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N,WECC_N_ev_load_shifting_1,3,1,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ,WECC_NMAZ_ev_load_shifting_1,4,1,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW,WECC_PNW_ev_load_shifting_1,5,1,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_WYCO,WECC_WYCO_ev_load_shifting_1,6,1,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
