Line,1,2,3,4,5,6,7,8,9,10,Total
t54,-2736.358498831281,1.4489033316668575e-7,1454.5059489671994,1.3553996636239926e-6,-6457.597007879983,2857.999993650973,-739.9999980498138,1081.172740258656,-3026.190786873823,2.4123195723121374e-5,-7566.467583134587
t55,-2295.820697877045,8.183323176030551e-9,3.2960250676670917e-6,9.553110155605148e-7,-2939.7319085928843,602.3131698972572,-739.9999968362785,3740.8510802882197,-903.5152193839219,3.1131537699756354e-6,-2535.903565131978
t56,-602.9760714007099,-99.99999541928864,-1.8525368068601784e-6,-1.5313755963229682e-6,-8285.196395221754,6.829517056578798e-8,-2.564684529353346e-7,2060.6664709114134,1843.084012773097,663.7665918479513,-4420.655390081375
t57,-591.1896974688962,-0.8205001659421853,162.98639907208405,51.63065790436594,-8955.294706512737,295.0476543616917,-202.9608732724858,747.3702979770425,4149.999999869901,663.9999998727948,-3679.2307683621825
t58,-185.92011799140917,-2.201020700630031,-60.24126234322702,-137.910057224991,-8886.12057294963,31.628982400498607,-126.66258696426341,874.5939068306949,4149.999999870302,663.9999998727558,-3678.8327291999
t59,26.025219980151707,-1.229986679656202e-6,7.388973089237926e-7,-772.208842467207,-8808.156042620727,-2.9854836571636634e-7,2.8874660707798856e-7,506.9585577586316,4149.999995313288,425.6956561347584,-4471.685456401995
t60,1.939082777327461e-8,-99.99999807598341,-6.857598036229584,-1399.9999976447577,-7281.83584142867,-8.881544003289273e-7,1.2722398955997915e-6,1221.7728964855971,2496.5012460219473,-4.1991214064911825e-8,-5070.419292316612
t61,3.094788853657283e-8,-99.9999980765176,-82.40787771403825,-1399.9999976977776,-9225.644531760285,-8.898843285111804e-7,1.2909072997161944e-6,838.4590119499414,4055.6594461303384,-4.651539629665816e-8,-5913.933946782882
t62,2.19326288091492e-8,-99.99999807847828,-1637.9499605482424,-1399.9999977077202,-8077.714411068634,-8.987591405863774e-7,1.298897465221428e-6,720.3794782081445,4149.999996504852,7.994180786513854e-7,-6345.28489146859
t63,3.5157207796981006e-6,-99.99999771192309,-2587.1758567902493,-1399.9999985855516,-6957.012465073968,-252.90543614794936,723.531762111228,3.315776583276526e-5,4149.999998802123,15.002647813199253,-6408.559308909605
t64,3.386026002335989e-6,-99.99999821327587,-3362.6032547144223,-1399.999998815808,-7271.833975742519,-1975.603089005045,739.9999915872078,157.66498686843863,4149.999997682714,-1.6178151611692426e-9,-9062.375336968298
t65,-622.2326085981327,-99.99999979939118,-3674.999999807777,-1399.999999776765,-8119.12819860184,-2857.9999997858013,739.999999743304,-1153.9341237634108,4149.999999747522,-6.306598356299379e-9,-13038.294930648597
t66,2.433091817726614e-6,-99.99999953374264,-3674.99999961758,-1399.9999995896248,-6005.69823194887,-2857.9999996351594,739.9999994257132,-1602.8476141036433,3219.7064456687726,-663.9999992673511,-12345.839396168392
t67,1160.211840990457,-99.99999789393176,-3674.9999991602476,-1399.9999990043877,-4485.542447406817,-2857.999999286155,723.2429905735657,-2149.4138406506872,4.254760887770529e-7,-137.1379914115355,-12921.63944282426
t68,-5.557006987477509e-7,-99.99999819311928,-3674.999999647793,-2.7040776427710713e-7,-6720.083249065779,-2373.551855734188,-4.378560748152957e-8,-513.5995753805978,-1809.2472397787624,-2.769469270895084e-7,-15191.48191894708
t69,-654.9437503394774,-99.99999917807887,-3674.999999415812,-23.93937189675389,-8472.468048267687,-1183.072806072997,9.573090162489924e-8,-4.5083937592263026e-7,-2051.4490807097436,-663.9999627287502,-16824.87301896441
t70,-8.064941941586339e-7,-99.99999806677157,-3643.4638273087176,-583.2827226422412,-6572.557299058505,-1.869903247875275e-6,1.3920681830691557e-7,1.3223801492048902e-6,-2072.417884417109,-663.9999471072722,-13635.721679815426
t71,-572.2856976386337,-99.99999852175434,-1706.7890501446975,-5.551488531931174e-6,-5494.749513289671,-1.6199999331848243e-7,9.4525425383272e-8,762.6631392306654,-3379.5579989927182,-7.240590247115341e-6,-10490.719132216364
t72,-1988.0503998360043,-99.99999843687299,-343.49667661110897,-5.788260995762606e-6,-6626.000472191039,-1.2913373368958094e-7,9.816383705613067e-8,679.2087682255243,-3134.2284188481535,-7.561422946099093e-6,-11512.567211078309
t73,-3674.999973708417,-4.890606776519853e-7,4.681628010255886e-7,2.537547032508533e-7,-6948.880947147227,1.0715022852968028e-6,-346.78352316211624,1650.1359742167876,-3480.8224128369006,5.692691120943681e-7,-12801.350880764243
t74,-3674.99999709653,-4.86744983658292e-7,4.754726769296175e-7,8.609677317049168e-7,-6876.726574721181,783.2007157128286,-739.9999971097934,2345.170178731376,-4073.9144020427175,2.7834888924741153e-6,-12237.270072892834
t75,-2865.2666634944753,8.738558383102415e-9,2.9640765500852945e-6,8.531577641364382e-7,-6853.968805594697,2195.5193188175663,-739.9999972053959,2016.5966098069011,-4149.999996896952,6.779310372250254e-7,-10397.11953006315
t76,-1790.757828058122,1.1657482613836331e-8,3.036803215573487e-6,8.615408785108467e-7,-6342.493623216702,2817.626086017313,-739.9999972258685,1499.9795336082452,-3957.678184920622,2.834349637007396e-6,-8513.324007051404
t77,-1493.7526786522944,1.4423588627408338e-7,310.97766241775355,1.3496373433424815e-6,-5368.225643808998,2857.999993623228,-739.9999980527633,1940.0703328129,-3261.5112099125795,2.366930577106837e-5,-5754.441516409574
t78,-3674.9999963004802,1.4554041161351888e-7,2480.499848870483,726.0134108590311,-9541.558978960811,2857.9999977353873,-739.9999986813026,1480.8069110723993,-3559.1711052127694,663.9999961526405,-9306.409914319882
t79,-3073.0637642923703,8.607249538622008e-9,3.1833816540144614e-6,9.229833896723645e-7,-6536.8515570038335,1756.7058478595466,-739.9999969739324,3377.6884884212527,-2490.0421527846634,3.0067841805214783e-6,-7705.563127652245
t80,-282.34895435350614,-5.231812892932053e-7,6.761345837692152e-7,3.1476072801378264e-7,-9885.736215070965,1.3228296853011779e-6,-572.4864428195256,2445.19361322851,1500.7806990878887,663.9999985669833,-6130.59729957007
t81,-1014.4051282742938,1.6260786876844775e-8,5.5843835959113415e-6,1.6043239889865071e-6,-10463.999999625448,211.3266280971336,-739.9999997152858,643.1254755519464,3701.7293985598603,663.9999997527673,-6998.223618448353
t82,-415.2680035780469,-37.30527278119346,-4.1755173891034314e-7,-4.961972840460059e-7,-10463.999996541133,4.2453825370372374e-7,-572.1880239019114,474.31672654511675,3969.0255639627057,663.9999978547853,-6381.4190089288895
t83,-8.614674598367738e-6,-99.99999745561558,-598.745787433365,-1099.5690247629427,-10463.999998489886,-2.740372047852448e-7,-446.84808694929717,1378.490093407595,3212.032598824465,663.9999979692128,-7454.640213778547
t84,3.6324054113867442e-6,-99.99999802624629,-1096.3811555017646,-1399.9999986921475,-10463.99999953178,-326.6691973479348,-739.9999988436996,2221.9036808920637,2497.602154952515,663.9999992767761,-8743.544509189816
t85,-6.315911103667439e-6,-99.99999813329148,-382.4698508818823,-1119.1775560507049,-10463.999996805405,-2.1796401187293902e-7,-1.7360929654672553e-7,1512.84212408975,3086.5219549236613,343.6490444134184,-7122.634285151939
t86,5.441531723660189e-8,-99.99999807853779,-2720.917231892218,-1399.9999977305195,-9643.462119183125,-9.621749668953669e-7,1.435414827925686e-6,1518.9988887644884,3121.3933643476776,-6.695374704764683e-8,-9223.98709331153
t87,1.5620731154610437e-6,-99.99999833765223,-3674.9999861125457,-1399.999998722498,-8969.461285265581,-418.7299267503835,739.9999909088901,554.8108922233941,3518.6911908358907,-1.1143849976813853e-6,-9749.689120772799
t88,-359.804803270342,-99.99999927515123,-3674.99999889062,-1399.9999988157797,-9682.137540332365,-2133.7772998855667,739.9999915492632,115.06226480094654,3710.252569967865,-1.0325449785237096e-6,-12785.4048151843
t89,-980.6543576429435,-99.99999983342364,-3674.99999983975,-1399.9999998153457,-10463.99999914335,-2857.999999821089,739.99999972521,-1132.9646759838192,4149.999999661551,-131.20042971828636,-15851.819462411244
t90,2.236792379652996e-6,-99.99999953352209,-3674.9999996169686,-1399.9999995893288,-8903.001243403212,-2857.999999634968,739.9999994252123,-2286.101922179922,3449.445980945056,-663.9999992665403,-15696.657180617403
t91,437.55663679956604,-99.99999845360567,-3674.999999258683,-1399.99999914903,-6832.116706310062,-2857.999999364012,739.9999948625358,-2341.2128542181417,1.0137037679834833e-6,-340.9837792965975,-16369.756703374325
t92,-278.0685948212909,-99.9999995901589,-3674.9999997788505,-1.0246597634346115e-5,-7854.8702821983625,-2857.9999992580565,4.3791196403697346e-8,-1089.4588790611826,-864.2077797600758,-516.8499099404517,-17236.455454611234
t93,-657.8261705905146,-99.9999991845172,-3674.999999430321,-1.931354794045168e-5,-8915.623389279059,-1926.2117079087377,8.739723081001214e-8,-4.822700384685499e-7,-1434.154476334509,-600.2206071913405,-17309.03636962742
t94,2.55026917877952e-6,-8.130955631013498e-7,-3537.4759670740627,-67.4596127382069,-6690.245854311407,-560.0481953771489,1.3852624700112248e-7,-6.530462932869154e-7,-717.5662671686555,-663.9999458645184,-12236.795841311345
t95,-1.8877249313643053e-6,-1.603805350974768e-7,-1990.504643933495,1.8829238587248546e-7,-4371.369053067738,-1.179007760969152e-6,-156.3029559494608,-11.103087328972947,-1917.5089006322821,4.810067605614475e-7,-8446.788643469763
t96,-345.1576918758182,-99.99999843229182,-1162.2166747835943,-6.308828867224419e-6,-5506.778530356691,-1.4835684198928627e-7,1.0095991603458045e-7,568.8712041961954,-2674.9167456592604,-8.136101707233708e-6,-9220.198451403787
t97,-2118.92867864134,-99.99999843685926,-275.0707649374621,-5.792769897330743e-6,-6084.442253533748,-1.2900380249097866e-7,9.824084400684694e-8,980.0748120433175,-3048.3314216417043,-7.5612016321455886e-6,-10646.698318532533
t98,-3579.470258123524,-4.879252476055747e-7,4.7118002363264525e-7,2.196668981670852e-7,-6431.19780171873,9.566120327168238e-7,-1.2812318369780089e-5,1278.1421521386758,-3253.362447670704,5.006552865206731e-7,-11985.888366526413
t99,-1768.312409934111,8.576929068282845e-9,2.954255683401749e-6,8.510332264289157e-7,-5647.158434143911,1671.3739382006218,-739.9999972012578,1512.6484204482695,-3007.704106654347,2.774755537913317e-6,-7979.152582696114
t100,-692.9894467286326,8.265268721504874e-9,2.7890616690605886e-6,8.04357731151071e-7,-5166.808029005753,2383.7331425361117,-739.9999973604164,903.9066933221673,-2776.289878875932,2.624256739964028e-6,-6088.447509886513
t101,-1026.8261380269573,9.870491512431517e-8,8.923564950205523e-6,1.122561895530044e-6,-4139.4736486383445,2857.9999904584492,-739.999997872334,846.6073623020719,-2143.545223653625,6.806235582561193e-6,-4345.237638479673
t102,-3058.738720722344,1.6526759610683577e-7,2028.6088926942195,1.4947612838776412e-6,-8312.938618657356,2857.999993668448,-739.9999981187242,2.2165262497933802e-5,-2420.636828039757,567.27412731505,-9078.431128035172
t103,-3343.2380612269885,7.98121296978625e-9,3.1653607627990057e-6,9.230947064049179e-7,-6490.355940358857,1646.1598352071599,-739.9999969743561,2272.91961256033,-1772.7130697852635,3.0103503472790846e-6,-8427.227613471186
t104,1.6964758539992738e-9,-99.9999908699533,-5.489998366937763e-7,-397.88376881863263,-9008.746807804868,-1.999834699012449e-7,1.9432977010950977e-7,935.1264318337328,2349.467450556583,1.0362023970691076e-6,-6222.036684619891
t105,-383.6045564151325,-7.76533946471303e-7,1.0930026716782e-6,4.78609081579796e-7,-9146.156837938719,1.9971937976949e-6,-420.79605455098215,461.39419694534934,3484.042612258672,663.9999978492195,-5341.12063905932
t106,1.2593549556427107e-6,-7.83938177282216e-7,1.0553683106017006e-6,-1.2841835967696024e-6,-9865.36310447638,1.5361118765571264e-7,-4.206115108649584e-7,483.65251724846445,3520.1540425872713,654.8022570446766,-5206.754287616365
t107,-8.648460708612504e-6,-99.9999974243363,-513.0398304534851,-1173.3989057879674,-10463.999998201592,-2.8189193283555095e-7,-3.1992525098094027e-6,330.4095661279938,3330.7622238618724,663.9999973718841,-7925.266956635238
t108,7.223466327354343e-8,-99.9999980764205,-1551.279575171115,-1399.9999977290552,-10463.999998505447,-1.502023840537223e-6,-1.8124863346865335e-7,1703.0732179444058,2491.337814562757,476.3221158942974,-8844.546422691612
t109,-6.318440973449629e-6,-99.99999813378616,-953.196563769724,-1034.9954349573507,-10198.446132465475,-2.259248952599572e-7,2.0578071863884095e-7,925.4339319516358,3230.7094844754834,1.0245788885009048e-6,-8130.494718213224
t110,-721.7135513946076,-99.99999814173391,-1199.3906812023379,-7.013250228073338e-6,-8574.787003265294,-1.5246630325117653e-7,1.2054416327586985e-7,548.0131073806687,3617.7937940901597,1.402768099134745e-6,-6430.084338175549
t111,3.951586154604163e-7,-99.99999807786641,-3506.308410114396,-1399.9999980705927,-7514.531973425713,-1.3532578722496556e-6,6.916067011090423e-6,124.37640362852976,4066.433237647641,-2.3508508999929794e-7,-8330.030732689513
t112,3.2725457205714722e-6,-99.99999784182711,-3599.0830775768263,-1399.9999986700566,-5678.426551098853,-2427.8539545805033,181.371488764524,3.7500835266517385e-6,3485.7453360362715,-6.373205215366091e-7,-9538.246748581963
t113,-228.00057594449348,-99.99999946088067,-3674.9999995596727,-1399.999999255256,-6713.031093458649,-2857.999999383115,739.9999985602759,-1315.038321475202,4030.390844486447,-663.9999964542233,-12182.67914194477
t114,-272.04482708717046,-99.99999953359689,-3674.9999996173237,-1399.999999377816,-8146.348093136785,-2857.9999994762743,739.9999989125268,-2264.6803326667846,3185.9077382789874,-663.9999980924217,-15454.165511796658
t115,1230.4709051116345,-1.8156592134339496e-6,-3674.99999834873,-1399.9999971960601,-4171.428111177344,-2857.999998716361,5.86657676124955e-7,-1365.0863830026487,-76.73005192351614,-663.9999970111855,-12979.773633493214
t116,9.26131820402949e-8,-99.99990521653697,-3674.999999511178,-682.8867986994303,-5683.761240159729,-2857.999999107149,5.909788910742287e-8,-434.6096395775076,-1791.1199753475642,-663.9999780778111,-15889.377535545196
t117,-10.718543660308649,-99.999999007656,-3674.999999334451,-972.9650773651649,-6475.984677262916,-1626.8811840783897,9.984460378700163e-8,-4.6110095372215343e-7,-2419.7926382662704,-663.9999629730206,-15945.342082309435
t118,2.566141779194056e-6,-8.115830612708737e-7,-3044.6560311880535,-477.3667075126477,-6191.658035994014,-87.95802569387328,1.3959629731109937e-7,-6.353893995286179e-7,-2036.33967400767,-663.9999471575903,-12501.978420295083
t119,-108.24339635929823,-99.99999852245294,-1582.1410284433482,-6.9035402687470145e-6,-3245.316662026498,-1.8018068548397743e-7,9.710008030961298e-8,615.7864999915314,-3107.567130646354,-9.148024197609778e-6,-7527.481732141064
t120,-72.85893652952834,-99.99999852667361,-763.3950137523011,-5.722035674303809e-6,-4104.630593063196,-1.2220885838219833e-7,9.700704925967536e-8,1271.5610236666953,-3798.894959806036,-7.492017521322773e-6,-7568.218491250294
t121,-1384.9780206470025,-6.016010323350504e-7,4.3635889496866e-7,1.8549356311647564e-7,-4894.723674479899,9.341615393857008e-7,-1.3032741589100105e-5,1752.306027964832,-4149.9999989743665,-155.07529489103013,-8832.470973105796
t122,-866.2843032363694,3.723105593419517e-9,2.8845214202759873e-6,8.3514123923231e-7,-4435.008407511557,416.4000263207402,-739.9999970540599,2433.241760566202,-4149.999999240525,-204.60421098743387,-7546.255127419618
t123,-1649.2003116504552,4.489061952585894e-9,2.9002258887077143e-6,8.399670518724652e-7,-4094.1748101058292,280.7348146583858,-739.9999970453418,2113.6706793411286,-4149.999999214693,-105.28290418073897,-8344.252524452862
t124,-1087.618350960088,7.025746098822687e-9,2.76172169879608e-6,7.998610595231223e-7,-3606.918343551121,871.8969172048639,-739.9999973464415,1848.9735192732328,-4149.9999992801295,-127.8326269920019,-6991.498878083077
t125,-1307.6418810221853,8.0139354779779e-9,2.7810508178881413e-6,8.037569804521863e-7,-2823.4065860107335,2462.459415698173,-739.9999973577524,1184.5315930957224,-3819.5153032007415,2.6135345176936956e-6,-5043.57275259116
