Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
CA_N_biomass_1,1,69.498,0.0,0.0,69.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_conventional_hydroelectric_1,1,7274.007,0.0,0.0,7274.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_geothermal_1,1,642.85,0.0,0.0,642.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_hydroelectric_pumped_storage_1,1,1791.0,0.0,0.0,1791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_natural_gas_fired_combined_cycle_1,1,7714.798,5.412659725002582e-10,0.0,7714.7979999994595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_natural_gas_fired_combined_cycle_2,1,2487.499,2487.4988963029414,0.0,0.00010369705849555544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_natural_gas_fired_combustion_turbine_1,1,1383.804,1383.8038810994262,0.0,0.00011890057383112662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_natural_gas_fired_combustion_turbine_2,1,1994.905,2.0557350306874897e-8,0.0,1994.9049999794427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_onshore_wind_turbine_1,1,1327.6,-2.2104791529274556e-9,0.0,1327.6000000022104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_small_hydroelectric_1,1,240.597,0.0,0.0,240.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_solar_photovoltaic_1,1,2787.1,-2.4705840533124865e-9,0.0,2787.10000000247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_biomass_1,2,108.138,0.0,0.0,108.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_conventional_hydroelectric_1,2,1396.2,0.0,0.0,1396.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_geothermal_1,2,608.292,0.0,0.0,608.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_hydroelectric_pumped_storage_1,2,1665.0,0.0,0.0,1665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_natural_gas_fired_combined_cycle_1,2,6006.104,1.451495392821934e-9,0.0,6006.10399999855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_natural_gas_fired_combined_cycle_2,2,1148.095,1148.0949746607632,0.0,2.533923693093243e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_natural_gas_fired_combustion_turbine_1,2,3082.12,4.021775283872887e-8,0.0,3082.119999959782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_natural_gas_fired_combustion_turbine_2,2,1481.601,1481.6009529912253,0.0,4.700877487273658e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_onshore_wind_turbine_1,2,4735.6,-2.897699105652588e-9,0.0,4735.600000002899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_small_hydroelectric_1,2,133.578,0.0,0.0,133.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_solar_photovoltaic_1,2,9520.0,-2.033017693399265e-9,0.0,9520.000000002032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_biomass_1,3,20.048,0.0,0.0,20.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_conventional_hydroelectric_1,3,4644.552,0.0,0.0,4644.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_conventional_steam_coal_1,3,2947.203,-7.569829838158472e-10,0.0,2947.203000000757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_conventional_steam_coal_2,3,198.501,3.4924720573313223e-9,0.0,198.50099999650752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_geothermal_1,3,380.24,0.0,0.0,380.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_natural_gas_fired_combined_cycle_1,3,2663.3,1.7891478748838838e-8,0.0,2663.2999999821086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_natural_gas_fired_combined_cycle_2,3,248.0,247.99984355392536,0.0,0.0001564460746505958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_natural_gas_fired_combustion_turbine_1,3,205.904,205.90396120599092,0.0,3.879400908846087e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_natural_gas_fired_combustion_turbine_2,3,1109.199,685.6455410609112,0.0,423.5534589390888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_onshore_wind_turbine_1,3,3893.9,-1.2890743944912132e-9,0.0,3893.9000000012893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_N_solar_photovoltaic_1,3,1185.7,-1.938699463561911e-9,0.0,1185.7000000019386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_biomass_1,4,14.967,0.0,0.0,14.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_conventional_hydroelectric_1,4,3960.0,0.0,0.0,3960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_conventional_steam_coal_1,4,936.999,-3.117941354605459e-10,0.0,936.9990000003118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_conventional_steam_coal_2,4,2008.0,-1.2025065489371713e-9,0.0,2008.0000000012026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_geothermal_1,4,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_hydroelectric_pumped_storage_1,4,216.3,0.0,0.0,216.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_natural_gas_fired_combined_cycle_1,4,2645.205,2645.204967840831,0.0,3.215916866139423e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_natural_gas_fired_combined_cycle_2,4,12347.6,2.231577121021518e-8,0.0,12347.599999977683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_natural_gas_fired_combustion_turbine_1,4,2251.612,1.5857498659966841e-7,0.0,2251.611999841425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_natural_gas_fired_combustion_turbine_2,4,1342.404,1342.403943039346,0.0,5.696065397131633e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_nuclear_1,4,4002.999,4002.9989925402338,0.0,7.459766138140367e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_onshore_wind_turbine_1,4,1235.1,1.3000908211689617e-9,0.0,1235.0999999986998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_NMAZ_solar_photovoltaic_1,4,6266.4,-1.238588219249361e-9,0.0,6266.400000001239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_biomass_1,5,103.04,0.0,0.0,103.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_conventional_hydroelectric_1,5,29847.685,0.0,0.0,29847.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_geothermal_1,5,15.656,0.0,0.0,15.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_hydroelectric_pumped_storage_1,5,313.998,0.0,0.0,313.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_natural_gas_fired_combined_cycle_1,5,2405.0,2.6477583233180716e-9,0.0,2404.999999997352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_natural_gas_fired_combined_cycle_2,5,4008.8040000000005,4008.803971134812,0.0,2.8865188461679736e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_natural_gas_fired_combustion_turbine_1,5,395.395,8.167112795939242e-7,0.0,395.39499918328875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_natural_gas_fired_combustion_turbine_2,5,407.6,1.5869718734074998e-8,0.0,407.5999999841303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_nuclear_1,5,1163.0,1162.9999987104777,0.0,1.28952226674528e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_onshore_wind_turbine_1,5,5254.0,-2.2565010863008197e-9,0.0,5254.0000000022565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_PNW_solar_photovoltaic_1,5,209.9,-2.2722122206623933e-9,0.0,209.9000000022722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
