Zone,1,2,3,4,5,6
t1,29.543999992222545,28.565968711806363,27.132818789028118,27.317726360240066,28.204546626202298,26.109792388581837
t2,29.544000004820795,28.56596873974287,29.556528339121723,27.31772638681767,30.723991048507873,26.023723397624053
t3,29.544000021318595,28.565968762043887,29.556528368783255,27.31772640195911,30.723991076307858,26.02372353583762
t4,31.54586456460977,30.50156312383601,31.55924186170833,29.168741414523122,32.805810380695675,30.36931991815857
t5,31.318474447220414,30.281700573284905,31.559241856529066,28.95848616735523,32.80581037919715,30.369319923451563
t6,29.543999974757636,26.393931235759922,27.90315697045702,25.240600040772147,29.00531263705578,26.495663167200302
t7,24.807844499016632,23.98659999356518,24.354491367441742,22.938461551015877,25.316477156358644,24.07905308962364
t8,7.91372650901107e-8,7.639019063067656e-8,8.668901009542079e-8,7.110299699550296e-8,8.376580683466901e-8,5.002267168060688e-7
t9,4.574813598804418e-8,4.748893214179446e-8,5.276816306884144e-8,4.485509357732348e-8,5.057732228972535e-8,7.873197715897906e-7
t10,4.516468038299266e-8,4.7508047313397257e-8,5.2189239662668635e-8,4.4924246155678864e-8,5.0145244012357776e-8,2.7221397995745985e-7
t11,4.8672613536909893e-8,5.009572098010184e-8,5.499772823855817e-8,4.66727783687719e-8,5.294274190064517e-8,16.255999819298406
t12,6.283629795737962e-8,6.316452027828061e-8,6.73795967587327e-8,5.8449339458741565e-8,6.589285516962193e-8,16.25599998585074
t13,14.994276265779273,15.507644845424013,15.6430748183039,14.830009881596373,15.471217428943023,16.255999991974008
t14,18.236099743767852,17.95037454316446,16.747792794723615,17.166000029088153,17.409319177181466,17.403999980943794
t15,23.36093337245242,23.986599993890888,21.454372213630492,22.93846153913463,22.30180526502238,22.294991242146256
t16,23.3367018091647,23.98660000475302,21.432118253426676,22.93846156004832,22.278672282253694,22.27186532801644
t17,25.520180495329633,26.393931184795676,24.288918490346813,25.240599998621953,24.363157301640477,25.240599909195666
t18,26.12925391016921,26.393931196753098,24.28891860891073,25.240599999595414,23.365978440213553,25.240600000804648
t19,31.520042763285627,32.59921455825277,31.279573930251367,34.08878656970691,30.091000006983478,31.92120004087976
t20,77.96918271299369,80.63866330174348,77.37435095407952,78.15929670549066,74.43424889054378,74.45699835653066
t21,49.90311378823057,51.239649112436645,48.46819943349954,49.0006387335274,47.640627532918344,46.64073560783869
t22,33.954533767299274,33.2715936202668,31.47200005097808,31.81773036049257,32.41511748717769,30.285367523799824
t23,31.30637328913294,30.270000010662795,28.947589915067276,28.947296891451828,30.090999946677243,27.856138728891562
t24,29.544000006399695,28.565968723463673,28.130193702032038,27.317726360187386,29.241317161414756,27.069561921703365
t25,28.65494500667624,27.70634518626517,26.316322459279128,26.495665657366796,27.355799238756653,25.24060248507191
t26,29.543999991183615,28.51031668708676,28.94758996030987,27.26450615557582,30.091000012930394,25.973024111190796
t27,29.543999997209067,28.56596868570551,29.004095557521048,27.317726340069555,30.14973754511488,27.91051383595502
t28,29.544000029125982,28.565968747279793,29.556528335373937,27.317726394948494,30.72399104428363,28.442117497477096
t29,31.306373278205076,30.270000000059962,31.319648977649702,28.94729688223852,32.55675374847299,30.13876075966672
t30,29.792467055818552,28.806210411868197,30.02150298765763,27.547470241884195,31.20733185915568,28.88956056283247
t31,27.29759704714309,26.393931182710606,27.309172778192995,25.24060000206082,28.38786647926308,26.27949710998518
