,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t113,18461.528286353932,2.3169249952480257e-7,-4.2214724876597796e-7,0.0,-0.0,-2.3623408783138363e-9,-3.5055302741450125e-9,4003.0005749650463,-91.52886112264288,-22373.0,20967.690865520857,2.069073405423479e-7,-5.728377694081903e-7,0.0,-0.0,-2.364176356332461e-9,-3.5052832699182117e-9,10743.030516152527,-296.7213813017365,-31414.0,17812.78492293415,2.0749582105618897e-7,-1.1156299162331819e-6,0.0,-0.0,-2.3721900633709993e-9,-3.504661581111892e-9,-4955.352520287657,-166.43240173233258,-12691.0,33417.240981825365,2.2079814415233912e-7,-5.91374805108861e-7,0.0,-0.0,-2.366620361176146e-9,-3.5043100192554592e-9,-5309.0310984441485,-188.20988300471552,-27920.0,30937.77179964856,1.8818047525520903e-7,-2.907612410827133e-6,0.0,-0.0,-2.373879990750402e-9,-3.504670921250297e-9,-7848.038320417991,-214.73347650518645,-22875.0,11705.158696718203,1.9484564546527483e-7,-9.342786206014179e-7,0.0,-0.0,-2.3702695223287734e-9,-3.504540053738926e-9,3366.3908480322234,-93.54954400498534,-14978.0
t114,17869.225330488614,2.2006732217181683e-7,-3.729739137096167e-7,0.0,-0.0,-2.3575203269955948e-9,-3.505437260422207e-9,4047.044826238091,-92.27015656792327,-21824.0,18824.174599798273,2.049166779228685e-7,-4.544073360119115e-7,0.0,-0.0,-2.3594821346885346e-9,-3.5052252725407842e-9,12132.303264903705,-329.4778644467058,-30627.0,15745.825417975295,2.1683473481816128e-7,-6.986217002074202e-7,0.0,-0.0,-2.3688163097693006e-9,-3.5046473363838183e-9,-3161.227403436143,-168.59801405133706,-12416.0,33951.57316714514,2.1754512279218957e-7,-4.765948790757233e-7,0.0,-0.0,-2.3621582026083146e-9,-3.5042950900915687e-9,-6742.348096131836,-220.22507074834647,-26989.0,31569.805681474183,2.119072678025785e-7,-8.403041603520346e-7,0.0,-0.0,-2.3706470746167116e-9,-3.5046582418834053e-9,-8797.680331760383,-233.1253490794463,-22539.0,12125.415543994031,2.054418216158765e-7,-6.018681772692888e-7,0.0,-0.0,-2.3667622196838236e-9,-3.5045268946092085e-9,2521.907740186566,-77.32328377815818,-14570.0
t115,18736.42067517868,1.8358236071587375e-7,-3.885821156450331e-7,0.0,-0.0,-2.3511066423053574e-9,-3.505186872362518e-9,2444.5290950527547,-105.94977002058356,-21075.0,20173.924301323448,1.978905171266096e-7,-3.2372169299173856e-7,0.0,-0.0,-2.3485782407588954e-9,-3.5052274941135796e-9,9659.8990122014,-256.8233133932337,-29577.0,12260.009724272306,2.2423311697090108e-7,-3.2481235087318716e-7,0.0,-0.0,-2.3539150032119784e-9,-3.5046369807666936e-9,41.81643532778792,-66.82615949350338,-12235.0,30355.71082140644,2.0898961749447407e-7,-3.459873751042951e-7,0.0,-0.0,-2.3517971792882367e-9,-3.5043154695529494e-9,-3507.428113579501,-109.28270768405888,-26739.0,30349.789145653012,2.2885610160942778e-7,-3.3929267049846117e-7,0.0,-0.0,-2.3563738397471565e-9,-3.504633599538617e-9,-7898.08638006774,-215.70276546889852,-22236.0,15190.312260495628,2.0811215504096565e-7,-3.621191264202315e-7,0.0,-0.0,-2.356340733928939e-9,-3.5045090083901356e-9,-740.7300489347016,-17.58221140092174,-14432.0
t116,16324.441395771586,718.2501498035394,-1.0044211390233156e-8,0.0,-0.0,-2.2366151575193185e-9,-3.5047983559983763e-9,3774.9999046351018,-87.69145019444208,-20730.0,19688.09485249037,429.21820085833036,-9.60021200503166e-9,0.0,-0.0,-2.2356183963877003e-9,-3.5049832124692115e-9,9224.648038058922,-249.96109139235733,-29092.0,10691.42194078751,0.0003326494188626408,-1.3108062201285214e-8,0.0,-0.0,-2.247164123325467e-9,-3.504265255512566e-9,1442.8429109500066,-64.2651843679484,-12070.0,30953.133512628057,338.69058270091335,-1.3218979850502569e-8,0.0,-0.0,-2.2448055247711394e-9,-3.5039284802519445e-9,-5019.76126202282,-143.0628332871591,-26129.0,29452.291647430742,6.059019409764885e-5,-1.430811459145844e-8,0.0,-0.0,-2.2544553320903265e-9,-3.5042693627714575e-9,-6967.609638195834,-197.6820698053315,-22287.0,16870.643169735777,1.7245076805302513e-5,-1.5234091522095563e-8,0.0,-0.0,-2.2544656621808973e-9,-3.504131999852823e-9,-2455.1199534253756,-50.52323353436054,-14365.0
t117,16966.15330995647,1.1706522408526065e-6,-7.152086648612098e-8,0.0,-0.0,-2.3141111353415534e-9,-3.5051069518199375e-9,3785.7185420024157,-87.87185305218692,-20664.0,20165.97749134688,6.458344959883748e-7,-7.543871028461871e-8,0.0,-0.0,-2.3173237964306185e-9,-3.5055166500054766e-9,9065.112395046162,-231.0898869576949,-29000.0,10277.16298341317,4.2040402425061663e-7,-8.472944354482432e-8,0.0,-0.0,-2.323486355445018e-9,-3.504534934981895e-9,1346.8275622547058,-75.99054599759464,-11548.0,30792.742991736628,4.0837795461144015e-7,-8.372570869714014e-8,0.0,-0.0,-2.3221654242807675e-9,-3.504212752294988e-9,-5811.984714190051,-160.75827786536922,-24820.0,27404.336117710798,4.4042020468276697e-7,-8.761741368048333e-8,0.0,-0.0,-2.3251324619039113e-9,-3.5045035492934537e-9,-5301.881183873942,-144.45493418379027,-21958.0,16910.395420245513,2.0152951486631403e-7,-9.578589124236742e-8,0.0,-0.0,-2.327292681329501e-9,-3.5044017070568008e-9,-3083.792601239291,-62.6028191060056,-13764.0
t118,16465.9634939865,6.770529173521674e-8,-9.279132058545478e-7,0.0,-0.0,-2.3506024887818056e-9,-3.5052929847325232e-9,3044.6560294334945,-70.61952255391282,-19440.0,20678.786996393126,7.87747793273075e-8,-4.837937198083119e-7,0.0,-0.0,-2.3486254196819063e-9,-3.505521380202388e-9,6756.982771766677,-154.76976774908746,-27281.0,9274.422880512446,8.318324533706936e-8,-6.103966139705121e-7,0.0,-0.0,-2.3528287090737917e-9,-3.504660370745424e-9,1558.9729661792323,-52.39584615846583,-10781.0,28683.065523937963,8.359418693182926e-8,-5.12516079546964e-7,0.0,-0.0,-2.3518929222165512e-9,-3.5043549783257116e-9,-5527.658088696829,-154.40743480629843,-23001.0,23819.43505726069,8.136109604146105e-8,-1.326083803795499e-6,0.0,-0.0,-2.3539055129039626e-9,-3.504629351918429e-9,-3132.614057517316,-73.82099849271565,-20613.0,15538.574610825686,8.122486908795888e-8,-5.715785652975109e-7,0.0,-0.0,-2.3553841702370534e-9,-3.5045293716341995e-9,-2700.3396211652603,-55.23498916406794,-12783.0
t119,15808.58585364417,1.262662526295972e-7,-7.594862745928852e-7,0.0,-0.0,-2.3533099820664737e-9,-3.5052553102664423e-9,1790.3844233250993,-40.97027633016377,-17558.0,21577.23733515743,1.1148616220189412e-7,-1.0144121202752447e-6,0.0,-0.0,-2.3553951376474225e-9,-3.505595960787902e-9,3137.0732727509203,-74.31060699963128,-24640.0,7715.306908091733,1.1428140906714779e-7,-3.032369201144354e-6,0.0,-0.0,-2.358954093031777e-9,-3.5046876674820287e-9,2391.7806251317293,-74.08753029936972,-10033.0,24569.80544894386,1.1933351478907132e-7,-1.065676377261378e-6,0.0,-0.0,-2.3583423369141176e-9,-3.50439651592181e-9,-3245.3166527813737,-72.488795210215,-21252.0,19889.97766801191,1.2326663791690104e-7,-2.2850679140610395e-6,0.0,-0.0,-2.356468536155189e-9,-3.5046464623993638e-9,-966.3545286319975,-48.62313721216313,-18875.0,15310.277267608853,1.205105140099482e-7,-1.241542187789673e-6,0.0,-0.0,-2.361252205035014e-9,-3.504560024060632e-9,-3107.5671397943784,-59.71012668743546,-12143.0
t120,14953.130311524434,1.5989196748816965e-7,-4.4455845892182905e-7,0.0,-0.0,-2.353831907550812e-9,-3.505163612537706e-9,936.2539488085031,-21.3842600423726,-15868.0,18329.137406992486,1.5811718972480012e-7,-4.927887495097884e-7,0.0,-0.0,-2.355932864563681e-9,-3.5055921482966953e-9,4031.7716623779124,-92.90906902991253,-22268.0,7125.737561948782,1.4111700711695866e-7,-1.7200863601550474e-6,0.0,-0.0,-2.3594480143579677e-9,-3.5046892367233566e-9,2427.3339317936243,-100.07149215741285,-9453.0,24281.31338818745,1.682041526281329e-7,-5.17877213108327e-7,0.0,-0.0,-2.358851527237773e-9,-3.50440844213223e-9,-4104.630585474171,-91.68280235767017,-20085.0,16952.167150341462,1.3686347852814922e-7,-1.4727848957167898e-6,0.0,-0.0,-2.356952443074417e-9,-3.5046568492198037e-9,508.1660097921852,-42.333158791762834,-17418.0,15559.888563575538,1.6203589871931783e-7,-6.426083145019736e-7,0.0,-0.0,-2.3617276591170296e-9,-3.5045638853983875e-9,-3798.8949672980534,-72.99359579090107,-11688.0
t121,13265.332125718029,1.3541406493536368e-7,-1.1711501043025851e-6,0.0,-0.0,-2.357572990782231e-9,-3.5050883694161945e-9,1384.9780208122447,-23.310145488625995,-14627.0,17149.895156478025,1.3764058322145087e-7,-1.2933295583328643e-6,0.0,-0.0,-2.3595488395629223e-9,-3.5055645856578924e-9,3509.7456527132417,-132.64080802974001,-20527.0,6797.983093975516,1.600401459854435e-7,-8.00132484605106e-7,0.0,-0.0,-2.3590417945351733e-9,-3.5046922889899313e-9,2397.6939836261686,-113.67707695556476,-9082.0,23959.741007655277,1.4681933883669117e-7,-1.3562168505287573e-6,0.0,-0.0,-2.362285731786205e-9,-3.5044371864598283e-9,-4739.6483926216115,-113.09261381832694,-19107.0,14590.63116955793,1.5472276065919532e-7,-7.32381753278147e-7,0.0,-0.0,-2.3565302821976646e-9,-3.5046684707966937e-9,1752.3060293353526,-33.9371983096548,-16309.000000000002,15715.57712805622,1.3619794805365044e-7,-5.17037765058002e-6,0.0,-0.0,-2.3651532356505154e-9,-3.5045848464632836e-9,-4305.075293865397,-83.50182915063075,-11327.0
t122,13184.295868873944,1.5926357159426404e-7,-6.366884955748247e-7,0.0,-0.0,-2.357564079076551e-9,-3.5049966868421935e-9,866.2843003481248,-14.580168738723183,-14036.0,16675.474388195787,1.6314181257561506e-7,-6.744362433506356e-7,0.0,-0.0,-2.359527562849867e-9,-3.505587100373469e-9,3152.3240771193073,-128.798464797959,-19699.0,6544.263467335258,2.0418940625248813e-7,-4.009578163256096e-7,0.0,-0.0,-2.35769064542312e-9,-3.5046885062910764e-9,2456.7582365672465,-149.02170369970804,-8852.0,23609.586757230296,1.7340345784946213e-7,-7.084243026729006e-7,0.0,-0.0,-2.362271728878691e-9,-3.504444203329263e-9,-4970.404193578184,-126.18256311114496,-18513.0,12971.639235131956,1.9724070097796736e-7,-3.7728900746042123e-7,0.0,-0.0,-2.3551180374565466e-9,-3.5046709900107196e-9,2849.6417897714637,-62.28102471740703,-15759.0,15491.307557272694,1.491568993943601e-7,-2.6696304072690762e-6,0.0,-0.0,-2.365124763308353e-9,-3.504588776160695e-9,-4354.604210227958,-84.70334451824462,-11052.0
t123,11889.556882396286,1.812480924598648e-7,-4.6423906794604044e-7,0.0,-0.0,-2.3576265917357167e-9,-3.5049862087846973e-9,1649.2003087457404,-27.75719085310652,-13511.0,16925.184886618365,1.8602199164824945e-7,-4.864140225457134e-7,0.0,-0.0,-2.359602518736309e-9,-3.5055104803125546e-9,2164.239682957021,-129.42456926913493,-18960.0,6136.503200537834,2.205197876226818e-7,-3.5645664415599505e-7,0.0,-0.0,-2.3577463728779957e-9,-3.504686286336006e-9,2776.3293177633627,-142.83251815922358,-8770.0,23093.052037607296,1.9725526174842984e-7,-5.113604223184567e-7,0.0,-0.0,-2.3623316491423094e-9,-3.5044451128748395e-9,-4728.891902970432,-116.16013431681543,-18248.0,13180.748431237245,2.12711407745365e-7,-3.3684389338479593e-7,0.0,-0.0,-2.3551762984148512e-9,-3.504672753679549e-9,2394.4054968997402,-51.153928006870856,-15524.0,15233.576827543222,1.532194347788908e-7,-2.0995098773546143e-6,0.0,-0.0,-2.3651563736166664e-9,-3.504587863523482e-9,-4255.282903395432,-82.29392219547398,-10896.0
t124,12153.687026589405,4.4018706197402066e-7,-1.8895027316784754e-7,0.0,-0.0,-2.3538856051314413e-9,-3.505003669082606e-9,1087.6183481913406,-18.30537502604966,-13223.0,17033.203089919665,4.4951216345330203e-7,-1.962475041367052e-7,0.0,-0.0,-2.356027881905079e-9,-3.5053494710457288e-9,1647.4030745863074,-130.6061647533852,-18550.0,5975.679606265957,6.119134096060856e-7,-1.7691369367975714e-7,0.0,-0.0,-2.3539876722766027e-9,-3.5046731786000305e-9,3041.0264781602245,-137.70608485515015,-8879.0,22696.90930775433,4.7250454587060116e-7,-2.0795759472786113e-7,0.0,-0.0,-2.3589044974210783e-9,-3.5044314801391595e-9,-4219.085713905561,-105.82359410737494,-18372.0,12951.674037280227,5.882946714706754e-7,-1.6900701125007934e-7,0.0,-0.0,-2.3512525299940646e-9,-3.504661866066529e-9,2720.8704392398186,-67.54447693336199,-15605.0,15252.673579318967,2.3613239898717714e-7,-3.6592093413464476e-7,0.0,-0.0,-2.3619001880796995e-9,-3.504576766836594e-9,-4277.832626272131,-82.84095291103105,-10892.0
t125,11529.36664567934,6.539241072945547e-7,-1.666640715441193e-7,0.0,-0.0,-2.353894468618228e-9,-3.504994673612599e-9,1307.6418782331205,-22.008524393795074,-12815.0,19170.3960960422,6.678344710789712e-7,-1.7273700992919596e-7,0.0,-0.0,-2.3560339944014264e-9,-3.5053198394648267e-9,-946.6947115133819,-174.70138501805005,-18049.0,6053.503945609988,8.32705622449097e-7,-1.6517220606125938e-7,0.0,-0.0,-2.3539705297262177e-9,-3.5046705469737016e-9,3374.983708274542,-118.4876545460357,-9310.0,22617.628247915993,7.007637929718498e-7,-1.8331133541089618e-7,0.0,-0.0,-2.358900107102569e-9,-3.5044250579866527e-9,-3563.4065859820207,-85.22166244547778,-18969.0,12825.578036963238,7.975332358044403e-7,-1.5798017417899957e-7,0.0,-0.0,-2.3512323913918514e-9,-3.5046624580498663e-9,3646.9910115749467,-112.56904917177161,-16360.0,15149.9051027339,1.8002779197326263e-6,-1.5540438387191734e-7,0.0,-0.0,-2.3564847189670277e-9,-3.5045500337655704e-9,-3819.5153005872066,-73.38980378556002,-11257.0
t126,10917.260185209336,1.852743461946173e-6,-1.2725269750632071e-7,0.0,-0.0,-2.3539110903718296e-9,-3.505004740825825e-9,1439.465717260914,-90.72590418981551,-12266.0,18197.967628903625,1.8881332949824242e-6,-1.3166982580324864e-7,0.0,-0.0,-2.3560570804216554e-9,-3.505258796011116e-9,-143.86604801980374,-286.10158263441076,-17768.0,6142.502002401732,3.7026446832615527e-6,-1.2531575002687387e-7,0.0,-0.0,-2.3534783653421555e-9,-3.504657526697027e-9,3757.2129832505325,-103.71498922355866,-9796.0,25765.060617710184,1.9748918710077438e-6,-1.4039768968089116e-7,0.0,-0.0,-2.3589112232811886e-9,-3.5043984531131703e-9,-6555.017053275375,-152.0435662633672,-19058.0,12693.70268874968,3.4678599607509026e-6,-1.1998092997247202e-7,0.0,-0.0,-2.3507135333896396e-9,-3.5046545677028576e-9,5130.696763334956,-154.39945542653527,-17670.0,15127.211762847433,7.968107803255533e-6,-1.305719799974728e-7,0.0,-0.0,-2.356015494559378e-9,-3.5045261868652976e-9,-3628.4923625512242,-69.71940812773747,-11429.0
t127,8908.20235993469,4.0852905000678125e-7,-1.1790090683566233e-7,0.0,-0.0,-2.362485600037262e-9,-3.505016378568983e-9,3246.437444815498,-54.639805035019165,-12100.0,18455.471377944934,4.2198064052844704e-7,-1.2205528448923905e-7,0.0,-0.0,-2.364337917419025e-9,-3.505150788516776e-9,-408.44085544983596,-118.03052278913115,-17929.0,10906.818285430334,2.917863970617686e-7,-1.2497112567191743e-7,0.0,-0.0,-2.3648286774438447e-9,-3.5046345785181484e-9,-558.6941845395304,-114.12410105159336,-10234.0,22220.38730563216,4.432940147755862e-7,-1.3020603999194443e-7,0.0,-0.0,-2.36677127421681e-9,-3.504390747090601e-9,-2837.9965880685263,-63.390717870767816,-19319.0,15833.441940043826,2.8094829520523036e-7,-1.1979284709304558e-7,0.0,-0.0,-2.362541882636536e-9,-3.5046551104807554e-9,3236.234748991189,-62.67668919021953,-19007.0,14189.98797746349,2.571562908385299e-7,-1.6827056471922348e-7,0.0,-0.0,-2.366881037985744e-9,-3.50456536251732e-9,-2677.540565748794,-51.447411797560186,-11461.0
t128,11014.388431725094,1.7976590412636976e-7,-1.0761203996990758e-7,0.0,-0.0,-2.3820846032138282e-9,-3.5051517880012268e-9,1136.1623452547606,-22.550777046052165,-12128.0,11460.021329903957,1.8596017432693987e-7,-1.1133797974580271e-7,0.0,-0.0,-2.3832389426618767e-9,-3.5051910397488072e-9,6955.552708943444,-179.57403891610022,-18236.0,13522.95644803709,1.6701383496521858e-7,-1.2133637114966515e-7,0.0,-0.0,-2.385131389051634e-9,-3.5047233819211605e-9,-2857.4011990677086,-55.55524900899093,-10610.0,27818.88910685534,1.9662473378844025e-7,-1.1888339773751473e-7,0.0,-0.0,-2.3847745652239953e-9,-3.5044656785407225e-9,-7573.71924199524,-169.16986493185996,-20076.0,19676.425609149283,1.6054833244542006e-7,-1.1659594399441813e-7,0.0,-0.0,-2.383705326215181e-9,-3.5047530208824476e-9,380.738853869961,-25.16446305720213,-20032.0,9763.968127135484,1.2296626536892904e-7,-2.1379070777453615e-6,0.0,-0.0,-2.3837768684738213e-9,-3.504636717933754e-9,1958.6665329947841,-37.634658109287614,-11685.0
t129,12492.396487199094,8.272093356464765e-8,-524.88276813066,0.0,-0.0,-2.4176558746098975e-9,-3.5052672085444794e-9,720.5983771852764,-56.112096325202465,-12632.0,12024.37066478837,8.553496382730559e-8,-308.56354508452813,0.0,-0.0,-2.417600852251998e-9,-3.5052569643368505e-9,7377.7073451207325,-277.5144648989885,-18816.0,14719.163895056932,9.124443308632023e-8,-0.00023107816946714787,0.0,-0.0,-2.4177003725188082e-9,-3.5048691304906043e-9,-3646.7200964883377,-142.44356757029826,-10930.0,30593.626582820692,9.180581593832509e-8,-240.6667918400789,0.0,-0.0,-2.4175770549114404e-9,-3.5045995269878097e-9,-9237.97246962509,-229.98732143649676,-20885.0,20852.09637566626,8.748425931898194e-8,-4.2273674515654506e-5,0.0,-0.0,-2.417597102090828e-9,-3.5049144603567354e-9,-27.613155935883427,-84.48317753289598,-20740.0,7211.847772579759,2.0364401067295365e-7,-6.89261449967659e-6,0.0,-0.0,-2.3855067050324967e-9,-3.504639918191525e-9,4813.999999743301,-95.84776562804359,-11930.0
t130,13182.321778731088,57.946156374780415,-392.173360668873,0.0,-0.0,-2.4176491710166757e-9,-3.505233206597723e-9,620.4131054448163,-51.507679870125294,-13417.0,12366.211415523137,37.16716760380442,-242.45886655478122,0.0,-0.0,-2.4175839639624885e-9,-3.505251795811417e-9,8547.479923153156,-279.3996397137069,-20429.0,15434.579229324068,3.0506761623217793e-5,-0.0001985742539628135,0.0,-0.0,-2.417694696508055e-9,-3.5048804639275404e-9,-4113.806978942018,-138.77208230282113,-11182.0,31972.133159834153,30.258863815726546,-195.23756427479898,0.0,-0.0,-2.417565166171894e-9,-3.5045921151461903e-9,-9813.932365080404,-240.22209428345758,-21753.0,21174.223025388826,5.505955163390162e-6,-3.6451703370593655e-5,0.0,-0.0,-2.4175914517664324e-9,-3.5049177321540304e-9,-54.15368431915285,-78.06931011221741,-21042.0,7739.847769657745,2.3052125574257372e-7,-3.997782785291199e-6,0.0,-0.0,-2.3854801003232807e-9,-3.5046351378962616e-9,4813.999999743602,-95.84776562804647,-12458.0
t131,13887.53683320893,6.609361818445312e-7,-4.985124991765928e-7,0.0,-0.0,-2.3876882513762204e-9,-3.5051069873821253e-9,190.89079913153122,-4.4276324969259155,-14074.0,12616.578756754703,7.346075686006241e-7,-4.5325012638059466e-7,0.0,-0.0,-2.3868094402919525e-9,-3.5051048951336027e-9,9336.024906725852,-212.6036637559821,-21740.0,16206.860562925765,7.824521426325148e-7,-4.765491230884767e-7,0.0,-0.0,-2.388631172471115e-9,-3.5047521839075778e-9,-4570.434414820182,-91.42614840540378,-11545.0,32789.794933079196,7.704496621865152e-7,-4.771590777755304e-7,0.0,-0.0,-2.3881645002662748e-9,-3.5044489734406954e-9,-9453.364014294128,-212.43091907241003,-23124.0,21705.139264146575,6.810041441886162e-7,-5.101689351129014e-7,0.0,-0.0,-2.3890207647743068e-9,-3.5047978373806433e-9,-317.11727004179505,-9.021994269592573,-21379.0,8157.847775555535,2.3489176582658158e-7,-3.5727408396843625e-6,0.0,-0.0,-2.3854638839526156e-9,-3.5046317597823515e-9,4813.99999329872,-95.84776551040649,-12876.0
t132,14043.638375993867,3.8834363986851456e-7,-6.428338791603467e-7,0.0,-0.0,-2.383858169534283e-9,-3.505099669471465e-9,977.1583096641616,-22.79668539759143,-14998.0,13450.082821957309,3.6470351750215425e-7,-7.699888055025917e-7,0.0,-0.0,-2.3847946125994697e-9,-3.5051936993828156e-9,9293.916460829872,-207.99928237598238,-22536.0,16497.01619580731,3.970518912523656e-7,-7.76325490652362e-7,0.0,-0.0,-2.386741096674352e-9,-3.504737889128279e-9,-4591.513342315688,-89.50285310625871,-11816.0,33961.4140286345,3.8387521960555454e-7,-8.078133241900201e-7,0.0,-0.0,-2.386247718582289e-9,-3.5044190294738616e-9,-9219.4836582916,-205.93036991300403,-24536.0,21800.49232904733,4.069118938424546e-7,-6.486901503171e-7,0.0,-0.0,-2.3853858699770124e-9,-3.504772069227911e-9,-151.08502878391238,-34.407300015621644,-21615.0,9669.913340775114,2.3022712293653318e-7,-4.770203670608991e-6,0.0,-0.0,-2.3854430043865397e-9,-3.5046220881384576e-9,3691.007258897164,-70.9205951262665,-13290.0
t133,14667.093628362336,8.053052814571547e-7,-2.4518415990678935e-7,0.0,-0.0,-2.3708095898580434e-9,-3.5050777945138774e-9,1388.2378751559208,-32.33150407245279,-16023.0,13868.243517667905,8.236073670623233e-7,-2.3571388800427686e-7,0.0,-0.0,-2.3694215638724756e-9,-3.5052241567681958e-9,10811.196680343963,-253.44019859389377,-24426.0,18371.289212124833,4.409639410650657e-6,-2.2301962509760055e-7,0.0,-0.0,-2.3748414474061226e-9,-3.504679916545665e-9,-6187.677703650026,-139.6115126553743,-12044.0,34364.93929332644,8.612448565518512e-7,-2.4941328457205917e-7,0.0,-0.0,-2.3716021564512037e-9,-3.5043453252695227e-9,-8364.422154746715,-225.51713918562825,-25775.0,21856.668290193862,3.688995842546909e-6,-2.1336077761252805e-7,0.0,-0.0,-2.372984753578878e-9,-3.5047096229451997e-9,-43.57530946032484,-71.09298420318251,-21742.0,11270.801779601772,2.25825382215037e-6,-2.1134255681239167e-7,0.0,-0.0,-2.3730501252326626e-9,-3.5045664525756123e-9,2396.2406123571805,-46.04239399984509,-13621.0
t134,15427.816914151512,4.228318070334065e-7,-3.145719994688439e-7,0.0,-0.0,-2.3703767408180918e-9,-3.5051199734236473e-9,1923.9399757704643,-44.75689002431993,-17307.0,17564.554306599934,3.9081196268893537e-7,-3.2072290555127147e-7,0.0,-0.0,-2.369325997863101e-9,-3.505236454977596e-9,8797.595567290498,-204.14987395464968,-26158.0,18398.142157972226,4.3683416830492955e-6,-2.1982901901344487e-7,0.0,-0.0,-2.37445581682195e-9,-3.504676943441537e-9,-6092.3893024982635,-130.75285961642797,-12175.0,34368.11515011887,4.0997496831152684e-7,-3.388107110804971e-7,0.0,-0.0,-2.37150634809591e-9,-3.5043402754387e-9,-7317.4804808120625,-167.6346693720614,-26883.0,21832.40133755036,3.5614615258832955e-6,-2.1054031748538102e-7,0.0,-0.0,-2.372585268303671e-9,-3.5047095949929602e-9,61.41822544021025,-78.81956633550371,-21815.0,11506.558673483007,1.9339260246229146e-6,-2.1033689258948354e-7,0.0,-0.0,-2.3726482894932676e-9,-3.504563041010317e-9,2626.916014809154,-50.474690009732925,-14083.0
