Zone,1,2,3,4,5,6,Total
t72,3048.039653172689,4839.382714833452,3613.360483154384,10575.735765819343,426.8594921620164,8727.86728595454,31231.245395096426
t73,2394.2504606482603,4839.382714788955,3613.3604832357832,10575.735765788688,579.7493826903627,8727.86728617102,30730.346093323067
t74,2344.503819262978,4839.382714721304,3613.360483225345,10575.735765712598,745.3560314716084,8727.867286156059,30846.206100549894
t75,2700.448671266218,4839.382714760904,3613.3604832649,10575.735765751153,950.6892875622232,8727.867286151783,31407.48420875718
t76,3226.332532857315,4839.382714837585,3613.3604832786295,10575.73576573573,950.6892876396655,8727.867286171891,31933.368070520817
t77,3576.9760759222495,5108.749463428192,4244.980652462138,10575.735765826656,950.6892897304226,8727.867286318842,33184.9985336885
t78,3576.976075891647,4839.382715161773,3928.704990560678,10575.73576578167,950.6892896858242,8727.867286297324,32599.356123378915
t79,2023.0941736893303,4839.3827145547075,3613.360483088778,6281.838684092888,426.8594921201519,8727.867285907876,25912.40283345373
t80,1977.0980234899225,1822.5867054859418,3613.3604828472717,5412.165139452127,426.8594919275243,7547.027434912871,20799.097278115656
t81,1552.1008719954514,1822.5867051662112,1843.3123400336056,3998.229197826966,426.8594918549511,5018.157763952085,14661.24637082927
t82,1552.1008720024938,1822.5867051731282,1604.3383333018967,3998.229198495615,426.859491851472,5247.585661194581,14651.700262019185
t83,1552.100872025184,1822.5867051942073,3286.0072685959285,4572.519458407892,426.8594918553785,6447.724433631851,18107.798229710443
t84,1552.100872409771,1965.1575437396104,3613.3604823710302,5542.431236412538,426.8594918901438,7547.027434592937,20646.93706141603
t85,2023.0941733165669,2854.6489440959344,3613.3604827606327,5551.8403958405725,426.85949190894854,7547.027434729409,22016.830922652065
t86,1560.712985132265,3775.6462272247177,3613.360482630364,5551.840395902116,426.8594919060056,7547.02743467019,22475.44701746566
t87,1661.9080929060312,4839.3827142428145,3613.36048260878,5551.840395975576,426.8594919121806,7547.027434674439,23640.378612319822
t88,2023.0941737834164,4839.382714657749,3613.360482918599,6764.369076502206,426.8594919467251,7547.027435002847,25214.093374811542
t89,2122.2955374947524,4839.382714858111,3331.7083307737066,8601.497158513124,426.8594918918889,7547.027434874211,26868.770668405792
t90,2812.9632828706217,5350.59844151587,3613.3604830300214,10575.73576602946,426.85949196311043,8004.332612867504,30783.850078276588
t91,3576.9760985094626,6161.12409984877,3613.3604852039734,12852.989205657039,637.5153717775631,8998.10493486596,35840.07019586277
t92,3576.97610004253,6161.124101288259,4244.980659619059,12852.98920690053,950.6892910687553,9248.55938462466,37035.318743543794
t93,3576.976099873397,6161.12410109435,4244.9806593628355,12852.989206603599,950.6892908971497,9248.559384242753,37035.31874207409
t94,3576.976072577428,6161.1240996675115,4244.980655678392,11299.106750813542,950.6892882785446,8754.133653374305,34987.010520389726
t95,3576.9760674321383,6104.311769223171,3613.3604834420426,10108.705346942126,426.85949298617544,8727.867286279745,32558.080446305394
t96,3227.565398665226,4839.382714874565,3613.3604829365822,10108.705346702096,426.85949199249865,8727.86728588916,30943.74072106013
t97,2654.01882566735,4839.382714772386,3613.3604828922894,10108.705346637575,426.85949195368886,8727.867285857623,30370.19414778091
t98,2189.9694259007797,4839.38271473631,3613.3604829531428,10108.70534659098,838.2836258555546,8727.867286067247,30317.56888210401
t99,3004.1914826147336,4839.382714708804,3613.3604829746378,10108.70534655406,950.6892873158321,8727.867286084635,31244.1966002527
t100,3576.976067061859,4971.145967058572,3613.360484660803,10108.70534663124,950.6892891875804,8727.867286196693,31948.74444079675
t101,3576.976067023546,5777.540655412098,4187.651529679063,10108.705346602026,950.6892891849698,8727.867286194956,33329.43017409666
t102,3576.9760669643297,4839.38271731432,3971.404268674458,10108.70534656758,950.6892890614605,8727.867286174056,32175.024974756205
t103,2023.0941647729303,4839.382714458922,3613.3604827343283,6327.22038390591,426.8594917576831,8727.867285775586,25957.78452340536
t104,1898.1763046134613,1864.6720087881242,3613.3604823662863,5084.809976492969,426.85949151678165,7547.027434580559,20434.905698358183
t105,1552.1008630560248,1822.5867050559366,1843.3123396432243,3670.8740356209973,426.8594914391366,5196.104291722377,14511.837726537697
t106,1552.100863047286,1822.5867050551212,1604.3383326455198,3531.198781403147,426.8594914257034,5547.860450212207,14484.944623788984
t107,1552.100863062755,1822.586705064707,2730.193115872281,4366.069447057758,426.85949142148803,6447.7244283859745,17345.534050864964
t108,1610.5676436325289,1873.076148842364,3613.3604821750146,5084.809976375427,426.8594914569221,7547.027434474256,20155.701176956514
t109,2023.0941643393846,2885.2044176772793,3613.3604823511214,5084.809976572372,426.8594914633733,7547.027434562626,21580.355966966155
t110,2023.0941644156055,4777.963469280075,3613.3604823704623,5084.809976580954,426.85949146394444,7547.027434580863,23473.115018691904
t111,1758.4822680996208,4839.382712503657,3613.360482221676,5084.809976605879,426.85949145476906,7547.027434503684,23269.922365389284
t112,2023.0941646134117,4839.382714461503,3613.3604824971385,5263.830156358647,426.85949147983627,7547.027434918849,23713.554444329387
t113,2023.0941647636987,4839.38271447928,3613.3604823748233,6907.810858927088,426.85949144939053,7547.027434593311,25357.53514658759
t114,2297.350073996263,4839.382715304649,3613.3604825614198,10108.705346489918,426.8594914715508,7670.447986548257,28956.10609637206
t115,3576.976067635828,6161.124099346504,3613.360484645335,11533.24532452045,500.70849643600644,8754.133653136163,34139.54812572029
t116,3576.976080782083,6161.124100630154,4244.980658328997,11630.396485885136,950.6892899696371,9248.559383966425,35812.72599956243
t117,3576.9760806176832,6161.124100426905,4244.9806580522545,11630.396485571817,950.6892897798941,9248.559383565878,35812.72599801443
t118,3576.9760656851354,6161.1240992747735,3868.5183221932793,10941.439654838114,950.6892875254886,8754.133653112316,34252.8810826291
t119,3576.9760574713646,6161.12409786909,3199.2519163310776,9395.16684435311,444.593015253603,8727.867285935055,31504.979217213302
t120,3576.9760570072017,5061.0765002487105,3199.2519161344835,9395.16684419513,426.85949270170545,8727.867285893684,30387.198096180913
t121,3262.8058004998634,4839.382714617919,3199.251916072732,9395.166844017556,687.1863143484012,8727.867285621347,30111.66087517782
t122,3472.623310666604,4839.382714642847,3199.2519160717616,9395.166843970512,950.689286477391,8727.867285604747,30584.981357433862
t123,3216.3386263508473,4839.382714466511,3199.2519160216784,9395.16684393043,950.6892864416329,8727.867285583485,30328.696672794584
t124,3576.976056513687,4971.973241054141,3199.2519176931237,9395.16684400508,950.6892878952167,8727.867285812155,30821.9246329734
t125,3576.9760564493754,5626.364181495855,3199.251917974207,9395.166843973704,950.689287763663,8727.867285988066,31476.315573644875
t126,3576.976056380967,5327.164928861481,3199.2519446401197,9395.16684394237,950.689287231537,8727.867285999346,31177.11634705582
t127,2023.0941542581418,4839.382714184094,3199.25191566177,4623.251172225612,426.8594894970102,8420.37795008414,23532.217395910768
t128,1552.1008525702214,1822.5867048137316,1936.9342471618215,3810.6031908853324,426.8594891253472,6447.72442819899,15996.808912755443
t129,1552.1008524735705,1822.586704735925,1190.2297646457823,2817.6602756622424,426.85948905379485,3720.3039208145015,11529.741007385817
t130,1552.100852467328,1822.5867047336124,1190.2297646391562,2817.6602756606253,426.85948904414465,3744.2790167779103,11553.716103322777
t131,1552.100852520802,1822.5867047907966,1190.2297651977076,2817.660277164724,426.8594890683654,4067.09358372904,11876.530672471436
t132,1552.1008525417326,1822.5867048069929,1429.2037725805487,3810.6031858051174,426.85948907531036,5615.549130156129,14656.90313496583
t133,1552.1008529389478,1947.7556137657066,3199.2519149053296,4371.271473934652,426.8594891153365,7547.027434285694,19044.26677894567
t134,1552.100853088991,3335.7934628994885,3199.2519150447533,4371.271473999413,426.8594891217431,7547.027434322909,20432.304628477297
t135,1552.100853004883,4265.051459529764,3199.251915006903,4371.271474023013,426.8594891268043,7547.027434327283,21361.562625018647
t136,1927.9819957383127,4839.382714030017,3199.2519152204068,4371.271474135453,426.8594891404687,7547.027434390435,22311.775022655092
t137,2023.0941541348,4839.3827142834625,1972.1119408255597,6055.574389967497,426.85948910563553,7430.230036719825,22747.25272503678
t138,2023.0941543332174,4839.382714399,2841.3883762243377,8914.694772348566,426.85948912175786,7547.0274345889475,26592.446941015827
t139,2999.3571318471563,6161.124098096822,3199.2519162040517,9395.16684545558,426.8594893133508,8754.133652945182,30935.893133862148
t140,3576.976058899892,6161.124100355042,3199.2519539646078,9762.49464697871,950.6892853392696,9248.559383832926,32899.09542937045
t141,3576.976058660933,6161.124100091112,3199.2519536366503,9762.494646584977,950.689285111957,9248.559383315818,32899.09542740145
t142,3576.9760568934753,6161.12409894807,3199.2519318719005,9445.123322123147,950.689283755855,8754.13365326931,32087.298346861757
t143,3576.9760560140894,5591.287553965629,3199.2518945688644,9168.113092848867,426.85949004150996,8727.867285804912,30690.355373243874
t144,3576.976055701417,4660.275375269405,3199.251894236624,9168.113092709145,426.8594899346014,8727.867285766548,29759.343193617744
t145,3466.2537217226895,4631.441526613562,3199.2518941427766,9168.113092516323,729.4395489796138,8727.86728575383,29922.367069728796
t146,3576.9760549638427,4731.90053687625,3199.251894754793,9168.113092561516,950.6892833311548,8727.86728589271,30354.798148380265
t147,2987.9514766198204,4631.4415261247805,3199.2518939568754,9168.11309239775,950.6892760370579,8727.867285425958,29665.314550562245
t148,2927.3484720244037,4631.441526012657,3199.2518938688077,9168.113092348643,950.6892740613448,8727.867285396338,29604.711543712197
t149,2650.3576551546134,4631.441525903857,3199.251893817129,9168.113092281603,946.6962494096697,8727.867285228533,29323.727701795404
t150,2222.3333407365303,4631.441525787098,3199.2518937069517,9168.113092164009,338.255114036871,8630.56762813372,28189.96259456518
t151,1929.0843588211083,3352.782770865876,2960.277886218898,4004.5424658701672,1.929742328597134e-6,7150.826487952225,19397.513971658016
t152,1458.0910573238323,1614.6455162094348,1190.2297425918846,2590.6065241361343,1.7345276294746407e-6,3297.443732326717,10151.01657432253
t153,1458.0910573054189,1614.6455161964082,1190.2297425507538,2590.6065241033,1.7173432712094804e-6,3297.443732299961,10151.016574173185
t154,1458.0910572994394,1614.6455161928777,1190.2297425456609,2590.6065241017504,1.7109769019392765e-6,3888.4669784073703,10742.039820258076
t155,1458.0910573014733,1614.6455161967385,1190.229742547552,2590.6065241082306,1.7105583285451682e-6,4656.52270318794,11510.095545052493
t156,1458.0910573158535,1614.6455162130694,1190.2297425694596,2590.6065241412925,1.7177999342208726e-6,5272.301527638495,12125.874369595971
t157,1458.0910574094858,1614.6455163098535,1924.1101438518695,4004.542463125097,1.761944840887851e-6,6447.724428072327,15449.113610530578
t158,1458.0910574417778,1614.6455163470528,3110.8726863949964,4144.21772129145,1.7767774379572958e-6,7201.196588584057,17529.02357183611
t159,1458.091057778426,2077.433188968304,3199.2518927693613,4144.217722519644,1.8241609544796704e-6,7547.027434154038,18426.021298013933
t160,1458.0910578314877,3576.2465642101088,1632.6991889593999,4144.217722588951,1.8082013673532683e-6,7039.743978818062,17850.99851421621
t161,1458.0910579813715,4631.44152438885,1190.229746911373,5317.269687648426,1.838451631843345e-6,6804.655485826668,19401.68750459514
t162,1929.0843592889998,4631.441526058143,2871.898683168361,8415.512988413766,1.9106759808318904e-6,7296.746730858408,25144.684289698354
t163,2961.3923812243593,6285.175510641936,3199.2518958929754,9168.113099307018,1.2537274983246784,8754.133653054021,30369.320267618637
t164,3612.557163403442,6161.124101449801,3199.251902150809,9168.113105991057,2.5319349907896154,9248.559383843909,31392.13759182981
t165,3576.9760574252105,6161.1241004167505,3199.2519015605453,9168.113105357248,2.324694213545843,9248.559383499547,31356.349242472847
t166,3297.7370905193097,6057.852657090776,3199.251895574907,9168.113095000313,1.0437880181424881,8754.133652800814,30478.13217900426
t167,3435.841878684423,4968.146543173307,3199.2518951135667,9168.113092433912,1.0437879449847607,8727.86728585856,29500.264483208754
t168,3576.9760552035623,4199.378430444484,3199.251895276603,9168.11309223135,2.324692748415834,8727.867285905108,28873.911451809523
t169,4733.912898655154,7645.634764148042,4244.980786147037,14147.356910035141,1217.7333269290684,9248.559457977626,41238.17814389207
t170,4733.912892459201,6958.623467416781,4244.980781025808,13988.722984763936,1217.7333208935672,9248.559453080145,40392.53289963944
t171,4645.7211416905175,6958.623464867184,4244.980752943291,13346.822178665952,1159.6086602716748,9248.559420998778,39604.315619437395
t172,4151.973655597599,6958.623463032986,4244.980716193253,12724.039888335945,1013.3651251196998,9248.55940778585,38341.54225606533
t173,4151.973650830917,6958.623461604152,4244.980705819868,11983.644611483865,1013.3651210860013,9248.55939975343,37601.14695057823
t174,4151.973634569089,6366.048853838682,4244.9806683513225,11070.184241524525,1013.3651096851369,8754.133683234299,35600.68619120305
t175,2598.0917329350928,5636.882075865012,3613.3605184916582,6046.288891947919,489.53532200040024,8481.892716761253,26866.051258001335
t176,2127.098435039232,2620.0860764739396,3524.9812235801833,5485.620626219138,489.5353153964982,7355.905188129618,21603.22686483861
t177,2127.0984337870595,2620.0860758638973,2815.3887066123134,4939.232655783049,489.5353149142083,6447.724550095681,19439.065737056208
t178,2127.098434238793,2620.0860767082418,3524.9812985818526,5774.530376377059,489.5353150265499,7547.02739448661,22083.258895419105
t179,2598.091625946404,3618.978289579452,3613.3605122057866,6046.288872906767,489.53531800761647,7575.976967981371,23942.231586627397
t180,2598.0917207998596,4607.20739740329,3613.36051272914,6046.288873558984,489.53531828120134,8320.974549903462,25675.458372675934
t181,2598.0917335721674,5636.882078426722,3613.360513401077,6046.288887859919,489.53531876022527,8504.562040687877,26888.72057270799
t182,2598.0917376875136,5636.882083058686,3613.3605163910697,7061.946617212802,489.5353200684655,8727.86729910546,28127.683573523995
t183,2905.9796480987507,5636.882093327092,3613.3605228800006,9546.836705857626,489.53532567407797,8727.86731692301,30920.461612760555
t184,3307.861362973786,6506.129348486172,3613.3605248129875,10961.359531420763,489.5353272447935,8727.867319323344,33606.11341426185
t185,4151.9736489782035,6958.6234741068565,3851.427008303265,12277.603969975427,1013.3650402650634,9219.22438201241,37472.21752364122
t186,4561.731906456945,7865.182654479616,4244.980752154565,14147.357142587434,1013.3651400298205,9248.55943599409,41081.17703170247
t187,4733.912963194646,7865.182679830355,4594.447489370806,15818.74958914378,1487.101039350338,10253.918469742124,44753.31223063205
t188,4733.912940929119,7865.182672488642,4515.789391878436,15400.602812940311,1413.6722550741797,10019.17821395306,43948.33828726375
t189,4733.9129408259905,7865.182672380782,4515.789391677476,15400.602812722445,1413.6722549912602,10019.178213710853,43948.33828630881
t190,4733.912940119496,7865.182671605894,4515.789390761075,15400.602811659193,1413.6722544415973,10019.178212444695,43948.338281031945
t191,4151.97369750161,6958.623498050094,4244.980743933781,13815.76707248168,1078.9835668571945,9118.181113429504,39368.509692253865
t192,4151.973693607395,6958.623493384622,4244.980731642944,11814.04493405915,1078.983563934856,8941.648956387367,37190.255373016334
t193,4151.973688679842,6958.623488630413,4244.980729297916,11070.184273266603,1078.9835600863178,8732.477276343341,36237.22301630443
t194,4151.97368529077,6958.623484676926,4244.980728910068,11070.18426456491,1078.9835642403955,9115.161371077944,36619.90709876102
t195,4151.973689195263,6958.623487666965,4244.980738006575,11458.36677375163,1078.9835672147328,9248.559584911345,37141.487840746515
t196,4151.973690147613,6958.623486532877,4244.980750623001,13058.176646804435,1078.9835700731655,9248.559587926444,38741.29773210754
t197,4733.912900033707,6958.623485597993,4244.980842331038,13476.547879359654,1288.778818018235,9248.559817199059,39951.40374253969
t198,4733.912899688427,6958.623484771066,4244.98084118762,11303.412973602019,1288.7788167977528,9248.559817615745,37778.26883366263
t199,2714.7975306032818,5636.882104688637,3613.3605651719627,8350.1996585279,555.1537802160209,8754.133856159853,29624.527495367653
t200,2598.091760097102,4711.292975756426,3613.3605505279147,6046.288883148881,555.1537683558528,8714.65283122534,26238.840769111517
t201,2598.0917595200613,3690.5400832509667,3613.3605501637035,6046.288883030159,555.1537679702126,8727.867471569043,25231.302515504147
t202,2598.091759490335,4417.861471649851,3613.3605501063344,6046.288883192387,555.1537678840426,8727.867472548627,25958.62390487158
t203,2598.0917747545886,5636.882104926525,3613.3605563025376,6364.301468614337,555.1537738339579,8727.867495068518,27495.65717350046
t204,2735.931177315002,5636.8821132025705,3613.360563314544,7812.309712177064,1078.9835372958785,8727.867506072047,29605.334609377103
t205,3209.782259400636,5636.882114392652,3613.3605636448483,8489.598964057668,1078.9835355234216,8727.867506458433,30756.47494347766
t206,4151.973670593935,5862.663638734985,3613.36056136675,9424.266497379713,555.1538330167962,8727.867502065317,32335.285703157497
t207,4151.973673688345,6817.481935433162,3613.360562491141,10382.841368366531,555.153839909231,8727.867503506668,34248.67888339508
t208,4151.973689179423,6958.623492077604,3613.360574711295,11070.184259420137,1054.2323641498617,8754.133949503996,35602.50832904232
t209,4151.973776130403,7771.942965131163,4015.239127156507,12389.627197141137,1078.9835624560992,9248.55954762363,38656.32617563894
t210,4733.912947393161,7865.182681131176,4244.98081519118,15818.749662367265,1225.2270818751642,9912.712764504638,43800.76595246258
t211,4733.9129410977,7865.182672639046,4594.447463538897,15400.602813593394,1449.7686167845993,10074.311285926216,44118.225793579855
t212,4733.912941066642,7865.182672608101,4515.78939195279,15400.60281349465,1413.6722550954103,10019.17821403455,43948.33828825214
t213,4733.9129409212255,7865.182672452168,4515.789391755101,15400.602813249217,1413.6722549899691,10019.178213778003,43948.338287145685
t214,4733.912939419496,7865.18267084259,4515.789389894091,15400.60281101869,1413.6722537995454,10019.178211177825,43948.33827615224
t215,4151.973675948807,6958.623496675956,4244.9807109984795,14147.35691008372,1013.365126922728,9037.693903512236,39553.99382414192
t216,4151.9736671062665,6958.623489253139,4244.980673347342,12174.066759563344,1013.365120456474,8727.86732956053,37270.877039287094
t217,4151.973661921843,6958.623485303259,3915.8846849169167,11070.184283633514,1013.3651173296645,8727.867323638075,35837.89855674327
t218,4151.973647173927,6958.623273710562,3615.0587244780772,11070.184253276342,1013.3651159171295,8727.867322109832,35537.072336665864
t219,4151.97364582019,6958.623381854478,3742.4572225551346,11070.184251747207,1013.3651150447125,8727.867321445285,35664.470938467006
t220,4151.973658304825,6958.6234816492515,4244.980701738161,11486.936942542101,1013.3651216524826,9193.360636834015,37049.24054272083
t221,4151.9736592026275,6958.623480784102,4244.980712266919,12712.648403463623,1013.3651240182473,9248.559399327261,38330.15077906278
t222,4652.4358459258365,6958.623479767691,4244.980742295234,11074.89492776437,1159.6086190658186,9248.559409807653,37339.1030246266
t223,3496.748858983599,5636.882100250944,3613.3605354802703,9050.272225320907,1013.3651004112429,8754.133677743492,31564.762498190456
t224,2598.0917474049843,5636.882099764806,3613.360523757361,6341.730126796941,489.5353320837299,8727.867302925151,27407.467132732974
t225,2598.0917320335766,5204.714351574235,3613.3605170562914,6046.288879440253,489.53532470196603,8430.813963251127,26382.80476805745
t226,2598.09173205481,5503.141935952368,3613.3605170704463,6046.288879533046,489.53532467083437,8601.926520034503,26852.34490931601
t227,2598.0917471795506,5636.882100103723,3613.360523280558,6599.151037770752,489.5353304699841,8727.867303060346,27664.888041864917
