Zone,1,2,3,4,5,6,Total
t228,2598.091747995009,5636.882100745954,3613.3605236963735,7910.42374894241,489.5353310618886,8727.867303633779,28976.160756075413
t229,2620.768505021716,5636.882108677286,3613.360528507184,8725.511552903432,700.4339244666783,8727.867311300648,30024.823930876944
t230,3876.0207960782914,5636.882110656855,3613.3605246868437,9372.590561549972,489.5353313392048,8727.867313460478,31716.256637771643
t231,4151.973644798125,6796.931402705134,3613.36052987081,10063.795294773616,489.53539233706886,8727.867320491103,33843.463584975856
t232,4151.973650802805,6958.6234845009885,3613.3605325444746,10871.998770770046,1001.7150701737265,8727.867329436824,35325.538838228866
t233,4151.973673539117,6958.623495026462,4015.4589207299177,11566.25042310913,1013.3651197701146,9222.29304279181,36927.964674966555
t234,4151.973819127796,7865.182506631409,4244.98075517362,14147.356930819884,1017.132734703787,9248.559426483956,40675.18617294045
t235,4733.912958592309,7865.182682631147,4594.447488769299,15818.7496601805,1487.1010358441,10253.918473884909,44753.31229990226
t236,4733.912940967438,7865.18267254774,4515.7893921931145,15400.602813058613,1413.672255128683,10019.178214265905,43948.338288161496
t237,4733.912940874144,7865.182672422707,4515.789392038348,15400.60281284318,1413.672255057159,10019.178214069934,43948.33828730547
t238,4733.912940177912,7865.182671669321,4515.789391216716,15400.602811780194,1413.6722545079558,10019.178212933222,43948.33828228532
t239,4151.973703848435,6958.623491654927,4372.260750211995,13595.496566396152,1142.4294195617733,9609.702886183155,39830.486817856436
t240,4151.973700795355,6958.6234863677255,4372.260724423422,11403.152771687683,1142.4294179087933,9115.277174741606,37143.71727592459
t241,4151.973684112388,6601.391210715067,3825.971758059218,11070.18425545476,1142.4293501096477,9097.764317436495,35889.71457588757
t242,4151.9736826293365,6374.758742157558,3860.2412823787363,11070.184253323461,1142.429415271865,9097.764316864921,35697.35169262588
t243,4151.973683395877,6715.586379317981,4359.078816922184,11070.184252278603,1142.429415734151,9124.030664000516,36563.28321164931
t244,4151.973700105501,6958.62347901004,4372.260754415888,11993.118869650387,1142.4294260265608,9618.456385987998,38236.862615196376
t245,4733.912908637384,6958.623478085373,4372.260794073191,12506.754906213539,1311.5392145789253,9618.456413840395,39501.54771542881
t246,4733.912925275646,6958.623477377691,4515.789372104267,12056.819270912174,1413.6722413699606,10019.178190587416,39697.995477627155
t247,2598.0918054379945,5636.882097678288,3740.6405476166647,9596.76003068731,1107.922661610298,9124.030667779276,31804.32781080983
t248,2598.09176529514,4986.623201814145,3740.6405269990614,6046.288880479107,618.5996122225268,8796.493938866402,26786.73792567638
t249,2598.091763162321,3856.787171824124,3740.640524689418,6046.288880361467,618.5996109799258,8921.47465082318,25781.882601840436
t250,2598.091763306924,5103.040697118548,3740.6405257352485,6046.288880598489,618.5996110878821,9062.4392051395,27169.10068298659
t251,2598.091778587101,5636.882097693578,3740.6405316801856,6768.611937195407,618.5996166880891,9097.764298757327,28460.59026060169
t252,2598.0917788272327,5636.882098308054,3740.6405318071725,7326.36589682836,618.5996170537703,9097.764299044979,29018.344221869567
t253,2598.091798939667,5636.882104081823,3740.6405363808426,8076.8455719305475,676.2184776224021,9097.764305549936,29826.442794505216
t254,3288.7585263627916,5636.882108257828,3740.6405369957806,9072.74140232749,1039.3237155016004,9097.764306483425,31876.110595928913
t255,4151.973675247541,6443.0265812010075,3740.640537108736,10304.299423756827,618.5996883133888,9097.764310557706,34356.304216185206
t256,4151.973690993529,6958.6234850063065,3822.9996920830968,11070.184300665567,1142.4294018174742,9592.190023607795,36738.40059417377
t257,4151.9736896532,6958.6234906162645,3740.6405608276204,12699.308948388747,1142.4293965862375,9550.732306806141,38243.70839287821
t258,4337.455245086225,7865.182643744191,4372.260759165253,14147.357076070895,1288.672908489674,9618.456411084653,41629.38504364089
t259,4733.912945345698,7865.182679094297,4515.78941215586,15818.74960988262,1413.672264137344,10019.178221047714,44366.48513166353
t260,4733.9129409505895,7865.182672474798,4515.789392075374,15400.60281271291,1413.6722551208156,10019.178214121497,43948.33828745599
t261,4733.9129408288,7865.182672354879,4515.789391882737,15400.60281247598,1413.6722550259906,10019.178213884123,43948.338286452505
t262,4733.912940088531,7865.182671556847,4515.789390919207,15400.602811158673,1413.6722544409986,10019.178212534498,43948.33828069876
t263,4151.973711568376,6958.62349108656,4372.260755678491,13965.811580693686,1142.429427136662,9618.45634917793,40209.555315341706
t264,4151.973702006565,6958.623485623495,4372.260740859186,11658.583544216757,1142.4294234510614,9618.456338565422,37902.327234722485
t265,4151.973695543212,6958.623478392564,4372.26073420846,11070.184261091119,1142.4294209219524,9372.818451969742,37068.290042127046
t266,4151.9736944957185,6958.62347630241,4372.2607335397215,11070.184258054407,1142.429420472373,9216.076257024984,36911.547839889616
t267,4151.973694848337,6958.623475194599,4372.260736022741,11070.184262229242,1142.4294210083488,9618.45629280081,37313.92788210408
t268,4151.973701499392,6958.623478205947,4372.260756547244,12662.081571158224,1142.4294278034333,9618.456343002597,38905.825278216835
t269,4733.912918884105,6958.623477187949,4437.279453147587,12749.089067705709,1413.6722350774114,9930.340620335173,40222.91777233793
t270,4733.912926251045,6958.6234764153405,4515.789373746405,12405.11625004133,1413.6722429688223,10019.178072081104,40046.29234150404
t271,2885.1637475839834,5636.882101882448,3740.6405362118976,11070.184236911287,1142.4293871521959,9124.030617585935,33599.33062732775
t272,2598.09178015351,5636.882096063503,3740.640518123816,6539.928155040663,618.5996150365903,9097.764237623134,28231.906402041215
t273,2598.0917736520782,5636.882089239071,3740.640514258242,6046.28888312942,618.5996099363807,8674.698796289165,27315.20166650436
t274,2598.0917730438573,5636.882088821263,3740.640514141761,6046.288882888074,618.5996097852909,8761.590347003965,27402.09321568421
t275,2598.0917781466223,5636.882096116563,3740.640516955126,6066.683399094267,618.5996144792916,9097.764238480124,27758.661643271997
t276,2598.0917785103647,5636.882096654457,3740.640517078908,7861.635167127444,618.5996151760471,9097.764239165417,29553.613413712636
t277,2598.0918024732887,5636.88210236641,3740.6405212687687,8266.015399004958,991.6468469953246,9097.764246417037,30331.04091852579
t278,3761.082808852284,5636.882106807197,3740.6405243283443,8307.22320728527,1142.42937875159,9097.764259560132,31686.022285584815
t279,4151.9736738575175,6841.664636227579,3740.6405225645485,8727.055890640035,735.9651847253649,9097.76425590762,33295.06416392267
t280,4151.973677195915,6958.623443482789,3740.640524065089,9236.08627215035,854.3181887937786,9097.764257216464,34039.40636290439
t281,4151.973680926285,6958.623451208943,3740.64052641803,10671.537021719025,918.4469512027175,9097.764251525341,35538.98588300034
t282,4151.973698864932,6958.623491702405,4372.26066146434,13291.324276063853,1142.4293952020626,9124.03063510872,39040.642158406314
t283,4733.912946726264,7865.182688029836,4515.789422752225,15818.749664200075,1413.6722672051292,10019.178254265556,44366.48524317909
t284,4733.912940923256,7865.182672447474,4515.789392102489,15400.602812341676,1413.6722550973268,10019.17821397848,43948.3382868907
t285,4733.912940789225,7865.182672308127,4515.789391895391,15400.602812017736,1413.672254990515,10019.17821371115,43948.33828571215
t286,4733.912939568807,7865.182670974858,4515.789390349546,15400.60279752573,1413.6722540094663,10019.178211493117,43948.33826392153
t287,4151.97371174134,6958.62350238182,4372.260754178283,13933.448951787363,1142.4294267086846,9535.05814336952,40093.79449016701
t288,4151.97370480057,6958.623497746237,4372.260738926367,12062.286228025963,1142.4294236658268,9494.733585369004,38182.30717853397
t289,4151.973704135018,6958.623495522738,4372.260746980562,11467.862047505174,1142.4294269420434,9535.05814383341,37628.20756491895
t290,4151.973703901131,6958.62349387477,4372.260747912414,11775.32656449773,1142.4294269281745,9535.058142689191,37935.67207980341
t291,4151.973704206658,6958.623492546575,4372.2607571599365,12046.2259664762,1142.4294279795636,9535.05814311036,38206.57149147929
t292,4426.90544976466,6958.62349149026,4372.26079754976,13081.810010296937,1288.6729325938775,9535.058143325097,39663.33082502059
t293,4733.912934067342,6958.623490603131,4515.789384615557,12939.604373168511,1413.6722504510428,9535.05816898565,40096.660601891235
t294,4733.912933411587,6439.8266790952075,4515.789384071542,11070.184244069764,1413.672249843485,9709.146145278813,37882.5316357704
t295,4151.9736929913715,5636.882110007812,4372.260740977498,8681.95651736281,1142.4294194005402,9407.796597923372,33393.2990786634
t296,2982.701684376847,5636.882109415172,3740.640569390322,6262.810576196514,1142.4294016901702,9014.366053457503,28779.83039452653
t297,2636.1766843355626,5255.083709521693,3740.6405682144423,6046.288874640839,1142.4294004136689,9014.36605307812,27834.985290204324
t298,2980.5494927354694,5430.944656383149,3740.6405680495536,6046.2888736894265,1142.4294005732147,9014.36605328074,28355.219044711554
t299,4060.0353557621106,5636.88211798532,3740.6405733429624,6140.0791999411795,1142.4294064790358,9014.366055146575,29734.432708657187
t300,4151.973682932669,6161.796488115886,4372.26070934054,6399.94741861415,1142.429413931467,9040.632429234112,31269.040142168826
t301,4151.9737018383485,6958.623496347228,4372.260762769772,6819.2028022310415,1266.1135545117993,9535.058147226704,33103.23246492489
t302,4151.973692061468,6958.623489530768,4372.260737596324,7260.781939007933,1142.42941728523,9418.59881766807,33304.66809314979
t303,4151.97377048547,7420.089347505078,4372.260786741936,8004.545311686552,1288.6729218751375,9535.058156657007,34772.60029495118
t304,4185.432373138113,7865.182580256158,4372.260784192292,9974.770852841792,1288.6729145980696,9535.058156058454,37221.37766108487
t305,4214.374930346096,7865.182586673284,4372.2607859409745,11050.207503402073,1288.67291612667,9535.058158789494,38325.75688127859
t306,4151.973777427773,7504.758885382707,4372.2607818585175,13329.0370365023,1147.6921641078918,9535.058161163668,40040.78080644286
t307,4733.912943674745,7865.1826774465,4515.789396428783,15818.749665322803,1413.6722584322395,10072.103565099686,44419.410506404754
t308,4733.912940882742,7865.182672402823,4515.789391849531,15400.602812350184,1413.6722550674076,10019.17821380288,43948.33828635557
t309,4733.912940697765,7865.182672205466,4515.789391578037,15400.602811989482,1413.6722549230872,10019.178213454239,43948.338284848076
t310,4733.912923870677,7865.182654551641,4244.9814742906365,14916.512845339077,1413.6722229024062,9557.057698930295,42731.31981988474
t311,3576.977872362762,6958.622970698327,4244.980741322345,14142.64031566291,1159.6085949683597,9248.559410491061,39331.38990550576
t312,3576.9778361631447,6958.622958242228,4244.980704385085,12285.483311335222,1013.3651125282588,9248.559395201873,37327.98931785581
t313,3576.977831063899,6958.622954672118,4244.980697336251,11362.705832568068,1013.3651096064708,9248.559392653937,36405.211817900745
t314,3576.97782753372,6958.622952093351,4244.980695240649,11282.329598158105,1013.3651076785975,9248.559391126524,36324.83557183095
t315,3576.9778239169523,6958.622950050061,4244.980695912248,11719.851267522807,1013.3651070541041,9248.559391162642,36762.35723561881
t316,3576.9778241275308,6958.622948273665,4244.980699869081,11849.203777716995,1013.365107605974,9248.5593914469,36891.70974904015
t317,3576.9778230389093,6958.622946800756,4244.98071245631,11748.2356900073,1119.6741227030645,9248.55939408566,36897.05068909199
t318,3576.977804332306,5636.881567481692,4244.980680550023,10889.155911651604,1013.3650986248886,8902.583523785608,34263.94458642612
t319,2023.0958975429148,5636.881561187719,3613.360510959273,6046.288874792282,489.5353095564244,8362.520755427995,26171.682909466606
t320,1552.1026002945648,2620.0855626167186,3524.9813252931413,5707.9661628426575,489.5353036610853,7547.027429026453,21441.69838373462
t321,1552.1025987843423,2620.0855615741157,2668.5977822570835,4632.353008060097,489.5353029017132,6447.724538832749,18410.398792410102
t322,1955.850807900359,2620.085577382379,3613.36050356887,6046.288857697175,489.535305769025,7547.0274953896105,22272.148547707417
t323,1836.0697650823236,2620.085577037612,3613.360501607776,6046.288862445251,489.5353055224928,7547.027464834079,22152.367476529536
t324,2023.095885746374,4031.460664610443,3613.360504996506,6046.288865974502,489.5353063282499,7998.039224171148,24201.78045182722
t325,2023.0958964013896,5636.8815606192875,3613.360505455372,6046.288873554526,489.5353067356984,8359.539817746016,26168.70196051229
t326,2023.0959026792377,5636.881568063167,3613.360508596547,7178.8603840005535,489.5353081791795,8727.867287537018,27669.600959055704
t327,3002.156950279658,5636.881577112245,3613.3605145352176,8588.125679029152,489.5353137242705,8727.867295909216,30057.92733058976
t328,3551.562309505116,5636.881582066568,3613.3605162392323,9259.660068640569,489.5353164398111,8727.867304601188,31278.867097492483
t329,3576.9778033507105,6166.743372648507,3613.360521719131,10403.40844528428,489.5353534141923,8727.867311698057,32977.89280811488
t330,3576.9778264760535,6958.6229615639495,4022.4411420557267,11912.121100422684,1013.3651044710779,9208.816550046457,36692.34468503595
t331,5104.385613062653,7865.183028137074,4244.9807692472305,15400.314838210072,1159.6086887135618,9248.559432344717,43023.03236971531
t332,4733.912948158143,7865.182678743928,4594.4474857658615,15475.220397212106,1487.1010199725786,10253.918472302352,44409.78300215497
t333,4733.912940486577,7865.182671953654,4515.789389806933,15400.602810502729,1413.672254766747,10019.178211849772,43948.33827936641
t334,4733.912923378314,7865.18264173378,4244.980820655372,14596.035467232203,1413.6721973920755,9248.559488879117,42102.343539270856
t335,4151.973715874247,6958.623481847142,4244.980751955811,14147.356910876924,1160.2717765021296,9248.559426843642,39911.76606389989
t336,4151.973698427985,6958.6234726606235,4244.98072635879,13384.677725506475,1042.8924602828424,9248.559414853436,39031.70749809015
