Region,Resource,Zone,Cluster,AnnualSum
CA_N,CA_N_biomass_1,1,1,1.8196614e7
CA_N,CA_N_conventional_hydroelectric_1,1,1,8.713821e8
CA_N,CA_N_geothermal_1,1,1,1.6838778e8
CA_N,CA_N_hydroelectric_pumped_storage_1,1,1,0.0
CA_N,CA_N_natural_gas_fired_combined_cycle_1,1,1,1.5662911e9
CA_N,CA_N_natural_gas_fired_combined_cycle_2,1,2,7.120931
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,1,1,2.1746976
CA_N,CA_N_natural_gas_fired_combustion_turbine_2,1,2,3.3715364e7
CA_N,CA_N_onshore_wind_turbine_1,1,1,9.2208136e7
CA_N,CA_N_small_hydroelectric_1,1,1,1.0872904e9
CA_N,CA_N_solar_photovoltaic_1,1,1,1.4302725e8
CA_S,CA_S_biomass_1,2,1,2.7934338e7
CA_S,CA_S_conventional_hydroelectric_1,2,1,1.1030544e8
CA_S,CA_S_geothermal_1,2,1,1.5720352e8
CA_S,CA_S_hydroelectric_pumped_storage_1,2,1,0.0
CA_S,CA_S_natural_gas_fired_combined_cycle_1,2,1,9.9316774e8
CA_S,CA_S_natural_gas_fired_combined_cycle_2,2,2,0.5897552
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,2,1,4.950389e7
CA_S,CA_S_natural_gas_fired_combustion_turbine_2,2,2,0.8332091
CA_S,CA_S_onshore_wind_turbine_1,2,1,4.611509e8
CA_S,CA_S_small_hydroelectric_1,2,1,2.0309326e9
CA_S,CA_S_solar_photovoltaic_1,2,1,4.1035082e8
WECC_N,WECC_N_biomass_1,3,1,4.9338595e6
WECC_N,WECC_N_conventional_hydroelectric_1,3,1,5.2348006e8
WECC_N,WECC_N_conventional_steam_coal_1,3,1,7.037935e8
WECC_N,WECC_N_conventional_steam_coal_2,3,2,4.739978e7
WECC_N,WECC_N_geothermal_1,3,1,9.361862e7
WECC_N,WECC_N_natural_gas_fired_combined_cycle_1,3,1,2.6829816e8
WECC_N,WECC_N_natural_gas_fired_combined_cycle_2,3,2,3.180729
WECC_N,WECC_N_natural_gas_fired_combustion_turbine_1,3,1,0.6958881
WECC_N,WECC_N_natural_gas_fired_combustion_turbine_2,3,2,6.076148e6
WECC_N,WECC_N_onshore_wind_turbine_1,3,1,2.4383019e8
WECC_N,WECC_N_solar_photovoltaic_1,3,1,4.818927e7
WECC_NMAZ,WECC_NMAZ_biomass_1,4,1,3.6916975e6
WECC_NMAZ,WECC_NMAZ_conventional_hydroelectric_1,4,1,3.5461808e8
WECC_NMAZ,WECC_NMAZ_conventional_steam_coal_1,4,1,2.2408638e8
WECC_NMAZ,WECC_NMAZ_conventional_steam_coal_2,4,2,4.8985258e8
WECC_NMAZ,WECC_NMAZ_geothermal_1,4,1,821723.94
WECC_NMAZ,WECC_NMAZ_hydroelectric_pumped_storage_1,4,1,0.0
WECC_NMAZ,WECC_NMAZ_natural_gas_fired_combined_cycle_1,4,1,0.65675986
WECC_NMAZ,WECC_NMAZ_natural_gas_fired_combined_cycle_2,4,2,6.76556e8
WECC_NMAZ,WECC_NMAZ_natural_gas_fired_combustion_turbine_1,4,1,2.9264954e7
WECC_NMAZ,WECC_NMAZ_natural_gas_fired_combustion_turbine_2,4,2,0.85747737
WECC_NMAZ,WECC_NMAZ_nuclear_1,4,1,1.7932792
WECC_NMAZ,WECC_NMAZ_onshore_wind_turbine_1,4,1,6.2466576e7
WECC_NMAZ,WECC_NMAZ_solar_photovoltaic_1,4,1,2.3625627e8
WECC_PNW,WECC_PNW_biomass_1,5,1,2.5623184e7
WECC_PNW,WECC_PNW_conventional_hydroelectric_1,5,1,3.6737108e9
WECC_PNW,WECC_PNW_geothermal_1,5,1,3.8948582e6
WECC_PNW,WECC_PNW_hydroelectric_pumped_storage_1,5,1,0.0
WECC_PNW,WECC_PNW_natural_gas_fired_combined_cycle_1,5,1,3.8140858e8
WECC_PNW,WECC_PNW_natural_gas_fired_combined_cycle_2,5,2,1.6575139
WECC_PNW,WECC_PNW_natural_gas_fired_combustion_turbine_1,5,1,5.7421405e6
WECC_PNW,WECC_PNW_natural_gas_fired_combustion_turbine_2,5,2,6.214006e6
WECC_PNW,WECC_PNW_nuclear_1,5,1,0.2950396
WECC_PNW,WECC_PNW_onshore_wind_turbine_1,5,1,4.30305e8
WECC_PNW,WECC_PNW_solar_photovoltaic_1,5,1,9.654352e6
WECC_WYCO,WECC_WYCO_biomass_1,6,1,3.2263375e6
WECC_WYCO,WECC_WYCO_conventional_hydroelectric_1,6,1,1.14298584e8
WECC_WYCO,WECC_WYCO_conventional_steam_coal_1,6,1,4.8685085e8
WECC_WYCO,WECC_WYCO_conventional_steam_coal_2,6,2,1.200733e9
WECC_WYCO,WECC_WYCO_hydroelectric_pumped_storage_1,6,1,0.0
WECC_WYCO,WECC_WYCO_natural_gas_fired_combined_cycle_1,6,1,0.48008087
WECC_WYCO,WECC_WYCO_natural_gas_fired_combined_cycle_2,6,2,2.449185e8
WECC_WYCO,WECC_WYCO_natural_gas_fired_combustion_turbine_1,6,1,0.28823382
WECC_WYCO,WECC_WYCO_natural_gas_fired_combustion_turbine_2,6,2,1.7132336e7
WECC_WYCO,WECC_WYCO_onshore_wind_turbine_1,6,1,5.1753533e8
