Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,11,168,168.46153846153848,1,10528.0
,,,,,,1179.2307692307693,2,10079.0
,,,,,,1010.7692307692308,3,9814.0
,,,,,,1516.1538461538462,4,9743.0
,,,,,,1347.6923076923078,5,9817.0
,,,,,,168.46153846153848,6,10103.0
,,,,,,168.46153846153848,7,10655.0
,,,,,,1179.2307692307693,8,11234.0
,,,,,,673.8461538461539,9,12040.0
,,,,,,336.92307692307696,10,12664.0
,,,,,,1010.7692307692308,11,13058.0
,,,,,,,12,13304.0
,,,,,,,13,13346.0
,,,,,,,14,13271.0
,,,,,,,15,13225.0
,,,,,,,16,13411.0
,,,,,,,17,14561.0
,,,,,,,18,15757.0
,,,,,,,19,15733.0
,,,,,,,20,15326.0
,,,,,,,21,14794.0
,,,,,,,22,13922.0
,,,,,,,23,12773.0
,,,,,,,24,11768.0
,,,,,,,25,11109.0
,,,,,,,26,10793.0
,,,,,,,27,10675.0
,,,,,,,28,10715.0
,,,,,,,29,11103.0
,,,,,,,30,12217.0
,,,,,,,31,14223.0
,,,,,,,32,15383.0
,,,,,,,33,15496.0
,,,,,,,34,15511.0
,,,,,,,35,15504.0
,,,,,,,36,15371.0
,,,,,,,37,15111.0
,,,,,,,38,14949.0
,,,,,,,39,14740.0
,,,,,,,40,14789.0
,,,,,,,41,15785.0
,,,,,,,42,17126.0
,,,,,,,43,17084.0
,,,,,,,44,16626.0
,,,,,,,45,15960.0
,,,,,,,46,14863.0
,,,,,,,47,13465.0
,,,,,,,48,12228.0
,,,,,,,49,11417.0
,,,,,,,50,11012.0
,,,,,,,51,10791.0
,,,,,,,52,10775.0
,,,,,,,53,11087.0
,,,,,,,54,12116.0
,,,,,,,55,14067.0
,,,,,,,56,15110.0
,,,,,,,57,15165.0
,,,,,,,58,15241.0
,,,,,,,59,15247.0
,,,,,,,60,15100.0
,,,,,,,61,14851.0
,,,,,,,62,14724.0
,,,,,,,63,14591.0
,,,,,,,64,14690.0
,,,,,,,65,15653.0
,,,,,,,66,16746.0
,,,,,,,67,16624.0
,,,,,,,68,16212.0
,,,,,,,69,15603.0
,,,,,,,70,14575.0
,,,,,,,71,13219.0
,,,,,,,72,12040.0
,,,,,,,73,11294.0
,,,,,,,74,10919.0
,,,,,,,75,10746.0
,,,,,,,76,10795.0
,,,,,,,77,11133.0
,,,,,,,78,12246.0
,,,,,,,79,14208.0
,,,,,,,80,15246.0
,,,,,,,81,15247.0
,,,,,,,82,15156.0
,,,,,,,83,15102.0
,,,,,,,84,14981.0
,,,,,,,85,14770.0
,,,,,,,86,14686.0
,,,,,,,87,14545.0
,,,,,,,88,14644.0
,,,,,,,89,15591.0
,,,,,,,90,16752.0
,,,,,,,91,16689.0
,,,,,,,92,16277.999999999998
,,,,,,,93,15654.0
,,,,,,,94,14582.0
,,,,,,,95,13189.0
,,,,,,,96,11960.0
,,,,,,,97,11150.0
,,,,,,,98,10705.0
,,,,,,,99,10495.0
,,,,,,,100,10490.0
,,,,,,,101,10816.0
,,,,,,,102,11833.0
,,,,,,,103,13662.0
,,,,,,,104,14926.0
,,,,,,,105,15276.0
,,,,,,,106,15527.0
,,,,,,,107,15744.0
,,,,,,,108,15800.0
,,,,,,,109,15738.0
,,,,,,,110,15668.0
,,,,,,,111,15460.0
,,,,,,,112,15424.0
,,,,,,,113,16160.0
,,,,,,,114,16994.0
,,,,,,,115,16821.0
,,,,,,,116,16322.0
,,,,,,,117,15636.0
,,,,,,,118,14537.0
,,,,,,,119,13154.0
,,,,,,,120,11951.0
,,,,,,,121,11107.0
,,,,,,,122,10682.0
,,,,,,,123,10480.0
,,,,,,,124,10443.0
,,,,,,,125,10724.0
,,,,,,,126,11684.0
,,,,,,,127,13509.0
,,,,,,,128,14702.0
,,,,,,,129,14935.0
,,,,,,,130,14998.0
,,,,,,,131,15018.0
,,,,,,,132,14953.0
,,,,,,,133,14817.0
,,,,,,,134,14757.0
,,,,,,,135,14701.0
,,,,,,,136,14914.0
,,,,,,,137,15842.0
,,,,,,,138,16772.0
,,,,,,,139,16620.0
,,,,,,,140,16195.0
,,,,,,,141,15656.0
,,,,,,,142,14852.0
,,,,,,,143,13774.0
,,,,,,,144,12698.0
,,,,,,,145,11860.0
,,,,,,,146,11370.0
,,,,,,,147,11095.0
,,,,,,,148,11008.0
,,,,,,,149,11123.0
,,,,,,,150,11514.0
,,,,,,,151,12244.0
,,,,,,,152,12979.0
,,,,,,,153,13811.0
,,,,,,,154,14465.0
,,,,,,,155,14741.0
,,,,,,,156,14648.0
,,,,,,,157,14416.0
,,,,,,,158,14145.0
,,,,,,,159,14017.0
,,,,,,,160,14131.0
,,,,,,,161,15053.0
,,,,,,,162,16309.999999999998
,,,,,,,163,16306.000000000002
,,,,,,,164,15940.0
,,,,,,,165,15438.0
,,,,,,,166,14827.0
,,,,,,,167,14100.0
,,,,,,,168,13254.0
,,,,,,,169,10567.023071724841
,,,,,,,170,10187.79462947961
,,,,,,,171,10012.191311395613
,,,,,,,172,9962.686120659167
,,,,,,,173,10038.344997067697
,,,,,,,174,10331.639900676077
,,,,,,,175,10818.285266217372
,,,,,,,176,11414.215675459875
,,,,,,,177,12204.430606837866
