Period_Index,Rep_Period,Rep_Period_Index
1,49,11
2,2,1
3,49,11
4,9,3
5,49,11
6,6,2
7,6,2
8,9,3
9,9,3
10,6,2
11,9,3
12,6,2
13,6,2
14,9,3
15,39,9
16,6,2
17,22,4
18,6,2
19,22,4
20,22,4
21,39,9
22,22,4
23,22,4
24,22,4
25,27,5
26,38,8
27,27,5
28,27,5
29,29,6
30,30,7
31,27,5
32,27,5
33,38,8
34,27,5
35,27,5
36,39,9
37,27,5
38,38,8
39,39,9
40,22,4
41,38,8
42,22,4
43,22,4
44,38,8
45,38,8
46,46,10
47,38,8
48,46,10
49,49,11
50,9,3
51,49,11
52,49,11
