Period_Index,Rep_Period,Rep_Period_Index
1,4,1
2,12,3
3,12,3
4,12,3
5,12,3
6,15,4
7,15,4
8,15,4
9,15,4
10,24,6
11,19,5
12,4,1
13,24,6
14,24,6
15,19,5
16,24,6
17,24,6
18,34,8
19,34,8
20,34,8
21,34,8
22,4,1
23,34,8
24,34,8
25,34,8
26,34,8
27,34,8
28,34,8
29,29,7
30,34,8
31,15,4
32,24,6
33,24,6
34,4,1
35,24,6
36,19,5
37,19,5
38,24,6
39,15,4
40,46,9
41,46,9
42,46,9
43,8,2
44,4,1
45,8,2
46,8,2
47,8,2
48,48,10
49,8,2
50,8,2
51,51,11
52,8,2
