Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
NGCC,1,24952.74208726458,1720.814766634794,2173.5193953423477,25405.446715972135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,1,8200.0,2000.0,355.2790489319257,6555.279048931925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGST,1,1060.0,200.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,1,-3.637978807091713e-12,0.0,0.0,-3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear,1,2360.0,360.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,1,51046.88744622929,0.0,0.0,51046.88744622929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,1,31246.49319884674,2007.3993415378454,0.0,29239.093857308893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,1,480.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li-ion,1,3888.4023889947516,0.0,0.0,3888.4023889947516,6844.71761152206,0.0,0.0,6844.71761152206,0.0,0.0,0.0,0.0
Retro_NGCC_CCS,1,2890.0,0.0,1462.692551639575,4352.692551639575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_NGCC_H2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_TES,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_SMR,1,5292.000000000002,0.0,0.0,5292.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,131436.52512133538,6288.2141081726395,3991.4909959138486,129139.80200907656,6844.71761152206,0.0,0.0,6844.71761152206,0.0,0.0,0.0,0.0
