BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.0555608470142682e8,2.493833288899781e6,-3.078806529505903e6,0.0,0.0,0.0,0.0,0.0,0.0,-1.2626375146082069e8
t1,27370.708813477366,138.96601980164385,-0.0,0.0,0.0,0.0,3707.60632672099,0.0,0.0,-38509.28116
t2,24573.20556520015,0.0,-3888.4023889947516,0.0,0.0,0.0,9409.4821337946,0.0,0.0,-37386.28531
t3,17414.44785426694,3888.4023889947516,-0.0,0.0,0.0,0.0,8288.932786738304,0.0,0.0,-36883.78303
t4,18901.75752489338,1331.9389398766552,-2556.463449118096,0.0,0.0,0.0,12376.828154348059,0.0,0.0,-37346.06117
t5,19527.938460503072,0.0,-3888.4023889947516,0.0,0.0,0.0,15618.183598491672,0.0,0.0,-38549.71967
t6,33140.83075999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40432.83076
t7,18119.86622782996,1740.1137762904689,-2148.2886127042825,0.0,0.0,0.0,18369.492728583842,0.0,0.0,-43373.18412
t8,19384.865831484734,0.0,-0.0,0.0,0.0,0.0,20011.138548515264,0.0,0.0,-46688.00438
t9,19062.704377931128,1740.1137762904689,-2148.2886127042825,0.0,0.0,0.0,24364.351068482683,0.0,0.0,-50310.88061
t10,25991.886819771702,3480.227552580938,-408.1748364138138,0.0,0.0,0.0,17724.30321406117,0.0,0.0,-54080.24275
t11,22281.79748627504,0.0,-0.0,0.0,0.0,0.0,27543.190683724966,0.0,0.0,-57116.98817
t12,19122.06046373531,0.0,-3888.4023889947516,0.0,0.0,0.0,37123.40740525943,0.0,0.0,-59649.06548
t13,22494.415118324046,0.0,-0.0,0.0,0.0,0.0,31271.496801675956,0.0,0.0,-61057.91192
t14,26430.605293271816,0.0,-0.0,0.0,0.0,0.0,28046.40615672818,0.0,0.0,-61769.01145
t15,21704.916631043314,3888.4023889947516,-0.0,0.0,0.0,0.0,28956.74557996193,0.0,0.0,-61842.0646
t16,17109.599964942572,1331.9389398766552,-2556.463449118096,0.0,0.0,0.0,38056.50273429887,0.0,0.0,-61233.57819
t17,16381.129865255853,0.0,-3888.4023889947516,0.0,0.0,0.0,40770.8653137389,0.0,0.0,-60555.59279
t18,18375.880088550493,0.0,-0.0,0.0,0.0,0.0,33103.80149144949,0.0,0.0,-58771.68158
t19,19893.31524000546,0.0,-0.0,0.0,0.0,0.0,29452.077379994542,0.0,0.0,-56637.39262
t20,21711.411518839792,2995.275909646879,-893.1264793478725,0.0,0.0,0.0,24022.2252408612,0.0,0.0,-55127.78619
t21,35810.882866705266,3888.4023889947516,-0.0,0.0,0.0,0.0,5215.461054299987,0.0,0.0,-52206.74631
t22,27095.751833853938,0.0,-3888.4023889947516,0.0,0.0,0.0,17876.150005140815,0.0,0.0,-48375.49945
t23,30929.022159815162,0.0,-0.0,0.0,0.0,0.0,6680.303350184833,0.0,0.0,-44901.32551
t24,29639.758489472624,0.0,-0.0,0.0,0.0,0.0,5348.3254405273765,0.0,0.0,-42280.08393
t25,31946.61876926459,2453.87485486508,-1434.5275341296713,0.0,0.0,0.0,0.0,0.0,0.0,-40257.96609
t26,33509.16989052255,1103.129504236103,-2785.2728847586486,0.0,0.0,0.0,0.0,0.0,0.0,-39119.02651
t27,34948.82247899475,0.0,-3888.4023889947516,0.0,0.0,0.0,0.0,0.0,0.0,-38352.42009
t28,28221.419774914248,3149.6059350857486,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38663.02571
t29,27621.41489893682,0.0,-3888.4023889947516,0.0,0.0,0.0,8633.583420057937,0.0,0.0,-39658.59593
t30,31227.65087383287,3480.227552580938,-408.1748364138138,0.0,0.0,0.0,0.0,0.0,0.0,-41591.70359
t31,24935.280609416077,0.0,-3888.4023889947516,0.0,0.0,0.0,16421.744309578677,0.0,0.0,-44760.62253
t32,27916.079668001985,1740.1137762904689,-2148.2886127042825,0.0,0.0,0.0,13685.085488411823,0.0,0.0,-48484.99032
t33,34729.513400452786,3888.4023889947516,-0.0,0.0,0.0,0.0,6727.703510552463,0.0,0.0,-52637.6193
t34,37824.14926783729,0.0,-0.0,0.0,0.0,0.0,11656.448262162721,0.0,0.0,-56772.59753
t35,31719.371390915912,2524.270512639003,-1364.1318763557488,0.0,0.0,0.0,19727.39099280082,0.0,0.0,-59898.90102
