Time_Index,CT_NG,ME_NG,MA_NG,MA_NGCCS,None
378,1.94,1.94,1.95,1.95,0.0
379,1.94,1.94,1.95,1.95,0.0
380,1.94,1.94,1.95,1.95,0.0
381,1.94,1.94,1.95,1.95,0.0
382,1.94,1.94,1.95,1.95,0.0
383,1.94,1.94,1.95,1.95,0.0
384,1.94,1.94,1.95,1.95,0.0
385,1.94,1.94,1.95,1.95,0.0
386,1.94,1.94,1.95,1.95,0.0
387,1.94,1.94,1.95,1.95,0.0
388,1.94,1.94,1.95,1.95,0.0
389,1.94,1.94,1.95,1.95,0.0
390,1.94,1.94,1.95,1.95,0.0
391,1.94,1.94,1.95,1.95,0.0
392,1.94,1.94,1.95,1.95,0.0
393,1.94,1.94,1.95,1.95,0.0
394,1.94,1.94,1.95,1.95,0.0
395,1.94,1.94,1.95,1.95,0.0
396,1.94,1.94,1.95,1.95,0.0
397,1.94,1.94,1.95,1.95,0.0
398,1.94,1.94,1.95,1.95,0.0
399,1.94,1.94,1.95,1.95,0.0
400,1.94,1.94,1.95,1.95,0.0
401,1.94,1.94,1.95,1.95,0.0
402,1.94,1.94,1.95,1.95,0.0
403,1.94,1.94,1.95,1.95,0.0
404,1.94,1.94,1.95,1.95,0.0
405,1.94,1.94,1.95,1.95,0.0
406,1.94,1.94,1.95,1.95,0.0
407,1.94,1.94,1.95,1.95,0.0
408,1.94,1.94,1.95,1.95,0.0
409,1.94,1.94,1.95,1.95,0.0
410,1.94,1.94,1.95,1.95,0.0
411,1.94,1.94,1.95,1.95,0.0
412,1.94,1.94,1.95,1.95,0.0
413,1.94,1.94,1.95,1.95,0.0
414,1.94,1.94,1.95,1.95,0.0
415,1.94,1.94,1.95,1.95,0.0
416,1.94,1.94,1.95,1.95,0.0
417,1.94,1.94,1.95,1.95,0.0
418,1.94,1.94,1.95,1.95,0.0
419,1.94,1.94,1.95,1.95,0.0
420,1.94,1.94,1.95,1.95,0.0
421,1.94,1.94,1.95,1.95,0.0
422,1.94,1.94,1.95,1.95,0.0
423,1.94,1.94,1.95,1.95,0.0
424,1.94,1.94,1.95,1.95,0.0
425,1.94,1.94,1.95,1.95,0.0
426,1.94,1.94,1.95,1.95,0.0
427,1.94,1.94,1.95,1.95,0.0
428,1.94,1.94,1.95,1.95,0.0
429,1.94,1.94,1.95,1.95,0.0
430,1.94,1.94,1.95,1.95,0.0
431,1.94,1.94,1.95,1.95,0.0
432,1.94,1.94,1.95,1.95,0.0
433,1.94,1.94,1.95,1.95,0.0
434,1.94,1.94,1.95,1.95,0.0
435,1.94,1.94,1.95,1.95,0.0
436,1.94,1.94,1.95,1.95,0.0
437,1.94,1.94,1.95,1.95,0.0
438,1.94,1.94,1.95,1.95,0.0
439,1.94,1.94,1.95,1.95,0.0
440,1.94,1.94,1.95,1.95,0.0
441,1.94,1.94,1.95,1.95,0.0
442,1.94,1.94,1.95,1.95,0.0
443,1.94,1.94,1.95,1.95,0.0
444,1.94,1.94,1.95,1.95,0.0
445,1.94,1.94,1.95,1.95,0.0
446,1.94,1.94,1.95,1.95,0.0
447,1.94,1.94,1.95,1.95,0.0
448,1.94,1.94,1.95,1.95,0.0
449,1.94,1.94,1.95,1.95,0.0
450,1.94,1.94,1.95,1.95,0.0
451,1.94,1.94,1.95,1.95,0.0
452,1.94,1.94,1.95,1.95,0.0
453,1.94,1.94,1.95,1.95,0.0
454,1.94,1.94,1.95,1.95,0.0
455,1.94,1.94,1.95,1.95,0.0
456,1.94,1.94,1.95,1.95,0.0
457,1.82,1.82,2.23,2.23,0.0
458,1.82,1.82,2.23,2.23,0.0
459,1.82,1.82,2.23,2.23,0.0
460,1.82,1.82,2.23,2.23,0.0
461,1.82,1.82,2.23,2.23,0.0
462,1.82,1.82,2.23,2.23,0.0
463,1.82,1.82,2.23,2.23,0.0
464,1.82,1.82,2.23,2.23,0.0
465,1.82,1.82,2.23,2.23,0.0
466,1.82,1.82,2.23,2.23,0.0
467,1.82,1.82,2.23,2.23,0.0
468,1.82,1.82,2.23,2.23,0.0
469,1.82,1.82,2.23,2.23,0.0
470,1.82,1.82,2.23,2.23,0.0
471,1.82,1.82,2.23,2.23,0.0
472,1.82,1.82,2.23,2.23,0.0
473,1.82,1.82,2.23,2.23,0.0
474,1.82,1.82,2.23,2.23,0.0
475,1.82,1.82,2.23,2.23,0.0
476,1.82,1.82,2.23,2.23,0.0
477,1.82,1.82,2.23,2.23,0.0
478,1.82,1.82,2.23,2.23,0.0
479,1.82,1.82,2.23,2.23,0.0
480,1.82,1.82,2.23,2.23,0.0
481,1.82,1.82,2.23,2.23,0.0
482,1.82,1.82,2.23,2.23,0.0
483,1.82,1.82,2.23,2.23,0.0
484,1.82,1.82,2.23,2.23,0.0
485,1.82,1.82,2.23,2.23,0.0
486,1.82,1.82,2.23,2.23,0.0
487,1.82,1.82,2.23,2.23,0.0
488,1.82,1.82,2.23,2.23,0.0
489,1.82,1.82,2.23,2.23,0.0
490,1.82,1.82,2.23,2.23,0.0
491,1.82,1.82,2.23,2.23,0.0
492,1.82,1.82,2.23,2.23,0.0
493,1.82,1.82,2.23,2.23,0.0
494,1.82,1.82,2.23,2.23,0.0
495,1.82,1.82,2.23,2.23,0.0
496,1.82,1.82,2.23,2.23,0.0
497,1.82,1.82,2.23,2.23,0.0
498,1.82,1.82,2.23,2.23,0.0
499,1.82,1.82,2.23,2.23,0.0
500,1.82,1.82,2.23,2.23,0.0
501,1.82,1.82,2.23,2.23,0.0
502,1.82,1.82,2.23,2.23,0.0
503,1.82,1.82,2.23,2.23,0.0
504,1.82,1.82,2.23,2.23,0.0
505,1.89,1.89,2.34,2.34,0.0
506,1.89,1.89,2.34,2.34,0.0
507,1.89,1.89,2.34,2.34,0.0
508,1.89,1.89,2.34,2.34,0.0
509,1.89,1.89,2.34,2.34,0.0
510,1.89,1.89,2.34,2.34,0.0
511,1.89,1.89,2.34,2.34,0.0
512,1.89,1.89,2.34,2.34,0.0
513,1.89,1.89,2.34,2.34,0.0
514,1.89,1.89,2.34,2.34,0.0
515,1.89,1.89,2.34,2.34,0.0
516,1.89,1.89,2.34,2.34,0.0
517,1.89,1.89,2.34,2.34,0.0
518,1.89,1.89,2.34,2.34,0.0
519,1.89,1.89,2.34,2.34,0.0
520,1.89,1.89,2.34,2.34,0.0
521,1.89,1.89,2.34,2.34,0.0
522,1.89,1.89,2.34,2.34,0.0
523,1.89,1.89,2.34,2.34,0.0
524,1.89,1.89,2.34,2.34,0.0
525,1.89,1.89,2.34,2.34,0.0
526,1.89,1.89,2.34,2.34,0.0
527,1.89,1.89,2.34,2.34,0.0
528,1.89,1.89,2.34,2.34,0.0
529,1.89,1.89,2.34,2.34,0.0
530,1.89,1.89,2.34,2.34,0.0
531,1.89,1.89,2.34,2.34,0.0
532,1.89,1.89,2.34,2.34,0.0
533,1.89,1.89,2.34,2.34,0.0
534,1.89,1.89,2.34,2.34,0.0
535,1.89,1.89,2.34,2.34,0.0
536,1.89,1.89,2.34,2.34,0.0
537,1.89,1.89,2.34,2.34,0.0
538,1.89,1.89,2.34,2.34,0.0
539,1.89,1.89,2.34,2.34,0.0
540,1.89,1.89,2.34,2.34,0.0
541,1.89,1.89,2.34,2.34,0.0
542,1.89,1.89,2.34,2.34,0.0
543,1.89,1.89,2.34,2.34,0.0
544,1.89,1.89,2.34,2.34,0.0
545,1.89,1.89,2.34,2.34,0.0
546,1.89,1.89,2.34,2.34,0.0
547,1.89,1.89,2.34,2.34,0.0
548,1.89,1.89,2.34,2.34,0.0
549,1.89,1.89,2.34,2.34,0.0
550,1.89,1.89,2.34,2.34,0.0
551,1.89,1.89,2.34,2.34,0.0
552,1.89,1.89,2.34,2.34,0.0
553,1.89,1.89,2.34,2.34,0.0
554,1.89,1.89,2.34,2.34,0.0
555,1.89,1.89,2.34,2.34,0.0
556,1.89,1.89,2.34,2.34,0.0
557,1.89,1.89,2.34,2.34,0.0
558,1.89,1.89,2.34,2.34,0.0
559,1.89,1.89,2.34,2.34,0.0
560,1.89,1.89,2.34,2.34,0.0
561,1.89,1.89,2.34,2.34,0.0
562,1.89,1.89,2.34,2.34,0.0
563,1.89,1.89,2.34,2.34,0.0
564,1.89,1.89,2.34,2.34,0.0
565,1.89,1.89,2.34,2.34,0.0
566,1.89,1.89,2.34,2.34,0.0
567,1.89,1.89,2.34,2.34,0.0
568,1.89,1.89,2.34,2.34,0.0
569,1.89,1.89,2.34,2.34,0.0
570,1.89,1.89,2.34,2.34,0.0
571,1.89,1.89,2.34,2.34,0.0
572,1.89,1.89,2.34,2.34,0.0
573,1.89,1.89,2.34,2.34,0.0
574,1.89,1.89,2.34,2.34,0.0
575,1.89,1.89,2.34,2.34,0.0
576,1.89,1.89,2.34,2.34,0.0
577,1.89,1.89,2.34,2.34,0.0
578,1.89,1.89,2.34,2.34,0.0
579,1.89,1.89,2.34,2.34,0.0
580,1.89,1.89,2.34,2.34,0.0
581,1.89,1.89,2.34,2.34,0.0
582,1.89,1.89,2.34,2.34,0.0
583,1.89,1.89,2.34,2.34,0.0
584,1.89,1.89,2.34,2.34,0.0
585,1.89,1.89,2.34,2.34,0.0
586,1.89,1.89,2.34,2.34,0.0
587,1.89,1.89,2.34,2.34,0.0
588,1.89,1.89,2.34,2.34,0.0
589,1.89,1.89,2.34,2.34,0.0
590,1.89,1.89,2.34,2.34,0.0
591,1.89,1.89,2.34,2.34,0.0
592,1.89,1.89,2.34,2.34,0.0
593,1.89,1.89,2.34,2.34,0.0
594,1.89,1.89,2.34,2.34,0.0
595,1.89,1.89,2.34,2.34,0.0
596,1.89,1.89,2.34,2.34,0.0
597,1.89,1.89,2.34,2.34,0.0
598,1.89,1.89,2.34,2.34,0.0
599,1.89,1.89,2.34,2.34,0.0
600,1.89,1.89,2.34,2.34,0.0
601,1.89,1.89,2.34,2.34,0.0
602,1.89,1.89,2.34,2.34,0.0
603,1.89,1.89,2.34,2.34,0.0
604,1.89,1.89,2.34,2.34,0.0
605,1.89,1.89,2.34,2.34,0.0
606,1.89,1.89,2.34,2.34,0.0
607,1.89,1.89,2.34,2.34,0.0
608,1.89,1.89,2.34,2.34,0.0
609,1.89,1.89,2.34,2.34,0.0
610,1.89,1.89,2.34,2.34,0.0
611,1.89,1.89,2.34,2.34,0.0
612,1.89,1.89,2.34,2.34,0.0
613,1.89,1.89,2.34,2.34,0.0
614,1.89,1.89,2.34,2.34,0.0
615,1.89,1.89,2.34,2.34,0.0
616,1.89,1.89,2.34,2.34,0.0
617,1.89,1.89,2.34,2.34,0.0
618,1.89,1.89,2.34,2.34,0.0
619,1.89,1.89,2.34,2.34,0.0
620,1.89,1.89,2.34,2.34,0.0
621,1.89,1.89,2.34,2.34,0.0
622,1.89,1.89,2.34,2.34,0.0
623,1.89,1.89,2.34,2.34,0.0
624,1.89,1.89,2.34,2.34,0.0
625,1.89,1.89,2.34,2.34,0.0
626,1.89,1.89,2.34,2.34,0.0
627,1.89,1.89,2.34,2.34,0.0
628,1.89,1.89,2.34,2.34,0.0
629,1.89,1.89,2.34,2.34,0.0
630,1.89,1.89,2.34,2.34,0.0
631,1.89,1.89,2.34,2.34,0.0
632,1.89,1.89,2.34,2.34,0.0
