Costs,Total,Zone1,Zone2,Zone3
cTotal,4.502157773584427e10,1.23435229140735e10,9.526399885594002e9,1.0157295352347766e9
cFix,2.508150809575322e10,1.1809246960350895e10,9.085628458651628e9,4.186632676750698e9
cVar,9.752518314127795e8,5.34275953722604e8,4.40771426942374e8,204450.74780725848
cNSE,4.905570284531571e7,3.530390000648787e7,8.674676236263737e6,5.077126602564104e6
cStart,12182.15314419648,0.0,0.0,12182.15314419648
cUnmetRsv,0.0,-,-,-
cNetworkExp,4.3789280464366144e8,-,-,-
