Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459621
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-96.0307272296925
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-96.0307272296925
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-96.0307272296925
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-96.0307272296925
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-96.0307272296925
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-96.0307272296925
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-96.0307272296925
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-80.33411532459624
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-158.47562076253195,-96.0307272296925
