Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,1,8760,8760,1,66885.0249
,,,,,,,2,67137.28793
,,,,,,,3,67933.5795
,,,,,,,4,68846.93683
,,,,,,,5,70165.5174
,,,,,,,6,71382.79016
,,,,,,,7,71753.16905
,,,,,,,8,71870.20036
,,,,,,,9,70805.26085
,,,,,,,10,69496.11435
,,,,,,,11,67507.60565
,,,,,,,12,65386.41094
,,,,,,,13,63890.33866
,,,,,,,14,63047.1982
,,,,,,,15,63479.73279
,,,,,,,16,67232.3487
,,,,,,,17,71380.53786
,,,,,,,18,72859.88801
,,,,,,,19,73400.30993
,,,,,,,20,73475.99063
,,,,,,,21,72500.60283
,,,,,,,22,71430.02084
,,,,,,,23,70566.56678
,,,,,,,24,70233.40926
,,,,,,,25,70528.7532
,,,,,,,26,71356.67256
,,,,,,,27,72322.11365
,,,,,,,28,73960.47255
,,,,,,,29,76695.71923
,,,,,,,30,79408.53049
,,,,,,,31,79988.88211
,,,,,,,32,78178.50506
,,,,,,,33,75677.7332
,,,,,,,34,72895.52936
,,,,,,,35,70131.03365
,,,,,,,36,67939.54246
,,,,,,,37,66052.17485
,,,,,,,38,64785.55204
,,,,,,,39,65180.28753
,,,,,,,40,68014.62364
,,,,,,,41,72122.70389
,,,,,,,42,73369.62304
,,,,,,,43,73706.98598
,,,,,,,44,73119.22929
,,,,,,,45,71275.11936
,,,,,,,46,69011.72676
,,,,,,,47,67464.60949
,,,,,,,48,66762.12176
,,,,,,,49,66280.31935
,,,,,,,50,66286.60504
,,,,,,,51,66525.47223
,,,,,,,52,67870.4149
,,,,,,,53,70502.50219
,,,,,,,54,72543.80815
,,,,,,,55,72458.77364
,,,,,,,56,70870.16079
,,,,,,,57,68686.96656
,,,,,,,58,66204.33969
,,,,,,,59,63932.59666
,,,,,,,60,61798.17825
,,,,,,,61,60033.75246
,,,,,,,62,59003.51146
,,,,,,,63,59434.22841
,,,,,,,64,62314.37656
,,,,,,,65,66324.48643
,,,,,,,66,67578.54919
,,,,,,,67,67789.97785
,,,,,,,68,66976.59644
,,,,,,,69,65215.49179
,,,,,,,70,63253.07759
,,,,,,,71,62009.57479
,,,,,,,72,61480.7334
,,,,,,,73,61666.95154
,,,,,,,74,62306.19006
,,,,,,,75,63452.57963
,,,,,,,76,65682.68498
,,,,,,,77,69381.0233
,,,,,,,78,72619.00741
