Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-73.83170915875607
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-73.83170915875607
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-73.83170915875607
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-73.83170915875607
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-88.34830028517435
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-73.83170915875607
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-77.38159751396178
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-77.38159751396178
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-77.38159751396178
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-92.5424027842359
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-77.38159751396178
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-92.5424027842359
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-92.5424027842359
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-92.5424027842359
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-92.5424027842359
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-77.38159751396178
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-92.5424027842359
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-92.5424027842359
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-92.5424027842359
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.13126790039621,-92.5424027842359
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-77.38159751396178
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-77.38159751396178
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-73.83170915875607
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-73.83170915875607
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-110.1312679003962,-88.34830028517435
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.1880600553208,-92.26881294827986,-69.58507646438956
