Time_Index,CA_N_biomass_1.0,CA_N_conventional_hydroelectric_1.0,CA_N_geothermal_1.0,CA_N_hydroelectric_pumped_storage_1.0,CA_N_natural_gas_fired_combined_cycle_1.0,CA_N_natural_gas_fired_combustion_turbine_1.0,CA_N_onshore_wind_turbine_1.0,CA_N_small_hydroelectric_1.0,CA_N_solar_photovoltaic_1.0,CA_S_biomass_1.0,CA_S_conventional_hydroelectric_1.0,CA_S_geothermal_1.0,CA_S_hydroelectric_pumped_storage_1.0,CA_S_natural_gas_fired_combined_cycle_1.0,CA_S_natural_gas_fired_combustion_turbine_1.0,CA_S_onshore_wind_turbine_1.0,CA_S_small_hydroelectric_1.0,CA_S_solar_photovoltaic_1.0,WECC_AZ_biomass_1.0,WECC_AZ_conventional_hydroelectric_1.0,WECC_AZ_conventional_steam_coal_1.0,WECC_AZ_hydroelectric_pumped_storage_1.0,WECC_AZ_natural_gas_fired_combined_cycle_1.0,WECC_AZ_natural_gas_fired_combined_cycle_2.0,WECC_AZ_natural_gas_fired_combined_cycle_3.0,WECC_AZ_natural_gas_fired_combustion_turbine_1.0,WECC_AZ_nuclear_1.0,WECC_AZ_onshore_wind_turbine_1.0,WECC_AZ_solar_photovoltaic_1.0,CA_N_naturalgas_ccccsavgcf_mid_0.0,CA_N_naturalgas_ccavgcf_mid_0.0,CA_N_naturalgas_ctavgcf_mid_0.0,CA_N_battery_mid_0.0,CA_N_nuclear_mid_0.0,CA_N_naturalgas_ccs100_mid_0.0,CA_N_landbasedwind_ltrg1_mid_110_1.0,CA_N_landbasedwind_ltrg1_mid_110_2.0,CA_N_offshorewind_otrg10_mid_floating_1_1.0,CA_N_offshorewind_otrg10_mid_floating_1_2.0,CA_N_offshorewind_otrg10_mid_floating_1_3.0,CA_S_naturalgas_ccccsavgcf_mid_0.0,CA_S_naturalgas_ccavgcf_mid_0.0,CA_S_naturalgas_ctavgcf_mid_0.0,CA_S_battery_mid_0.0,CA_S_nuclear_mid_0.0,CA_S_naturalgas_ccs100_mid_0.0,CA_S_landbasedwind_ltrg1_mid_100_1.0,CA_S_landbasedwind_ltrg1_mid_100_2.0,CA_S_landbasedwind_ltrg1_mid_100_3.0,CA_S_landbasedwind_ltrg1_mid_100_4.0,CA_S_utilitypv_losangeles_mid_75_0_2_1.0,CA_S_utilitypv_losangeles_mid_75_0_2_2.0,CA_S_utilitypv_losangeles_mid_75_0_2_3.0,CA_S_utilitypv_losangeles_mid_75_0_2_4.0,CA_S_utilitypv_losangeles_mid_75_0_2_5.0,WECC_AZ_naturalgas_ccccsavgcf_mid_0.0,WECC_AZ_naturalgas_ccavgcf_mid_0.0,WECC_AZ_naturalgas_ctavgcf_mid_0.0,WECC_AZ_battery_mid_0.0,WECC_AZ_nuclear_mid_0.0,WECC_AZ_naturalgas_ccs100_mid_0.0,WECC_AZ_utilitypv_losangeles_mid_0_2_1.0,WECC_AZ_utilitypv_losangeles_mid_0_2_2.0,WECC_AZ_utilitypv_losangeles_mid_0_2_3.0,CA_N_ev_load_shifting_1.0,CA_S_ev_load_shifting_1.0
124,1,0.19244798683601583,1,1,1,1,0.4075,0.19244798683601583,0.0,1,0.08420263733144075,1,1,1,1,0.7098838352056761,0.08420263733144075,0.0,1,0.3106,1,1,1,1,1,1,1,0.6575,0.0,1,1,1,1,1,1,0.5768086910247803,0.809522807598114,1.0,1.0,1.0,1,1,1,1,1,1,0.6582784056663513,0.8635550141334534,0.5907396078109741,0.7905481457710266,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.014198782961460446,0.014162077104642014
125,1,0.19255519925952588,1,1,1,1,0.3155,0.19255519925952588,0.0,1,0.08420909013484741,1,1,1,1,0.3671526501393698,0.08420909013484741,0.0,1,0.3107,1,1,1,1,1,1,1,0.5933,0.0,1,1,1,1,1,1,0.5242624282836914,0.8220345377922058,0.9999253749847412,1.0,1.0,1,1,1,1,1,1,0.5696586966514587,0.8224623799324036,0.575505256652832,0.6481634378433228,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.015720081135902637,0.015735641227380016
126,1,0.192669624106546,1,1,1,1,0.3979,0.192669624106546,0.0,1,0.08421467991483322,1,1,1,1,0.2294849522763747,0.08421467991483322,0.0,1,0.3107,1,1,1,1,1,1,1,0.5128,0.0,1,1,1,1,1,1,0.6277671456336975,0.8520582318305969,0.9791969060897827,1.0,1.0,1,1,1,1,1,1,0.5165413022041321,0.7363556623458862,0.535527765750885,0.6482746601104736,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.011494252873563218,0.011539470233412012
127,1,0.19277683653005606,1,1,1,1,0.4026,0.19277683653005606,0.0,1,0.08427535557132718,1,1,1,1,0.21645732325365316,0.08427535557132718,0.0,1,0.3108,1,1,1,1,1,1,1,0.5234,0.0,1,1,1,1,1,1,0.5440029501914978,0.8163231015205383,0.959730327129364,1.0,1.0,1,1,1,1,1,1,0.48063403367996216,0.7324211001396179,0.38382038474082947,0.7196275591850281,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.041244083840432724,0.04130605822187254
128,1,0.19288404895356612,1,1,1,1,0.5474,0.19288404895356612,0.0,1,0.08428094535131299,1,1,1,1,0.23545486738744825,0.08428094535131299,0.0,1,0.3108,1,1,1,1,1,1,1,0.4729,0.0,1,1,1,1,1,1,0.6197230219841003,0.7795961499214172,0.9572622776031494,1.0,1.0,1,1,1,1,1,1,0.3858979344367981,0.5760397911071777,0.33221378922462463,0.6768490076065063,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.09634888438133873,0.09638080251770259
129,1,0.19309126137707616,1,1,1,1,0.5236,0.19309126137707616,0.0,1,0.08428739815471965,1,1,1,1,0.2209013028972041,0.08428739815471965,0.0,1,0.3109,1,1,1,1,1,1,1,0.3705,0.0,1,1,1,1,1,1,0.7191189527511597,0.7312741875648499,0.9641050696372986,1.0,1.0,1,1,1,1,1,1,0.38558095693588257,0.30882349610328674,0.35693103075027466,0.6088695526123047,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.18526031102096008,0.18515604510883815
130,1,0.19319847380058625,1,1,1,1,0.4694,0.19319847380058625,0.0,1,0.08429298793470547,1,1,1,1,0.21963723287439813,0.08429298793470547,0.0,1,0.3109,1,1,1,1,1,1,1,0.2212,0.0331,1,1,1,1,1,1,0.8071537613868713,0.7332601547241211,0.9638820886611938,1.0,1.0,1,1,1,1,1,1,0.3255488872528076,0.21561314165592194,0.2855042517185211,0.40114903450012207,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.19592514634132385,0.1592874675989151,0.047160804271698,0.21399594320486814,0.2140047206923682
131,1,0.19330568622409627,1,1,1,1,0.4513,0.19330568622409627,0.2733,1,0.08434277927608233,1,1,1,1,0.13106740434158287,0.08434277927608233,0.2725504096638655,1,0.311,1,1,1,1,1,1,1,0.2365,0.3503,1,1,1,1,1,1,0.8071125745773315,0.6872752904891968,0.9695782661437988,0.9863738417625427,1.0,1,1,1,1,1,1,0.27885401248931885,0.15951648354530334,0.25519630312919617,0.3359697759151459,0.44490674138069153,0.4804958403110504,0.41522660851478577,0.41217201948165894,0.331504225730896,1,1,1,1,1,1,0.5689274072647095,0.5526613593101501,0.5186704993247986,0.21822177146720756,0.21820089168633622
132,1,0.1934201110711164,1,1,1,1,0.1633,0.1934201110711164,0.5275,1,0.0843467934705465,1,1,1,1,0.05537423346566432,0.0843467934705465,0.5131156470588235,1,0.3111,1,1,1,1,1,1,1,0.3619,0.5497,1,1,1,1,1,1,0.8161182403564453,0.5803972482681274,0.9711710214614868,0.914482831954956,1.0,1,1,1,1,1,1,0.3111812472343445,0.09760025888681412,0.4203833341598511,0.4025442898273468,0.7576316595077515,0.7702818512916565,0.743366003036499,0.7433245182037354,0.6745719313621521,1,1,1,1,1,1,0.770561695098877,0.7684706449508667,0.7566351890563965,0.2520283975659229,0.2521636506687648
133,1,0.19352732349462642,1,1,1,1,0.6796,0.19352732349462642,0.6869,1,0.08435482185947481,1,1,1,1,0.03705037376467607,0.08435482185947481,0.6856662962184874,1,0.3111,1,1,1,1,1,1,1,0.3932,0.6715,1,1,1,1,1,1,0.8385088443756104,0.6193481087684631,0.9416438937187195,0.7320823669433594,1.0,1,1,1,1,1,1,0.2951350510120392,0.03333113342523575,0.3823396861553192,0.47901394963264465,0.9535899758338928,0.9450080394744873,0.9383285045623779,0.9107509255409241,0.9240018129348755,1,1,1,1,1,1,0.8974255919456482,0.8850127458572388,0.8878094553947449,0.3201487491548343,0.3202202989771833
134,1,0.19372732349462643,1,1,1,1,0.5077,0.19372732349462643,0.7658,1,0.08435883605393897,1,1,1,1,0.07463059380015204,0.08435883605393897,0.7687450441176471,1,0.3112,1,1,1,1,1,1,1,0.4464,0.7241,1,1,1,1,1,1,0.801702082157135,0.5660015344619751,0.9650789499282837,0.5512745380401611,1.0,1,1,1,1,1,1,0.27295950055122375,0.055771492421627045,0.3956124186515808,0.35238882899284363,0.9998874068260193,0.9959819316864014,0.9982335567474365,0.9820816516876221,0.9954419136047363,1,1,1,1,1,1,0.9341671466827393,0.9198575615882874,0.9250237941741943,0.3669709263015551,0.36703383162863884
135,1,0.19384174834164652,1,1,1,1,0.451,0.19384174834164652,0.7505,1,0.08436686444286728,1,1,1,1,0.10842199298927274,0.08436686444286728,0.7494650483193277,1,0.3112,1,1,1,1,1,1,1,0.5462,0.7221,1,1,1,1,1,1,0.27800068259239197,0.5440518260002136,1.0,0.9701547026634216,1.0,1,1,1,1,1,1,0.30648642778396606,0.241376131772995,0.39218491315841675,0.30489784479141235,0.996299684047699,0.9733330011367798,0.992703914642334,0.960716724395752,0.9740952253341675,1,1,1,1,1,1,0.9142515659332275,0.8986799716949463,0.9108986854553223,0.377789046653144,0.3777865198006819
136,1,0.1939489607651566,1,1,1,1,0.4709,0.1939489607651566,0.7573,1,0.08442510149041875,1,1,1,1,0.14336110524537543,0.08442510149041875,0.7593926649159664,1,0.3113,1,1,1,1,1,1,1,0.5411,0.7153,1,1,1,1,1,1,0.203698068857193,0.568261981010437,1.0,0.6937310695648193,1.0,1,1,1,1,1,1,0.3009489178657532,0.18831147253513336,0.38831669092178345,0.3068635165691376,0.9994478821754456,0.983749270439148,0.997945249080658,0.9794256091117859,0.981303870677948,1,1,1,1,1,1,0.9040634036064148,0.8989920616149902,0.8911574482917786,0.44083840432724813,0.44086021505376344
137,1,0.19405617318866664,1,1,1,1,0.1933,0.19405617318866664,0.7785,1,0.08443312987934706,1,1,1,1,0.06549069389306529,0.08443312987934706,0.7839442100840337,1,0.3113,1,1,1,1,1,1,1,0.3077,0.7327,1,1,1,1,1,1,0.45147275924682617,0.48983094096183777,0.9935664534568787,0.4606911242008209,1.0,1,1,1,1,1,1,0.2813780903816223,0.0742417573928833,0.25541937351226807,0.24080294370651245,0.9999037981033325,0.9991198778152466,0.9999858140945435,0.9947810173034668,0.9986819624900818,1,1,1,1,1,1,0.9562505483627319,0.8926817178726196,0.9412931203842163,0.5835023664638269,0.583661159192237
138,1,0.19417059803568673,1,1,1,1,0.1721,0.19417059803568673,0.7842,1,0.08443871965933286,1,1,1,1,0.12514030534673537,0.08443871965933286,0.7762732279411765,1,0.3114,1,1,1,1,1,1,1,0.2772,0.7117,1,1,1,1,1,1,0.3640850782394409,0.5226782560348511,1.0,0.5111367702484131,1.0,1,1,1,1,1,1,0.22367018461227417,0.1483905017375946,0.2624928951263428,0.19278398156166077,0.999984622001648,0.993337094783783,0.9999716877937317,0.998202919960022,0.9959381818771362,1,1,1,1,1,1,0.9829105734825134,0.9126924276351929,0.9715214967727661,0.7576064908722109,0.7576711250983477
139,1,0.19427781045919681,1,1,1,1,0.1011,0.19427781045919681,0.7372,1,0.08448693541518808,1,1,1,1,0.040157209223752,0.08448693541518808,0.7074701544117649,1,0.3114,1,1,1,1,1,1,1,0.3449,0.621,1,1,1,1,1,1,0.4331010580062866,0.48514723777770996,1.0,0.5461132526397705,1.0,1,1,1,1,1,1,0.22462843358516693,0.15702605247497559,0.1456247866153717,0.193033829331398,0.9863313436508179,0.9536274671554565,0.9917616844177246,0.9520864486694336,0.949519157409668,1,1,1,1,1,1,0.9025920629501343,0.8529958724975586,0.887234091758728,0.8759296822177147,0.8759506949908209
140,1,0.19447781045919682,1,1,1,1,0.0954,0.19447781045919682,0.6149,1,0.08449252519517389,1,1,1,1,0.10586216318945856,0.08449252519517389,0.5627495892857142,1,0.3115,1,1,1,1,1,1,1,0.2543,0.4558,1,1,1,1,1,1,0.42810142040252686,0.4877864420413971,1.0,0.5103154182434082,1.0,1,1,1,1,1,1,0.2587251365184784,0.1538625955581665,0.15449348092079163,0.2583867609500885,0.8160908222198486,0.7786741256713867,0.8302252292633057,0.780388593673706,0.7733311653137207,1,1,1,1,1,1,0.6908379793167114,0.6626741886138916,0.6769831776618958,0.6779918864097363,0.6779438762129557
141,1,0.1945922353062169,1,1,1,1,0.0627,0.1945922353062169,0.399,1,0.08449897799858055,1,1,1,1,0.16632440873384574,0.08449897799858055,0.32836478256302526,1,0.3116,1,1,1,1,1,1,1,0.1498,0.1982,1,1,1,1,1,1,0.498257577419281,0.4641808271408081,0.9458089470863342,0.48232847452163696,1.0,1,1,1,1,1,1,0.34628936648368835,0.12914924323558807,0.21559955179691315,0.2673974931240082,0.5151073336601257,0.47638967633247375,0.5356888771057129,0.4798799157142639,0.46569573879241943,1,1,1,1,1,1,0.3321325182914734,0.29688188433647156,0.331207275390625,0.37559161595672746,0.37568843430369786
142,1,0.19469944772972697,1,1,1,1,0.0054,0.19469944772972697,0.0011,1,0.08450456777856635,1,1,1,1,0.12823481924149,0.08450456777856635,0.0,1,0.3116,1,1,1,1,1,1,1,0.0626,0.0,1,1,1,1,1,1,0.5352146625518799,0.45901134610176086,0.7285119295120239,0.485637366771698,0.6865036487579346,1,1,1,1,1,1,0.3437906801700592,0.12847565114498138,0.2679745554924011,0.18384702503681183,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.2883705206220419,0.28848675583530026
143,1,0.19480666015323703,1,1,1,1,0.0389,0.19480666015323703,0.0,1,0.08451102058197303,1,1,1,1,0.1359061745079821,0.08451102058197303,0.0,1,0.3117,1,1,1,1,1,1,1,0.0496,0.0,1,1,1,1,1,1,0.6644196510314941,0.42165616154670715,0.5870514512062073,0.3086659908294678,0.45696496963500977,1,1,1,1,1,1,0.41988322138786316,0.09152687340974808,0.30372151732444763,0.21995076537132263,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.21737660581473967,0.21741410962496724
144,1,0.19491387257674708,1,1,1,1,0.371,0.19491387257674708,0.0,1,0.08457083321504612,1,1,1,1,0.08957569684939605,0.08457083321504612,0.0,1,0.3117,1,1,1,1,1,1,1,0.0315,0.0,1,1,1,1,1,1,0.657590389251709,0.46692392230033875,0.6358891725540161,0.18226969242095947,0.6224825382232666,1,1,1,1,1,1,0.4361118674278259,0.16272327303886414,0.26038020849227905,0.19576072692871094,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.14148073022312374,0.14148964070285863
145,1,0.19502829742376718,1,1,1,1,0.4149,0.19502829742376718,0.0,1,0.08457642299503193,1,1,1,1,0.22454493200439224,0.08457642299503193,0.0,1,0.3118,1,1,1,1,1,1,1,0.0579,0.0,1,1,1,1,1,1,0.6983945369720459,0.4827870726585388,0.40262770652770996,0.11229713261127472,0.45729124546051025,1,1,1,1,1,1,0.4853808283805847,0.32854777574539185,0.24662038683891296,0.2672109007835388,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.09685598377281947,0.0969053238919486
146,1,0.19522829742376716,1,1,1,1,0.1741,0.19522829742376716,0.0,1,0.0845828757984386,1,1,1,1,0.4609831024579778,0.0845828757984386,0.0,1,0.3118,1,1,1,1,1,1,1,0.0901,0.0,1,1,1,1,1,1,0.8021110892295837,0.47894278168678284,0.1182209849357605,0.03789134323596954,0.14365167915821075,1,1,1,1,1,1,0.5552520155906677,0.3790688216686249,0.1909342110157013,0.29395240545272827,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.05070993914807302,0.050747442958300554
147,1,0.19533550984727724,1,1,1,1,0.0883,0.19533550984727724,0.0,1,0.08463022853087294,1,1,1,1,0.667009418025171,0.08463022853087294,0.0,1,0.3119,1,1,1,1,1,1,1,0.0857,0.0,1,1,1,1,1,1,0.7939845323562622,0.4579505920410156,0.08771809935569763,0.049109816551208496,0.02111230045557022,1,1,1,1,1,1,0.6439821720123291,0.19642961025238037,0.33881354331970215,0.42952245473861694,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.029749830966869506,0.02963545764489903
148,1,0.19544993469429733,1,1,1,1,0.2065,0.19544993469429733,0.0,1,0.08463668133427962,1,1,1,1,0.6396043943745249,0.08463668133427962,0.0,1,0.3119,1,1,1,1,1,1,1,0.0814,0.0,1,1,1,1,1,1,0.7277691960334778,0.4678811728954315,0.1951041966676712,0.09054386615753174,0.050909195095300674,1,1,1,1,1,1,0.6287505626678467,0.12402403354644775,0.32644250988960266,0.3940841853618622,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.014367816091954023,0.014424337791765014
149,1,0.19555714711780742,1,1,1,1,0.132,0.19555714711780742,0.0,1,0.08464227111426542,1,1,1,1,0.5881209498268435,0.08464227111426542,0.0,1,0.312,1,1,1,1,1,1,1,0.1429,0.0,1,1,1,1,1,1,0.7474018335342407,0.4675549268722534,0.32959917187690735,0.14857998490333557,0.13029563426971436,1,1,1,1,1,1,0.6090471744537354,0.09726670384407043,0.29771924018859863,0.35804808139801025,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.01605814739688979,0.016129032258064516
150,1,0.19566435954131745,1,1,1,1,0.1116,0.19566435954131745,0.0,1,0.08464872391767209,1,1,1,1,0.6143347685615338,0.08464872391767209,0.0,1,0.3121,1,1,1,1,1,1,1,0.1651,0.0,1,1,1,1,1,1,0.7510719299316406,0.4786987900733948,0.5186659693717957,0.14241141080856323,0.3154964745044708,1,1,1,1,1,1,0.6049451231956482,0.08147337287664413,0.22889399528503418,0.3711446523666382,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.011832319134550372,0.011801730920535011
151,1,0.19577878438833754,1,1,1,1,0.1086,0.19577878438833754,0.0,1,0.0846543136976579,1,1,1,1,0.5042627227806402,0.0846543136976579,0.0,1,0.3121,1,1,1,1,1,1,1,0.1002,0.0,1,1,1,1,1,1,0.7174896597862244,0.46511173248291016,0.7060894966125488,0.1961657702922821,0.7102266550064087,1,1,1,1,1,1,0.5599569082260132,0.13984453678131104,0.1912003457546234,0.37216347455978394,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.042089249492900604,0.042223970626803047
152,1,0.19597878438833755,1,1,1,1,0.0067,0.19597878438833755,0.0,1,0.08471498935415188,1,1,1,1,0.3487515330686713,0.08471498935415188,0.0,1,0.3122,1,1,1,1,1,1,1,0.0933,0.0,1,1,1,1,1,1,0.6532604694366455,0.46231842041015625,0.4527382254600525,0.16426146030426025,0.801215648651123,1,1,1,1,1,1,0.5032429695129395,0.1400439739227295,0.17411351203918457,0.3557874858379364,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.09854631507775523,0.09847888801468659
153,1,0.19597878438833755,1,1,1,1,0.0174,0.19597878438833755,0.0,1,0.08471498935415188,1,1,1,1,0.5511614494467437,0.08471498935415188,0.0,1,0.3122,1,1,1,1,1,1,1,0.0925,0.0,1,1,1,1,1,1,0.6657798290252686,0.42399659752845764,0.5599862933158875,0.07922764122486115,0.8055136203765869,1,1,1,1,1,1,0.566493809223175,0.2658289074897766,0.22684676945209503,0.3859841525554657,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.19303583502366464,0.19302386572252817
154,1,0.19597878438833755,1,1,1,1,0.0247,0.19597878438833755,0.0,1,0.08471498935415188,1,1,1,1,0.2927932595658417,0.08471498935415188,0.0,1,0.3122,1,1,1,1,1,1,1,0.0476,0.0562,1,1,1,1,1,1,0.15948957204818726,0.32709887623786926,0.5221960544586182,0.15898951888084412,0.2951076328754425,1,1,1,1,1,1,0.3883665204048157,0.09083189815282822,0.15343385934829712,0.23904792964458466,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.19588235020637512,0.19789592921733856,0.1258840262889862,0.22261663286004055,0.22265932336742722
155,1,0.19597878438833755,1,1,1,1,0.0435,0.19597878438833755,0.2673,1,0.08471498935415188,1,1,1,1,0.30131518075850994,0.08471498935415188,0.2962839086134454,1,0.3122,1,1,1,1,1,1,1,0.0623,0.3541,1,1,1,1,1,1,0.1183745414018631,0.35337820649147034,0.4191451668739319,0.0897754430770874,0.25095438957214355,1,1,1,1,1,1,0.3815680742263794,0.08168607205152512,0.10710282623767853,0.2269153594970703,0.45722106099128723,0.45132163166999817,0.41327911615371704,0.4822302460670471,0.4670834541320801,1,1,1,1,1,1,0.5689401030540466,0.5687236189842224,0.5419496297836304,0.22701149425287356,0.2269866247049567
156,1,0.19597878438833755,1,1,1,1,0.0073,0.19597878438833755,0.5074,1,0.08471498935415188,1,1,1,1,0.3057093884618633,0.08471498935415188,0.5140201386554621,1,0.3122,1,1,1,1,1,1,1,0.2143,0.5472,1,1,1,1,1,1,0.10453756153583527,0.21060790121555328,0.6169705986976624,0.08070041239261627,0.3514341115951538,1,1,1,1,1,1,0.3723035454750061,0.0795840322971344,0.06291711330413818,0.19832250475883484,0.7326900362968445,0.7100280523300171,0.7163856029510498,0.7342966198921204,0.7286834716796875,1,1,1,1,1,1,0.8024218082427979,0.8019796013832092,0.7829905152320862,0.26115618661257606,0.2612116443745082
157,1,0.19597878438833755,1,1,1,1,0.0,0.19597878438833755,0.6516,1,0.08471498935415188,1,1,1,1,0.21127328955148236,0.08471498935415188,0.6530617804621849,1,0.3122,1,1,1,1,1,1,1,0.1915,0.6722,1,1,1,1,1,1,0.021162057295441628,0.12503820657730103,0.710351824760437,0.0729776918888092,0.526481032371521,1,1,1,1,1,1,0.2689148783683777,0.22014087438583374,0.0639309510588646,0.20560771226882935,0.9009577035903931,0.8773772120475769,0.8915348052978516,0.8907116651535034,0.8856781721115112,1,1,1,1,1,1,0.9303699135780334,0.9331918954849243,0.921991229057312,0.3275862068965517,0.32769472856018883
158,1,0.19597878438833755,1,1,1,1,0.0,0.19597878438833755,0.7218,1,0.08471498935415188,1,1,1,1,0.27425083833094005,0.08471498935415188,0.7176653897058823,1,0.3122,1,1,1,1,1,1,1,0.2902,0.7203,1,1,1,1,1,1,0.022867470979690552,0.17854146659374237,0.7253788113594055,0.06119128316640854,0.4082052707672119,1,1,1,1,1,1,0.36281976103782654,0.4135349690914154,0.09581063687801361,0.23118478059768677,0.953706681728363,0.932702898979187,0.9590322971343994,0.9467459917068481,0.9362657070159912,1,1,1,1,1,1,0.9536330699920654,0.9579389095306396,0.953787088394165,0.37322515212981744,0.37332808811959084
159,1,0.19597878438833755,1,1,1,1,0.0031,0.19597878438833755,0.7489,1,0.08471498935415188,1,1,1,1,0.311920231860799,0.08471498935415188,0.7408875630252101,1,0.3122,1,1,1,1,1,1,1,0.4111,0.736,1,1,1,1,1,1,0.16788557171821594,0.18343594670295715,0.6906127333641052,0.007540208287537098,0.30357521772384644,1,1,1,1,1,1,0.3277170658111572,0.4968942403793335,0.1643601506948471,0.225689098238945,0.980204701423645,0.9653488993644714,0.9869127869606018,0.9742815494537354,0.955674409866333,1,1,1,1,1,1,0.9846439361572266,0.9819096326828003,0.9769323468208313,0.3860716700473293,0.3861788617886179
160,1,0.19597878438833755,1,1,1,1,0.0058,0.19597878438833755,0.7511,1,0.08471498935415188,1,1,1,1,0.2745855203142157,0.08471498935415188,0.7427947573529412,1,0.3122,1,1,1,1,1,1,1,0.4205,0.7436,1,1,1,1,1,1,0.044843461364507675,0.056795015931129456,0.8045657277107239,0.0,0.495661199092865,1,1,1,1,1,1,0.269101083278656,0.40619778633117676,0.15701955556869507,0.23377545177936554,0.9872382879257202,0.974600076675415,0.9896880388259888,0.9813159704208374,0.9570683836936951,1,1,1,1,1,1,0.9811835289001465,0.9785712957382202,0.9852817058563232,0.45013522650439486,0.4503015997901914
161,1,0.19597878438833755,1,1,1,1,0.0028,0.19597878438833755,0.7783,1,0.08471498935415188,1,1,1,1,0.31345710997550463,0.08471498935415188,0.767307986344538,1,0.3122,1,1,1,1,1,1,1,0.2741,0.7638,1,1,1,1,1,1,0.006437352392822504,0.08215877413749695,0.5813514590263367,0.10795940458774567,0.6710118651390076,1,1,1,1,1,1,0.3257869780063629,0.3101842403411865,0.21198716759681702,0.2716255486011505,0.9995726346969604,0.9965084791183472,0.9984015226364136,0.9972974061965942,0.978840708732605,1,1,1,1,1,1,1.0,0.9998329281806946,0.9987977743148804,0.595841784989858,0.5958562811434566
162,1,0.19597878438833755,1,1,1,1,0.0036,0.19597878438833755,0.738,1,0.08471498935415188,1,1,1,1,0.2840373954725906,0.08471498935415188,0.7289455199579833,1,0.3122,1,1,1,1,1,1,1,0.3051,0.7117,1,1,1,1,1,1,0.017607448622584343,0.08304643630981445,0.49765530228614807,0.178815558552742,0.49614909291267395,1,1,1,1,1,1,0.34431684017181396,0.37383317947387695,0.25520071387290955,0.19587688148021698,0.9805034399032593,0.9584203958511353,0.9810109734535217,0.9644345045089722,0.9429712295532227,1,1,1,1,1,1,0.9655089974403381,0.9617472290992737,0.9626178741455078,0.7680865449628126,0.7681615525832677
163,1,0.19597878438833755,1,1,1,1,0.0433,0.19597878438833755,0.6943,1,0.08471498935415188,1,1,1,1,0.15340223836472675,0.08471498935415188,0.6602515409663865,1,0.3122,1,1,1,1,1,1,1,0.1959,0.6148,1,1,1,1,1,1,0.06277133524417877,0.05888597294688225,0.44152647256851196,0.13588489592075348,0.4235117435455322,1,1,1,1,1,1,0.14802426099777222,0.29929816722869873,0.2022121250629425,0.1694461554288864,0.9235844016075134,0.8874485492706299,0.9254074692726135,0.9012017250061035,0.8819671869277954,1,1,1,1,1,1,0.8685929775238037,0.8610048294067383,0.8626374006271362,0.874577417173766,0.8746393915552059
164,1,0.19597878438833755,1,1,1,1,0.0717,0.19597878438833755,0.5704,1,0.08471498935415188,1,1,1,1,0.08059723160739926,0.08471498935415188,0.5180360987394959,1,0.3122,1,1,1,1,1,1,1,0.2215,0.446,1,1,1,1,1,1,0.07014314085245132,0.0646640807390213,0.38059669733047485,0.10599369555711746,0.6158169507980347,1,1,1,1,1,1,0.06997594237327576,0.28041666746139526,0.1590110808610916,0.1546400785446167,0.7539694309234619,0.6628202199935913,0.7594444751739502,0.7262941598892212,0.7081485390663147,1,1,1,1,1,1,0.6573090553283691,0.6474785208702087,0.651657223701477,0.6741041244083841,0.6741410962496722
