Time_Index,CA_N_biomass_1,CA_N_conventional_hydroelectric_1,CA_N_geothermal_1,CA_N_hydroelectric_pumped_storage_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combined_cycle_2,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_natural_gas_fired_combustion_turbine_2,CA_N_onshore_wind_turbine_1,CA_N_small_hydroelectric_1,CA_N_solar_photovoltaic_1,CA_S_biomass_1,CA_S_conventional_hydroelectric_1,CA_S_geothermal_1,CA_S_hydroelectric_pumped_storage_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combined_cycle_2,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_fired_combustion_turbine_2,CA_S_onshore_wind_turbine_1,CA_S_small_hydroelectric_1,CA_S_solar_photovoltaic_1,WECC_N_biomass_1,WECC_N_conventional_hydroelectric_1,WECC_N_conventional_steam_coal_1,WECC_N_conventional_steam_coal_2,WECC_N_geothermal_1,WECC_N_natural_gas_fired_combined_cycle_1,WECC_N_natural_gas_fired_combined_cycle_2,WECC_N_natural_gas_fired_combustion_turbine_1,WECC_N_natural_gas_fired_combustion_turbine_2,WECC_N_onshore_wind_turbine_1,WECC_N_solar_photovoltaic_1,WECC_NMAZ_biomass_1,WECC_NMAZ_conventional_hydroelectric_1,WECC_NMAZ_conventional_steam_coal_1,WECC_NMAZ_conventional_steam_coal_2,WECC_NMAZ_geothermal_1,WECC_NMAZ_hydroelectric_pumped_storage_1,WECC_NMAZ_natural_gas_fired_combined_cycle_1,WECC_NMAZ_natural_gas_fired_combined_cycle_2,WECC_NMAZ_natural_gas_fired_combustion_turbine_1,WECC_NMAZ_natural_gas_fired_combustion_turbine_2,WECC_NMAZ_nuclear_1,WECC_NMAZ_onshore_wind_turbine_1,WECC_NMAZ_solar_photovoltaic_1,WECC_PNW_biomass_1,WECC_PNW_conventional_hydroelectric_1,WECC_PNW_geothermal_1,WECC_PNW_hydroelectric_pumped_storage_1,WECC_PNW_natural_gas_fired_combined_cycle_1,WECC_PNW_natural_gas_fired_combined_cycle_2,WECC_PNW_natural_gas_fired_combustion_turbine_1,WECC_PNW_natural_gas_fired_combustion_turbine_2,WECC_PNW_nuclear_1,WECC_PNW_onshore_wind_turbine_1,WECC_PNW_solar_photovoltaic_1,WECC_WYCO_biomass_1,WECC_WYCO_conventional_hydroelectric_1,WECC_WYCO_conventional_steam_coal_1,WECC_WYCO_conventional_steam_coal_2,WECC_WYCO_hydroelectric_pumped_storage_1,WECC_WYCO_natural_gas_fired_combined_cycle_1,WECC_WYCO_natural_gas_fired_combined_cycle_2,WECC_WYCO_natural_gas_fired_combustion_turbine_1,WECC_WYCO_natural_gas_fired_combustion_turbine_2,WECC_WYCO_onshore_wind_turbine_1,WECC_WYCO_solar_photovoltaic_1,CA_N_naturalgas_ccavgcf_mid_0,CA_N_naturalgas_ctavgcf_mid_0,CA_N_naturalgas_ccccsavgcf_mid_0,CA_N_nuclear_mid_0,CA_N_naturalgas_ccs100_mid_0,CA_N_offshorewind_otrg6_low_floating_1_180_1,CA_N_offshorewind_otrg6_low_floating_1_180_2,CA_N_offshorewind_otrg6_low_floating_1_180_3,CA_N_offshorewind_otrg6_low_floating_1_180_4,CA_N_offshorewind_otrg6_low_floating_1_180_5,CA_N_offshorewind_otrg6_low_floating_1_180_6,CA_S_naturalgas_ccavgcf_mid_0,CA_S_naturalgas_ctavgcf_mid_0,CA_S_naturalgas_ccccsavgcf_mid_0,CA_S_nuclear_mid_0,CA_S_naturalgas_ccs100_mid_0,WECC_N_naturalgas_ccavgcf_mid_0,WECC_N_naturalgas_ctavgcf_mid_0,WECC_N_naturalgas_ccccsavgcf_mid_0,WECC_N_nuclear_mid_0,WECC_N_naturalgas_ccs100_mid_0,WECC_NMAZ_naturalgas_ccavgcf_mid_0,WECC_NMAZ_naturalgas_ctavgcf_mid_0,WECC_NMAZ_naturalgas_ccccsavgcf_mid_0,WECC_NMAZ_nuclear_mid_0,WECC_NMAZ_naturalgas_ccs100_mid_0,WECC_PNW_naturalgas_ccavgcf_mid_0,WECC_PNW_naturalgas_ctavgcf_mid_0,WECC_PNW_naturalgas_ccccsavgcf_mid_0,WECC_PNW_nuclear_mid_0,WECC_PNW_naturalgas_ccs100_mid_0,WECC_PNW_offshorewind_otrg6_low_floating_1_150_1,WECC_PNW_offshorewind_otrg6_low_floating_1_150_2,WECC_PNW_offshorewind_otrg6_low_floating_1_150_3,WECC_WYCO_naturalgas_ccavgcf_mid_0,WECC_WYCO_naturalgas_ctavgcf_mid_0,WECC_WYCO_naturalgas_ccccsavgcf_mid_0,WECC_WYCO_nuclear_mid_0,WECC_WYCO_naturalgas_ccs100_mid_0,CA_N_ev_load_shifting_1,CA_S_ev_load_shifting_1,WECC_N_ev_load_shifting_1,WECC_NMAZ_ev_load_shifting_1,WECC_PNW_ev_load_shifting_1,WECC_WYCO_ev_load_shifting_1
1041,1,0.170881733,1,1,1,1,1,1,0.0025,0.170881733,0.2622,1,0.093033218,1,1,1,1,1,1,0.390457034,0.093033218,0.325465071,1,0.335850259,1,1,1,1,1,1,1,0.333562303,0.266751581,1,0.295307578,1,1,1,1,1,1,1,1,1,0.183165347,0.330089528,1,0.4181,1,1,1,1,1,1,1,0.0612,0.002,1,0.20828117,1,1,1,1,1,1,1,0.565822673,0.443559585,1,1,1,1,1,0.228493825,0.256757259,0.488628745,0.055150926,0.196510434,0.225256503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.045139007,0.063204981,0.115119442,1,1,1,1,1,0.042258283,0.042223971,0.068181818,0.068094874,0.137362637,0.067728137
1042,1,0.170881733,1,1,1,1,1,1,0.0042,0.170881733,0.4973,1,0.093033218,1,1,1,1,1,1,0.110376267,0.093033218,0.527240333,1,0.335850259,1,1,1,1,1,1,1,0.382031511,0.463018166,1,0.295307578,1,1,1,1,1,1,1,1,1,0.194652012,0.491106396,1,0.4181,1,1,1,1,1,1,1,0.0571,0.201,1,0.20828117,1,1,1,1,1,1,1,0.400330647,0.575269516,1,1,1,1,1,0.145035163,0.146766409,0.311797708,0.039551407,0.122770704,0.145652846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.022727611,0.046371553,0.108133852,1,1,1,1,1,0.081812035,0.081825334,0.122564935,0.122417751,0.193806194,0.123653359
1043,1,0.170881733,1,1,1,1,1,1,0,0.170881733,0.6276,1,0.093033218,1,1,1,1,1,1,0.107229523,0.093033218,0.643438816,1,0.335850259,1,1,1,1,1,1,1,0.324133468,0.559145011,1,0.295307578,1,1,1,1,1,1,1,1,1,0.165129293,0.58971389,1,0.4181,1,1,1,1,1,1,1,0.0391,0.3541,1,0.20828117,1,1,1,1,1,1,1,0.397659499,0.667049385,1,1,1,1,1,0.076677524,0.117647581,0.293040186,0.014975662,0.142390162,0.188815981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.020872397,0.057794496,0.170124918,1,1,1,1,1,0.147734956,0.147783897,0.190746753,0.191086458,0.251498501,0.200807985
1044,1,0.170881733,1,1,1,1,1,1,0,0.170881733,0.7091,1,0.093033218,1,1,1,1,1,1,0.118221896,0.093033218,0.717520536,1,0.335850259,1,1,1,1,1,1,1,0.266985637,0.644933508,1,0.295307578,1,1,1,1,1,1,1,1,1,0.100658651,0.642972973,1,0.4181,1,1,1,1,1,1,1,0.0071,0.4796,1,0.20828117,1,1,1,1,1,1,1,0.393657006,0.668539369,1,1,1,1,1,0.023419455,0.042316176,0.147468433,0.00116193,0.0662155,0.092190608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00887034,0.037150159,0.215164363,1,1,1,1,1,0.199628127,0.199711513,0.261363636,0.261476664,0.325424575,0.274873257
1045,1,0.170881733,1,1,1,1,1,1,0,0.170881733,0.73,1,0.093033218,1,1,1,1,1,1,0.068589036,0.093033218,0.733676716,1,0.335850259,1,1,1,1,1,1,1,0.253477018,0.660027849,1,0.295307578,1,1,1,1,1,1,1,1,1,0.100715926,0.635458879,1,0.4181,1,1,1,1,1,1,1,0.0024,0.4992,1,0.20828117,1,1,1,1,1,1,1,0.391307092,0.658519811,1,1,1,1,1,0.000400712,0.01692104,0.074915953,0.053740244,0.025030788,0.031436048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003136769,0.010633166,0.126060247,1,1,1,1,1,0.284313725,0.284421715,0.337662338,0.337413925,0.344405594,0.356463878
1046,1,0.170881733,1,1,1,1,1,1,0.0011,0.170881733,0.717,1,0.093033218,1,1,1,1,1,1,0.090444674,0.093033218,0.717938337,1,0.335850259,1,1,1,1,1,1,1,0.239312193,0.640513536,1,0.295307578,1,1,1,1,1,1,1,1,1,0.072812007,0.60637725,1,0.4181,1,1,1,1,1,1,1,0.0007,0.463,1,0.20828117,1,1,1,1,1,1,1,0.360524575,0.603850059,1,1,1,1,1,7.98E-05,0.047037624,0.068580814,0.151842639,0.065567173,0.067007899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.021416284,0.027702512,0.118169971,1,1,1,1,1,0.359533469,0.359559402,0.398538961,0.398240245,0.362887113,0.429261724
1047,1,0.170881733,1,1,1,1,1,1,0.0164,0.170881733,0.6641,1,0.093033218,1,1,1,1,1,1,0.089639841,0.093033218,0.652474242,1,0.335850259,1,1,1,1,1,1,1,0.222577056,0.567967876,1,0.295307578,1,1,1,1,1,1,1,1,1,0.074763655,0.510846199,1,0.4181,1,1,1,1,1,1,1,0.003,0.3912,1,0.20828117,1,1,1,1,1,1,1,0.258187212,0.488310066,1,1,1,1,1,0.004034313,0.110297032,0.068697974,0.062007539,0.148395598,0.148610577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.061542075,0.091335818,0.19745037,1,1,1,1,1,0.378127113,0.378179911,0.412337662,0.412394797,0.382117882,0.442173638
1048,1,0.170881733,1,1,1,1,1,1,0.0055,0.170881733,0.5471,1,0.093033218,1,1,1,1,1,1,0.054792782,0.093033218,0.525387329,1,0.335850259,1,1,1,1,1,1,1,0.213139043,0.424645197,1,0.295307578,1,1,1,1,1,1,1,1,1,0.064112655,0.365342445,1,0.4181,1,1,1,1,1,1,1,0.0143,0.1807,1,0.20828117,1,1,1,1,1,1,1,0.199495422,0.292510538,1,1,1,1,1,0.017536141,0.152284518,0.120650873,0.070783898,0.210721269,0.219073236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05878162,0.159799755,0.268802196,1,1,1,1,1,0.406862745,0.406897456,0.434253247,0.434009181,0.414335664,0.462769328
1049,1,0.170881733,1,1,1,1,1,1,0.0039,0.170881733,0.3566,1,0.093033218,1,1,1,1,1,1,0.022334876,0.093033218,0.329264373,1,0.335850259,1,1,1,1,1,1,1,0.218693513,0.175910239,1,0.295307578,1,1,1,1,1,1,1,1,1,0.069724832,0.1420762,1,0.4181,1,1,1,1,1,1,1,0.0073,0.0966,1,0.20828117,1,1,1,1,1,1,1,0.180924822,0,1,1,1,1,1,0.118538089,0.213458121,0.312127143,0.002224677,0.239005893,0.257759601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.127864003,0.303291053,0.480867863,1,1,1,1,1,0.434584178,0.434697089,0.466720779,0.466908952,0.37962038,0.494930292
1050,1,0.170881733,1,1,1,1,1,1,0.0019,0.170881733,0.0001,1,0.093033218,1,1,1,1,1,1,0.022660054,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.294552058,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.111631827,0,1,0.4181,1,1,1,1,1,1,1,0.014,0,1,0.20828117,1,1,1,1,1,1,1,0.227592112,0,1,1,1,1,1,0.433932781,0.379686475,0.468705118,0.003232239,0.344591856,0.39770782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.27935046,0.344964147,0.494400978,1,1,1,1,1,0.474306964,0.474298453,0.496753247,0.496939556,0.454795205,0.518298479
1051,1,0.170881733,1,1,1,1,1,1,0.0051,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.013435282,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.298253173,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.163032289,0,1,0.4181,1,1,1,1,1,1,1,0.0194,0,1,0.20828117,1,1,1,1,1,1,1,0.2539356,0,1,1,1,1,1,0.780992627,0.423312187,0.318800479,0.059149913,0.242621571,0.325238645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.309821784,0.404434383,0.547119141,1,1,1,1,1,0.463995943,0.464070286,0.508928571,0.509181331,0.468781219,0.519724335
1052,1,0.170881733,1,1,1,1,1,1,0.0032,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.021987281,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.338215843,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.202629617,0,1,0.4181,1,1,1,1,1,1,1,0.0141,0,1,0.20828117,1,1,1,1,1,1,1,0.303307048,0,1,1,1,1,1,0.834366381,0.440160215,0.259007633,0.085113689,0.269661069,0.336815655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.531789303,0.728240609,0.729613185,1,1,1,1,1,0.581135903,0.581300813,0.576298701,0.576319816,0.405844156,0.59743346
1053,1,0.170881733,1,1,1,1,1,1,0.0016,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.019888122,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.415302902,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.291153988,0,1,0.4181,1,1,1,1,1,1,1,0.0345,0,1,0.20828117,1,1,1,1,1,1,1,0.351830248,0,1,1,1,1,1,0.735386848,0.500643134,0.195730001,0.148632586,0.420749009,0.508584738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.820703745,0.796355188,0.757198572,1,1,1,1,1,0.559499662,0.559533176,0.538961039,0.538638103,0.346653347,0.559410646
1054,1,0.170881733,1,1,1,1,1,1,0,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.021135632,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.447486769,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.332454012,0,1,0.4181,1,1,1,1,1,1,1,0.0797,0,1,0.20828117,1,1,1,1,1,1,1,0.376947323,0,1,1,1,1,1,0.538481593,0.504478633,0.234817997,0.047138132,0.557147026,0.685509682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.922780037,0.867363513,0.905674577,1,1,1,1,1,0.472109533,0.472069237,0.456168831,0.456006121,0.277722278,0.467680608
1055,1,0.170881733,1,1,1,1,1,1,0,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.015989283,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.446690015,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.390115659,0,1,0.4181,1,1,1,1,1,1,1,0.1602,0,1,0.20828117,1,1,1,1,1,1,1,0.386015312,0,1,1,1,1,1,0.594605744,0.751605749,0.382076055,0.022308636,0.823519468,0.939742744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998132586,1,0.93473208,1,1,1,1,1,0.39148073,0.391424076,0.375,0.374713083,0.194555445,0.379832066
1056,1,0.170881733,1,1,1,1,1,1,0.0001,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.019377825,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.428684152,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.454495628,0,1,0.4181,1,1,1,1,1,1,1,0.1915,0,1,0.20828117,1,1,1,1,1,1,1,0.472124714,0,1,1,1,1,1,0.549377322,0.827162802,0.683227777,0.397216856,0.940697193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993893266,0.730027497,1,1,1,1,1,0.288370521,0.288355625,0.282467532,0.282708493,0.059440559,0.281606464
1057,1,0.170881733,1,1,1,1,1,1,0.0016,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.008787841,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.282739164,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.456074099,0,1,0.4181,1,1,1,1,1,1,1,0.1695,0,1,0.20828117,1,1,1,1,1,1,1,0.452263915,0,1,1,1,1,1,0.873051286,0.955344439,0.905834317,0.38489747,0.961369634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.838983178,0.693522155,1,1,1,1,1,0.173089926,0.173223184,0.159902597,0.159908187,0.026723277,0.163418885
1058,1,0.170881733,1,1,1,1,1,1,0.0352,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.001793437,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.206458846,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.466844523,0,1,0.4181,1,1,1,1,1,1,1,0.2517,0,1,0.20828117,1,1,1,1,1,1,1,0.461349752,0,1,1,1,1,1,1,0.982399821,0.982912183,0.15485543,0.963174582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.704165518,0.71826458,1,1,1,1,1,0.038539554,0.038552321,0.040584416,0.040933435,0.013486513,0.039211027
1059,1,0.170881733,1,1,1,1,1,1,0.041,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.000988322,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.210543884,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.435982803,0,1,0.4181,1,1,1,1,1,1,1,0.2377,0,1,0.20828117,1,1,1,1,1,1,1,0.420148269,0,1,1,1,1,1,0.999948263,0.993383944,0.997052312,0.153796017,0.988336205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.816419601,0.853230357,1,1,1,1,1,0.022312373,0.022292158,0.024350649,0.024100995,0.014485514,0.02360583
1060,1,0.170881733,1,1,1,1,1,1,0.028,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.004618057,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.231119181,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.324134483,0,1,0.4181,1,1,1,1,1,1,1,0.2435,0,1,0.20828117,1,1,1,1,1,1,1,0.412151246,0,1,1,1,1,1,0.953163385,1,0.998937964,0.042946607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.876305342,0.966587842,1,1,1,1,1,0.01081812,0.010752688,0.01461039,0.014537108,0.008741259,0.013466413
1061,1,0.170881733,1,1,1,1,1,1,0.0034,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.00459051,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.269797511,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.268427739,0,1,0.4181,1,1,1,1,1,1,1,0.4326,0,1,0.20828117,1,1,1,1,1,1,1,0.413414248,0,1,1,1,1,1,0.816033661,0.992040932,0.995643616,0.017517593,0.9877249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987614393,0.81162703,1,1,1,1,1,0.012001352,0.012063992,0.01461039,0.014728386,0.027972028,0.014496198
1062,1,0.170881733,1,1,1,1,1,1,0.0015,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.008719991,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.403972937,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.205483386,0,1,0.4181,1,1,1,1,1,1,1,0.3905,0,1,0.20828117,1,1,1,1,1,1,1,0.361549526,0,1,1,1,1,1,0.816142738,0.99116981,0.995211244,0.019600099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.947295308,0.635112762,1,1,1,1,1,0.008958756,0.008916863,0.017857143,0.017597552,0.072427572,0.014813054
1063,1,0.170881733,1,1,1,1,1,1,0.0009,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.007226991,0.093033218,0,1,0.335850259,1,1,1,1,1,1,1,0.448290906,0,1,0.295307578,1,1,1,1,1,1,1,1,1,0.164748571,0,1,0.4181,1,1,1,1,1,1,1,0.4349,0,1,0.20828117,1,1,1,1,1,1,1,0.332401815,0,1,1,1,1,1,0.995328903,0.987411082,1,0.01449612,0.972304523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.923324823,0.638844788,1,1,1,1,1,0.032792427,0.032782586,0.055194805,0.055087988,0.136363636,0.048954373
1064,1,0.170881733,1,1,1,1,1,1,0.001,0.170881733,0,1,0.093033218,1,1,1,1,1,1,0.024809999,0.093033218,0.02994135,1,0.335850259,1,1,1,1,1,1,1,0.458308842,0.040160159,1,0.295307578,1,1,1,1,1,1,1,1,1,0.171280941,0.140211611,1,0.4181,1,1,1,1,1,1,1,0.3457,0,1,0.20828117,1,1,1,1,1,1,1,0.309385095,0.271480172,1,1,1,1,1,0.995732546,0.974688888,0.997446656,0,0.932417333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.856935501,0.670927048,1,1,1,1,1,0.07505071,0.075137687,0.124188312,0.124521806,0.161588412,0.116840938
1065,1,0.170881733,1,1,1,1,1,1,0.0128,0.170881733,0.2844,1,0.093033218,1,1,1,1,1,1,0.0205073,0.093033218,0.344915797,1,0.335850259,1,1,1,1,1,1,1,0.437352587,0.256607945,1,0.295307578,1,1,1,1,1,1,1,1,1,0.153846636,0.398994348,1,0.4181,1,1,1,1,1,1,1,0.2729,0.1063,1,0.20828117,1,1,1,1,1,1,1,0.275269567,0.489609847,1,1,1,1,1,0.957897782,0.991350532,1,0,0.980540752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85349834,0.73678875,1,1,1,1,1,0.15010142,0.150013113,0.191558442,0.191660291,0.157592408,0.194470849
1066,1,0.170881733,1,1,1,1,1,1,0.0201,0.170881733,0.4905,1,0.093033218,1,1,1,1,1,1,0,0.093033218,0.532071298,1,0.335850259,1,1,1,1,1,1,1,0.452992624,0.438869216,1,0.295307578,1,1,1,1,1,1,1,1,1,0.147302202,0.564247945,1,0.4181,1,1,1,1,1,1,1,0.2251,0.3649,1,0.20828117,1,1,1,1,1,1,1,0.209128218,0.618319609,1,1,1,1,1,0.967749894,0.978593588,1,0,0.938913107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.908561468,0.753647029,1,1,1,1,1,0.176639621,0.176632573,0.202922078,0.202563122,0.173826174,0.207461977
1067,1,0.170881733,1,1,1,1,1,1,0.0003,0.170881733,0.6099,1,0.093033218,1,1,1,1,1,1,0.000196153,0.093033218,0.649977384,1,0.335850259,1,1,1,1,1,1,1,0.393046527,0.536331534,1,0.295307578,1,1,1,1,1,1,1,1,1,0.180536896,0.665555662,1,0.4181,1,1,1,1,1,1,1,0.1648,0.5204,1,0.20828117,1,1,1,1,1,1,1,0.220829701,0.682289597,1,1,1,1,1,0.927879095,0.996547163,1,0,0.993912816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.853848934,0.588811874,1,1,1,1,1,0.182555781,0.182533438,0.198863636,0.199120122,0.209040959,0.200491128
1068,1,0.170881733,1,1,1,1,1,1,0.0003,0.170881733,0.6942,1,0.093033218,1,1,1,1,1,1,0.00841365,0.093033218,0.715752575,1,0.335850259,1,1,1,1,1,1,1,0.322643021,0.573226676,1,0.295307578,1,1,1,1,1,1,1,1,1,0.186178674,0.708405186,1,0.4181,1,1,1,1,1,1,1,0.1345,0.6216,1,0.20828117,1,1,1,1,1,1,1,0.255203051,0.707829658,1,1,1,1,1,0.955991864,0.994334102,1,0,0.990011215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.774355412,0.523588717,1,1,1,1,1,0.204192022,0.204169945,0.232142857,0.232402448,0.245504496,0.230988593
1069,1,0.170881733,1,1,1,1,1,1,0.0002,0.170881733,0.6933,1,0.093033218,1,1,1,1,1,1,0.017101991,0.093033218,0.722717944,1,0.335850259,1,1,1,1,1,1,1,0.295211949,0.578983234,1,0.295307578,1,1,1,1,1,1,1,1,1,0.125451202,0.710490007,1,0.4181,1,1,1,1,1,1,1,0.0963,0.6582,1,0.20828117,1,1,1,1,1,1,1,0.288059928,0.698439757,1,1,1,1,1,0.993573785,0.978553057,1,0,0.947490573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.817705989,0.487087369,1,1,1,1,1,0.265551048,0.265538946,0.279220779,0.279456771,0.252747253,0.279230038
1070,1,0.170881733,1,1,1,1,1,1,0.0008,0.170881733,0.6672,1,0.093033218,1,1,1,1,1,1,0.020978938,0.093033218,0.697390122,1,0.335850259,1,1,1,1,1,1,1,0.325345302,0.578028439,1,0.295307578,1,1,1,1,1,1,1,1,1,0.124538054,0.684702876,1,0.4181,1,1,1,1,1,1,1,0.0825,0.642,1,0.20828117,1,1,1,1,1,1,1,0.288496099,0.643259939,1,1,1,1,1,0.996318102,0.995203137,1,0,0.991543233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.803420186,0.445718437,1,1,1,1,1,0.306457066,0.306451613,0.310064935,0.310252487,0.283466533,0.311945501
1071,1,0.170881733,1,1,1,1,1,1,0.0334,0.170881733,0.6361,1,0.093033218,1,1,1,1,1,1,0.043012856,0.093033218,0.638753095,1,0.335850259,1,1,1,1,1,1,1,0.354303159,0.529941149,1,0.295307578,1,1,1,1,1,1,1,1,1,0.200323553,0.606285322,1,0.4181,1,1,1,1,1,1,1,0.0535,0.5935,1,0.20828117,1,1,1,1,1,1,1,0.273869621,0.523750447,1,1,1,1,1,0.990162611,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.845607519,0.486109734,1,1,1,1,1,0.32183908,0.321924993,0.326298701,0.326702372,0.375874126,0.326362484
1072,1,0.170881733,1,1,1,1,1,1,0.0145,0.170881733,0.5343,1,0.093033218,1,1,1,1,1,1,0.049132116,0.093033218,0.516770283,1,0.335850259,1,1,1,1,1,1,1,0.387672064,0.399056734,1,0.295307578,1,1,1,1,1,1,1,1,1,0.293998445,0.457245688,1,0.4181,1,1,1,1,1,1,1,0.0677,0.4741,1,0.20828117,1,1,1,1,1,1,1,0.28167955,0.304661929,1,1,1,1,1,0.999523878,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.908829331,0.488745809,1,1,1,1,1,0.37525355,0.375295043,0.390422078,0.39020658,0.483766234,0.386723701
1073,1,0.170881733,1,1,1,1,1,1,0.0307,0.170881733,0.3179,1,0.093033218,1,1,1,1,1,1,0.016879764,0.093033218,0.299966005,1,0.335850259,1,1,1,1,1,1,1,0.391904078,0.167057763,1,0.295307578,1,1,1,1,1,1,1,1,1,0.250829722,0.211129909,1,0.4181,1,1,1,1,1,1,1,0.098,0.2768,1,0.20828117,1,1,1,1,1,1,1,0.365201375,0.000270005,1,1,1,1,1,0.996959805,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.893090606,0.447485119,1,1,1,1,1,0.50811359,0.508130081,0.528409091,0.528309105,0.575924076,0.524556401
