Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,29.898241079831955,43.71798085930866,29.898261766372556,0.0001570016682541515,29.897929235125023,41.24438895220848,53.28538763139539,29.898361305683068,29.89824922137448,29.897899647819507,53.2853299346765,53.28530017210492,0.0001863487846521281,8.240499304066817e-5,7.876965631880417e-5,29.897309256048235,29.89823250166317,12.437604427229298
t2,29.898406280046622,43.71802841394405,29.898399516862277,0.00014754558037961428,29.897848555747814,41.24435491474997,53.28540670615689,29.898467261112433,29.898367989496183,29.89781087100509,53.28534636183112,53.28531350425669,0.00018863386376188473,0.00013806302749447147,0.00013884914594895916,29.898465629865246,29.898338581296574,7.450722395679564e-5
t3,16.747160777082282,43.71817080569902,16.747125063774703,0.00012155128265877063,16.746788108735874,41.24519848620672,53.285428424548016,16.747107674804813,16.74701960121182,16.746763974821384,53.28536291981743,53.28532601670025,0.00018140318230500384,0.0001600079499876092,0.00016873782860432488,31.570662798754487,16.747007744628274,1.649542785709955e-5
t4,0.0007197852787761223,43.71826930123491,0.0006892114984773742,0.00011985668444477065,0.0004555637607115544,41.24429254081032,53.28549260654644,0.0007164961060691833,0.0005506025644948306,0.0004316034161422734,53.28546406949474,53.28543993706245,0.0001769611746636868,0.00014925231923914402,0.00016381452085517198,31.570547704528995,0.0005468416566227412,2.8982267875153355e-5
t5,29.89801286033762,43.718093866129024,29.897988769965412,29.884895872530507,29.89767231340388,41.24221651814862,56.36749623720005,29.898187861020098,29.897887726913627,29.897641772889543,56.36748591178423,56.367475467110836,29.88500273378622,29.88498510967055,29.885007569629916,31.57103760518909,29.89788787122142,29.8978295472089
t6,32.18985362546127,43.72084515797971,32.18984041088082,31.539588136300672,32.18961713539231,41.244202509246065,56.368751309456634,41.24193624336247,32.189710405443364,32.18960124606463,56.36869126949887,56.368710830934646,31.539629193422915,31.539660857060795,31.53972622936066,32.190128628246214,32.18972384848342,41.24189693383332
t7,31.79121200801105,53.28933637340248,31.79123488723306,31.790475922685065,31.791169020398538,41.24472836262886,104.26530864527153,41.24473610347154,31.791195897807405,31.791165410756342,104.26510077165285,104.26517332030626,31.79048849145947,31.790413448175936,31.790453264034518,31.791164671420812,31.791214139280275,41.2447174486791
t8,73.55097209575689,202.56916692709072,73.55097062576407,52.65306419332208,73.55091231011552,65.86434736270665,73.55238446395879,73.55146653452495,73.55093784559546,73.55090924414094,73.55214879014913,73.55220172500415,52.653103420119635,52.65314574510358,67.6218792119266,73.55092331453405,73.5509459036715,73.55143334013162
t9,53.28459738109229,53.28467876482784,53.28459115709329,53.28341511404499,53.28457748804046,53.2847693284661,53.28499524726881,53.28480686253832,53.28457789705701,53.28459115343348,53.2847025774304,53.28465971482806,53.283461632928656,53.28356396158144,53.284111219239556,53.28433658363173,53.284589662054806,53.28476803992433
t10,32.52923063717185,32.52941893307499,32.52923238701895,32.529225460441126,32.529287804585294,41.24443132509517,43.8425371020119,41.2444633040023,32.52922497363221,32.529313709839116,42.409016767272874,42.408984948827516,32.52922127719248,0.0007466950588282055,0.0007599867901796366,0.0007906174600039194,32.52930117313049,41.24444768636749
