Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,Total
Sum,4.232677974130348e6,4.514241981232115e6,-6.697147227504807e6,-5.182303346138166e6,-9.05004765600738e6,-6.147157774851292e6,-1.1498480654838479e6,1.2284355826909426e6,-234313.22592405026,-1.518274370598191e6,3.7106229738564296e6,2.218556103899499e6,1.2487462565685902e6,-3.3605697502358365e6,-2.0535771754206773e6,-1.2426484617162243e7,5.146784116556943e6,-3.0584609967389368e6,-7.997038711878481e6,-6.791134573937883e6,-5.052861323421319e6,-3.2692982893273253e6,1.1490396260214096e6,-1.132923845118812e7,-6.541042997896965e6,5.837005178436685e6,322163.3320170193,-363581.0439707068,-4.597001905780852e6,-8.53024014012216e6,-803758.5596656627,-1.425709815700035e6,9.328698377860045e6,2.7565223934044703e6,3.1480672896252656e6,-6.273752883265517e7
t1,710.9312342564808,1038.997376381433,-1129.9978295396763,-1078.1256586882162,-1479.9985603408138,-1199.9956827977396,-532.5889989269295,-1209.7796923702542,-94.9293500398426,-299.99785480742713,1194.997800415335,1674.045987307048,526.1989030116998,-637.7466603948735,-599.9978180644082,-1911.9977984720156,1782.792175052439,-1399.9978966538622,-1158.3797604468255,-1547.757646307207,-904.9974800422077,-581.3987510790738,299.99740527515667,-2536.643446803793,-5282.996372831878,1199.9973921493388,-1314.1853243540213,-1058.7721915956793,-791.9974839304531,-2118.998486859922,-684.9534969264934,20.719585950534913,3371.997244919095,-979.9964334982012,599.9973965386133,-18115.55817451464
t2,-310.9057322572082,1038.9973353257249,-1129.9978332866438,543.9616219661618,-1479.9985659073766,-1199.9956054776105,-580.4444910600045,-2100.8931626303392,-114.63494626002176,-299.9978754301114,1194.9977333674856,1931.2975944701386,572.9787954525491,-727.0342322506319,-599.9977524442844,-1911.9977292463802,1840.3168698215256,-1399.998474211656,-1164.3223295641399,-1546.5923969576486,-904.9973479430923,-537.9467586058414,299.99736389248625,-2524.4696170373304,-5282.997815503177,1199.9973538745626,-1839.9220836622503,-1091.7889770178454,-791.9973554165038,-2118.998810719194,-484.2696786746444,67.82085400382255,3371.997796599924,-979.9978460451451,599.9973595194649,-18461.836739315237
t3,-1102.5139111817575,1038.9982560341855,-1129.9962645280284,1171.9948160602721,-1479.9985743065463,-1199.997690990908,-555.9700234513427,-2889.0784419886177,-109.848785641263,-299.9963492474616,1194.9961910560633,2186.4797887454115,493.6255435472252,-504.6717159886822,-599.9962355107754,-1911.9961651852257,1731.790367946057,-1399.9984987796738,-1193.6353417219057,-1567.6502160860898,-904.9971137677957,-502.2218310178481,299.99827312284316,-2417.537147428342,-5282.996209978489,1199.9982670875256,-923.5527062914781,-1165.0161976014056,-791.9971179265391,-2118.9988091699556,-269.2025666781424,233.66800554445112,3371.9979540490026,-979.9962631635641,599.9982674786515,-17778.318446960147
t4,-1007.439953804351,1038.9988092996532,-1023.0914393632089,1171.9978449531234,-1479.9985793901267,-1199.9985823839984,-493.5718580551293,-2985.6055338069705,-81.18482978798103,-208.187991374159,1018.4170495132656,2166.8312011539106,305.36290834204635,-500.61952332645166,-426.9654862249851,-1718.1991443957697,1441.4086333704338,-1399.9984577512434,-770.9762015558176,-1341.961022542425,-904.9971788074193,-663.31196026112,299.99881906315767,-2611.7912603461646,-5184.3075950264165,1199.998817537682,-146.46561214063604,-867.7905922251982,-791.9971855274439,-2118.998811883933,-333.5794038328611,339.59205249735237,3371.9979329321336,-867.1772805122001,599.9988166540865,-16173.612599009168
t5,-921.9567065628727,1038.9977133223247,-1123.3206800588073,1171.961681647949,-1479.9958042507933,-1199.9958050707783,-544.6674499384277,-2867.1317456799657,-102.9292937841282,-293.48453643787286,1187.7275185708204,2495.19523563926,475.5217692660914,-618.3315969950048,-592.7897323610295,-1904.6414400685794,1724.7107709250447,-1399.994286812783,-302.37824055714333,-877.606252624226,-904.997524003595,-760.8796078037609,299.99775454993875,-2726.669412596676,-5088.235941851904,1199.997740410916,220.37057318724828,-353.11294793945103,-791.9975376464181,-2118.9977198869647,-226.14301723024477,490.9746632398311,3371.965825112306,-192.56200544650338,599.9977378795339,-13115.400301856665
t6,-665.6604083306543,1038.9974735142926,-1129.9258988078639,897.0124081963438,-1479.9951616687595,-1199.994972073352,-472.7438980333265,-3012.4444299757306,-63.508144518681725,-299.9278686617178,1194.9219460151614,1876.7977679365613,246.1802145945493,-352.6026491171945,-599.9224993341969,-1911.9228343452908,1450.6357797062242,-1370.7873621296362,-1072.314435213825,-1115.309456434239,-904.9974669113551,-955.9931034375329,299.99610943796534,-2941.9930882401673,-3823.619175335716,1199.997506742453,1182.1507368183832,879.8646724772481,-791.9974778688146,-2118.9960801168268,324.07751746662063,904.8036680036538,3371.924819665414,979.9925043850694,599.9975011679738,-9837.305784426968
t7,918.5128176135482,1038.9991316786425,-1041.1803829985015,-607.9689128326597,-1479.9972909760747,-1199.9972888754644,-232.67731557832838,-2161.852332585218,-10.08420659031431,-224.94202872518716,1108.9475404676168,954.560571171104,99.53802493082942,-151.17623839358728,-515.8606265419105,-1819.756735995388,1200.7937886439315,-28.27368462472335,-1493.2526987574438,-1618.9688349157477,-904.9991288045721,-955.9937640085227,299.99900752861856,-2941.9936428277024,-2890.5158161617355,1199.9991365662386,1727.1918088878397,1623.8292943545862,-791.9991316441627,-2118.998999836879,-376.81224937711534,711.4039728121886,3274.323327015887,979.9935442552519,599.9991366986949,-7829.2102084262615
t8,-90.32890761027357,990.1737431141327,-1129.9900664884212,-566.6502161066558,-1479.9995720936745,-1199.999501814677,-232.72385730897892,-1996.398089577664,-11.285376002434983,-299.9902547345688,1194.9969997403552,1899.0237683191795,127.81392196081099,-164.94044036967037,-599.9970102452722,-1911.997025595933,1053.2773334471467,1399.9915212870233,-1517.6014349762272,-1686.9224987445157,-863.7947268159463,-840.894793192777,228.75569979077687,-2820.5641993891927,-3444.2946310109733,1155.7543542605704,1077.3771215065979,1476.0031477484015,-745.6974019061265,-2043.4463948842395,472.1669591661342,1432.9815334267269,3371.989762033877,868.4395111244468,554.7689684949769,-6344.002053447066
t9,-353.8307418594762,676.8760871151669,-1018.9899301859708,-994.7091096045759,-1434.2174058373323,-736.03484393626,-40.221727004127736,-1078.2243839376813,19.793851368676034,-208.9522100148169,1143.8916883507072,1996.6254678396106,2.04528386178382,263.71918707794185,-548.5740172450601,-1854.3923462658997,510.21413624332365,-54.059027720671615,-1612.6354294209082,-1835.3280254843005,-831.4788572102677,-724.5366184734211,-124.90598680851961,-2676.0476936869663,-3725.5911904626973,764.2177319175009,1142.111853834364,-1308.6115671699163,-666.0579997265088,1630.7500765840057,630.805708644755,1336.661804213019,3112.2353537978142,746.6081600648657,176.01470550305675,-7674.828015638787
t10,-45.26569830579375,1038.994132518164,-1129.9979907504269,-1171.9979869343508,-1246.1923656195022,-886.2784179952605,274.8678834920919,-638.8698360449827,55.80722649620659,-299.9980175737207,726.8117914103938,-488.4291785844299,-278.03808866095443,550.9302591685388,-190.66323998675466,-1911.9980016926424,576.8970547171941,494.0715994504885,-1731.9697363531072,-1948.9675588292132,-904.9985372488795,-955.9933707944796,299.9518146659735,-2941.9931070316247,-2519.3123097242838,1199.9942399530055,2595.6415310243824,-1018.5649837965063,-791.9984918795261,-2118.950940834325,-1069.9980151504958,308.0231215093305,2162.8325044324492,979.9930171289528,599.9941643580792,-12425.665533466012
t11,566.612352775528,827.2441598111712,-1023.5139404856084,-1063.22399703549,-929.4318100373515,-384.4505794412448,376.4194452937677,272.7772010950269,67.45665818630061,-220.09302886668507,514.9709806085691,-510.79392219730033,-353.28994053374555,421.55391837065935,-95.65253121136496,-1813.6527758860263,532.9356698189666,-1376.0884090819695,-115.90089204529063,37.3751697965492,-826.3246519755592,-743.6314229335227,-24.762797706899764,-2538.6708724881355,-861.7699649681772,982.6246205424767,2709.0444356596126,233.22869752657914,-715.5800558225401,-852.844418808338,-977.8876524657747,-419.0529795081135,1011.7684090520447,613.9441531159639,410.86469175112063,-6267.7960800948
t12,1096.5353925691059,887.2062389428304,-1055.9077594884866,-1096.9527215482397,-1479.9770576033184,-1199.9774880889747,553.5628754108901,595.4001347745912,155.65654675011734,-242.83918469551816,-947.1440268346844,-417.9532264424828,-540.2566062714005,1436.5932592641152,501.12215952747584,-1851.0851782695563,-549.2836527762737,-184.14080560359537,-618.5036055924322,-659.7384129656556,-852.0149513160942,-770.6405028597047,24.099151461726976,-1600.235547550719,-1163.75095284734,1035.2503439873983,2957.9943621480115,157.69639927867064,-738.8127888758955,-1526.5894982523919,-1031.4523393862391,-732.6847443979583,438.3564326918741,126.33042277075445,459.19636652698836,-8834.94096556241
t13,1045.9834774934177,756.5173936172689,-1129.9971110963988,-1171.9971060761955,-1126.1885890649328,-1199.992795338651,525.2368254685724,470.78261362774265,222.99300842386336,-299.9972911237179,-1046.6262173700945,-1323.2111336953194,-510.6140930108969,1615.9924810892514,599.9927427353316,-1911.9971106094367,-982.7527421617555,-1399.9966083433976,339.31733141693263,1028.8817935300638,-904.9970863929005,-717.368844857695,-61.20703366815333,-1237.7214685940423,-1346.8489973100875,908.652168378265,2891.5118724417644,1026.727370534104,-791.9971167137435,695.1020213150728,-1069.9979716582397,-1086.7511025357842,-99.27483293178696,39.81378824659498,377.1408928978324,-6874.889471337151
