region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
1,Solar_z01_01,1,1,1,213.7235116567066,0.0,274315.4145769731,0.0,0.0,0.0,0.0,0.0,0.0,1.2124721e6,0.0,0.0,0.0,0.0,0.0,1.212472125e6,274529.1380886298,937942.9869113702
2,Solar_z02_01,2,1,2,2.9728567451854587e8,0.0,8.010875344721654e7,0.0,0.0,0.0,0.0,0.0,0.0,3.777582e8,0.0,0.0,0.0,0.0,0.0,3.77758208e8,3.773944279657624e8,363780.0342376232
3,Solar_z03_01,3,1,3,2.734309911214491e8,0.0,7.10903599645213e7,0.0,0.0,0.0,0.0,0.0,0.0,3.4508746e8,0.0,0.0,0.0,0.0,0.0,3.45087456e8,3.445213510859704e8,566104.9140295982
4,Solar_z04_01,4,1,4,713.5079941341781,0.0,7.081976996885907e6,0.0,0.0,0.0,0.0,0.0,0.0,3.3157062e7,0.0,0.0,0.0,0.0,0.0,3.3157062e7,7.082690504880041e6,2.607437149511996e7
5,Solar_z05_01,5,1,5,7.757162166532683e7,0.0,2.0877453267348364e7,0.0,0.0,0.0,0.0,0.0,0.0,9.84489e7,0.0,0.0,0.0,0.0,0.0,9.8448896e7,9.84490749326752e7,-178.93267519772053
6,Solar_z06_01,6,1,6,4.688586483884224e8,0.0,1.2389507287725547e8,0.0,0.0,0.0,0.0,0.0,0.0,5.9618874e8,0.0,0.0,0.0,0.0,0.0,5.96188736e8,5.927537212656779e8,3.435014734322071e6
7,Solar_z07_01,7,1,7,9.592062952627295e8,0.0,2.6665485660352254e8,0.0,0.0,0.0,0.0,0.0,0.0,1.2332819e9,0.0,0.0,0.0,0.0,0.0,1.23328192e9,1.225861151866252e9,7.4207681337480545e6
8,Solar_z08_01,8,1,8,8.883442231877905e8,0.0,2.3260236083656594e8,0.0,0.0,0.0,0.0,0.0,0.0,1.1291009e9,0.0,0.0,0.0,0.0,0.0,1.129100928e9,1.1209465840243564e9,8.154343975643635e6
9,Solar_z09_01,9,1,9,3.675652881854004e6,0.0,983056.8249249969,0.0,0.0,0.0,0.0,0.0,0.0,4.7717785e6,0.0,0.0,0.0,0.0,0.0,4.7717785e6,4.658709706779001e6,113068.79322099872
10,Solar_z10_01,10,1,10,7.472044249473667e7,0.0,2.018845322927068e7,0.0,0.0,0.0,0.0,0.0,0.0,9.5199864e7,0.0,0.0,0.0,0.0,0.0,9.5199864e7,9.490889572400735e7,290968.2759926468
11,Solar_z11_01,11,1,11,3.0947606546085453e8,0.0,8.549974212919717e7,0.0,0.0,0.0,0.0,0.0,0.0,3.9543725e8,0.0,0.0,0.0,0.0,0.0,3.95437248e8,3.949758075900517e8,461440.4099482894
12,Solar_z12_01,12,1,12,6.862333296926808e8,0.0,1.877753221282478e8,0.0,0.0,0.0,0.0,0.0,0.0,8.8318605e8,0.0,0.0,0.0,0.0,0.0,8.83186048e8,8.740086518209286e8,9.177396179071426e6
13,Solar_z13_01,13,1,13,1.60626438522697e8,0.0,4.4430472153388746e7,0.0,0.0,0.0,0.0,0.0,0.0,2.0509214e8,0.0,0.0,0.0,0.0,0.0,2.05092144e8,2.0505691067608574e8,35233.32391425967
14,Solar_z14_01,14,1,14,1.51319394598078e8,0.0,4.200356685717457e7,0.0,0.0,0.0,0.0,0.0,0.0,1.938895e8,0.0,0.0,0.0,0.0,0.0,1.93889504e8,1.933229614552526e8,566542.5447474122
15,Solar_z15_01,15,1,15,1.3180059981601164e8,0.0,3.554530784685544e7,0.0,0.0,0.0,0.0,0.0,0.0,1.6814965e8,0.0,0.0,0.0,0.0,0.0,1.68149648e8,1.6734590766286707e8,803740.3371329308
16,Solar_z16_01,16,1,16,7.204948687236671e8,0.0,2.0329494095385212e8,0.0,0.0,0.0,0.0,0.0,0.0,9.328943e8,0.0,0.0,0.0,0.0,0.0,9.32894272e8,9.237898096775193e8,9.104462322480679e6
17,Solar_z17_01,17,1,17,31.278402111228903,0.0,401602.6986378065,0.0,0.0,0.0,0.0,0.0,0.0,1.8489958e6,0.0,0.0,0.0,0.0,0.0,1.84899575e6,401633.9770399177,1.4473617729600822e6
18,Solar_z18_01,18,1,18,5.338956335225976e8,0.0,1.445824580696669e8,0.0,0.0,0.0,0.0,0.0,0.0,6.804747e8,0.0,0.0,0.0,0.0,0.0,6.80474688e8,6.784780915922645e8,1.996596407735467e6
1,Wind_z01_02,1,1,19,0.0,0.0,6.159015707363336e6,0.0,0.0,0.0,0.0,0.0,0.0,1.4117419e7,0.0,0.0,0.0,0.0,0.0,1.4117419e7,6.159015707363336e6,7.958403292636664e6
1,Wind_z01_03,1,1,20,3.5947491154945904e8,0.0,2.704865675131729e8,0.0,0.0,0.0,0.0,0.0,0.0,6.850633e8,0.0,0.0,0.0,0.0,0.0,6.85063296e8,6.29961479062632e8,5.5101816937368035e7
2,Wind_z02_01,2,1,21,3.4112487686477727e8,0.0,2.1560939453089896e8,0.0,0.0,0.0,0.0,0.0,0.0,5.612926e8,0.0,0.0,0.0,0.0,0.0,5.61292608e8,5.567342713956763e8,4.558336604323745e6
2,Wind_z02_02,2,1,22,423.988390615845,0.0,2.53177643615858e7,0.0,0.0,0.0,0.0,0.0,0.0,6.23905e7,0.0,0.0,0.0,0.0,0.0,6.23905e7,2.5318188349976417e7,3.707231165002358e7
3,Wind_z03_01,3,1,23,1995.7457461547847,0.0,1302.103834448297,0.0,0.0,0.0,0.0,0.0,0.0,2875.956,0.0,0.0,0.0,0.0,0.0,2875.9560546875,3297.8495806030814,-421.89352591558145
4,Wind_z04_01,4,1,24,0.0,0.0,1.4068844818107098e8,0.0,0.0,0.0,0.0,0.0,0.0,2.9576976e8,0.0,0.0,0.0,0.0,0.0,2.9576976e8,1.4068844818107098e8,1.5508131181892902e8
4,Wind_z04_02,4,1,25,0.0,0.0,1.1047525675817896e8,0.0,0.0,0.0,0.0,0.0,0.0,1.8682658e8,0.0,0.0,0.0,0.0,0.0,1.86826576e8,1.1047525675817896e8,7.635131924182104e7
4,Wind_z04_03,4,1,26,1.1860952429624646e9,0.0,7.476579606642977e8,0.0,0.0,0.0,0.0,0.0,0.0,1.9463674e9,0.0,0.0,0.0,0.0,0.0,1.94636736e9,1.9337532036267624e9,1.261415637323761e7
4,Wind_z04_04,4,1,27,24.664145061490423,0.0,4.323451529251566e7,0.0,0.0,0.0,0.0,0.0,0.0,1.0435273e8,0.0,0.0,0.0,0.0,0.0,1.04352728e8,4.323453995666072e7,6.111818804333928e7
5,Wind_z05_01,5,1,28,0.0,0.0,3.0507781272359114e7,0.0,0.0,0.0,0.0,0.0,0.0,6.425544e7,0.0,0.0,0.0,0.0,0.0,6.425544e7,3.0507781272359114e7,3.374765872764088e7
5,Wind_z05_02,5,1,29,43.635154791297325,0.0,1.5326827713241062e8,0.0,0.0,0.0,0.0,0.0,0.0,3.900808e8,0.0,0.0,0.0,0.0,0.0,3.900808e8,1.532683207675654e8,2.368124792324346e8
6,Wind_z06_01,6,1,30,1.7205068556954326,0.0,4.599995087726137e7,0.0,0.0,0.0,0.0,0.0,0.0,1.1367659e8,0.0,0.0,0.0,0.0,0.0,1.13676592e8,4.5999952597768225e7,6.767663940223178e7
6,Wind_z06_02,6,1,31,8.720002160779703e8,0.0,5.1568405101269245e8,0.0,0.0,0.0,0.0,0.0,0.0,1.4354813e9,0.0,0.0,0.0,0.0,0.0,1.435481344e9,1.3876842670906627e9,4.779707690933728e7
7,Wind_z07_01,7,1,32,1288.9403517597132,0.0,840.9559071515575,0.0,0.0,0.0,0.0,0.0,0.0,1725.255,0.0,0.0,0.0,0.0,0.0,1725.2550048828125,2129.8962589112707,-404.6412540284582
