Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
t10,0.11889949793737473,782.1253552099777,333.88450729757807,704.3535079133486,0.18751107425249036,1884.9457552845233,103.5452362735946,1926.8552595196702,723.4368541847963,70.61152101018637,109.80406546178085,100.85142096470344,491.59149775788734,0.09409674422630987,0.08951006807734854,0.07040451309289582,1015.3495618929742,304.48838791701894,8552.403352585627
t11,0.09296858777789167,782.1136827130387,333.84065006933656,704.0867299596854,0.16286921302380825,889.7033966818765,34.47234837423874,391.65590821532305,321.5507842203634,70.50330350812563,0.04416156962063153,4.615756726955687,218.5286852019931,0.09454391354992506,0.08872591818278612,0.0683783553329401,602.8826263118642,135.35290241408853,4489.858421954377
t12,0.09299800597083509,782.1133576832045,333.84062250406356,704.0926469052056,0.16343709382523497,889.7048979121296,34.47081640313765,391.6553564190268,321.55011793946875,70.50455464172882,0.043350884075180646,4.614815491261884,218.5313580617103,0.09619718885758084,0.08918516804973761,0.06796299797735658,602.882463424797,135.3526441474353,4489.866782871924
t13,0.09819333182248292,782.1206806809781,333.8469909450706,704.3451293308971,0.1715702939930568,1317.6595514334826,34.4730478935854,391.6603999710102,321.556302917828,70.53353269762098,0.045589088802659467,4.617020446297462,369.42361165843994,0.09917863842238317,0.09043541721858346,0.06841183138794404,602.890125926586,135.3578641508013,5069.0576366542455
t14,0.09480587347172208,782.1249028089925,333.8422907549538,1110.7118422130125,0.1673082449869014,2241.342988872906,34.47071035783331,391.6573614009086,321.5507310189501,70.50962279823872,0.043597941637763565,4.615083147987371,491.64566500945546,0.10548434394725908,0.09282832412035426,0.0698013208002836,602.8840649732894,135.35465194491692,6521.2837413504085
t15,0.09811533157398564,782.1272922555659,333.8446489003867,1382.3223622105488,0.19293981267851393,3075.826438444509,34.47209751227098,391.6689236536336,321.55222016207506,70.53691593176423,0.04477273405350879,4.616391873996696,491.66175369550865,0.2680805336612185,0.09799496303560384,0.07292016773003561,813.9302534898521,135.36688567470404,7838.701007347549
t16,0.158461643425603,1153.321455990823,333.8774992068606,3294.453577341855,0.2219351351388874,2049.1451322757553,34.482205299372275,391.67783267913495,652.3676853463894,70.5615481339973,0.05445982670005257,4.627019417076322,491.8354806891397,312.0061431908589,348.42485277820776,0.14073501912732603,1015.3503523634084,135.37744434162911,10288.0838206789
t17,1.65868916479389,1692.360554891457,781.0112286876048,3435.417763620605,632.6612732378569,707.0077811009534,77.5801963642744,881.1400478660872,723.5041190825774,600.5321584906751,492.242364869561,103.77038781352844,600.5898099104851,1093.5209135790521,1188.4190728496608,1351.8834126664572,1356.4663775216854,2408.6621378455557,18128.42828956287
t18,4.901939570496571,1890.5586320803122,779.9751404238456,4551.394382890471,1901.635279341013,1348.495217301478,3598.3121602521546,2303.7691366093454,962.8955935288103,584.8302346536574,581.4411727477176,4848.576427097241,597.2031456462018,787.484638102364,1445.4214850624069,2496.4313679005054,1356.488260100156,4891.386876474081,34931.20108978226
t19,2.765287900138626,1851.0683536930046,780.021274792989,4531.497005622262,1130.2405170003894,1304.043941339442,4851.6624907068,2334.0583236882567,955.9938674293617,584.8759834130027,2286.4476806790267,4694.334446046877,597.1873360046753,787.5383191777698,1435.3664596892297,3716.197664607514,1356.5604999057841,5735.282797294753,38935.14224899128
t20,2.746422562516086,1812.3631186126158,779.9949949128103,3632.3845553376277,1130.2008409853077,1277.5927959367154,4820.388359459632,2331.673135213298,955.9666873165871,584.8578601760792,1596.8151535350553,4694.198497391966,596.8199286509321,787.5115529055391,1435.3463179008418,3679.5062918441613,1356.5376922406472,5718.9946683034605,37193.8988732858
t21,2.719165823571062,1656.5425243118923,779.9747429273096,2505.1187461017003,1130.1608490935896,1190.2797898242648,3602.4305408238606,2331.6658966098653,955.9427931442935,584.8185609013743,1316.2155105363863,4643.028153978704,491.8617898207933,787.4552925375632,1435.322995738906,3334.3498134699907,1356.487017944189,5718.990867010397,33823.365050598644
t22,1.7075173249000453,1580.34868297879,779.9577433945939,2421.9337710218747,532.8997591752951,1078.723741125576,3514.810693160408,2290.9324518455924,826.7895612473291,347.9326068135777,1316.2138040784814,3951.711757875588,491.7516179168196,787.4182853170296,1435.296932382693,2946.1827493628057,1044.6898685112794,5357.203306231535,30706.50484976417
t23,1.6230303619010782,1303.2839743630557,346.70432238127626,1153.4536439194233,532.8315407770322,714.7688169289165,3309.607379882928,1819.7451556035178,424.9201450151007,259.9714542542868,1316.1984703126905,3814.5590417838102,218.70693600957648,440.9013330184131,1285.122031472956,1635.3996170832563,1015.3640158422999,4405.012118565354,23998.173027575795
t24,1.6078304179470644,1058.6848333354478,346.68912311395366,1153.325925285292,532.814050461168,630.1191934507382,2856.477351718766,1705.9409099805143,424.8818602006651,259.94366289725184,1316.2014541901615,3814.5615385653487,218.63631240285252,431.70259138246905,637.9443593178488,1635.3364461884019,602.9059289897957,4405.016013306221,22032.789385204844
t25,1.6191472800371862,1064.8669866753974,346.70209617437183,1153.3235061415387,532.8282069637482,630.1181055385017,3173.1883817651446,1661.9484228613478,424.89675694961835,259.94474639418144,1316.2025648804026,3814.563293695386,218.65426547807152,431.73695812874615,638.3581933413498,1635.3558282376655,836.1284742830023,4405.018488061196,22545.45442284971
t26,1.6211695194148434,1116.8468445428184,346.7041488323958,1153.322957640167,532.8302277014685,630.1184072460352,3294.5024272192145,1640.4712427911668,424.8981624317311,259.9471188061675,1316.2054201318565,3814.5661242362057,218.65519584966884,431.7413575266339,638.4635671191628,1870.8368600387325,670.7579696388009,4405.02232015862,22767.51152143026
t27,1.6123630144806131,1086.3864580627217,346.694012626101,1153.3241190972988,532.8184764448444,630.1239867718083,3514.814375764435,2331.697188546138,424.88344013380686,259.9519935160246,1316.22802720113,3885.0756525556317,218.63530634225788,431.70833962405123,637.9465481306589,2120.4555621457826,602.907488680852,5719.008293880471,25214.271632538497
t28,1.6455348059413564,1106.743154660133,346.71445178830265,1153.5262330765374,532.8449622120597,843.2876547247638,4820.427795678702,3090.528749305776,424.9387581976515,260.0002290339388,1576.3825534816656,4694.226231473267,450.75170104670065,568.1904098971501,817.2376726893309,2588.524147500247,1015.3730211178957,5725.3621866181975,30016.70544730826
t29,394.4954520850181,1153.5996289147763,779.9731953367614,1523.4216633055803,532.9286786827588,1176.925593443588,5204.296851218543,4778.640738200106,826.7947205413594,347.98949667350126,2268.3148664146056,5035.489683542956,491.7379523524247,787.444614211928,1117.0125554591762,3302.4475645177163,1122.487782868847,6180.240666406116,37024.24170417576
t30,1158.038809997033,1340.9803881377456,779.9928661906997,1311.3063432934796,627.1396192027981,1518.1365766723604,5766.6334183352055,4763.966868026772,826.8184568278652,412.1504162466582,2368.283674690323,5585.051096000743,491.77780919116486,787.4879320416677,1241.3581936909577,3432.387564956024,1356.4913294217656,8000.428233079818,41768.42959600309
t31,1143.323623988289,1789.476106919338,780.0342332647218,2107.3784439207448,1130.5292612142168,1839.8340380063737,5755.37291144519,4766.2342642591875,956.0197286527906,585.3568284958928,2458.917683686762,6103.094244795878,491.90919563012756,956.3885293594698,1129.1240470008966,3634.2700392716797,1813.6611531119056,9732.31307491373,47173.237407937195
t32,1115.3861538369526,1789.5144973849203,780.0715394797639,2498.7767371103732,1130.4531602605932,1660.4306402857458,5754.995298368193,4764.944853747273,956.0487578421086,585.262431778236,2458.094433162228,5581.373889817177,491.92818355603754,951.4004133859445,1435.3625216930811,3679.5036310556093,3499.5783908509907,9610.567432702379,48743.69296631761
t33,1115.3820690816483,1789.50491137756,780.0520386704715,2498.756719925362,1130.4406202829975,1380.1081644077142,5032.481592461779,4765.332731386664,956.0306905752944,585.2563401752932,2309.0683034281265,5515.145150150926,491.91498777404223,951.3930626685164,1435.366106173666,3679.513949178442,3483.6420234322977,7771.596005524812,45670.985466675615
t34,847.3048925955145,1166.5632852882757,780.0179412191176,1981.08509065814,1130.3701463781008,43.42890574408904,1139.6317474412722,2763.9655281328623,956.0059637660526,585.2130071843378,620.008813184426,3902.65490343843,491.7365340581484,856.5028030949494,1285.1449610259758,2461.234994909663,1818.9087373018608,6343.632963553792,29173.41121897501
t35,847.2855668502278,1442.3295566751367,780.0102312584041,1153.3325472725471,1039.6778495043575,0.053670175507372846,1139.6262736838867,2763.965444775337,894.308141188443,472.70580261186046,620.0062288113936,3619.368160155364,218.6339021644282,612.8749218668652,637.9557989191077,1340.3472475616331,1818.90422719374,5393.112666647758,24794.498237315995
t36,591.2576127085943,1173.2645815912826,780.0029642950586,1153.33301197912,533.0300283956045,0.05370090148837051,1096.5718645259194,1998.8290421838751,826.8338719482983,584.9078611940754,298.6001701217377,2296.7406271654318,218.63341829641968,856.4853031665011,637.9569839015163,1340.3475206762375,1818.8982213407858,4568.4882031205425,20774.23498751249
t37,847.2764737605888,1166.5334459231185,780.012232053788,1169.6872428603356,755.8563167391262,0.053680543886527224,1096.5717101650312,1998.8803259021768,826.8638223133163,585.0965112458334,298.5923241328628,2352.615148697921,491.7327919788739,856.498843099916,637.959415969033,1340.3494209635028,1818.9045636785581,5076.796064789634,22100.2803348175
t38,847.3024384137133,1328.4717558109935,780.0206487785845,1153.530653626607,1130.3572322727152,0.055025826780136775,1096.578194143879,2654.4992447112636,955.999486393586,585.1966338883849,298.59759345517165,2352.625802928595,475.90988853583553,856.5073425829339,1285.150132803759,2562.940326916518,1818.9088287822162,5274.849780477527,25457.501010349064
t39,847.3052353795192,1166.5531697545302,780.024881972671,1153.3352854690327,1130.361607252046,406.14215999268123,1096.581135563537,2327.259231962989,956.0030396595629,585.2069692944013,298.5992629002137,2352.623223568372,218.6340727989439,856.5118387010122,1285.1588426266437,2081.9877476477254,1818.91106912775,5274.850436658319,24636.04921032995
t40,847.3209988579192,1166.6369780611976,780.0383152040896,1153.5486580502927,1130.3944005050164,1739.4908884988556,1096.58787397342,2763.9706267631864,956.022161012325,585.2491314729733,298.60328040246253,4024.9557659577918,468.87001040882103,856.5272785165091,1285.2438614028906,2651.2141611429124,1818.918518904284,6362.206369697475,29985.799278832423
t41,1115.400488387638,1789.4968445796428,780.0715679977362,2685.6172317029323,1130.4358521644845,2447.351851735954,3713.500230571858,2804.719632872582,956.0507076415837,585.2940568490638,620.0626206728886,4903.043251464682,491.8382225690885,951.4184530193738,1435.4271008627354,5581.093634480833,1818.9587687868652,6588.840913612468,40398.62142997241
t42,1115.620868388753,3357.043958069153,1422.5013710342612,3064.9503350623327,1253.3842636853817,2660.6172848503875,5810.183890806583,4771.919640081694,2760.689890470028,585.6287887847051,2507.216548381014,7882.667331142273,532.6199766326374,1562.658976400273,3619.268051764632,6851.300046731269,5420.0556263918725,9720.285900083643,64898.61274876089
t43,2111.0183944084583,3333.862324585908,1411.686600034792,3056.3578967308604,1439.5083000280442,2946.0892444279234,10337.352689253945,4766.31149097287,2731.8897627022866,790.5593488289417,2458.1602135690514,8326.698514713169,531.1600128305093,1553.1027805914189,3587.516593079578,6828.718918615138,5384.8223481527,9720.324775574909,71315.1402091005
t44,1328.8832853363895,2835.2583501141203,1411.6327792601724,2592.052166505243,1369.103516441077,2350.088634860902,7276.029375920767,4766.242832296251,2731.802555991341,629.3456813836048,2458.1375068969746,8323.108744256391,509.1810040427509,1553.0850060009554,3587.475263640554,6828.702633949835,5384.817518018799,9720.28378813061,65655.23064304674
t45,1115.4210824062725,1842.0410202145113,1411.6086438328111,1572.5614995834212,1250.6971459444753,2041.4963683902286,5873.382861845133,4763.491337078146,2731.7525641433745,585.3380450057967,2458.117058257081,6125.464150139985,509.1750502773661,1553.068500203793,3587.4350322264468,6828.693156548082,5384.812607073097,8431.096793236244,58065.65291640627
t46,1115.4175464829655,1813.390223164805,1411.5988814583934,1401.3927786982129,1250.6890590187552,1786.0646949457112,5873.3753406112855,3933.7031056605892,2731.7063906562275,585.3134450791458,2458.1107163192005,6125.45874118002,397.5631136624583,964.1676933530515,1740.8433447109203,6828.688378131203,5193.153055189436,5724.990084838344,51335.62659316072
t47,1115.4031765716759,1813.3859123098769,917.3433205959433,2155.6245742428587,1156.5533700696067,1427.2134552303542,5354.178237746181,2452.636781276475,1342.0279258577616,585.290015761891,2086.034686378807,5514.919202528603,509.1692039515856,951.4493969177556,1740.8256913092594,5793.4023483427245,3264.369377286322,5719.035826280839,43898.86250265852
t48,757.9387530504813,1087.3982723057477,917.2994517907072,1401.3800457046805,653.3084853551533,951.89282101932,4950.456857191702,1853.250680780153,1212.8363896655615,555.281334707307,1370.7246295998536,5513.447072150718,356.03777907489996,856.5152048659402,1740.7982072951468,5792.513719309078,2232.197837602386,4405.0450026378485,36608.32254410668
t49,591.2481799064379,1407.2499004754118,917.2836120378578,1401.1724212676097,559.1412063431918,1792.7796625929338,5354.1740719002455,2411.882521846552,1212.8179130947542,348.1451826356736,2140.958560668164,5514.915898013632,236.07621286859805,675.253797236472,1590.653909433359,5793.398125534416,2160.6281525133927,4599.627240849432,38707.40656921813
t50,591.3448916616584,1397.418421347629,917.295509855858,1401.1728508626823,608.8276301654029,1789.7559058515944,5354.174279083649,1921.8080971886557,1212.8289036341203,321.11144421502604,2204.6330435005057,5514.915993461947,236.0764256124933,856.5059115894985,1740.7945940506627,5793.399083917481,2232.1950000317042,4405.042758174145,38499.30074420471
t51,847.3291562238379,1588.247601980897,917.3139298167865,1401.377787365547,559.1082295921252,2226.1879838561817,5525.4212340234935,2598.2341802884644,1341.9998462174915,326.4275347971298,2309.082887573571,5514.923303763935,367.4652902852123,644.5340363093025,1740.8062359042865,5793.425515705538,2232.2042972822587,5719.035182154907,41653.12423314097
t52,1115.4042995000584,1811.517062569016,917.3626282743659,2093.3992468134293,612.8997925377023,2141.7010191268637,5723.045866886283,2447.0389006219802,1342.0100552523704,348.1384335498864,2309.0855944082973,5514.925776759859,509.1805923633056,856.4658834837826,1740.8254570803958,5793.42744786201,2232.213667925952,5719.015614707134,43227.65733972269
t53,1115.4184347415016,1813.3287447112646,1302.8427328866646,2847.4881978825133,1156.5343243989207,2141.706813045258,5873.696535762133,2413.960731364163,1342.0118092116563,585.2146273067053,2458.121388042074,6552.207889086682,509.26106353180853,936.3129997429284,2840.310286663799,6828.6827846560445,2232.2155416532128,5719.016032924874,48668.330937612205
t54,1115.4181297678872,1813.3913067008832,1411.5916239774738,3417.834330606357,1156.5447052446166,3473.6042596584803,5873.699777615618,2455.2315577307986,1342.0244778029796,585.2722595090141,2458.1227450111915,7112.9679453581575,599.1942248690374,951.428554548263,2840.3090982509657,6828.681805705628,4044.7307471853096,5719.036061134074,53199.08361067674
t55,1115.4056168724571,2130.2120727553206,1411.566617114068,3408.8690713918363,1250.6514438029906,3691.5435621347706,5873.701423156994,2598.316951444828,1342.048947512546,585.278430331683,2458.123145414332,8203.071844205719,596.8013995730138,951.4389497940616,1740.8251046349208,6673.838105733092,5384.789467113843,5719.037578971703,55135.51973195818
t56,1115.4085817452321,2339.0018001660146,1411.586548074089,3408.895263471341,1250.6707962871576,3696.7050905717406,6299.753027681845,2614.2157617438993,2731.605009404922,585.2918948472349,2458.1287524989125,8323.017818975422,596.8159086404488,951.4712099557265,2840.290534400077,6828.670453632808,5384.799234571032,5719.114534406532,58555.44222107444
t57,1115.4026489753612,1841.0100606720955,1411.571671244281,3408.8756335488333,1250.6633046543175,4400.329507193504,5754.866216478057,2598.313012781993,1667.6438380669374,585.2788640887585,2309.011763974739,5371.893381392049,596.8053650904466,951.4387359227562,1508.3219851548201,6022.998101281385,5384.793299922815,5719.040536125927,51898.25792656907
t58,847.3201485945066,1188.5613726920708,917.3091125282367,2286.9100011379373,1156.513768258497,4607.240466484175,3930.0040730168175,2295.7300051809957,1341.9981442630617,585.2342494317736,1370.6041175555201,4913.886990209673,491.64586020759634,684.8822450050607,1466.199745267218,2177.7941904326603,2232.204910919407,4898.7917595093,37392.831160694506
t59,847.3180835658602,1188.5580373020161,917.3060360122087,1153.3794944898848,1156.5113384466842,3439.665219803243,3600.7210901752346,2295.7267600019118,1341.9954793662387,585.2306264266253,1370.5996378337047,4492.218405497382,289.3552773778983,573.3820259307189,1358.0685580898196,1135.6889279023742,2232.202904304221,4639.150332469379,32617.078234995406
t60,847.3114753666446,1188.4864693358509,917.3004930174048,1153.1384276902081,1156.500847856988,3183.8545852222574,2600.7805981332444,2295.715642017979,1341.9902088107544,585.2150960092591,1236.3930727937257,3894.4293134743734,0.11071852442789774,436.9040796303387,912.7751322049388,1135.6870614318082,2232.200092688696,4405.0761914475415,29523.86950565644
t61,591.2607752799963,1036.5060747185414,917.2826364611627,1153.1348003299963,559.1595530675679,2874.203249726759,2557.7348441065483,1530.5793972769486,1212.817835324837,584.9703091808847,1049.1745679849453,3105.762862838153,0.10901017053932005,436.9023105741275,1171.0915769842652,1135.7037483763354,2232.188931521655,4137.835206284989,26286.41769020825
t62,846.7168169954632,1113.4239193672372,917.286312296434,1153.1336372781373,653.2989711384123,2827.708385700134,2600.7649015727425,2295.725000644264,1212.825812509544,585.0501582045626,1049.1790716498876,4383.957803464805,0.10830222347516065,436.9014643602079,710.8740189144331,1135.6865342472536,2232.193574329253,4782.574964611885,28937.40964950813
t63,846.7467343463284,1098.3432725225234,917.2862923380814,1153.1339748506623,653.302463697376,3134.6228559211418,2600.8102217309697,2295.7257858379735,1212.82704380803,585.051270869171,1049.1790383569678,4492.2129692951785,0.10821653863879956,436.90147392970135,878.2016315716365,1135.7081282253664,2232.1939184148796,4633.745274925199,29356.100567179827
t64,604.0571745702176,817.2800300268989,917.2863645843047,1153.1340530838652,653.3020869563128,3470.497541416505,4064.1559558791264,2336.461693839599,1212.827915849097,585.0488734457405,1049.180514015581,5369.686342347376,0.10885767174775918,436.9400653240041,1108.174013066839,1135.716216324073,2232.1944279850377,5719.012531005586,32865.06465739191
t65,847.3039425234538,1188.478415187167,917.2956052787545,1153.3378743958606,1156.4828361528944,2248.324469134555,3929.91726068315,1637.3267306527846,1341.9835912077265,443.9519826039192,1298.0928571737002,4595.173931086742,272.5589090068075,792.6659964889625,1508.2816244014389,2724.4106336042546,2232.200219157825,4405.038144594478,32692.82502333447
t66,1115.3915378418926,1811.4565973878455,917.327351093073,1162.878981559414,1156.53711963667,2912.2027048818377,5741.840577013124,2336.4802095991895,1342.0190550973728,585.2576675660749,2309.0293041777923,5984.921926869192,493.96989850511767,952.0251630363861,1770.7900775306068,5451.393610786549,3415.649495584764,5719.024703874065,45178.19598204097
t67,1115.4213169139216,1839.3585850694392,1411.5816367514096,2498.486551360429,1250.668267220483,3846.7962316796566,5754.96740499595,3180.9718729161964,2731.633406506601,585.3005658445466,2457.7290477635524,7665.053530150448,488.1876305791131,951.4440656237231,1770.79250281467,5909.78791328786,5384.803965313084,5723.800645465524,54566.78514025661
t68,1115.400390687307,1789.6631390451648,1411.572437916502,2294.3083563434857,1130.4311776215816,3846.7911504804592,5754.894716674078,3166.2416562925105,2731.6169026043794,585.2529143453315,2457.688977402491,6946.173781875611,488.137070980011,951.3739042857893,1651.4627370181076,5904.025650620627,5158.92700381608,5723.722770348699,53107.68473835822
t69,1115.3937029470626,1789.6191999133382,1310.3028701658843,1405.4853845991988,1130.4191521060477,3846.7891995912173,5754.8139940403025,3166.2398222072643,956.0847413339933,585.2458620931355,2308.9884460000794,6903.0757202531795,488.13403528728196,787.421976488264,1435.4195859508427,5505.942703039898,4631.4693293018,5723.7213411533685,48844.567066472155
t70,1115.3741747415709,1789.4874919062943,780.0493012009956,1715.435416733868,1130.4106346593287,3846.7692940908332,5235.713966732072,3166.22967992501,956.0372667866384,510.7573098124899,2003.576028266399,5982.429317386836,488.12987958382513,787.4053775851185,1435.4020577997676,5404.790511235002,2456.5688989166356,5723.712287472782,44528.278894835465
t71,847.3047977064435,1549.892575778342,780.0221810145033,1153.3203807774098,1130.375999037189,3072.667285652633,5235.713423717163,2355.6285242576164,956.0129741805358,386.51680726361036,1622.1657829707926,5371.88906940562,217.03505849729876,468.9252721040922,1435.3791116543964,4666.658975620243,1356.6317067110658,5719.019279060205,38325.15920540916
t72,847.2998592996253,1324.4247839861632,780.0177260571134,1153.449750643094,1130.370883608401,2975.5404823754666,5235.71165548002,2349.1210080164333,956.0079656306077,380.21269966906624,1916.4626313478816,5371.886960500927,488.11604338861173,735.5541793034259,1435.3757996160589,3957.8780977547563,1356.6276814535518,5719.008622523483,38113.06683065469
t73,844.8082451271904,1005.2465888000057,780.001615917854,1153.219380497395,627.1644090717509,2417.518396350432,5179.70934705739,1979.8992863957667,826.8396302809749,312.57096500919704,1370.6184986327476,5370.166376691273,216.9810574475415,431.68267161542343,1435.373592940855,4060.52537998245,1356.6171856253852,3353.8338415746175,32722.776469018252
t74,844.7941685429724,761.8517551780252,779.9993823182067,1153.4303624008437,627.1589130470348,2257.105942518217,5209.991633806842,1493.3280731943905,826.8373721242261,319.48509091587573,1370.6172936674704,5390.2510637959285,488.11070781727744,568.2152497433857,1435.3720326262917,4196.55303058134,1356.6159888604893,3086.1776328559076,32165.895693994727
