Segment,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Total
Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0
AnnualSum,0.022459277320145958,0.022915094171395253,0.022164992691487834,0.0225503177572807,0.022158622614587325,0.022679092920647046,0.02263391156491676,0.02238863533319943,0.022143551916512013,0.02213472170267982,0.021948936057672005,0.022236950554012622,0.02237683261641341,0.021856114883824607,0.022271521575797353,0.022143028438374193,0.02286119890960843,0.02268000989435946,0.4026028109229142
t1,6.451351288219672e-6,6.481232743274786e-6,6.455182990643806e-6,6.460620916017799e-6,6.451813530736465e-6,6.483893877240096e-6,6.520814985181029e-6,6.479675403400042e-6,6.456496546994892e-6,6.4464118105437436e-6,6.470191778551926e-6,6.5263311506274585e-6,6.4333399434148865e-6,6.435964542703707e-6,6.444752422366415e-6,6.511116881756195e-6,6.475831898378718e-6,6.504964150659501e-6,0.00011648998686071113
t2,6.451123483450665e-6,6.480783090414255e-6,6.453854749009419e-6,6.459831320413089e-6,6.450911032594591e-6,6.483437624779115e-6,6.522293390964527e-6,6.479527452057186e-6,6.456231155053951e-6,6.445416316323975e-6,6.469974772819485e-6,6.530696160628015e-6,6.43321424769559e-6,6.43427615523682e-6,6.452459846423676e-6,6.509491201483283e-6,6.475434539581836e-6,6.499626357998561e-6,0.00011648858289692805
t3,6.44316257504854e-6,6.481499867075185e-6,6.4458847015139515e-6,6.459300778226813e-6,6.443604372372971e-6,6.483931048165313e-6,6.52464787239494e-6,6.471599307346074e-6,6.448336972898019e-6,6.438038618733997e-6,6.470039968184444e-6,6.535167230982033e-6,6.433220360687689e-6,6.4343881254548285e-6,6.452771356512918e-6,6.513169513049248e-6,6.467317476389819e-6,6.503614834782853e-6,0.00011644969497981962
t4,6.432489149611386e-6,6.482428675672746e-6,6.435437710458303e-6,6.459318930213552e-6,6.432955860599506e-6,6.4837527814896115e-6,6.525354743667552e-6,6.461239536518194e-6,6.43798908659595e-6,6.428291489642659e-6,6.4703646604977395e-6,6.530633660278918e-6,6.433343022243976e-6,6.434607434710942e-6,6.4538644794368926e-6,6.518290755466152e-6,6.4566865765067594e-6,6.505256721724573e-6,0.00011638230527533542
t5,6.450704660034177e-6,6.482801940165922e-6,6.453612253355926e-6,6.477248174428212e-6,6.451066179791667e-6,6.483900332816719e-6,6.5267533292254915e-6,6.480675418990733e-6,6.456459302537075e-6,6.4462757700053655e-6,6.472800642210106e-6,6.525979597572082e-6,6.4517425976326115e-6,6.453043981770706e-6,6.473689058338249e-6,6.527002387698828e-6,6.475533541999729e-6,6.522907825375016e-6,0.00011661219699394862
t6,6.452859444552573e-6,6.484218691940205e-6,6.455864384802761e-6,6.479713518328857e-6,6.4586491918898705e-6,6.4855667825149895e-6,6.525644710008582e-6,6.489257432240731e-6,6.45889727649406e-6,6.448312092144981e-6,6.4734253009471815e-6,6.5221740723513365e-6,6.453161864730433e-6,6.455636169065607e-6,6.477024440317076e-6,6.534761588644997e-6,6.478239482259443e-6,6.527558058348814e-6,0.00011666096450158251
t7,6.457633865531449e-6,6.492485014104684e-6,6.45688804663822e-6,6.480719732333869e-6,6.458783200801198e-6,6.4870546964414965e-6,6.557176931883883e-6,6.491231766309901e-6,6.459421294750081e-6,6.448208837902463e-6,6.504843679798895e-6,6.554698601879754e-6,6.453134010976162e-6,6.456035563366521e-6,6.477649580966054e-6,6.536808592346378e-6,6.479336289493045e-6,6.525563036840114e-6,0.00011677767274236417
t8,6.484148226239208e-6,6.590571641417155e-6,6.483557044243153e-6,6.494549913673965e-6,6.485361048816773e-6,6.5031345523517775e-6,6.535512972207528e-6,6.512200658713053e-6,6.485967121690718e-6,6.474645909959461e-6,6.485778490539222e-6,6.53590324519301e-6,6.466196709239263e-6,6.468793292412003e-6,6.501470569953705e-6,6.565474849975226e-6,6.506507374892085e-6,6.542930751407965e-6,0.00011712270437292527
t9,6.472256263066383e-6,6.493246484184136e-6,6.472530272834117e-6,6.4956868471325485e-6,6.473045354067033e-6,6.494865242004194e-6,6.534200960931267e-6,6.497252402237302e-6,6.47421637650322e-6,6.462503115889532e-6,6.471716716506822e-6,6.5389033853380814e-6,6.466360688063048e-6,6.4705802533032435e-6,6.490438740389731e-6,6.542990640598134e-6,6.49460319998772e-6,6.529549096028414e-6,0.00011687494603906492
