Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,SolarPV,Retro_NGCC_CCS,Retro_NGCC_H2,Total
t79,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t80,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t81,0.0,0.0,0.0,0.0,55673.28959,320.4,720.0,56713.68959
t82,0.0,0.0,0.0,0.0,53980.43517,0.0,0.0,53980.43517
t83,0.0,0.0,0.0,0.0,51353.32356,0.0,0.0,51353.32356
t84,0.0,0.0,0.0,0.0,49053.88526,0.0,0.0,49053.88526
t85,0.0,0.0,0.0,0.0,47066.57565,0.0,0.0,47066.57565
t86,0.0,0.0,0.0,0.0,45338.9912,0.0,0.0,45338.9912
t87,0.0,0.0,0.0,0.0,45590.98055,0.0,0.0,45590.98055
t88,0.0,0.0,0.0,0.0,47277.50848,0.0,0.0,47277.50848
t89,0.0,0.0,0.0,0.0,49413.591499999995,320.40000000000003,720.0,50453.9915
t90,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t91,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t92,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t93,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t94,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t95,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t96,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t97,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t98,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t99,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t100,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t101,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t102,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t103,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t104,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t105,0.0,0.0,0.0,0.0,49623.51017,320.40000000000003,720.0,50663.91017
t106,0.0,0.0,0.0,0.0,47878.11413,0.0,0.0,47878.11413
t107,0.0,0.0,0.0,0.0,45448.42688,0.0,0.0,45448.42688
t108,0.0,0.0,0.0,0.0,43624.15541,0.0,0.0,43624.15541
t109,0.0,0.0,0.0,0.0,41518.66489,0.0,0.0,41518.66489
t110,0.0,0.0,0.0,0.0,41005.84212,0.0,0.0,41005.84212
t111,0.0,0.0,0.0,0.0,40866.36931,0.0,0.0,40866.36931
t112,0.0,0.0,0.0,0.0,42075.39,0.0,0.0,42075.39
t113,0.0,0.0,0.0,0.0,43392.009340000004,320.40000000000003,720.0,44432.409340000006
t114,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t115,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t116,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t117,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t118,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t119,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t120,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t121,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t122,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t123,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t124,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t125,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t126,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t127,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t128,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t129,0.0,0.0,0.0,0.0,41067.04783,320.40000000000003,720.0,42107.447830000005
t130,0.0,0.0,0.0,0.0,41151.2992,0.0,0.0,41151.2992
t131,0.0,0.0,0.0,0.0,39765.01124,0.0,0.0,39765.01124
t132,0.0,0.0,0.0,0.0,38305.63117,0.0,0.0,38305.63117
t133,0.0,0.0,0.0,0.0,37198.06983,0.0,0.0,37198.06983
t134,0.0,0.0,0.0,0.0,36446.93272,0.0,0.0,36446.93272
t135,0.0,0.0,0.0,0.0,36243.52342,0.0,0.0,36243.52342
t136,0.0,0.0,0.0,0.0,37043.65232,0.0,0.0,37043.65232
t137,0.0,0.0,0.0,0.0,37977.02551000001,320.40000000000003,720.0,39017.42551000001
t138,0.0,20248.9523712,0.0,0.0,0.0,889.9999999999999,2000.0,23138.9523712
t139,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t140,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t141,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t142,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t143,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t144,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t145,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t146,0.0,31502.59975,0.0,0.0,0.0,889.9999999999999,2000.0,34392.59975
t147,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t148,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t149,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t150,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t151,0.0,31638.988080000003,0.0,0.0,0.0,889.9999999999999,2000.0,34528.98808
t152,0.0,20248.9523712,0.0,0.0,0.0,889.9999999999999,2000.0,23138.9523712
t153,0.0,0.0,0.0,0.0,36559.61935000001,320.40000000000003,720.0,37600.01935000001
t154,0.0,0.0,0.0,0.0,36724.44145,0.0,0.0,36724.44145
t155,0.0,0.0,0.0,0.0,36034.57765,0.0,0.0,36034.57765
t156,0.0,0.0,0.0,0.0,35372.52548,0.0,0.0,35372.52548
t157,0.0,0.0,0.0,0.0,34873.13003,0.0,0.0,34873.13003
t158,0.0,0.0,0.0,0.0,34443.62671,0.0,0.0,34443.62671
t159,0.0,0.0,0.0,0.0,34415.76855,0.0,0.0,34415.76855
t160,0.0,0.0,0.0,0.0,34597.861690000005,320.40000000000003,720.0,35638.26169000001
t161,0.0,5986.987005932207,0.0,0.0,29068.491094067795,889.9999999999999,2000.0,37945.4781
t162,0.0,25623.779441132207,0.0,0.0,0.0,889.9999999999999,2000.0,28513.779441132207
t163,0.0,30682.488180000004,0.0,0.0,0.0,889.9999999999999,2000.0,33572.48818
t164,0.0,30682.488180000004,0.0,0.0,0.0,889.9999999999999,2000.0,33572.48818
t165,0.0,30682.488180000004,0.0,0.0,0.0,889.9999999999999,2000.0,33572.48818
t166,0.0,30682.488180000004,0.0,0.0,0.0,889.9999999999999,2000.0,33572.48818
t167,0.0,30682.48818,0.0,0.0,0.0,889.9999999999999,2000.0,33572.48818
t168,0.0,30247.043149999998,0.0,0.0,0.0,889.9999999999999,2000.0,33137.04315
t169,0.0,34048.377049999996,0.0,0.0,0.0,889.9999999999999,2000.0,36938.377049999996
t170,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t171,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t172,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t173,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t174,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t175,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t176,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t177,0.0,0.0,0.0,0.0,43556.77524,320.40000000000003,720.0,44597.175240000004
t178,0.0,0.0,0.0,0.0,43234.39283,0.0,0.0,43234.39283
t179,0.0,0.0,0.0,0.0,41979.30764,0.0,0.0,41979.30764
t180,0.0,0.0,0.0,0.0,41082.90526,0.0,0.0,41082.90526
t181,0.0,0.0,0.0,0.0,40444.08706,0.0,0.0,40444.08706
t182,0.0,0.0,0.0,0.0,40191.41023,0.0,0.0,40191.41023
t183,0.0,0.0,0.0,0.0,40478.23589,0.0,0.0,40478.23589
t184,0.0,0.0,0.0,0.0,41829.76917,0.0,0.0,41829.76917
t185,0.0,0.0,0.0,0.0,43863.290219999995,320.40000000000003,720.0,44903.69022
t186,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t187,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t188,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t189,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t190,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t191,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t192,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t193,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t194,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t195,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t196,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t197,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t198,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t199,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t200,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t201,0.0,0.0,0.0,0.0,46565.59851,320.40000000000003,720.0,47605.998510000005
t202,0.0,0.0,0.0,0.0,45899.31037,0.0,0.0,45899.31037
t203,0.0,0.0,0.0,0.0,44449.10567,0.0,0.0,44449.10567
t204,0.0,0.0,0.0,0.0,43277.99168,0.0,0.0,43277.99168
t205,0.0,0.0,0.0,0.0,42266.34365,0.0,0.0,42266.34365
t206,0.0,0.0,0.0,0.0,41383.23162,0.0,0.0,41383.23162
t207,0.0,0.0,0.0,0.0,41503.91057,0.0,0.0,41503.91057
t208,0.0,0.0,0.0,0.0,42915.65948,0.0,0.0,42915.65948
t209,0.0,0.0,0.0,0.0,44528.42534000001,320.40000000000003,720.0,45568.82534000001
t210,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t211,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t212,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t213,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t214,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t215,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t216,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t217,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t218,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t219,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t220,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t221,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t222,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t223,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t224,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t225,0.0,0.0,0.0,0.0,43015.7578,320.4,720.0,44056.1578
t226,0.0,0.0,0.0,0.0,42185.75561,0.0,0.0,42185.75561
t227,0.0,0.0,0.0,0.0,40673.62013,0.0,0.0,40673.62013
t228,0.0,0.0,0.0,0.0,39025.28978,0.0,0.0,39025.28978
t229,0.0,0.0,0.0,0.0,38221.79077,0.0,0.0,38221.79077
t230,0.0,0.0,0.0,0.0,37432.24868,0.0,0.0,37432.24868
t231,0.0,0.0,0.0,0.0,37458.15867,0.0,0.0,37458.15867
t232,0.0,0.0,0.0,0.0,38392.08658,0.0,0.0,38392.08658
t233,0.0,0.0,0.0,0.0,39998.49613,320.40000000000003,720.0,41038.89613
t234,0.0,21209.148601599998,0.0,0.0,0.0,889.9999999999999,2000.0,24099.148601599998
t235,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t236,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t237,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t238,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t239,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t240,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t241,0.0,33135.69632,0.0,0.0,0.0,889.9999999999999,2000.0,36025.69632
t242,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t243,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t244,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t245,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t246,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t247,0.0,33139.29469,0.0,0.0,0.0,889.9999999999999,2000.0,36029.29469
t248,0.0,21209.148601599998,0.0,0.0,0.0,889.9999999999999,2000.0,24099.148601599998
t249,0.0,0.0,0.0,0.0,41415.90333000001,320.40000000000003,720.0,42456.30333000001
t250,0.0,0.0,0.0,0.0,42182.39459,0.0,0.0,42182.39459
t251,0.0,0.0,0.0,0.0,41660.27173,0.0,0.0,41660.27173
t252,0.0,0.0,0.0,0.0,41294.29504,0.0,0.0,41294.29504
t253,0.0,0.0,0.0,0.0,40925.86752,0.0,0.0,40925.86752
t254,0.0,0.0,0.0,0.0,40702.3923,0.0,0.0,40702.3923
t255,0.0,0.0,0.0,0.0,41315.41252,0.0,0.0,41315.41252
t256,0.0,0.0,0.0,0.0,42730.37442,0.0,0.0,42730.37442
t257,0.0,0.0,0.0,0.0,44042.04840000001,320.40000000000003,720.0,45082.44840000001
t258,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t259,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t260,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t261,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t262,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t263,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t264,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t265,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t266,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t267,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t268,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t269,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t270,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t271,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t272,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t273,0.0,0.0,0.0,0.0,49945.5828,320.4,720.0,50985.9828
t274,0.0,0.0,0.0,0.0,49384.92067,0.0,0.0,49384.92067
t275,0.0,0.0,0.0,0.0,47668.69001,0.0,0.0,47668.69001
t276,0.0,0.0,0.0,0.0,46306.64794,0.0,0.0,46306.64794
t277,0.0,0.0,0.0,0.0,45124.39408,0.0,0.0,45124.39408
t278,0.0,0.0,0.0,0.0,44010.1336,0.0,0.0,44010.1336
t279,0.0,0.0,0.0,0.0,43725.02472,0.0,0.0,43725.02472
t280,0.0,0.0,0.0,0.0,44773.59796,0.0,0.0,44773.59796
t281,0.0,0.0,0.0,0.0,46349.85585000001,320.40000000000003,720.0,47390.25585000001
t282,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t283,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t284,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t285,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t286,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t287,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t288,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t289,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t290,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t291,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t292,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t293,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t294,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t295,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
t296,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t297,0.0,0.0,0.0,0.0,45833.400689999995,320.40000000000003,720.0,46873.80069
t298,0.0,0.0,0.0,0.0,45367.27164,0.0,0.0,45367.27164
t299,0.0,0.0,0.0,0.0,43498.64022,0.0,0.0,43498.64022
t300,0.0,0.0,0.0,0.0,41794.83795,0.0,0.0,41794.83795
t301,0.0,0.0,0.0,0.0,40345.10049,0.0,0.0,40345.10049
t302,0.0,0.0,0.0,0.0,39585.1475,0.0,0.0,39585.1475
t303,0.0,0.0,0.0,0.0,39766.76409,0.0,0.0,39766.76409
t304,0.0,0.0,0.0,0.0,40741.12483,0.0,0.0,40741.12483
t305,0.0,0.0,0.0,0.0,41498.56279,320.40000000000003,720.0,42538.962790000005
t306,0.0,21829.25024744571,0.0,0.0,0.0,889.9999999999999,2000.0,24719.25024744571
t307,0.0,34108.203511633925,0.0,0.0,0.0,889.9999999999999,2000.0,36998.203511633925
