Costs,Total,Zone1,Zone2,Zone3
cTotal,5.311304962888367e9,3.3808024555479927e9,8.116639976523349e8,7.341562498031137e8
cFix,3.1583891481513906e9,1.6148517519487371e9,8.17659888012605e8,7.258775081900489e8
cVar,1.9369295548520403e9,1.835317906032956e9,7.268403395406581e7,2.8927614865030035e7
cNSE,0.0,0.0,0.0,0.0
cStart,1.774642598849457e8,1.551428970155832e8,1.7993284364445105e7,4.328078504917473e6
cUnmetRsv,0.0,-,-,-
cNetworkExp,3.8522e7,-,-,-
