region,Resource,zone,Cluster,R_ID,SubsidyRevenue
MA,MA_natural_gas,1,1,1,0.0
MA,MA_natural_gas_CCS_retro,1,1,2,0.0
CT,MA_wind,1,1,3,0.0
MA,MA_solar_pv,1,1,4,3.4447682440612726e7
CT,CT_natural_gas,2,1,5,0.0
CT,CT_wind,2,1,6,0.0
CT,CT_solar_pv,2,1,7,0.0
ME,ME_natural_gas,3,1,8,0.0
ME,ME_wind,3,1,9,0.0
CT,ME_solar_pv,3,1,10,0.0
MA,MA_battery,1,0,11,7.421037246976204e7
CT,CT_battery,2,0,12,8.417330214290142e7
ME,ME_battery,3,0,13,2.209056328275403e7
