,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
AnnualSum,7.454178025146522e7,2.16262221638111e6,-2.5550829588623703e6,0.0,0.0,0.0,0.0,1.336781231586808e7,-238640.51381852065,-8.727849131103352e7,2.2418432131828293e7,3.0395795738451127e6,-3.5911856968869483e6,0.0,0.0,0.0,0.0,3.118267543708739e6,-58864.70366899001,-2.4926228848826203e7,2.861291608124911e7,266824.01392668794,-315245.7631458978,0.0,0.0,0.0,0.0,-1.6486079859576823e7,-179775.81014953068,-1.1898638662303556e7
t1,5434.33253454395,0.0,-2467.1789171183314,0.0,-0.0,0.0,0.0,3439.2059635079754,-38.06495783861451,-6368.294623094981,4351.787964385208,0.0,-2798.4039093162573,0.0,-0.0,0.0,0.0,267.0955028515202,-1.6434168607619215,-1818.8361410597092,4610.398909179069,0.0,-0.0,0.0,-0.0,0.0,0.0,-3706.301466359496,-36.42154097785259,-867.6759018417205
t2,5340.888097877937,1615.7650578670207,-851.4138592513106,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6105.239296493647,2199.1482854219657,1171.2557090119174,-1627.14820030434,0.0,-0.0,0.0,0.0,0.0,-0.0,-1743.2557941295431,896.2030470383909,0.0,-63.862362918731456,0.0,-0.0,0.0,0.0,0.0,-0.0,-832.3406841196595
t3,5317.211672125237,965.5090613644703,-1501.6698557538607,0.0,-0.0,0.0,0.0,1210.9084232839327,-7.450620839429541,-5984.508680180348,3160.056300869174,1282.8038717749569,-1515.6000375413005,0.0,-0.0,0.0,0.0,-1210.9084232839327,-7.450620839429541,-1708.9010909794677,815.6546090842418,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-815.6546090842418
t4,4992.236489004648,713.2862891561591,-1753.8926279621721,0.0,-0.0,0.0,0.0,2043.4888508846157,-12.573420355151693,-5982.5455807281,3997.759527985579,1282.8038717749569,-1515.6000375413005,0.0,-0.0,0.0,0.0,-2043.4888508846157,-12.573420355151693,-1708.9010909794677,815.6546090842418,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-815.6546090842418
t5,4665.830392154287,1130.9684984017308,-1336.2104187166003,0.0,-0.0,0.0,0.0,1738.7811299567636,-10.698578581961875,-6188.6710232142195,3736.3750590105756,1289.651713326288,-1508.7521959899696,0.0,-0.0,0.0,0.0,-1738.7811299567636,-10.698578581961875,-1767.7948678081684,843.1375562014003,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-843.1375562014003
t6,3732.1489788374624,1130.9684984017308,-1336.2104187166003,0.0,-0.0,0.0,0.0,3383.18362511292,-30.408653229731044,-6879.682030405783,2988.687369452705,1275.956030223626,-1522.4478790926314,0.0,-0.0,0.0,0.0,-772.3542675380944,-4.752232861289091,-1965.089020184316,4308.267754968909,0.0,-734.4171735654115,0.0,-0.0,0.0,0.0,-2610.8293575748257,-25.656420368441953,-937.3648034602297
t7,6121.784417092853,0.0,-0.0,0.0,-0.0,0.0,0.0,2088.302273723022,-42.61141973490322,-8167.475271080971,860.3415744833823,98.00135137872383,-0.0,0.0,-0.0,0.0,0.0,1382.3561613532238,-8.505524798779236,-2332.193562416551,4618.805222082904,0.0,-0.0,0.0,-0.0,0.0,0.0,-3470.658435076246,-34.10589493612398,-1114.0408920705347
t8,8525.066946589013,0.0,-0.0,0.0,-0.0,0.0,0.0,428.8341089989216,-34.55869429569257,-8919.342361292245,775.6975878011797,0.0,-115.78609567429562,0.0,-0.0,0.0,0.0,1898.9283068236537,-11.683951109228936,-2547.155847841309,3566.7575689433056,0.0,-0.0,0.0,-0.0,0.0,0.0,-2327.7624158225753,-22.874743186463636,-1216.1204099342667
t9,9148.94256115102,0.0,-0.0,0.0,-0.0,0.0,0.0,17.025809344034748,-34.611268359941626,-9131.357102135113,465.81220981148425,0.0,-0.0,0.0,-0.0,0.0,0.0,2155.4629284815337,-13.262387728718206,-2608.0127505642995,3438.42250933383,0.0,-0.0,0.0,-0.0,0.0,0.0,-2172.4887378255685,-21.34888063122342,-1244.584890877038
t10,9658.402206915582,53.72218232748249,-0.0,0.0,-0.0,0.0,0.0,-449.17272084022164,-10.863949954430879,-9252.08771844841,1323.764883849795,368.4096939995959,-0.0,0.0,-0.0,0.0,0.0,956.075530685134,-5.882654820149879,-2642.367453714375,1773.155070891649,0.0,-0.0,0.0,-0.0,0.0,0.0,-506.90280984491244,-4.981295134281001,-1261.2709659124557
t11,9729.52736538696,0.0,-0.0,0.0,-0.0,0.0,0.0,-323.3101384571206,-1.989300932150379,-9404.22792599769,1832.6467531054245,531.5886327583621,-0.0,0.0,-0.0,0.0,0.0,323.3101384571206,-1.989300932150379,-2685.556223388756,925.6687282256022,356.21444802472234,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1281.8831762503246
t12,9723.491692437354,95.06208904871256,-0.0,0.0,-0.0,0.0,0.0,-333.5060883079632,-3.2773388165865986,-9481.770354361515,1826.7511877153938,881.3809834576973,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2708.132171173091,962.4512988406889,0.0,-0.0,0.0,-0.0,0.0,0.0,333.5060883079632,-3.2773388165865986,-1292.6800483320656
t13,9691.439575905073,1210.0218967178798,-0.0,0.0,-0.0,0.0,0.0,-1405.216033066708,-10.548886290235423,-9485.696553266012,1827.2408845851778,0.0,-0.0,0.0,-0.0,0.0,0.0,887.3325343010107,-5.459684765952574,-2709.113734120236,780.8672849162642,0.0,-0.0,0.0,-0.0,0.0,0.0,517.8834987656971,-5.08920152428285,-1293.6615821576784
t14,9693.600890142145,844.2389164180239,-0.0,0.0,-0.0,0.0,0.0,-1009.1677995207178,-6.6581139068369515,-9522.013893132615,1837.3711984995402,0.0,-0.0,0.0,-0.0,0.0,0.0,887.0159016431603,-5.457736551014382,-2718.929363591686,857.1868452829385,319.4493516554562,-0.0,0.0,-0.0,0.0,0.0,122.15189787755743,-1.2003773558225692,-1297.5877174601296
t15,9703.844371810796,66.75951923676597,-0.0,0.0,-0.0,0.0,0.0,-320.04274156233754,-3.1450355380633614,-9447.416113947162,1905.164255346339,793.1522863553015,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2698.3165417016407,970.8746731797272,0.0,-0.0,0.0,-0.0,0.0,0.0,320.04274156233754,-3.1450355380633614,-1287.7723792040015
t16,10006.041583698649,0.0,-0.0,0.0,-0.0,0.0,0.0,-659.4402344976921,-9.118804579722081,-9337.482544621233,1696.7408968343107,0.0,-0.0,0.0,-0.0,0.0,0.0,976.171936928598,-6.006306369908804,-2666.9065273930005,1592.8935724605287,0.0,-0.0,0.0,-0.0,0.0,0.0,-316.7317024309059,-3.1124982098132765,-1273.0493718198095
t17,9401.144321594857,0.0,-0.0,0.0,-0.0,0.0,0.0,-113.74581522788141,-21.569091752823205,-9265.829414614152,1235.3114969579115,0.0,-0.0,0.0,-0.0,0.0,0.0,1419.7176153251537,-8.73540678011002,-2646.293705502955,2582.039518633667,0.0,-0.0,0.0,-0.0,0.0,0.0,-1305.9718000972723,-12.833684972713186,-1263.2340335636814
t18,8133.052551138507,0.0,-0.0,0.0,-0.0,0.0,0.0,1156.9288364518288,-26.11507242843141,-9263.866315161904,1728.2010603137253,0.0,-0.0,0.0,-0.0,0.0,0.0,922.7889273044926,-5.677845062406967,-2645.31214255581,3363.389024686028,0.0,-0.0,0.0,-0.0,0.0,0.0,-2079.7177637563213,-20.43722736602444,-1263.2340335636814
t19,7387.116135466229,0.0,-0.0,0.0,-0.0,0.0,0.0,1972.0735425574367,-24.65178258080708,-9334.537895442858,2338.0164470238915,0.0,-0.0,0.0,-0.0,0.0,0.0,329.9386027547179,-2.030085332753655,-2665.9249644458555,3597.6832143800175,0.0,-0.0,0.0,-0.0,0.0,0.0,-2302.0121453121546,-22.621697248053426,-1273.0493718198095
t20,7771.968125122094,0.0,-0.0,0.0,-0.0,0.0,0.0,2109.7730737534876,-32.871246943546055,-9848.869951932034,4094.286621740612,0.0,-2037.0586774484298,0.0,-0.0,0.0,0.0,759.6238026265011,-4.673903348220947,-2812.1778435704623,4240.332493413633,0.0,-0.0,0.0,-0.0,0.0,0.0,-2869.3968763799885,-28.197343595325105,-1342.7382734383186
t21,6601.706510246074,0.0,-0.0,0.0,-0.0,0.0,0.0,3052.1230367078315,-31.697581756601473,-9622.131965197303,1913.2232347846227,729.1373329545447,-0.0,0.0,-0.0,0.0,0.0,106.67202856485817,-0.6563442979892443,-2748.3762520060363,4502.147027575623,0.0,-0.0,0.0,-0.0,0.0,0.0,-3158.7950652726895,-31.041237458612223,-1312.3107248443216
t22,5975.6507958894135,0.0,-0.0,0.0,-0.0,0.0,0.0,2939.2021897846503,-28.883315070046237,-8885.969670604018,1542.3110867320522,995.0291316378064,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2537.3402183698586,4179.298245660899,0.0,-0.0,0.0,-0.0,0.0,0.0,-2939.2021897846503,-28.883315070046237,-1211.2127408062026
t23,5689.7206445121565,0.0,-0.0,0.0,-0.0,0.0,0.0,2266.817462887457,-21.690121410123794,-7934.847985989492,2426.832621200658,0.0,-0.0,0.0,-0.0,0.0,0.0,-159.42286037589324,-0.9809158669297504,-2266.4288449578353,3209.7540838800696,0.0,-0.0,0.0,-0.0,0.0,0.0,-2107.394602511564,-20.709205543194045,-1081.6502758253123
t24,6197.9962323544305,0.0,-0.0,0.0,-0.0,0.0,0.0,924.476510122918,-33.72062040707081,-7088.7521220702765,2833.857324179832,0.0,-2341.090718298228,0.0,-0.0,0.0,0.0,1541.6836076693326,-9.48585359077538,-2024.9643599601618,3456.2241690115466,0.0,-0.0,0.0,-0.0,0.0,0.0,-2466.1601177922507,-24.234766816295434,-965.8292844030011
t25,6044.544874386135,0.0,-2467.1789171183314,0.0,-0.0,0.0,0.0,2978.744268177732,-21.93369863553523,-6534.176526810001,2710.9741975989473,1981.4991839676202,-816.9047253486372,0.0,-0.0,0.0,0.0,-1997.3280966985142,-12.289396996746076,-1865.9511625226698,1946.1555496931662,0.0,-63.862362918731456,0.0,-0.0,0.0,0.0,-981.4161714792177,-9.644301638789154,-891.2327136564278
t26,6648.514551005511,1032.623411584189,-1434.5555055341422,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6246.582457055558,3332.46402738459,625.2106599206509,-2173.193249395607,0.0,-0.0,0.0,0.0,0.0,-0.0,-1784.4814379096338,851.9713606319156,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-851.9713606319156
t27,6319.315164343636,1130.9684984017308,-1336.2104187166003,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6114.073244028767,2703.566980916785,920.5187056852255,-1877.8852036310318,0.0,-0.0,0.0,0.0,0.0,-0.0,-1746.200482970978,1567.7393915106838,0.0,-734.4171735654115,0.0,-0.0,0.0,0.0,0.0,-0.0,-833.3222179452723
t28,4883.986150700767,0.0,-0.0,0.0,-0.0,0.0,0.0,1203.4318542036729,-13.588299646774813,-6073.829705257666,1624.8196555962493,0.0,-0.0,0.0,-0.0,0.0,0.0,110.2806196739722,-0.6785476649834474,-1734.421727605238,2154.055240851032,0.0,-0.0,0.0,-0.0,0.0,0.0,-1313.7124738776452,-12.909751981791366,-827.4330149915954
t29,5548.298392639604,0.0,-0.0,0.0,-0.0,0.0,0.0,745.041631189437,-28.10812197711787,-6265.231901851921,496.5882180766971,0.0,-0.0,0.0,-0.0,0.0,0.0,1300.8047803666682,-8.00374579800651,-1789.3892526453587,2919.885216018358,0.0,-0.0,0.0,-0.0,0.0,0.0,-2045.8464115561053,-20.104376179111362,-853.9344282831412
t30,6062.341861776872,0.0,-0.0,0.0,-0.0,0.0,0.0,882.2468399117121,-36.441729225196006,-6908.14697246339,245.69801076995202,0.0,-0.0,0.0,-0.0,0.0,0.0,1737.9368970773844,-10.693384085860034,-1972.9415237614762,3587.2230208911137,0.0,-0.0,0.0,-0.0,0.0,0.0,-2620.1837369890964,-25.748345139335967,-941.290938762681
t31,8249.781536099972,0.0,-0.0,0.0,-0.0,0.0,0.0,-51.37378094576084,-35.840232703861496,-8162.567522450349,70.77346630644776,0.0,-0.0,0.0,-0.0,0.0,0.0,2274.4329336373444,-13.99440047438649,-2331.211999469406,3357.9643431659806,0.0,-0.0,0.0,-0.0,0.0,0.0,-2223.0591526915837,-21.845832229475008,-1113.059358244922
t32,8186.435240836632,0.0,-0.0,0.0,-0.0,0.0,0.0,726.7010913479129,-22.258912949904605,-8890.87741923464,1599.077584592857,0.0,-0.0,0.0,-0.0,0.0,0.0,946.046707962579,-5.82094829128705,-2539.3033442641486,2901.3800386009248,0.0,-0.0,0.0,-0.0,0.0,0.0,-1672.747799310492,-16.437964658617556,-1212.1942746318155
