Time_Index,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2
209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.315,0.992485523,0.580197574,1.0,1.0,1.0,1.0
210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0489,0.888637543,0.580197574,1.0,1.0,1.0,1.0
211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.906927586,0.580197574,1.0,1.0,1.0,1.0
212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.763016224,0.580197574,1.0,1.0,1.0,1.0
213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.683384776,0.580197574,1.0,1.0,1.0,1.0
214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.754203975,0.580197574,1.0,1.0,1.0,1.0
215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.536560893,0.580197574,1.0,1.0,1.0,1.0
216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.510095358,0.580197574,1.0,1.0,1.0,1.0
217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.825320542,0.580197574,1.0,1.0,1.0,1.0
218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.884244144,0.580197574,1.0,1.0,1.0,1.0
219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.871202826,0.580197574,1.0,1.0,1.0,1.0
220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.798901379,0.580197574,1.0,1.0,1.0,1.0
221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.52546674,0.580197574,1.0,1.0,1.0,1.0
222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.55684334,0.580197574,1.0,1.0,1.0,1.0
223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.463047445,0.580197574,1.0,1.0,1.0,1.0
224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0062,0.370993674,0.580197574,1.0,1.0,1.0,1.0
225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2119,0.334615082,0.580197574,1.0,1.0,1.0,1.0
226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3608,0.147157699,0.580197574,1.0,1.0,1.0,1.0
227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4334,0.017261371,0.580197574,1.0,1.0,1.0,1.0
228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.496,0.0,0.580197574,1.0,1.0,1.0,1.0
229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4844,0.006916222,0.580197574,1.0,1.0,1.0,1.0
230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5786,0.023294492,0.580197574,1.0,1.0,1.0,1.0
231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4078,0.169690445,0.580197574,1.0,1.0,1.0,1.0
232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3444,0.16493924,0.580197574,1.0,1.0,1.0,1.0
233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2249,0.33180055,0.580197574,1.0,1.0,1.0,1.0
234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0122,0.259465426,0.580197574,1.0,1.0,1.0,1.0
235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.391965508,0.580197574,1.0,1.0,1.0,1.0
236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.138455629,0.580197574,1.0,1.0,1.0,1.0
237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14786917,0.580197574,1.0,1.0,1.0,1.0
238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.10982684,0.580197574,1.0,1.0,1.0,1.0
239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.150762618,0.580197574,1.0,1.0,1.0,1.0
240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.152279556,0.580197574,1.0,1.0,1.0,1.0
241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.097838871,0.580197574,1.0,1.0,1.0,1.0
242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.159402564,0.580197574,1.0,1.0,1.0,1.0
243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.196083069,0.580197574,1.0,1.0,1.0,1.0
244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.188769192,0.580197574,1.0,1.0,1.0,1.0
245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13168323,0.580197574,1.0,1.0,1.0,1.0
246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.062968008,0.580197574,1.0,1.0,1.0,1.0
247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.010624208,0.580197574,1.0,1.0,1.0,1.0
248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.022153273,0.580197574,1.0,1.0,1.0,1.0
249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.142,0.013517408,0.580197574,1.0,1.0,1.0,1.0
250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2896,0.012723606,0.580197574,1.0,1.0,1.0,1.0
251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3832,0.014983146,0.580197574,1.0,1.0,1.0,1.0
252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4001,0.012562997,0.580197574,1.0,1.0,1.0,1.0
253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3979,0.00103682,0.580197574,1.0,1.0,1.0,1.0
254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3975,0.000237417,0.580197574,1.0,1.0,1.0,1.0
255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4351,0.000397534,0.580197574,1.0,1.0,1.0,1.0
256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3602,0.008956529,0.580197574,1.0,1.0,1.0,1.0
257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2179,0.011357324,0.580197574,1.0,1.0,1.0,1.0
258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0012,0.030047899,0.58,1.0,1.0,1.0,1.0
259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.130650535,0.580197574,1.0,1.0,1.0,1.0
260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.158723205,0.58,1.0,1.0,1.0,1.0
261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.20822452,0.580197574,1.0,1.0,1.0,1.0
262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.262103707,0.580197574,1.0,1.0,1.0,1.0
263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.35442698,0.580197574,1.0,1.0,1.0,1.0
264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.160441145,0.580197574,1.0,1.0,1.0,1.0
265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.265427768,0.580197574,1.0,1.0,1.0,1.0
266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.255671412,0.580197574,1.0,1.0,1.0,1.0
267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.344356179,0.580197574,1.0,1.0,1.0,1.0
268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.275767863,0.580197574,1.0,1.0,1.0,1.0
269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.364733517,0.580197574,1.0,1.0,1.0,1.0
270,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.265053332,0.580197574,1.0,1.0,1.0,1.0
271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.137798905,0.580197574,1.0,1.0,1.0,1.0
272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.038595285,0.580197574,1.0,1.0,1.0,1.0
273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.251,0.014450147,0.580197574,1.0,1.0,1.0,1.0
274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.398,0.00065201,0.580197574,1.0,1.0,1.0,1.0
275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5777,0.0,0.580197574,1.0,1.0,1.0,1.0
276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5222,0.0,0.580197574,1.0,1.0,1.0,1.0
277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4391,0.000484475,0.580197574,1.0,1.0,1.0,1.0
278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4041,0.038787331,0.580197574,1.0,1.0,1.0,1.0
279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3776,0.022936437,0.580197574,1.0,1.0,1.0,1.0
280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2577,0.03249491,0.580197574,1.0,1.0,1.0,1.0
281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0836,0.260673493,0.580197574,1.0,1.0,1.0,1.0
282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.298806071,0.580197574,1.0,1.0,1.0,1.0
283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.198141873,0.580197574,1.0,1.0,1.0,1.0
284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.074323215,0.580197574,1.0,1.0,1.0,1.0
285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.122718289,0.580197574,1.0,1.0,1.0,1.0
286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.041908659,0.580197574,1.0,1.0,1.0,1.0
287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.135986671,0.580197574,1.0,1.0,1.0,1.0
288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.201299265,0.580197574,1.0,1.0,1.0,1.0
289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.230949461,0.580197574,1.0,1.0,1.0,1.0
290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.343285948,0.580197574,1.0,1.0,1.0,1.0
291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.491965592,0.580197574,1.0,1.0,1.0,1.0
292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.609048486,0.580197574,1.0,1.0,1.0,1.0
293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.534629822,0.580197574,1.0,1.0,1.0,1.0
294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.47253114,0.580197574,1.0,1.0,1.0,1.0
295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.347678572,0.580197574,1.0,1.0,1.0,1.0
296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.397680134,0.580197574,1.0,1.0,1.0,1.0
297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1131,0.450594813,0.580197574,1.0,1.0,1.0,1.0
298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3099,0.274041981,0.580197574,1.0,1.0,1.0,1.0
299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4462,0.337334275,0.580197574,1.0,1.0,1.0,1.0
300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4971,0.450015992,0.580197574,1.0,1.0,1.0,1.0
301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5491,0.663541913,0.580197574,1.0,1.0,1.0,1.0
302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5788,0.812197924,0.580197574,1.0,1.0,1.0,1.0
303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5935,0.873478234,0.580197574,1.0,1.0,1.0,1.0
304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4606,0.864326358,0.580197574,1.0,1.0,1.0,1.0
305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2861,0.725811899,0.580197574,1.0,1.0,1.0,1.0
306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.661087394,0.580197574,1.0,1.0,1.0,1.0
307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.461758375,0.580197574,1.0,1.0,1.0,1.0
308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.658503115,0.580197574,1.0,1.0,1.0,1.0
309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.710981369,0.580197574,1.0,1.0,1.0,1.0
310,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.773506939,0.580197574,1.0,1.0,1.0,1.0
311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.844555676,0.580197574,1.0,1.0,1.0,1.0
312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.652243614,0.580197574,1.0,1.0,1.0,1.0
313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.891891479,0.580197574,1.0,1.0,1.0,1.0
314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.787018061,0.580197574,1.0,1.0,1.0,1.0
315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.809266448,0.580197574,1.0,1.0,1.0,1.0
316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.855823517,0.580197574,1.0,1.0,1.0,1.0
317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.891640425,0.580197574,1.0,1.0,1.0,1.0
318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.898379207,0.580197574,1.0,1.0,1.0,1.0
319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.757851541,0.580197574,1.0,1.0,1.0,1.0
320,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0686,0.479905933,0.580197574,1.0,1.0,1.0,1.0
321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3334,0.487013161,0.580197574,1.0,1.0,1.0,1.0
322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.535,0.485061765,0.580197574,1.0,1.0,1.0,1.0
323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6862,0.798057318,0.580197574,1.0,1.0,1.0,1.0
324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7269,0.624309361,0.580197574,1.0,1.0,1.0,1.0
325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7132,0.723851383,0.580197574,1.0,1.0,1.0,1.0
326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6894,0.729496419,0.580197574,1.0,1.0,1.0,1.0
327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6259,0.70609194,0.580197574,1.0,1.0,1.0,1.0
328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4635,0.728719592,0.580197574,1.0,1.0,1.0,1.0
329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2577,0.593629897,0.580197574,1.0,1.0,1.0,1.0
330,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0324,0.749585152,0.580197574,1.0,1.0,1.0,1.0
331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.791357398,0.580197574,1.0,1.0,1.0,1.0
332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.689981341,0.580197574,1.0,1.0,1.0,1.0
333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.458403915,0.580197574,1.0,1.0,1.0,1.0
334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.319464147,0.580197574,1.0,1.0,1.0,1.0
335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.404064178,0.580197574,1.0,1.0,1.0,1.0
336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.549249709,0.580197574,1.0,1.0,1.0,1.0
337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.700493097,0.475483639,1.0,1.0,1.0,1.0
338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.76986897,0.475483639,1.0,1.0,1.0,1.0
339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.823179126,0.475483639,1.0,1.0,1.0,1.0
340,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.655552447,0.475483639,1.0,1.0,1.0,1.0
341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.547577739,0.475483639,1.0,1.0,1.0,1.0
342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.47352773,0.475483639,1.0,1.0,1.0,1.0
343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.709841013,0.475483639,1.0,1.0,1.0,1.0
344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1375,0.16400829,0.475483639,1.0,1.0,1.0,1.0
345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3806,0.650681853,0.475483639,1.0,1.0,1.0,1.0
346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5627,0.7756989,0.475483639,1.0,1.0,1.0,1.0
347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7102,0.944814384,0.475483639,1.0,1.0,1.0,1.0
348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7463,0.874508381,0.475483639,1.0,1.0,1.0,1.0
349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7455,0.661455274,0.475483639,1.0,1.0,1.0,1.0
350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7486,0.67375493,0.475483639,1.0,1.0,1.0,1.0
351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7211,0.876996696,0.475483639,1.0,1.0,1.0,1.0
352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5753,0.969974697,0.475483639,1.0,1.0,1.0,1.0
353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3772,0.964375436,0.475483639,1.0,1.0,1.0,1.0
354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1252,0.950830698,0.475483639,1.0,1.0,1.0,1.0
355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.897138119,0.475483639,1.0,1.0,1.0,1.0
356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.838570476,0.475483639,1.0,1.0,1.0,1.0
357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.480244309,0.475483639,1.0,1.0,1.0,1.0
358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.518510818,0.475483639,1.0,1.0,1.0,1.0
359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.486346543,0.475483639,1.0,1.0,1.0,1.0
360,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.274110436,0.475483639,1.0,1.0,1.0,1.0
361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.547789931,0.475483639,1.0,1.0,1.0,1.0
362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.679472685,0.475483639,1.0,1.0,1.0,1.0
363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.747718453,0.475483639,1.0,1.0,1.0,1.0
364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.532708764,0.475483639,1.0,1.0,1.0,1.0
365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.568740249,0.475483639,1.0,1.0,1.0,1.0
366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.549278736,0.475483639,1.0,1.0,1.0,1.0
367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.723229289,0.475483639,1.0,1.0,1.0,1.0
368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.156,0.705791473,0.475483639,1.0,1.0,1.0,1.0
369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.404,0.569525242,0.475483639,1.0,1.0,1.0,1.0
370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5895,0.175952345,0.475483639,1.0,1.0,1.0,1.0
371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7352,0.284842223,0.475483639,1.0,1.0,1.0,1.0
372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7585,0.101318583,0.475483639,1.0,1.0,1.0,1.0
373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7574,0.196623757,0.475483639,1.0,1.0,1.0,1.0
374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7564,0.118069202,0.475483639,1.0,1.0,1.0,1.0
375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7218,0.188421324,0.475483639,1.0,1.0,1.0,1.0
376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5695,0.181799471,0.475483639,1.0,1.0,1.0,1.0
377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3748,0.317113698,0.475483639,1.0,1.0,1.0,1.0
378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1256,0.135397196,0.475483639,1.0,1.0,1.0,1.0
379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.144245803,0.475483639,1.0,1.0,1.0,1.0
380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.087577671,0.475483639,1.0,1.0,1.0,1.0
381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.202469319,0.475483639,1.0,1.0,1.0,1.0
382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.278304875,0.475483639,1.0,1.0,1.0,1.0
383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.624244094,0.475483639,1.0,1.0,1.0,1.0
384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.918835163,0.475483639,1.0,1.0,1.0,1.0
385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.94856751,0.475483639,1.0,1.0,1.0,1.0
386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.934975207,0.475483639,1.0,1.0,1.0,1.0
387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.97524792,0.475483639,1.0,1.0,1.0,1.0
388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.96642673,0.475483639,1.0,1.0,1.0,1.0
389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.963813782,0.475483639,1.0,1.0,1.0,1.0
390,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.944373429,0.475483639,1.0,1.0,1.0,1.0
391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.91674161,0.475483639,1.0,1.0,1.0,1.0
392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1417,0.834882379,0.475483639,1.0,1.0,1.0,1.0
393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3746,0.58661896,0.475483639,1.0,1.0,1.0,1.0
394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.555,0.585132957,0.475483639,1.0,1.0,1.0,1.0
395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6888,0.530517459,0.475483639,1.0,1.0,1.0,1.0
396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7151,0.609107256,0.475483639,1.0,1.0,1.0,1.0
397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7191,0.556304812,0.475483639,1.0,1.0,1.0,1.0
398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7169,0.486321926,0.475483639,1.0,1.0,1.0,1.0
399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6913,0.404119909,0.475483639,1.0,1.0,1.0,1.0
400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5456,0.507928252,0.475483639,1.0,1.0,1.0,1.0
401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3435,0.855567575,0.475483639,1.0,1.0,1.0,1.0
402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1074,0.983338356,0.475483639,1.0,1.0,1.0,1.0
403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.998446941,0.475483639,1.0,1.0,1.0,1.0
404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.992532372,0.475483639,1.0,1.0,1.0,1.0
405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.992939353,0.475483639,1.0,1.0,1.0,1.0
406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.965874612,0.475483639,1.0,1.0,1.0,1.0
407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.955912352,0.475483639,1.0,1.0,1.0,1.0
408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.961937785,0.475483639,1.0,1.0,1.0,1.0
409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.988761902,0.475483639,1.0,1.0,1.0,1.0
410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.983430028,0.475483639,1.0,1.0,1.0,1.0
411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.983687401,0.475483639,1.0,1.0,1.0,1.0
412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.997982144,0.475483639,1.0,1.0,1.0,1.0
413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.957200408,0.475483639,1.0,1.0,1.0,1.0
414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.996421933,0.475483639,1.0,1.0,1.0,1.0
415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.976744413,0.475483639,1.0,1.0,1.0,1.0
416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1197,0.942560673,0.475483639,1.0,1.0,1.0,1.0
417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3088,0.949058533,0.475483639,1.0,1.0,1.0,1.0
