Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,31,10023.55165189211,2862.531580680027,1366.5511843917545
,,,,,,,,32,10769.773804967994,3076.347203111275,1467.4442177423152
,,,,,,,,33,10930.606156568016,3123.3067089723436,1490.4198590003639
,,,,,,,,34,11021.511398776725,3148.2851695367417,1502.4071500915195
,,,,,,,,35,11107.421847457483,3173.26363010114,1514.3944411826753
,,,,,,,,36,11091.43850816804,3167.2687995656843,1512.3965593341493
,,,,,,,,37,10984.549926669888,3137.2946468884065,1497.4124454702046
,,,,,,,,38,10909.628023750622,3116.312740014312,1487.4230362275748
,,,,,,,,39,10791.750896490978,3082.3420336467307,1471.4399814393673
,,,,,,,,40,10796.745690018928,3083.3411720693066,1472.4389223636301
,,,,,,,,41,11289.2323318749,3224.219689652512,1538.3690233649868
,,,,,,,,42,12006.484682488666,3429.043066280577,1637.2641748670217
,,,,,,,,43,11906.588811929647,3401.067190448451,1623.27900192734
,,,,,,,,44,11528.98242121655,3293.160240810251,1572.333014789928
,,,,,,,,45,10985.548885375478,3137.2946468884065,1497.4124454702046
,,,,,,,,46,10186.381920903314,2909.4910865410957,1388.52788472554
,,,,,,,,47,9184.42633919634,2622.738359261805,1251.672978101512
,,,,,,,,48,8276.372875814843,2363.9615078146403,1128.8032444171656
,,,,,,,,49,7698.974743983706,2199.1036680896123,1048.8879704761273
,,,,,,,,50,7333.355857737691,2095.193272141716,998.9409242629785
,,,,,,,,51,7154.542249437044,2043.238074167768,974.9663420806669
,,,,,,,,52,7108.590148979894,2030.249274674281,968.9726965350891
,,,,,,,,53,7311.378766214706,2088.1993031836846,996.9430424144525
,,,,,,,,54,7985.675892488094,2281.033018740838,1088.8456074466465
,,,,,,,,55,9327.277434095738,2663.7030345874177,1271.6517965867715
,,,,,,,,56,10067.50583493808,2875.5203801735142,1372.5448299373325
,,,,,,,,57,10142.427737857344,2897.5014254701846,1382.5342391799622
,,,,,,,,58,10100.471472222556,2885.5117643992735,1376.5405936343843
,,,,,,,,59,10112.458976689639,2888.5091796670013,1378.5384754829101
,,,,,,,,60,10070.50271105485,2876.51951859609,1372.5448299373325
,,,,,,,,61,9954.623501206386,2843.5479506510846,1356.5617751491247
,,,,,,,,62,9878.702639581532,2822.56604377699,1346.572365906495
,,,,,,,,63,9772.81301678897,2791.592752677136,1331.5882520425503
,,,,,,,,64,9780.804686433692,2793.591029522288,1333.586133891076
,,,,,,,,65,10270.294452172891,2933.470408682918,1400.5151758166958
,,,,,,,,66,11170.356245909665,3191.2481217075065,1523.384909501042
,,,,,,,,67,11180.345832965568,3193.2463985526583,1524.3838504253051
,,,,,,,,68,10914.622817278572,3117.311878436888,1487.4230362275748
,,,,,,,,69,10482.073697758015,2994.4178524600493,1428.485521696059
,,,,,,,,70,9765.820305849838,2789.5944758319843,1330.5893111182872
,,,,,,,,71,8870.753305641016,2533.8150396525475,1209.717459282467
,,,,,,,,72,8033.625910356423,2295.020956656901,1094.8392529922244
,,,,,,,,73,7495.187168043303,2141.1536395802086,1021.9165655210269
,,,,,,,,74,7224.469358828358,2063.2208426192865,984.9557513232967
,,,,,,,,75,7103.595355451944,2029.250136251705,967.9737556108261
,,,,,,,,76,7109.589107685485,2031.248413096857,968.9726965350891
,,,,,,,,77,7338.350651265641,2096.192410564292,999.9398651872414
,,,,,,,,78,8078.5790521079825,2307.0106177278126,1100.8328985378023
,,,,,,,,79,9480.11811605104,2707.6651251807584,1292.6295559962941
,,,,,,,,80,10262.30278252817,2931.472131837766,1399.5162348924327
,,,,,,,,81,10327.235098391533,2949.4566234441327,1407.5077622865365
,,,,,,,,82,10385.174703315764,2966.4419766279234,1416.4982306049035
,,,,,,,,83,10432.125762478505,2979.4307761214104,1422.4918761504812
,,,,,,,,84,10405.153877427569,2972.436807163379,1418.4961124534293
,,,,,,,,85,10301.262172046188,2942.462654486101,1404.5109395137476
,,,,,,,,86,10245.320484533137,2926.4764397248864,1396.519412119644
,,,,,,,,87,10127.443357273492,2892.505733357305,1381.5352982556992
,,,,,,,,88,10111.460017984049,2888.5091796670013,1378.5384754829101
,,,,,,,,89,10566.985187733182,3018.3971746018715,1440.472812787215
,,,,,,,,90,11560.949099795436,3303.15162503601,1576.32877848698
,,,,,,,,91,11627.87933306998,3322.1352550649526,1585.3192468053467
,,,,,,,,92,11363.155276088575,3246.2007349491823,1549.3573735318796
,,,,,,,,93,10946.589495857459,3127.3032626626473,1492.4177408488897
,,,,,,,,94,10200.367342781577,2913.4876402313994,1390.525766574066
,,,,,,,,95,9233.37531577026,2636.7262971778678,1258.665564571353
,,,,,,,,96,8376.268746373864,2391.937383646766,1141.7894764325843
,,,,,,,,97,7816.85187124335,2233.0743744571937,1065.869966188598
,,,,,,,,98,7531.149681444551,2151.145023805968,1026.911270142342
,,,,,,,,99,7396.290256189874,2112.178625325507,1008.9303335056082
,,,,,,,,100,7390.296503956332,2111.179486902931,1007.9313925813452
,,,,,,,,101,7624.05284106444,2178.121761215518,1038.8985612334975
,,,,,,,,102,8334.312480739076,2380.946860998431,1135.7958308870066
,,,,,,,,103,9726.86091633182,2777.604814761073,1326.5935474212354
,,,,,,,,104,10471.085151996522,2991.4204371923215,1427.486580771796
,,,,,,,,105,10521.033087276033,3005.4083751083845,1434.479167241637
,,,,,,,,106,10489.066408697146,2996.416129305201,1430.4834035445851
,,,,,,,,107,10463.0934823518,2988.4230219245937,1426.4876398475333
,,,,,,,,108,10394.165331666076,2969.439391895651,1416.4982306049035
,,,,,,,,109,10311.25175910209,2945.460069753829,1405.5098804380107
,,,,,,,,110,10303.260089457368,2942.462654486101,1404.5109395137476
,,,,,,,,111,10274.290286995252,2934.469547105494,1400.5151758166958
,,,,,,,,112,10353.208024736878,2957.44973082474,1411.5035259835886
,,,,,,,,113,10856.68321235434,3101.3256636756732,1480.430449757734
,,,,,,,,114,11647.858507181783,3327.1309471778327,1588.3160695781357
,,,,,,,,115,11617.889746014078,3318.138701374649,1583.3213649568208
,,,,,,,,116,11349.169854210311,3242.2041812588786,1547.3594916833536
,,,,,,,,117,10899.63843669472,3113.3153247465843,1486.4240953033118
,,,,,,,,118,10180.388168669773,2907.492809695944,1387.5289438012771
,,,,,,,,119,9234.37427447585,2637.7254356004437,1258.665564571353
,,,,,,,,120,8387.257292135357,2395.93393733707,1143.7873582811103
,,,,,,,,121,7813.854995126579,2232.075236034618,1064.871025264335
,,,,,,,,122,7486.196539692992,2138.156224312481,1019.918683672501
,,,,,,,,123,7335.353775148871,2095.193272141716,999.9398651872414
,,,,,,,,124,7281.410005047,2080.206195803077,992.9472787174005
,,,,,,,,125,7474.209035225909,2135.158809044753,1018.919742748238
,,,,,,,,126,8133.521780915444,2322.9968324890274,1108.824425931906
,,,,,,,,127,9378.224328080838,2678.6901109260566,1278.6443830566125
,,,,,,,,128,10222.344434304561,2919.482470766855,1393.5225893468548
,,,,,,,,129,10483.072656463604,2994.4178524600493,1429.4844626203221
,,,,,,,,130,10653.89459511953,3043.3756351662696,1452.4601038783705
,,,,,,,,131,10768.774846262404,3076.347203111275,1467.4442177423152
,,,,,,,,132,10805.736318369241,3086.3385873370344,1472.4389223636301
,,,,,,,,133,10731.813374155567,3065.35668046294,1462.4495131210003
,,,,,,,,134,10645.902925474807,3041.3773583211178,1451.4611629541077
,,,,,,,,135,10505.04974798659,3000.412682995505,1432.481285393111
,,,,,,,,136,10457.09973011826,2987.423883502018,1425.4886989232702
,,,,,,,,137,10776.766515907126,3078.345479956427,1469.4420995908413
,,,,,,,,138,11242.28127271216,3211.230890159025,1533.374318743672
,,,,,,,,139,11076.454127584186,3164.2713842979565,1510.3986774856235
,,,,,,,,140,10703.84253039904,3057.3635730823326,1459.4526903482115
,,,,,,,,141,10301.262172046188,2942.462654486101,1404.5109395137476
,,,,,,,,142,9756.829677499527,2787.5961989868324,1330.5893111182872
,,,,,,,,143,9031.585657241038,2579.77540709104,1230.6952186919893
,,,,,,,,144,8296.352049926647,2369.956338350096,1130.8011262656917
,,,,,,,,145,7704.968496217247,2201.101944934764,1049.8869114003903
,,,,,,,,146,7348.340238321543,2099.18982583202,1001.9377470357674
,,,,,,,,147,7166.529753904127,2046.2354894354958,976.9642239291929
,,,,,,,,148,7098.600561923992,2027.2518594065532,967.9737556108261
,,,,,,,,149,7162.533919081766,2046.2354894354958,976.9642239291929
,,,,,,,,150,7462.221530758827,2132.1613937770253,1017.920801823975
,,,,,,,,151,7980.681098960143,2280.033880318262,1087.8466665223834
,,,,,,,,152,8534.104221857116,2436.898612662683,1163.7661767663699
,,,,,,,,153,9119.494023332976,2604.753867655438,1243.6814507074082
,,,,,,,,154,9494.103537929303,2712.660817293638,1294.62743784482
,,,,,,,,155,9660.929641762867,2759.6203231547065,1316.6041381786056
,,,,,,,,156,9568.026482142977,2732.6435857451565,1304.6168470874497
,,,,,,,,157,9387.214956431151,2681.6875261937844,1279.6433239808753
,,,,,,,,158,9142.47007356155,2611.7478366134696,1245.679332555934
,,,,,,,,159,8992.62626772302,2568.784884442705,1225.7005140706744
,,,,,,,,160,8995.62314383979,2569.784022865281,1225.7005140706744
,,,,,,,,161,9425.175387243578,2691.6789104195436,1285.6369695264532
,,,,,,,,162,10330.231974508304,2950.4557618667086,1408.5067032107995
,,,,,,,,163,10405.153877427569,2972.436807163379,1418.4961124534293
,,,,,,,,164,10101.470430928146,2885.5117643992735,1376.5405936343843
,,,,,,,,165,9791.793232195183,2797.5875832125917,1335.5840157396021
,,,,,,,,166,9321.283681862196,2662.703896164842,1270.6528556625085
,,,,,,,,167,8720.909499802485,2490.8520874817827,1188.7396998729444
,,,,,,,,168,8079.578010813573,2308.0097561503885,1101.831839462065
,,,,,,,,169,8024.635282006112,2292.0235413891733,1093.8403120679613
,,,,,,,,170,7784.885192664463,2224.0821286540104,1060.8752615672831
,,,,,,,,171,7702.970578806066,2201.101944934764,1049.8869114003903
,,,,,,,,172,7709.9632897451975,2202.10108335734,1050.8858523246533
,,,,,,,,173,7813.854995126579,2232.075236034618,1064.871025264335
,,,,,,,,174,8053.605084468228,2301.0157871923566,1097.8360757650132
,,,,,,,,175,8442.200020942817,2411.9201520982847,1150.7799447509512
,,,,,,,,176,8872.751223052195,2534.8141780751234,1209.717459282467
,,,,,,,,177,9479.119157345449,2707.6651251807584,1291.630615072031
,,,,,,,,178,9915.66411168837,2832.5574280027495,1351.5670705278098
,,,,,,,,179,10131.439192095853,2893.504871779881,1381.5352982556992
,,,,,,,,180,10178.390251258592,2907.492809695944,1387.5289438012771
,,,,,,,,181,10135.435026918214,2895.5031486250327,1381.5352982556992
,,,,,,,,182,10025.549569303292,2863.530719102603,1366.5511843917545
,,,,,,,,183,9915.66411168837,2832.5574280027495,1351.5670705278098
,,,,,,,,184,9970.60684049583,2847.5445043413883,1359.5585979219136
,,,,,,,,185,10393.166372960486,2968.4402534730752,1416.4982306049035
,,,,,,,,186,11357.161523855033,3244.2024581040305,1548.3584326076166
,,,,,,,,187,11745.756460329623,3355.1068230099586,1601.3023015935544
,,,,,,,,188,11543.966801800401,3298.1559329231304,1573.331955714191
,,,,,,,,189,11140.38748474196,3182.255875904323,1518.3902048797272
,,,,,,,,190,10473.083069407703,2991.4204371923215,1427.486580771796
,,,,,,,,191,9711.876535747968,2773.6082610707695,1323.5967246484465
,,,,,,,,192,8988.63043290066,2566.786607597553,1224.7015731464116
,,,,,,,,193,8496.143791044688,2426.9072284369236,1158.771472145055
,,,,,,,,194,8256.393701703038,2357.9666772791848,1124.8074807201137
,,,,,,,,195,8159.494707260789,2330.989939869635,1112.820189628958
,,,,,,,,196,8180.472840078184,2336.9847704050903,1114.818071477484
,,,,,,,,197,8419.223970714243,2404.926183140253,1147.7831219781622
,,,,,,,,198,9137.4752800336,2609.749559768318,1245.679332555934
,,,,,,,,199,10448.109101767948,2984.42646823429,1424.4897579990072
,,,,,,,,200,11087.442673345678,3167.2687995656843,1512.3965593341493
,,,,,,,,201,11136.391649919598,3181.256737481747,1518.3902048797272
,,,,,,,,202,11069.461416645056,3162.2731074528047,1508.4007956370974
,,,,,,,,203,11003.5301420761,3143.289477423862,1500.4092682429937
,,,,,,,,204,10905.63218892826,3115.313601591736,1487.4230362275748
,,,,,,,,205,10698.847736871088,3056.3644346597566,1458.4537494239485
,,,,,,,,206,10538.015385271066,3010.404067221264,1437.4759900144259
,,,,,,,,207,10348.213231208927,2955.451453979588,1410.5045850593256
,,,,,,,,208,10279.285080523203,2936.4678239506457,1401.5141167409588
,,,,,,,,209,10525.028922098394,3006.4075135309604,1434.479167241637
,,,,,,,,210,11391.126119845101,3253.194703907214,1553.3531372289315
,,,,,,,,211,11751.750212563164,3357.1050998551104,1602.3012425178174
,,,,,,,,212,11531.979297333319,3293.160240810251,1572.333014789928
,,,,,,,,213,11121.407269335745,3177.2601837914435,1516.3923230312012
,,,,,,,,214,10410.14867095552,2973.435945585955,1419.4950533776923
,,,,,,,,215,9474.124363817498,2706.6659867581825,1291.630615072031
,,,,,,,,216,8625.009464065824,2462.876211649657,1175.7534678575255
,,,,,,,,217,8081.575928224754,2308.0097561503885,1101.831839462065
,,,,,,,,218,7802.866449365087,2229.07782076689,1063.872084340072
,,,,,,,,219,7700.972661394886,2200.102806512188,1049.8869114003903
,,,,,,,,220,7698.974743983706,2199.1036680896123,1048.8879704761273
,,,,,,,,221,7934.728998502994,2267.045080824775,1081.8530209768057
,,,,,,,,222,8670.961564522973,2476.86414956572,1181.7471134031034
,,,,,,,,223,10012.56310613062,2860.5333038348754,1365.5522434674915
,,,,,,,,224,10647.900842885989,3041.3773583211178,1452.4601038783705
,,,,,,,,225,10689.857108520777,3053.367019392029,1457.4548084996854
,,,,,,,,226,10656.8914712363,3043.3756351662696,1452.4601038783705
,,,,,,,,227,10636.912297124496,3038.37994305339,1450.4622220298447
,,,,,,,,228,10545.008096210198,3012.402344066416,1437.4759900144259
,,,,,,,,229,10423.135134128193,2977.4324992762586,1421.4929352262184
,,,,,,,,230,10330.231974508304,2950.4557618667086,1408.5067032107995
,,,,,,,,231,10214.35276465984,2917.484193921703,1392.523648422592
,,,,,,,,232,10158.411077146788,2901.4979791604883,1384.532121028488
,,,,,,,,233,10372.188240143092,2962.4454229376197,1413.5014078321144
,,,,,,,,234,11172.354163320846,3191.2481217075065,1523.384909501042
,,,,,,,,235,11476.037609820269,3278.173164471612,1564.3414873958243
,,,,,,,,236,11185.340626493518,3195.24467539781,1524.3838504253051
,,,,,,,,237,10750.79358956178,3070.3523725758196,1465.4463358937894
,,,,,,,,238,10045.528743415096,2869.5255496380587,1369.5480071645434
,,,,,,,,239,9124.488816860927,2606.75214450059,1243.6814507074082
,,,,,,,,240,8309.33851309932,2372.9537536178236,1132.7990081142175
,,,,,,,,241,7754.916431496757,2215.089882850827,1056.8794978702313
,,,,,,,,242,7458.225695936466,2130.1631169318734,1016.921860899712
,,,,,,,,243,7314.375642331476,2089.1984416062605,996.9430424144525
,,,,,,,,244,7299.3912617476235,2085.201887915957,994.9451605659265
,,,,,,,,245,7502.179878982435,2142.1527780027845,1022.9155064452899
,,,,,,,,246,8243.407238530366,2354.969262011457,1123.8085397958507
,,,,,,,,247,9571.023358259748,2733.6427241677325,1304.6168470874497
,,,,,,,,248,10280.284039228793,2936.4678239506457,1401.5141167409588
,,,,,,,,249,10420.138258011422,2976.4333608536826,1420.4939943019554
,,,,,,,,250,10454.102854001489,2986.424745079442,1425.4886989232702
,,,,,,,,251,10484.071615169196,2994.4178524600493,1429.4844626203221
,,,,,,,,252,10438.119514712045,2981.4290529665623,1422.4918761504812
,,,,,,,,253,10313.249676513271,2946.459208176405,1406.5088213622737
,,,,,,,,254,10255.310071589038,2929.473854992614,1397.518353043907
,,,,,,,,255,10138.431903034985,2896.5022870476087,1381.5352982556992
,,,,,,,,256,10099.472513516967,2884.5126259766976,1376.5405936343843
,,,,,,,,257,10348.213231208927,2956.450592402164,1411.5035259835886
,,,,,,,,258,11087.442673345678,3167.2687995656843,1511.3976184098863
,,,,,,,,259,11343.176101976771,3240.205904413727,1546.3605507590905
,,,,,,,,260,11076.454127584186,3164.2713842979565,1510.3986774856235
,,,,,,,,261,10624.924792657413,3034.3833893630863,1448.4643401813187
,,,,,,,,262,9916.663070393959,2832.5574280027495,1351.5670705278098
,,,,,,,,263,8983.635639372707,2566.786607597553,1224.7015731464116
,,,,,,,,264,8133.521780915444,2322.9968324890274,1108.824425931906
,,,,,,,,265,7617.060130125308,2176.123484370366,1038.8985612334975
,,,,,,,,266,7344.344403499183,2097.191548986868,1000.9388061115044
,,,,,,,,267,7239.453739412211,2067.21739630959,986.9536331718227
,,,,,,,,268,7289.401674691721,2082.204472648229,992.9472787174005
,,,,,,,,269,7524.15697050542,2149.146746960816,1025.9123292180789
,,,,,,,,270,8305.342678276958,2371.9546151952477,1131.8000671899545
,,,,,,,,271,9630.960880595161,2751.627215774099,1312.6083744815537
,,,,,,,,272,10276.288204406432,2935.4686855280697,1401.5141167409588
,,,,,,,,273,10359.20177697042,2958.448869247316,1412.5024669078514
,,,,,,,,274,10374.186157554273,2963.4445613601956,1414.5003487563774
,,,,,,,,275,10354.20698344247,2957.44973082474,1411.5035259835886
,,,,,,,,276,10299.264254635007,2942.462654486101,1403.5119985894846
,,,,,,,,277,10236.329856182825,2923.4790244571586,1395.5204711953809
,,,,,,,,278,10233.332980066054,2922.4798860345827,1395.5204711953809
,,,,,,,,279,10157.412118441198,2901.4979791604883,1384.532121028488
,,,,,,,,280,10193.374631842446,2912.4885018088235,1389.526825649803
,,,,,,,,281,10560.99143549964,3017.3980361792956,1439.473871862952
,,,,,,,,282,11247.27606624011,3213.229167004177,1533.374318743672
,,,,,,,,283,11394.12299596187,3254.1938423297897,1553.3531372289315
,,,,,,,,284,11109.419764868662,3173.26363010114,1514.3944411826753
,,,,,,,,285,10667.880016997793,3047.3721888565733,1454.4579857268966
,,,,,,,,286,9955.622459911978,2843.5479506510846,1356.5617751491247
,,,,,,,,287,9015.602317951594,2575.7788534007364,1229.6962777677265
,,,,,,,,288,8178.474922667004,2335.9856319825144,1114.818071477484
,,,,,,,,289,7603.074708247045,2172.1269306800623,1036.9006793849717
,,,,,,,,290,7276.415211519049,2078.2079189579254,991.9483377931376
,,,,,,,,291,7102.596396746353,2029.250136251705,967.9737556108261
,,,,,,,,292,7074.625552989827,2021.2570288710976,963.9779919137742
,,,,,,,,293,7258.433954818425,2073.2122268450457,988.9515150203487
,,,,,,,,294,7932.731081091813,2266.045942402199,1081.8530209768057
,,,,,,,,295,9180.430504373979,2622.738359261805,1251.672978101512
,,,,,,,,296,9924.65474003868,2834.5557048479013,1352.5660114520729
,,,,,,,,297,10134.436068212624,2894.504010202457,1381.5352982556992
,,,,,,,,298,10188.379838314495,2910.4902249636716,1388.52788472554
,,,,,,,,299,10202.365260192757,2914.4867786539753,1391.524707498329
,,,,,,,,300,10124.446481156721,2892.505733357305,1380.5363573314362
,,,,,,,,301,9953.624542500796,2842.5488122285087,1356.5617751491247
,,,,,,,,302,9831.751580418791,2808.578105860927,1340.578720360917
,,,,,,,,303,9666.923393996407,2761.6185999998584,1317.6030791028686
,,,,,,,,304,9578.01606919888,2736.6401394354602,1306.6147289359758
,,,,,,,,305,9746.840090443624,2783.5996452965287,1328.5914292697612
,,,,,,,,306,10412.1465883667,2973.435945585955,1419.4950533776923
,,,,,,,,307,10720.824828394074,3062.359265195212,1461.4505721967375
,,,,,,,,308,10454.102854001489,2986.424745079442,1425.4886989232702
,,,,,,,,309,10101.470430928146,2885.5117643992735,1376.5405936343843
,,,,,,,,310,9597.995243310685,2741.63583154834,1308.6126107845018
,,,,,,,,311,8892.730397164,2540.809008610579,1212.7142820552558
,,,,,,,,312,8160.49366596638,2330.989939869635,1112.820189628958
,,,,,,,,313,7618.059088830899,2176.123484370366,1038.8985612334975
,,,,,,,,314,7311.378766214706,2088.1993031836846,996.9430424144525
,,,,,,,,315,7167.528712609716,2047.2346278580717,976.9642239291929
,,,,,,,,316,7107.591190274305,2030.249274674281,967.9737556108261
,,,,,,,,317,7180.515175782389,2051.2311815483754,978.9621057777189
,,,,,,,,318,7485.197580987401,2138.156224312481,1019.918683672501
,,,,,,,,319,7962.699842259519,2275.0381882053825,1084.8498437495946
,,,,,,,,320,8478.162534344065,2421.911536324044,1155.7746493722661
,,,,,,,,321,9044.57212041371,2583.7719607813438,1232.6931005405154
,,,,,,,,322,9368.234741024937,2676.6918340809048,1276.6465012080864
,,,,,,,,323,9465.133735467187,2703.6685714904547,1290.631674147768
,,,,,,,,324,9387.214956431151,2681.6875261937844,1279.6433239808753
,,,,,,,,325,9203.406554602552,2628.7331897972604,1254.6698008743008
,,,,,,,,326,8977.641887139167,2564.788330752401,1223.7026322221486
,,,,,,,,327,8836.788709650948,2523.8236554267883,1204.722754661152
,,,,,,,,328,8845.779338001259,2526.821070694516,1205.7216955854149
,,,,,,,,329,9146.46590838391,2611.7478366134696,1246.678273480197
,,,,,,,,330,9888.692226637433,2824.564320622142,1347.571306830758
,,,,,,,,331,10192.375673136856,2911.4893633862475,1389.526825649803
,,,,,,,,332,9924.65474003868,2835.5548432704772,1352.5660114520729
,,,,,,,,333,9614.977541305718,2746.6315236612195,1310.6104926330277
,,,,,,,,334,9170.440917318076,2619.740943994077,1250.674037177249
,,,,,,,,335,8572.064652669544,2448.888273733594,1168.7608813876848
,,,,,,,,336,7962.699842259519,2275.0381882053825,1084.8498437495946
,,,,,,,,337,6481.244081869246,1851.4034970331902,883.063777048473
,,,,,,,,338,6213.523148771072,1774.469838494844,847.1019037750057
,,,,,,,,339,6090.651227983476,1739.4999937046866,830.119908062535
,,,,,,,,340,6088.653310572296,1739.4999937046866,830.119908062535
,,,,,,,,341,6298.434638746238,1799.4482990592421,858.0902539418985
,,,,,,,,342,7001.701567481742,2000.2751219970032,953.9885826711444
,,,,,,,,343,8312.33538921609,2373.9528920403995,1133.7979490384805
,,,,,,,,344,9077.537757698186,2592.764206584527,1237.6878051618303
,,,,,,,,345,9293.312838105672,2654.7107887842344,1266.6570919654566
,,,,,,,,346,9416.184758893267,2689.680633574392,1283.6390876779274
,,,,,,,,347,9571.023358259748,2733.6427241677325,1304.6168470874497
,,,,,,,,348,9649.941096001374,2756.6229078869787,1315.6051972543426
,,,,,,,,349,9653.936930823735,2757.6220463095547,1316.6041381786056
,,,,,,,,350,9690.898402930572,2767.613430535314,1320.5999018756575
,,,,,,,,351,9614.977541305718,2746.6315236612195,1310.6104926330277
,,,,,,,,352,9503.094166279614,2714.65909413879,1295.626378769083
,,,,,,,,353,9430.170180771529,2693.6771872646955,1285.6369695264532
,,,,,,,,354,9428.17226336035,2692.6780488421196,1285.6369695264532
,,,,,,,,355,9500.097290162843,2713.659955716214,1295.626378769083
,,,,,,,,356,10023.55165189211,2862.531580680027,1366.5511843917545
,,,,,,,,357,9792.792190900773,2797.5875832125917,1335.5840157396021
,,,,,,,,358,9043.57316170812,2582.772822358768,1232.6931005405154
,,,,,,,,359,8075.582175991212,2307.0106177278126,1100.8328985378023
,,,,,,,,360,7214.479771772456,2061.2225657741346,982.9578694747707
,,,,,,,,361,6650.06810311399,1899.3621413168346,907.0383592307844
,,,,,,,,362,6357.37320237606,1816.4336522430328,867.0807222602652
,,,,,,,,363,6222.513777121383,1777.4672537625718,848.1008446992687
,,,,,,,,364,6181.556470192185,1765.4775926916607,842.1071991536908
,,,,,,,,365,6376.353417782275,1821.4293443559125,869.0786041087912
,,,,,,,,366,7030.671369943859,2008.2682293776106,957.9843463681963
,,,,,,,,367,8307.34059568814,2372.9537536178236,1132.7990081142175
,,,,,,,,368,9048.56795523607,2584.7710992039197,1233.6920414647784
,,,,,,,,369,9230.378439653488,2636.7262971778678,1258.665564571353
,,,,,,,,370,9325.279516684557,2663.7030345874177,1270.6528556625085
,,,,,,,,371,9458.141024528055,2701.670294645303,1289.632733223505
,,,,,,,,372,9542.053555797633,2725.649616787125,1300.6210833903979
,,,,,,,,373,9580.01398661006,2736.6401394354602,1306.6147289359758
,,,,,,,,374,9655.934848234916,2757.6220463095547,1316.6041381786056
,,,,,,,,375,9629.96192188957,2750.628077351523,1312.6083744815537
,,,,,,,,376,9584.00982143242,2737.639277858036,1306.6147289359758
,,,,,,,,377,9578.01606919888,2735.6410010128843,1305.6157880117128
,,,,,,,,378,9601.991078133045,2742.634969970916,1308.6126107845018
,,,,,,,,379,9613.978582600126,2746.6315236612195,1310.6104926330277
,,,,,,,,380,10122.448563745542,2891.506594934729,1380.5363573314362
,,,,,,,,381,9955.622459911978,2843.5479506510846,1356.5617751491247
,,,,,,,,382,9231.377398359078,2636.7262971778678,1258.665564571353
,,,,,,,,383,8231.419734063284,2350.9727083211533,1121.8106579473247
,,,,,,,,384,7365.322536316577,2103.1863795223235,1003.9356288842934
,,,,,,,,385,6771.941065195995,1934.3319861069922,923.0214140189921
,,,,,,,,386,6458.268031640671,1844.4095280751587,880.066954275684
