Period_Index,Rep_Period,Rep_Period_Index
1,128,10
2,75,8
3,75,8
4,75,8
5,64,6
6,67,7
7,151,11
8,151,11
9,151,11
10,50,4
11,50,4
12,58,5
13,58,5
14,67,7
15,67,7
16,75,8
17,128,10
18,4,1
19,75,8
20,128,10
21,128,10
22,128,10
23,75,8
24,86,9
25,86,9
26,28,2
27,28,2
28,4,1
29,28,2
30,86,9
31,28,2
32,28,2
33,86,9
34,28,2
35,86,9
36,128,10
37,75,8
38,75,8
39,4,1
40,128,10
41,128,10
42,128,10
43,75,8
44,128,10
45,151,11
46,151,11
47,151,11
48,151,11
49,50,4
50,58,5
51,50,4
52,50,4
