Time_Index,MA_flex_coal_supercritical,MA_old_large_coal_PPA,MA_old_large_coal_PPA_InState,MA_solar_pv,MA_solar_pv_PPA,CT_flex_coal_supercritical,CT_old_large_coal_PPA,CT_old_large_coal_PPA_InState,CT_onshore_wind,CT_solar_pv,ME_flex_coal_supercritical,ME_old_large_coal_PPA,ME_old_large_coal_PPA_InState,ME_onshore_wind,MA_battery,CT_battery,ME_battery
2246,0.8,0.8,0.8,0.7257,0.7257,0.8,0.8,0.8,0.998389125,0.7561,0.8,0.8,0.8,0.921190739,1,1,1
2247,0.8,0.8,0.8,0.6541,0.6541,0.8,0.8,0.8,1,0.6999,0.8,0.8,0.8,0.967543125,1,1,1
2248,0.8,0.8,0.8,0.4976,0.4976,0.8,0.8,0.8,1,0.562,0.8,0.8,0.8,0.940983415,1,1,1
2249,0.8,0.8,0.8,0.3381,0.3381,0.8,0.8,0.8,1,0.397,0.8,0.8,0.8,0.944266915,1,1,1
2250,0.8,0.8,0.8,0.147,0.147,0.8,0.8,0.8,1,0.1981,0.8,0.8,0.8,0.916741967,1,1,1
2251,0.8,0.8,0.8,0.0018,0.0018,0.8,0.8,0.8,1,0.024,0.8,0.8,0.8,0.846700251,1,1,1
2252,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.997618616,0,0.8,0.8,0.8,0.853501797,1,1,1
2253,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.994185925,0,0.8,0.8,0.8,0.910622418,1,1,1
2254,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.998086751,0,0.8,0.8,0.8,0.932775259,1,1,1
2255,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.657924652,0,0.8,0.8,0.8,0.990984201,1,1,1
2256,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.962484121,0,0.8,0.8,0.8,0.977195978,1,1,1
2257,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.991599917,0,0.8,0.8,0.8,0.894724727,1,1,1
2258,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.954193056,0,0.8,0.8,0.8,0.924218655,1,1,1
2259,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.72434181,0,0.8,0.8,0.8,0.979826152,1,1,1
2260,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.42536217,0,0.8,0.8,0.8,0.985859513,1,1,1
2261,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.535519063,0,0.8,0.8,0.8,0.987076342,1,1,1
2262,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.578804672,0,0.8,0.8,0.8,0.98782289,1,1,1
2263,0.8,0.8,0.8,0.0491,0.0491,0.8,0.8,0.8,0.737811685,0.0718,0.8,0.8,0.8,0.997210741,1,1,1
2264,0.8,0.8,0.8,0.2422,0.2422,0.8,0.8,0.8,0.556690693,0.2699,0.8,0.8,0.8,0.925343931,1,1,1
2265,0.8,0.8,0.8,0.4257,0.4257,0.8,0.8,0.8,0.760000706,0.4642,0.8,0.8,0.8,0.989134789,1,1,1
2266,0.8,0.8,0.8,0.546,0.546,0.8,0.8,0.8,0.972604573,0.5714,0.8,0.8,0.8,0.997454882,1,1,1
2267,0.8,0.8,0.8,0.6216,0.6216,0.8,0.8,0.8,0.869342744,0.6484,0.8,0.8,0.8,0.99705863,1,1,1
2268,0.8,0.8,0.8,0.5762,0.5762,0.8,0.8,0.8,0.852606177,0.6217,0.8,0.8,0.8,0.987896979,1,1,1
2269,0.8,0.8,0.8,0.5653,0.5653,0.8,0.8,0.8,0.76187408,0.6372,0.8,0.8,0.8,0.949284077,1,1,1
2270,0.8,0.8,0.8,0.6065,0.6065,0.8,0.8,0.8,0.880021572,0.6742,0.8,0.8,0.8,0.97899884,1,1,1
2271,0.8,0.8,0.8,0.6343,0.6343,0.8,0.8,0.8,0.826500237,0.697,0.8,0.8,0.8,0.960594893,1,1,1
2272,0.8,0.8,0.8,0.5315,0.5315,0.8,0.8,0.8,0.835894942,0.5815,0.8,0.8,0.8,0.978394508,1,1,1
2273,0.8,0.8,0.8,0.2983,0.2983,0.8,0.8,0.8,0.838548958,0.3161,0.8,0.8,0.8,0.970323086,1,1,1
2274,0.8,0.8,0.8,0.16,0.16,0.8,0.8,0.8,0.901864767,0.2137,0.8,0.8,0.8,0.895030737,1,1,1
2275,0.8,0.8,0.8,0.014,0.014,0.8,0.8,0.8,0.315919757,0.0404,0.8,0.8,0.8,0.872410417,1,1,1
2276,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.460196376,0,0.8,0.8,0.8,0.877511561,1,1,1
2277,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.896395445,0,0.8,0.8,0.8,0.792083144,1,1,1
2278,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.893864036,0,0.8,0.8,0.8,0.739928126,1,1,1
2279,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.527086258,0,0.8,0.8,0.8,0.825980067,1,1,1
2280,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.765067697,0,0.8,0.8,0.8,0.907684386,1,1,1
2281,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.754010499,0,0.8,0.8,0.8,0.877112508,1,1,1
2282,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.657406449,0,0.8,0.8,0.8,0.787988305,1,1,1
2283,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.565697372,0,0.8,0.8,0.8,0.690844059,1,1,1
2284,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.384382486,0,0.8,0.8,0.8,0.718586206,1,1,1
2285,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.310511202,0,0.8,0.8,0.8,0.776922405,1,1,1
2286,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.326935977,0,0.8,0.8,0.8,0.823327303,1,1,1
2287,0.8,0.8,0.8,0.0569,0.0569,0.8,0.8,0.8,0.159133941,0.0772,0.8,0.8,0.8,0.808087707,1,1,1
2288,0.8,0.8,0.8,0.2498,0.2498,0.8,0.8,0.8,0.078678884,0.2769,0.8,0.8,0.8,0.742047608,1,1,1
2289,0.8,0.8,0.8,0.4465,0.4465,0.8,0.8,0.8,0.042174269,0.4831,0.8,0.8,0.8,0.875864148,1,1,1
2290,0.8,0.8,0.8,0.5542,0.5542,0.8,0.8,0.8,0.198822305,0.6311,0.8,0.8,0.8,0.740602851,1,1,1
2291,0.8,0.8,0.8,0.6096,0.6096,0.8,0.8,0.8,0.211737916,0.7279,0.8,0.8,0.8,0.787062228,1,1,1
2292,0.8,0.8,0.8,0.6639,0.6639,0.8,0.8,0.8,0.510214329,0.745,0.8,0.8,0.8,0.748690844,1,1,1
2293,0.8,0.8,0.8,0.7193,0.7193,0.8,0.8,0.8,0.623225749,0.764,0.8,0.8,0.8,0.726950407,1,1,1
2294,0.8,0.8,0.8,0.737,0.737,0.8,0.8,0.8,0.777524769,0.7684,0.8,0.8,0.8,0.753498971,1,1,1
2295,0.8,0.8,0.8,0.6988,0.6988,0.8,0.8,0.8,0.76534605,0.7296,0.8,0.8,0.8,0.862816274,1,1,1
2296,0.8,0.8,0.8,0.562,0.562,0.8,0.8,0.8,0.883258581,0.6023,0.8,0.8,0.8,0.892723799,1,1,1
2297,0.8,0.8,0.8,0.385,0.385,0.8,0.8,0.8,0.962014854,0.435,0.8,0.8,0.8,0.922289252,1,1,1
2298,0.8,0.8,0.8,0.1601,0.1601,0.8,0.8,0.8,0.870566249,0.2154,0.8,0.8,0.8,0.879584551,1,1,1
2299,0.8,0.8,0.8,0.0192,0.0192,0.8,0.8,0.8,0.766178727,0.0465,0.8,0.8,0.8,0.673972726,1,1,1
2300,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.615167737,0,0.8,0.8,0.8,0.672815204,1,1,1
2301,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.700076938,0,0.8,0.8,0.8,0.797887325,1,1,1
2302,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.962304175,0,0.8,0.8,0.8,0.875704408,1,1,1
2303,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.963409901,0,0.8,0.8,0.8,0.81943959,1,1,1
2304,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.928434312,0,0.8,0.8,0.8,0.726597428,1,1,1
2305,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.932800353,0,0.8,0.8,0.8,0.691079974,1,1,1
2306,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.816264093,0,0.8,0.8,0.8,0.606354475,1,1,1
2307,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.599873602,0,0.8,0.8,0.8,0.600069642,1,1,1
2308,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.567400694,0,0.8,0.8,0.8,0.561338723,1,1,1
2309,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.548834383,0,0.8,0.8,0.8,0.5388906,1,1,1
2310,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.529896438,0,0.8,0.8,0.8,0.545450032,1,1,1
2311,0.8,0.8,0.8,0.0555,0.0555,0.8,0.8,0.8,0.38897422,0.0779,0.8,0.8,0.8,0.575666666,1,1,1
2312,0.8,0.8,0.8,0.241,0.241,0.8,0.8,0.8,0.475962877,0.2745,0.8,0.8,0.8,0.428089738,1,1,1
2313,0.8,0.8,0.8,0.4392,0.4392,0.8,0.8,0.8,0.201170787,0.475,0.8,0.8,0.8,0.688214302,1,1,1
2314,0.8,0.8,0.8,0.6086,0.6086,0.8,0.8,0.8,0.351221025,0.6284,0.8,0.8,0.8,0.597006738,1,1,1
2315,0.8,0.8,0.8,0.7464,0.7464,0.8,0.8,0.8,0.483489156,0.7511,0.8,0.8,0.8,0.527412951,1,1,1
2316,0.8,0.8,0.8,0.757,0.757,0.8,0.8,0.8,0.690884709,0.7673,0.8,0.8,0.8,0.592816889,1,1,1
2317,0.8,0.8,0.8,0.7343,0.7343,0.8,0.8,0.8,0.674337149,0.7677,0.8,0.8,0.8,0.538183451,1,1,1
2318,0.8,0.8,0.8,0.6407,0.6407,0.8,0.8,0.8,0.78685838,0.7558,0.8,0.8,0.8,0.815828443,1,1,1
2319,0.8,0.8,0.8,0.5061,0.5061,0.8,0.8,0.8,0.98402071,0.6718,0.8,0.8,0.8,0.873592973,1,1,1
2320,0.8,0.8,0.8,0.3957,0.3957,0.8,0.8,0.8,0.903760672,0.4877,0.8,0.8,0.8,0.881642699,1,1,1
2321,0.8,0.8,0.8,0.2808,0.2808,0.8,0.8,0.8,0.89791584,0.3224,0.8,0.8,0.8,0.81540525,1,1,1
2322,0.8,0.8,0.8,0.1299,0.1299,0.8,0.8,0.8,0.913399279,0.1501,0.8,0.8,0.8,0.738729358,1,1,1
2323,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.872227252,0.0021,0.8,0.8,0.8,0.75633961,1,1,1
2324,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.404459774,0,0.8,0.8,0.8,0.562729239,1,1,1
2325,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.709199846,0,0.8,0.8,0.8,0.570999205,1,1,1
2326,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.472842991,0,0.8,0.8,0.8,0.593666255,1,1,1
2327,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.227803484,0,0.8,0.8,0.8,0.545581639,1,1,1
2328,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.066427588,0,0.8,0.8,0.8,0.486950397,1,1,1
2329,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.042624444,0,0.8,0.8,0.8,0.500508964,1,1,1
2330,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.034631681,0,0.8,0.8,0.8,0.552823305,1,1,1
2331,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.025138188,0,0.8,0.8,0.8,0.469641715,1,1,1
2332,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.04262846,0,0.8,0.8,0.8,0.411257327,1,1,1
2333,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.044935986,0,0.8,0.8,0.8,0.497995079,1,1,1
2334,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.059543714,0,0.8,0.8,0.8,0.628755212,1,1,1
2335,0.8,0.8,0.8,0.0464,0.0464,0.8,0.8,0.8,0.01316344,0.053,0.8,0.8,0.8,0.687722206,1,1,1
2336,0.8,0.8,0.8,0.209,0.209,0.8,0.8,0.8,0.191697478,0.2357,0.8,0.8,0.8,0.47419405,1,1,1
2337,0.8,0.8,0.8,0.3667,0.3667,0.8,0.8,0.8,0.104705915,0.4154,0.8,0.8,0.8,0.78217864,1,1,1
2338,0.8,0.8,0.8,0.4803,0.4803,0.8,0.8,0.8,0.196067035,0.5534,0.8,0.8,0.8,0.658625841,1,1,1
2339,0.8,0.8,0.8,0.4824,0.4824,0.8,0.8,0.8,0.483586341,0.5898,0.8,0.8,0.8,0.764708459,1,1,1
2340,0.8,0.8,0.8,0.45,0.45,0.8,0.8,0.8,0.573670864,0.5845,0.8,0.8,0.8,0.767407298,1,1,1
2341,0.8,0.8,0.8,0.4528,0.4528,0.8,0.8,0.8,0.536878049,0.6481,0.8,0.8,0.8,0.840754867,1,1,1
2342,0.8,0.8,0.8,0.4866,0.4866,0.8,0.8,0.8,0.59938544,0.6926,0.8,0.8,0.8,0.879485726,1,1,1
2343,0.8,0.8,0.8,0.5044,0.5044,0.8,0.8,0.8,0.588528514,0.665,0.8,0.8,0.8,0.964078307,1,1,1
2344,0.8,0.8,0.8,0.4501,0.4501,0.8,0.8,0.8,0.644405365,0.5611,0.8,0.8,0.8,0.928479791,1,1,1
2345,0.8,0.8,0.8,0.3317,0.3317,0.8,0.8,0.8,0.733738005,0.4108,0.8,0.8,0.8,0.86791718,1,1,1
2346,0.8,0.8,0.8,0.1451,0.1451,0.8,0.8,0.8,0.749747097,0.1975,0.8,0.8,0.8,0.767240405,1,1,1
2347,0.8,0.8,0.8,0.0059,0.0059,0.8,0.8,0.8,0.759497046,0.0421,0.8,0.8,0.8,0.744647205,1,1,1
2348,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.785305142,0,0.8,0.8,0.8,0.779281855,1,1,1
2349,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.850022435,0,0.8,0.8,0.8,0.655122697,1,1,1
2350,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.948854566,0,0.8,0.8,0.8,0.552358508,1,1,1
2351,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.956380665,0,0.8,0.8,0.8,0.597885609,1,1,1
2352,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.985048413,0,0.8,0.8,0.8,0.582608342,1,1,1
2353,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.968510509,0,0.8,0.8,0.8,0.531838179,1,1,1
2354,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.989876866,0,0.8,0.8,0.8,0.526962578,1,1,1
2355,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.995388389,0,0.8,0.8,0.8,0.54357326,1,1,1
2356,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.991017282,0,0.8,0.8,0.8,0.476503402,1,1,1
2357,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.990352869,0,0.8,0.8,0.8,0.398805112,1,1,1
2358,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.986146748,0,0.8,0.8,0.8,0.37803036,1,1,1
2359,0.8,0.8,0.8,0.0445,0.0445,0.8,0.8,0.8,0.989968061,0.0573,0.8,0.8,0.8,0.31956315,1,1,1
2360,0.8,0.8,0.8,0.2149,0.2149,0.8,0.8,0.8,0.936056614,0.2177,0.8,0.8,0.8,0.42311132,1,1,1
2361,0.8,0.8,0.8,0.3872,0.3872,0.8,0.8,0.8,1,0.4045,0.8,0.8,0.8,0.254698783,1,1,1
2362,0.8,0.8,0.8,0.5191,0.5191,0.8,0.8,0.8,1,0.5333,0.8,0.8,0.8,0.270733297,1,1,1
2363,0.8,0.8,0.8,0.6164,0.6164,0.8,0.8,0.8,1,0.587,0.8,0.8,0.8,0.315643668,1,1,1
2364,0.8,0.8,0.8,0.6094,0.6094,0.8,0.8,0.8,1,0.6136,0.8,0.8,0.8,0.4028427,1,1,1
2365,0.8,0.8,0.8,0.6213,0.6213,0.8,0.8,0.8,1,0.6059,0.8,0.8,0.8,0.449915528,1,1,1
2366,0.8,0.8,0.8,0.5855,0.5855,0.8,0.8,0.8,1,0.5508,0.8,0.8,0.8,0.511507988,1,1,1
2367,0.8,0.8,0.8,0.5484,0.5484,0.8,0.8,0.8,1,0.5046,0.8,0.8,0.8,0.512469947,1,1,1
2368,0.8,0.8,0.8,0.4324,0.4324,0.8,0.8,0.8,0.999761462,0.396,0.8,0.8,0.8,0.600891352,1,1,1
2369,0.8,0.8,0.8,0.2942,0.2942,0.8,0.8,0.8,1,0.3157,0.8,0.8,0.8,0.55519104,1,1,1
2370,0.8,0.8,0.8,0.1239,0.1239,0.8,0.8,0.8,0.97358191,0.1728,0.8,0.8,0.8,0.522832215,1,1,1
2371,0.8,0.8,0.8,0.0042,0.0042,0.8,0.8,0.8,0.916173577,0.0254,0.8,0.8,0.8,0.514124274,1,1,1
2372,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.504913807,0,0.8,0.8,0.8,0.656376719,1,1,1
2373,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.483559906,0,0.8,0.8,0.8,0.538660765,1,1,1
2374,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.404603273,0,0.8,0.8,0.8,0.435865611,1,1,1
2375,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.559817672,0,0.8,0.8,0.8,0.442083746,1,1,1
2376,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.43195039,0,0.8,0.8,0.8,0.497571468,1,1,1
2377,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.801479816,0,0.8,0.8,0.8,0.581782818,1,1,1
2378,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.83980149,0,0.8,0.8,0.8,0.595689774,1,1,1
2379,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.880831182,0,0.8,0.8,0.8,0.595840871,1,1,1
2380,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.87968725,0,0.8,0.8,0.8,0.547282517,1,1,1
2381,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.983528793,0,0.8,0.8,0.8,0.512071192,1,1,1
2382,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.861405969,0,0.8,0.8,0.8,0.4476614,1,1,1
2383,0.8,0.8,0.8,0.0596,0.0596,0.8,0.8,0.8,0.666822255,0.0855,0.8,0.8,0.8,0.436473608,1,1,1
2384,0.8,0.8,0.8,0.2421,0.2421,0.8,0.8,0.8,0.637812197,0.2731,0.8,0.8,0.8,0.2730335,1,1,1
2385,0.8,0.8,0.8,0.4408,0.4408,0.8,0.8,0.8,0.925808966,0.4671,0.8,0.8,0.8,0.232217997,1,1,1
2386,0.8,0.8,0.8,0.5842,0.5842,0.8,0.8,0.8,0.981597066,0.608,0.8,0.8,0.8,0.195289731,1,1,1
2387,0.8,0.8,0.8,0.6896,0.6896,0.8,0.8,0.8,0.962186873,0.7062,0.8,0.8,0.8,0.213924885,1,1,1
2388,0.8,0.8,0.8,0.6858,0.6858,0.8,0.8,0.8,0.838697433,0.6378,0.8,0.8,0.8,0.212225169,1,1,1
2389,0.8,0.8,0.8,0.6341,0.6341,0.8,0.8,0.8,0.858128905,0.5752,0.8,0.8,0.8,0.302501947,1,1,1
2390,0.8,0.8,0.8,0.5742,0.5742,0.8,0.8,0.8,0.714092791,0.5323,0.8,0.8,0.8,0.325241268,1,1,1
2391,0.8,0.8,0.8,0.5271,0.5271,0.8,0.8,0.8,0.506495476,0.5201,0.8,0.8,0.8,0.364710987,1,1,1
2392,0.8,0.8,0.8,0.4501,0.4501,0.8,0.8,0.8,0.643713951,0.4571,0.8,0.8,0.8,0.458459675,1,1,1
2393,0.8,0.8,0.8,0.3211,0.3211,0.8,0.8,0.8,0.802486479,0.339,0.8,0.8,0.8,0.317824125,1,1,1
2394,0.8,0.8,0.8,0.1502,0.1502,0.8,0.8,0.8,0.414806664,0.1788,0.8,0.8,0.8,0.338354707,1,1,1
2395,0.8,0.8,0.8,0.0118,0.0118,0.8,0.8,0.8,0.449268788,0.0161,0.8,0.8,0.8,0.352551579,1,1,1
2396,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.433795214,0,0.8,0.8,0.8,0.378010601,1,1,1
2397,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.723540962,0,0.8,0.8,0.8,0.339033753,1,1,1
2398,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.847964466,0,0.8,0.8,0.8,0.314579666,1,1,1
2399,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.431865871,0,0.8,0.8,0.8,0.171525747,1,1,1
2400,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.263614535,0,0.8,0.8,0.8,0.185047239,1,1,1
2401,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.383512288,0,0.8,0.8,0.8,0.145755634,1,1,1
2402,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.467303038,0,0.8,0.8,0.8,0.171004862,1,1,1
2403,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.669023633,0,0.8,0.8,0.8,0.137060583,1,1,1
2404,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.578121424,0,0.8,0.8,0.8,0.107461967,1,1,1
2405,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.668174863,0,0.8,0.8,0.8,0.092926241,1,1,1
2406,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.84716779,0,0.8,0.8,0.8,0.117547646,1,1,1
2407,0.8,0.8,0.8,0.0674,0.0674,0.8,0.8,0.8,0.639957428,0.0783,0.8,0.8,0.8,0.091541469,1,1,1
2408,0.8,0.8,0.8,0.2425,0.2425,0.8,0.8,0.8,0.382031947,0.2579,0.8,0.8,0.8,0.06851235,1,1,1
2409,0.8,0.8,0.8,0.4158,0.4158,0.8,0.8,0.8,0.377838641,0.4056,0.8,0.8,0.8,0.033707358,1,1,1
2410,0.8,0.8,0.8,0.5463,0.5463,0.8,0.8,0.8,0.241989717,0.5052,0.8,0.8,0.8,0.037563592,1,1,1
2411,0.8,0.8,0.8,0.6386,0.6386,0.8,0.8,0.8,0.140842691,0.6202,0.8,0.8,0.8,0.010733934,1,1,1
2412,0.8,0.8,0.8,0.6422,0.6422,0.8,0.8,0.8,0.17344895,0.6711,0.8,0.8,0.8,0.042396054,1,1,1
2413,0.8,0.8,0.8,0.619,0.619,0.8,0.8,0.8,0.254069537,0.6594,0.8,0.8,0.8,0.067424588,1,1,1
2414,0.8,0.8,0.8,0.535,0.535,0.8,0.8,0.8,0.348766774,0.6022,0.8,0.8,0.8,0.222026736,1,1,1
2415,0.8,0.8,0.8,0.4947,0.4947,0.8,0.8,0.8,0.318340123,0.4993,0.8,0.8,0.8,0.20043698,1,1,1
2416,0.8,0.8,0.8,0.436,0.436,0.8,0.8,0.8,0.412772506,0.4129,0.8,0.8,0.8,0.232668549,1,1,1
2417,0.8,0.8,0.8,0.31,0.31,0.8,0.8,0.8,0.438966453,0.3183,0.8,0.8,0.8,0.227826118,1,1,1
2418,0.8,0.8,0.8,0.141,0.141,0.8,0.8,0.8,0.478521466,0.1614,0.8,0.8,0.8,0.264879882,1,1,1
2419,0.8,0.8,0.8,0.0057,0.0057,0.8,0.8,0.8,0.204736024,0.0049,0.8,0.8,0.8,0.420176864,1,1,1
2420,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.121209301,0,0.8,0.8,0.8,0.391947001,1,1,1
2421,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.262892365,0,0.8,0.8,0.8,0.633731902,1,1,1
2422,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.302317798,0,0.8,0.8,0.8,0.606936872,1,1,1
2423,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.392155528,0,0.8,0.8,0.8,0.802681684,1,1,1
2424,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.485296309,0,0.8,0.8,0.8,0.80059278,1,1,1
2425,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.56743139,0,0.8,0.8,0.8,0.656539202,1,1,1
2426,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.493387401,0,0.8,0.8,0.8,0.603969455,1,1,1
2427,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.537232339,0,0.8,0.8,0.8,0.611808419,1,1,1
2428,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.715105534,0,0.8,0.8,0.8,0.658338726,1,1,1
2429,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.877000749,0,0.8,0.8,0.8,0.734204531,1,1,1
2430,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.858959556,0,0.8,0.8,0.8,0.757275045,1,1,1
2431,0.8,0.8,0.8,0.0646,0.0646,0.8,0.8,0.8,0.616436839,0.0723,0.8,0.8,0.8,0.733292341,1,1,1
2432,0.8,0.8,0.8,0.24,0.24,0.8,0.8,0.8,0.389255017,0.2571,0.8,0.8,0.8,0.539027035,1,1,1
2433,0.8,0.8,0.8,0.4124,0.4124,0.8,0.8,0.8,0.38474685,0.434,0.8,0.8,0.8,0.465032071,1,1,1
2434,0.8,0.8,0.8,0.5387,0.5387,0.8,0.8,0.8,0.668079793,0.5476,0.8,0.8,0.8,0.492129922,1,1,1
2435,0.8,0.8,0.8,0.5942,0.5942,0.8,0.8,0.8,0.445153713,0.6195,0.8,0.8,0.8,0.73795259,1,1,1
2436,0.8,0.8,0.8,0.5769,0.5769,0.8,0.8,0.8,0.568499982,0.6025,0.8,0.8,0.8,0.587795615,1,1,1
2437,0.8,0.8,0.8,0.5447,0.5447,0.8,0.8,0.8,0.738960683,0.5788,0.8,0.8,0.8,0.767164946,1,1,1
2438,0.8,0.8,0.8,0.5418,0.5418,0.8,0.8,0.8,0.373366296,0.5354,0.8,0.8,0.8,0.799923062,1,1,1
2439,0.8,0.8,0.8,0.534,0.534,0.8,0.8,0.8,0.478745103,0.5095,0.8,0.8,0.8,0.739777803,1,1,1
2440,0.8,0.8,0.8,0.4351,0.4351,0.8,0.8,0.8,0.828541756,0.4716,0.8,0.8,0.8,0.763988495,1,1,1
2441,0.8,0.8,0.8,0.2974,0.2974,0.8,0.8,0.8,0.843423724,0.3522,0.8,0.8,0.8,0.555624962,1,1,1
2442,0.8,0.8,0.8,0.1269,0.1269,0.8,0.8,0.8,0.512844622,0.1757,0.8,0.8,0.8,0.31314072,1,1,1
2443,0.8,0.8,0.8,0.0095,0.0095,0.8,0.8,0.8,0.055336319,0.0216,0.8,0.8,0.8,0.177619845,1,1,1
2444,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.03674832,0,0.8,0.8,0.8,0.149904311,1,1,1
2445,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.053960145,0,0.8,0.8,0.8,0.207764819,1,1,1
2446,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.029006636,0,0.8,0.8,0.8,0.272393882,1,1,1
2447,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.052046131,0,0.8,0.8,0.8,0.328873366,1,1,1
2448,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.100355022,0,0.8,0.8,0.8,0.322962523,1,1,1
2449,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.41157797,0,0.8,0.8,0.8,0.359508932,1,1,1
