Time_Index,MA_flex_coal_supercritical,MA_old_large_coal_PPA,MA_old_large_coal_PPA_InState,MA_solar_pv,MA_solar_pv_PPA,CT_flex_coal_supercritical,CT_old_large_coal_PPA,CT_old_large_coal_PPA_InState,CT_onshore_wind,CT_solar_pv,ME_flex_coal_supercritical,ME_old_large_coal_PPA,ME_old_large_coal_PPA_InState,ME_onshore_wind,MA_battery,CT_battery,ME_battery
4114,0.8,0.8,0.8,0.4981,0.4981,0.8,0.8,0.8,0.392703414,0.5056,0.8,0.8,0.8,0.124634564,1,1,1
4115,0.8,0.8,0.8,0.7094,0.7094,0.8,0.8,0.8,0.343956143,0.7166,0.8,0.8,0.8,0.201892465,1,1,1
4116,0.8,0.8,0.8,0.6284,0.6284,0.8,0.8,0.8,0.32486552,0.6408,0.8,0.8,0.8,0.264532179,1,1,1
4117,0.8,0.8,0.8,0.5976,0.5976,0.8,0.8,0.8,0.498742372,0.6134,0.8,0.8,0.8,0.102589399,1,1,1
4118,0.8,0.8,0.8,0.6137,0.6137,0.8,0.8,0.8,0.226122901,0.6356,0.8,0.8,0.8,0.092956915,1,1,1
4119,0.8,0.8,0.8,0.5524,0.5524,0.8,0.8,0.8,0.19922635,0.5786,0.8,0.8,0.8,0.08374697,1,1,1
4120,0.8,0.8,0.8,0.4502,0.4502,0.8,0.8,0.8,0.123126708,0.4832,0.8,0.8,0.8,0.066913344,1,1,1
4121,0.8,0.8,0.8,0.3184,0.3184,0.8,0.8,0.8,0.134108841,0.3605,0.8,0.8,0.8,0.075790092,1,1,1
4122,0.8,0.8,0.8,0.157,0.157,0.8,0.8,0.8,0.138937175,0.2053,0.8,0.8,0.8,0.068963557,1,1,1
4123,0.8,0.8,0.8,0.074,0.074,0.8,0.8,0.8,0.044449497,0.1019,0.8,0.8,0.8,0.097002417,1,1,1
4124,0.8,0.8,0.8,0.0333,0.0333,0.8,0.8,0.8,0.136284024,0.0425,0.8,0.8,0.8,0.179200709,1,1,1
4125,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.051417522,0,0.8,0.8,0.8,0.189838752,1,1,1
4126,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.094535545,0,0.8,0.8,0.8,0.232443228,1,1,1
4127,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.160265326,0,0.8,0.8,0.8,0.264147133,1,1,1
4128,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.272460938,0,0.8,0.8,0.8,0.237362742,1,1,1
4129,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.481402189,0,0.8,0.8,0.8,0.303661942,1,1,1
4130,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.544087946,0,0.8,0.8,0.8,0.401011765,1,1,1
4131,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.510268867,0,0.8,0.8,0.8,0.460092008,1,1,1
4132,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.595044971,0,0.8,0.8,0.8,0.531506181,1,1,1
4133,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.547915876,0,0.8,0.8,0.8,0.566735566,1,1,1
4134,0.8,0.8,0.8,0.1089,0.1089,0.8,0.8,0.8,0.361241817,0.0959,0.8,0.8,0.8,0.605379164,1,1,1
4135,0.8,0.8,0.8,0.092,0.092,0.8,0.8,0.8,0.301407814,0.1187,0.8,0.8,0.8,0.326179266,1,1,1
4136,0.8,0.8,0.8,0.2267,0.2267,0.8,0.8,0.8,0.200391904,0.2371,0.8,0.8,0.8,0.207207203,1,1,1
4137,0.8,0.8,0.8,0.3764,0.3764,0.8,0.8,0.8,0.096890703,0.3797,0.8,0.8,0.8,0.188235298,1,1,1
4138,0.8,0.8,0.8,0.4909,0.4909,0.8,0.8,0.8,0.215718269,0.4531,0.8,0.8,0.8,0.180048719,1,1,1
4139,0.8,0.8,0.8,0.5724,0.5724,0.8,0.8,0.8,0.113970622,0.5043,0.8,0.8,0.8,0.19692418,1,1,1
4140,0.8,0.8,0.8,0.6002,0.6002,0.8,0.8,0.8,0.066572145,0.5887,0.8,0.8,0.8,0.309986711,1,1,1
4141,0.8,0.8,0.8,0.6122,0.6122,0.8,0.8,0.8,0.030067835,0.5789,0.8,0.8,0.8,0.312495291,1,1,1
4142,0.8,0.8,0.8,0.5975,0.5975,0.8,0.8,0.8,0.027404794,0.568,0.8,0.8,0.8,0.366684258,1,1,1
4143,0.8,0.8,0.8,0.5315,0.5315,0.8,0.8,0.8,0.032034814,0.3858,0.8,0.8,0.8,0.546130419,1,1,1
4144,0.8,0.8,0.8,0.3419,0.3419,0.8,0.8,0.8,0.320604116,0.2035,0.8,0.8,0.8,0.580540597,1,1,1
4145,0.8,0.8,0.8,0.1672,0.1672,0.8,0.8,0.8,0.087928981,0.1565,0.8,0.8,0.8,0.504089952,1,1,1
4146,0.8,0.8,0.8,0.0733,0.0733,0.8,0.8,0.8,0.274061024,0.0803,0.8,0.8,0.8,0.489174366,1,1,1
4147,0.8,0.8,0.8,0.0088,0.0088,0.8,0.8,0.8,0.161947623,0.011,0.8,0.8,0.8,0.310073972,1,1,1
4148,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.016573334,0,0.8,0.8,0.8,0.207239971,1,1,1
4149,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.025352208,0,0.8,0.8,0.8,0.238678336,1,1,1
4150,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.206886709,0,0.8,0.8,0.8,0.285301805,1,1,1
4151,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.302340716,0,0.8,0.8,0.8,0.397995293,1,1,1
4152,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.39352867,0,0.8,0.8,0.8,0.417964309,1,1,1
4153,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.744931817,0,0.8,0.8,0.8,0.286334306,1,1,1
4154,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.589511573,0,0.8,0.8,0.8,0.154881313,1,1,1
4155,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.623819411,0,0.8,0.8,0.8,0.091030635,1,1,1
4156,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.623697937,0,0.8,0.8,0.8,0.113001153,1,1,1
4157,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.575999022,0,0.8,0.8,0.8,0.187403023,1,1,1
4158,0.8,0.8,0.8,0.0043,0.0043,0.8,0.8,0.8,0.583417833,0.0043,0.8,0.8,0.8,0.258703768,1,1,1
4159,0.8,0.8,0.8,0.0623,0.0623,0.8,0.8,0.8,0.491086632,0.0961,0.8,0.8,0.8,0.262409121,1,1,1
4160,0.8,0.8,0.8,0.2003,0.2003,0.8,0.8,0.8,0.332933605,0.2305,0.8,0.8,0.8,0.067934118,1,1,1
4161,0.8,0.8,0.8,0.3362,0.3362,0.8,0.8,0.8,0.225157857,0.3627,0.8,0.8,0.8,0.096608877,1,1,1
4162,0.8,0.8,0.8,0.4571,0.4571,0.8,0.8,0.8,0.25522694,0.4839,0.8,0.8,0.8,0.107106686,1,1,1
4163,0.8,0.8,0.8,0.5548,0.5548,0.8,0.8,0.8,0.273181945,0.5896,0.8,0.8,0.8,0.10371834,1,1,1
4164,0.8,0.8,0.8,0.5854,0.5854,0.8,0.8,0.8,0.189565584,0.6302,0.8,0.8,0.8,0.158334956,1,1,1
4165,0.8,0.8,0.8,0.6017,0.6017,0.8,0.8,0.8,0.322386295,0.6216,0.8,0.8,0.8,0.320788473,1,1,1
4166,0.8,0.8,0.8,0.6029,0.6029,0.8,0.8,0.8,0.269486487,0.6042,0.8,0.8,0.8,0.296148658,1,1,1
4167,0.8,0.8,0.8,0.541,0.541,0.8,0.8,0.8,0.29595688,0.5685,0.8,0.8,0.8,0.278267741,1,1,1
4168,0.8,0.8,0.8,0.425,0.425,0.8,0.8,0.8,0.446696162,0.4758,0.8,0.8,0.8,0.264398098,1,1,1
4169,0.8,0.8,0.8,0.286,0.286,0.8,0.8,0.8,0.830243707,0.3732,0.8,0.8,0.8,0.439458221,1,1,1
4170,0.8,0.8,0.8,0.1556,0.1556,0.8,0.8,0.8,0.930709779,0.2119,0.8,0.8,0.8,0.425650835,1,1,1
4171,0.8,0.8,0.8,0.072,0.072,0.8,0.8,0.8,0.77305305,0.1158,0.8,0.8,0.8,0.336099029,1,1,1
4172,0.8,0.8,0.8,0.0689,0.0689,0.8,0.8,0.8,0.098763205,0.1682,0.8,0.8,0.8,0.296068668,1,1,1
4173,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.2546314,0,0.8,0.8,0.8,0.144366533,1,1,1
4174,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.467610925,0,0.8,0.8,0.8,0.121841341,1,1,1
4175,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.531553447,0,0.8,0.8,0.8,0.111265451,1,1,1
4176,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.718726754,0,0.8,0.8,0.8,0.181060523,1,1,1
4177,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.64421773,0,0.8,0.8,0.8,0.404956818,1,1,1
4178,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.720784247,0,0.8,0.8,0.8,0.483583599,1,1,1
4179,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.748633087,0,0.8,0.8,0.8,0.462725282,1,1,1
4180,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.748998642,0,0.8,0.8,0.8,0.532577515,1,1,1
4181,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.840037346,0,0.8,0.8,0.8,0.520656109,1,1,1
4182,0.8,0.8,0.8,0.189,0.189,0.8,0.8,0.8,0.847282112,0.2137,0.8,0.8,0.8,0.674610496,1,1,1
4183,0.8,0.8,0.8,0.0883,0.0883,0.8,0.8,0.8,0.242995247,0.1337,0.8,0.8,0.8,0.70495379,1,1,1
4184,0.8,0.8,0.8,0.2346,0.2346,0.8,0.8,0.8,0.216114059,0.2722,0.8,0.8,0.8,0.724631071,1,1,1
4185,0.8,0.8,0.8,0.4067,0.4067,0.8,0.8,0.8,0.055512123,0.4308,0.8,0.8,0.8,0.723815858,1,1,1
4186,0.8,0.8,0.8,0.5354,0.5354,0.8,0.8,0.8,0.164602801,0.5428,0.8,0.8,0.8,0.782191157,1,1,1
4187,0.8,0.8,0.8,0.6306,0.6306,0.8,0.8,0.8,0.048733409,0.6218,0.8,0.8,0.8,0.755230725,1,1,1
4188,0.8,0.8,0.8,0.6745,0.6745,0.8,0.8,0.8,0.064304769,0.6687,0.8,0.8,0.8,0.580811918,1,1,1
4189,0.8,0.8,0.8,0.6685,0.6685,0.8,0.8,0.8,0.051508918,0.6634,0.8,0.8,0.8,0.624726057,1,1,1
4190,0.8,0.8,0.8,0.6592,0.6592,0.8,0.8,0.8,0.043250464,0.6569,0.8,0.8,0.8,0.416231006,1,1,1
4191,0.8,0.8,0.8,0.5789,0.5789,0.8,0.8,0.8,0.029379277,0.5749,0.8,0.8,0.8,0.324977428,1,1,1
4192,0.8,0.8,0.8,0.4474,0.4474,0.8,0.8,0.8,0.047085375,0.3695,0.8,0.8,0.8,0.277542114,1,1,1
4193,0.8,0.8,0.8,0.278,0.278,0.8,0.8,0.8,0.193007842,0.2678,0.8,0.8,0.8,0.240733951,1,1,1
4194,0.8,0.8,0.8,0.1607,0.1607,0.8,0.8,0.8,0.219697356,0.1913,0.8,0.8,0.8,0.142728075,1,1,1
4195,0.8,0.8,0.8,0.0851,0.0851,0.8,0.8,0.8,0.261437625,0.0951,0.8,0.8,0.8,0.135502353,1,1,1
4196,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.179465726,0,0.8,0.8,0.8,0.226941854,1,1,1
4197,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.370052457,0,0.8,0.8,0.8,0.246768013,1,1,1
4198,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.558752239,0,0.8,0.8,0.8,0.299491704,1,1,1
4199,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.56825763,0,0.8,0.8,0.8,0.284923851,1,1,1
4200,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.44103545,0,0.8,0.8,0.8,0.190710425,1,1,1
4201,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.532149136,0,0.8,0.8,0.8,0.12979421,1,1,1
4202,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.69571346,0,0.8,0.8,0.8,0.134520352,1,1,1
4203,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.645955563,0,0.8,0.8,0.8,0.126343921,1,1,1
4204,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.658834159,0,0.8,0.8,0.8,0.133170754,1,1,1
4205,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.38859278,0,0.8,0.8,0.8,0.127621025,1,1,1
4206,0.8,0.8,0.8,0.0729,0.0729,0.8,0.8,0.8,0.416368484,0.0045,0.8,0.8,0.8,0.177199334,1,1,1
4207,0.8,0.8,0.8,0.1009,0.1009,0.8,0.8,0.8,0.143241048,0.0667,0.8,0.8,0.8,0.256902725,1,1,1
4208,0.8,0.8,0.8,0.1676,0.1676,0.8,0.8,0.8,0.010817611,0.0988,0.8,0.8,0.8,0.157415688,1,1,1
4209,0.8,0.8,0.8,0.2093,0.2093,0.8,0.8,0.8,0.029109452,0.1514,0.8,0.8,0.8,0.090606518,1,1,1
4210,0.8,0.8,0.8,0.2328,0.2328,0.8,0.8,0.8,0.021189345,0.2216,0.8,0.8,0.8,0.097034901,1,1,1
4211,0.8,0.8,0.8,0.2979,0.2979,0.8,0.8,0.8,0.0332046,0.2792,0.8,0.8,0.8,0.096120477,1,1,1
4212,0.8,0.8,0.8,0.3235,0.3235,0.8,0.8,0.8,0.029827075,0.3546,0.8,0.8,0.8,0.123008795,1,1,1
4213,0.8,0.8,0.8,0.348,0.348,0.8,0.8,0.8,0.039100565,0.5518,0.8,0.8,0.8,0.166669756,1,1,1
4214,0.8,0.8,0.8,0.4524,0.4524,0.8,0.8,0.8,0.268610835,0.5912,0.8,0.8,0.8,0.321857631,1,1,1
4215,0.8,0.8,0.8,0.4243,0.4243,0.8,0.8,0.8,0.178610861,0.5081,0.8,0.8,0.8,0.225506812,1,1,1
4216,0.8,0.8,0.8,0.3714,0.3714,0.8,0.8,0.8,0.17755425,0.3934,0.8,0.8,0.8,0.24316515,1,1,1
4217,0.8,0.8,0.8,0.2726,0.2726,0.8,0.8,0.8,0.161512882,0.2812,0.8,0.8,0.8,0.26639834,1,1,1
4218,0.8,0.8,0.8,0.1542,0.1542,0.8,0.8,0.8,0.100277871,0.1914,0.8,0.8,0.8,0.306458175,1,1,1
4219,0.8,0.8,0.8,0.0637,0.0637,0.8,0.8,0.8,0.082407333,0.0871,0.8,0.8,0.8,0.39224261,1,1,1
4220,0.8,0.8,0.8,0.0004,0.0004,0.8,0.8,0.8,0.257081002,0.0176,0.8,0.8,0.8,0.428381562,1,1,1
4221,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.543916464,0,0.8,0.8,0.8,0.480648905,1,1,1
4222,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.599047542,0,0.8,0.8,0.8,0.357862949,1,1,1
4223,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.61217916,0,0.8,0.8,0.8,0.367994487,1,1,1
4224,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.950617909,0,0.8,0.8,0.8,0.288708985,1,1,1
4225,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.896876037,0,0.8,0.8,0.8,0.306783319,1,1,1
4226,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.901314676,0,0.8,0.8,0.8,0.208088309,1,1,1
4227,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.905268729,0,0.8,0.8,0.8,0.206422061,1,1,1
4228,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.797776461,0,0.8,0.8,0.8,0.22566399,1,1,1
4229,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.781698048,0,0.8,0.8,0.8,0.207199633,1,1,1
4230,0.8,0.8,0.8,0.1207,0.1207,0.8,0.8,0.8,0.807386637,0.145,0.8,0.8,0.8,0.188211322,1,1,1
4231,0.8,0.8,0.8,0.1022,0.1022,0.8,0.8,0.8,0.689081967,0.1338,0.8,0.8,0.8,0.235068351,1,1,1
4232,0.8,0.8,0.8,0.2362,0.2362,0.8,0.8,0.8,0.417755067,0.2663,0.8,0.8,0.8,0.007317907,1,1,1
4233,0.8,0.8,0.8,0.3808,0.3808,0.8,0.8,0.8,0.616696656,0.4101,0.8,0.8,0.8,0.029855452,1,1,1
4234,0.8,0.8,0.8,0.4803,0.4803,0.8,0.8,0.8,0.423230201,0.5025,0.8,0.8,0.8,0.082278922,1,1,1
4235,0.8,0.8,0.8,0.5357,0.5357,0.8,0.8,0.8,0.739763916,0.5635,0.8,0.8,0.8,0.07017085,1,1,1
4236,0.8,0.8,0.8,0.5432,0.5432,0.8,0.8,0.8,0.850536525,0.5587,0.8,0.8,0.8,0.164885312,1,1,1
4237,0.8,0.8,0.8,0.5438,0.5438,0.8,0.8,0.8,0.987946272,0.5235,0.8,0.8,0.8,0.097375572,1,1,1
4238,0.8,0.8,0.8,0.5222,0.5222,0.8,0.8,0.8,0.992906868,0.5203,0.8,0.8,0.8,0.157152563,1,1,1
4239,0.8,0.8,0.8,0.502,0.502,0.8,0.8,0.8,0.954949856,0.5073,0.8,0.8,0.8,0.218297303,1,1,1
4240,0.8,0.8,0.8,0.413,0.413,0.8,0.8,0.8,0.957483649,0.4417,0.8,0.8,0.8,0.284887314,1,1,1
4241,0.8,0.8,0.8,0.3067,0.3067,0.8,0.8,0.8,0.995159686,0.3374,0.8,0.8,0.8,0.250350595,1,1,1
4242,0.8,0.8,0.8,0.1705,0.1705,0.8,0.8,0.8,0.957313597,0.2166,0.8,0.8,0.8,0.292278349,1,1,1
4243,0.8,0.8,0.8,0.0746,0.0746,0.8,0.8,0.8,0.839267194,0.1064,0.8,0.8,0.8,0.376685798,1,1,1
4244,0.8,0.8,0.8,0.0012,0.0012,0.8,0.8,0.8,0.669839799,0.0064,0.8,0.8,0.8,0.378894359,1,1,1
4245,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.615554631,0,0.8,0.8,0.8,0.538183033,1,1,1
4246,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.531172693,0,0.8,0.8,0.8,0.471059918,1,1,1
4247,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.374284714,0,0.8,0.8,0.8,0.555653691,1,1,1
4248,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.899301589,0,0.8,0.8,0.8,0.535425305,1,1,1
4249,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.987569451,0,0.8,0.8,0.8,0.513603687,1,1,1
4250,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.831888318,0,0.8,0.8,0.8,0.615900338,1,1,1
4251,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.820104659,0,0.8,0.8,0.8,0.617354155,1,1,1
4252,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.661965132,0,0.8,0.8,0.8,0.621548772,1,1,1
4253,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.557559967,0,0.8,0.8,0.8,0.613199234,1,1,1
4254,0.8,0.8,0.8,0.0428,0.0428,0.8,0.8,0.8,0.71585691,0.0797,0.8,0.8,0.8,0.674034238,1,1,1
4255,0.8,0.8,0.8,0.1073,0.1073,0.8,0.8,0.8,0.532644331,0.1161,0.8,0.8,0.8,0.697947621,1,1,1
4256,0.8,0.8,0.8,0.2165,0.2165,0.8,0.8,0.8,0.381418973,0.2643,0.8,0.8,0.8,0.671187818,1,1,1
4257,0.8,0.8,0.8,0.369,0.369,0.8,0.8,0.8,0.719067872,0.423,0.8,0.8,0.8,0.648022175,1,1,1
4258,0.8,0.8,0.8,0.4939,0.4939,0.8,0.8,0.8,0.915469408,0.5249,0.8,0.8,0.8,0.603304744,1,1,1
4259,0.8,0.8,0.8,0.5937,0.5937,0.8,0.8,0.8,0.991534948,0.6044,0.8,0.8,0.8,0.512082815,1,1,1
4260,0.8,0.8,0.8,0.595,0.595,0.8,0.8,0.8,0.994274199,0.645,0.8,0.8,0.8,0.522258401,1,1,1
4261,0.8,0.8,0.8,0.5971,0.5971,0.8,0.8,0.8,0.984071434,0.6586,0.8,0.8,0.8,0.47689867,1,1,1
4262,0.8,0.8,0.8,0.5788,0.5788,0.8,0.8,0.8,0.930274308,0.6612,0.8,0.8,0.8,0.43426013,1,1,1
4263,0.8,0.8,0.8,0.5256,0.5256,0.8,0.8,0.8,0.940155029,0.5838,0.8,0.8,0.8,0.398068488,1,1,1
4264,0.8,0.8,0.8,0.4145,0.4145,0.8,0.8,0.8,0.849161148,0.4878,0.8,0.8,0.8,0.485058069,1,1,1
4265,0.8,0.8,0.8,0.2927,0.2927,0.8,0.8,0.8,0.938407242,0.3664,0.8,0.8,0.8,0.549637675,1,1,1
4266,0.8,0.8,0.8,0.1595,0.1595,0.8,0.8,0.8,0.88310343,0.2178,0.8,0.8,0.8,0.603584647,1,1,1
4267,0.8,0.8,0.8,0.064,0.064,0.8,0.8,0.8,0.43992117,0.1144,0.8,0.8,0.8,0.648020506,1,1,1
4268,0.8,0.8,0.8,0.0001,0.0001,0.8,0.8,0.8,0.482916027,0.0513,0.8,0.8,0.8,0.692086339,1,1,1
4269,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.635671675,0,0.8,0.8,0.8,0.699872613,1,1,1
4270,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.544813573,0,0.8,0.8,0.8,0.714989185,1,1,1
4271,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.408325285,0,0.8,0.8,0.8,0.712729931,1,1,1
4272,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.781023324,0,0.8,0.8,0.8,0.68884778,1,1,1
4273,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.815511405,0,0.8,0.8,0.8,0.677193761,1,1,1
4274,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.918238223,0,0.8,0.8,0.8,0.642627239,1,1,1
4275,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.966636121,0,0.8,0.8,0.8,0.61526072,1,1,1
4276,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.959990978,0,0.8,0.8,0.8,0.540993154,1,1,1
4277,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.725447237,0,0.8,0.8,0.8,0.360586166,1,1,1
4278,0.8,0.8,0.8,0.1196,0.1196,0.8,0.8,0.8,0.245298237,0.1791,0.8,0.8,0.8,0.382705986,1,1,1
4279,0.8,0.8,0.8,0.0917,0.0917,0.8,0.8,0.8,0.279651493,0.1294,0.8,0.8,0.8,0.324572116,1,1,1
4280,0.8,0.8,0.8,0.2305,0.2305,0.8,0.8,0.8,0.388571203,0.2651,0.8,0.8,0.8,0.313019633,1,1,1
4281,0.8,0.8,0.8,0.392,0.392,0.8,0.8,0.8,0.398834586,0.4225,0.8,0.8,0.8,0.382539153,1,1,1
4282,0.8,0.8,0.8,0.5141,0.5141,0.8,0.8,0.8,0.250578254,0.5401,0.8,0.8,0.8,0.442692637,1,1,1
4283,0.8,0.8,0.8,0.6074,0.6074,0.8,0.8,0.8,0.184600756,0.6252,0.8,0.8,0.8,0.367659181,1,1,1
4284,0.8,0.8,0.8,0.6526,0.6526,0.8,0.8,0.8,0.186699167,0.668,0.8,0.8,0.8,0.264581144,1,1,1
4285,0.8,0.8,0.8,0.6509,0.6509,0.8,0.8,0.8,0.201297894,0.6618,0.8,0.8,0.8,0.162649632,1,1,1
4286,0.8,0.8,0.8,0.643,0.643,0.8,0.8,0.8,0.112629965,0.656,0.8,0.8,0.8,0.170286462,1,1,1
4287,0.8,0.8,0.8,0.5701,0.5701,0.8,0.8,0.8,0.120832451,0.5945,0.8,0.8,0.8,0.229917571,1,1,1
4288,0.8,0.8,0.8,0.4684,0.4684,0.8,0.8,0.8,0.072467804,0.4964,0.8,0.8,0.8,0.27787903,1,1,1
4289,0.8,0.8,0.8,0.3352,0.3352,0.8,0.8,0.8,0.054361761,0.3775,0.8,0.8,0.8,0.186267853,1,1,1
4290,0.8,0.8,0.8,0.1631,0.1631,0.8,0.8,0.8,0.092879415,0.2189,0.8,0.8,0.8,0.197896942,1,1,1
4291,0.8,0.8,0.8,0.0781,0.0781,0.8,0.8,0.8,0.072004206,0.1124,0.8,0.8,0.8,0.204321951,1,1,1
4292,0.8,0.8,0.8,0.0021,0.0021,0.8,0.8,0.8,0.066791676,0.0028,0.8,0.8,0.8,0.279196352,1,1,1
4293,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.190585867,0,0.8,0.8,0.8,0.395247966,1,1,1
4294,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.457088739,0,0.8,0.8,0.8,0.468433648,1,1,1
4295,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.45988068,0,0.8,0.8,0.8,0.541697562,1,1,1
4296,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.472866714,0,0.8,0.8,0.8,0.568696082,1,1,1
4297,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.466151059,0,0.8,0.8,0.8,0.517454863,1,1,1
4298,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.474777311,0,0.8,0.8,0.8,0.447129369,1,1,1
4299,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.806126058,0,0.8,0.8,0.8,0.47182405,1,1,1
4300,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.779218495,0,0.8,0.8,0.8,0.564639449,1,1,1
4301,0.8,0.8,0.8,0,0,0.8,0.8,0.8,0.442314804,0,0.8,0.8,0.8,0.589268923,1,1,1
4302,0.8,0.8,0.8,0.0147,0.0147,0.8,0.8,0.8,0.624453485,0.0002,0.8,0.8,0.8,0.552271426,1,1,1
4303,0.8,0.8,0.8,0.0785,0.0785,0.8,0.8,0.8,0.696367621,0.049,0.8,0.8,0.8,0.448346138,1,1,1
4304,0.8,0.8,0.8,0.1559,0.1559,0.8,0.8,0.8,0.65118432,0.159,0.8,0.8,0.8,0.571629047,1,1,1
4305,0.8,0.8,0.8,0.2278,0.2278,0.8,0.8,0.8,0.172671884,0.3285,0.8,0.8,0.8,0.476262391,1,1,1
4306,0.8,0.8,0.8,0.3812,0.3812,0.8,0.8,0.8,0.051805969,0.4663,0.8,0.8,0.8,0.364937067,1,1,1
4307,0.8,0.8,0.8,0.5423,0.5423,0.8,0.8,0.8,0.036903031,0.5564,0.8,0.8,0.8,0.050913945,1,1,1
4308,0.8,0.8,0.8,0.5978,0.5978,0.8,0.8,0.8,0.026239254,0.622,0.8,0.8,0.8,0.459812164,1,1,1
4309,0.8,0.8,0.8,0.6228,0.6228,0.8,0.8,0.8,0.01181122,0.6377,0.8,0.8,0.8,0.493829727,1,1,1
4310,0.8,0.8,0.8,0.6322,0.6322,0.8,0.8,0.8,0.190033689,0.6379,0.8,0.8,0.8,0.625113428,1,1,1
4311,0.8,0.8,0.8,0.569,0.569,0.8,0.8,0.8,0.529028535,0.5803,0.8,0.8,0.8,0.719941199,1,1,1
4312,0.8,0.8,0.8,0.4645,0.4645,0.8,0.8,0.8,0.826584518,0.4878,0.8,0.8,0.8,0.830204546,1,1,1
4313,0.8,0.8,0.8,0.3287,0.3287,0.8,0.8,0.8,0.861350298,0.3666,0.8,0.8,0.8,0.750364959,1,1,1
4314,0.8,0.8,0.8,0.1604,0.1604,0.8,0.8,0.8,0.827531636,0.2138,0.8,0.8,0.8,0.714815617,1,1,1
