Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,39.253000020980835,75113.4131183871,69211.45635698189,0.08527427498366527
2,27.50499987602234,75113.4131183871,73216.65679460426,0.02590607666099589
3,21.688999891281128,75113.4131183871,73684.73136744845,0.01938911528107716
4,13.164000034332275,75113.4131183871,74420.48595982818,0.009310973310937115
