BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.9492860618131876e7,-1.3522708536334247e-9,1.5976735038202088e-9,0.0,0.0,0.0,0.0,0.0,0.0,-3.949286061813187e7
t1,9519.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9519.0
t2,9100.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9100.0
t3,8872.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8872.0
t4,8816.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8816.0
t5,9052.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9052.0
t6,9772.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9772.0
t7,11376.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11376.0
t8,12799.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12799.0
t9,13467.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13467.0
t10,13923.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13923.0
t11,14304.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14304.0
t12,14524.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14524.0
t13,14572.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14572.0
t14,14667.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14667.0
t15,14582.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14582.0
t16,14463.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14463.0
t17,14490.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14490.0
t18,14514.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14514.0
t19,14419.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14419.0
t20,14367.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14367.0
t21,14414.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14414.0
t22,13518.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13518.0
t23,12100.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12100.0
t24,10827.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10827.0
t25,9988.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9988.0
t26,9524.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9524.0
t27,9302.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9302.0
t28,9215.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9215.0
t29,9457.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9457.0
t30,10253.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10253.0
t31,11891.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11891.0
t32,13238.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13238.0
t33,13797.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13797.0
t34,14175.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14175.0
t35,14538.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14538.0
t36,14705.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14705.0
t37,14693.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14693.0
t38,14706.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14706.0
t39,14593.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14593.0
t40,14498.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14498.0
t41,14504.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14504.0
t42,14542.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14542.0
t43,14387.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14387.0
t44,14284.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14284.0
t45,14359.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14359.0
t46,13579.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13579.0
t47,12238.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12238.0
t48,10949.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10949.0
t49,10025.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10025.0
t50,9572.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9572.0
t51,9331.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9331.0
t52,9251.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9251.0
