Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2918359369540556e8,1.9974521947398517e8,0.0,0.0,0.0,0.0,0.0,3.2892881316939074e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55214.312384806115,0.0,0.0,0.0,0.0,0.0,55214.312384806115
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54463.96239450991,0.0,0.0,0.0,0.0,0.0,54463.96239450991
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56059.23971079211,0.0,0.0,0.0,0.0,0.0,56059.23971079211
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55546.005617262876,0.0,0.0,0.0,0.0,0.0,55546.005617262876
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46989.34804146049,0.0,0.0,0.0,0.0,0.0,46989.34804146049
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39150.36019178052,0.0,0.0,0.0,0.0,0.0,39150.36019178052
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34573.971716657084,0.0,0.0,0.0,0.0,0.0,34573.971716657084
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37681.00118852665,0.0,0.0,0.0,0.0,0.0,37681.00118852665
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14772.373244566108,26273.907173511987,0.0,0.0,0.0,0.0,0.0,41046.280418078095
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35623.09230983058,463.57620834118046,0.0,0.0,0.0,0.0,0.0,36086.66851817176
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47729.961444500266,157.3601636956206,0.0,0.0,0.0,0.0,0.0,47887.32160819589
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53841.52226968332,133.641858052247,0.0,0.0,0.0,0.0,0.0,53975.16412773557
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51549.686960239684,276.2131168069261,0.0,0.0,0.0,0.0,0.0,51825.90007704661
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49490.35668218887,478.5190641872013,0.0,0.0,0.0,0.0,0.0,49968.87574637607
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41626.70437043839,6263.817240338274,0.0,0.0,0.0,0.0,0.0,47890.52161077666
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27493.719962202576,12526.75166406784,0.0,0.0,0.0,0.0,0.0,40020.47162627042
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5331.008219792828,8807.2237500934,0.0,0.0,0.0,0.0,0.0,14138.231969886228
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35184.85958094869,0.0,0.0,0.0,0.0,0.0,35184.85958094869
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58706.39790173778,0.0,0.0,0.0,0.0,0.0,58706.39790173778
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57298.417290169535,0.0,0.0,0.0,0.0,0.0,57298.417290169535
