Time_Index,CT_NG,ME_NG,MA_NG,None
153,3.78,3.78,4.28,0.0
154,3.78,3.78,4.28,0.0
155,3.78,3.78,4.28,0.0
156,3.78,3.78,4.28,0.0
157,3.78,3.78,4.28,0.0
158,3.78,3.78,4.28,0.0
159,3.78,3.78,4.28,0.0
160,3.78,3.78,4.28,0.0
161,3.78,3.78,4.28,0.0
162,3.78,3.78,4.28,0.0
163,3.78,3.78,4.28,0.0
164,3.78,3.78,4.28,0.0
165,3.78,3.78,4.28,0.0
166,3.78,3.78,4.28,0.0
167,3.78,3.78,4.28,0.0
168,3.78,3.78,4.28,0.0
169,1.94,1.94,1.95,0.0
170,1.94,1.94,1.95,0.0
171,1.94,1.94,1.95,0.0
172,1.94,1.94,1.95,0.0
173,1.94,1.94,1.95,0.0
174,1.94,1.94,1.95,0.0
175,1.94,1.94,1.95,0.0
176,1.94,1.94,1.95,0.0
177,1.94,1.94,1.95,0.0
178,1.94,1.94,1.95,0.0
179,1.94,1.94,1.95,0.0
180,1.94,1.94,1.95,0.0
181,1.94,1.94,1.95,0.0
182,1.94,1.94,1.95,0.0
183,1.94,1.94,1.95,0.0
184,1.94,1.94,1.95,0.0
185,1.94,1.94,1.95,0.0
186,1.94,1.94,1.95,0.0
187,1.94,1.94,1.95,0.0
188,1.94,1.94,1.95,0.0
189,1.94,1.94,1.95,0.0
190,1.94,1.94,1.95,0.0
191,1.94,1.94,1.95,0.0
192,1.94,1.94,1.95,0.0
193,1.94,1.94,1.95,0.0
194,1.94,1.94,1.95,0.0
195,1.94,1.94,1.95,0.0
196,1.94,1.94,1.95,0.0
197,1.94,1.94,1.95,0.0
198,1.94,1.94,1.95,0.0
199,1.94,1.94,1.95,0.0
200,1.94,1.94,1.95,0.0
201,1.94,1.94,1.95,0.0
202,1.94,1.94,1.95,0.0
203,1.94,1.94,1.95,0.0
204,1.94,1.94,1.95,0.0
205,1.94,1.94,1.95,0.0
206,1.94,1.94,1.95,0.0
207,1.94,1.94,1.95,0.0
208,1.94,1.94,1.95,0.0
209,1.94,1.94,1.95,0.0
210,1.94,1.94,1.95,0.0
211,1.94,1.94,1.95,0.0
212,1.94,1.94,1.95,0.0
213,1.94,1.94,1.95,0.0
214,1.94,1.94,1.95,0.0
215,1.94,1.94,1.95,0.0
216,1.94,1.94,1.95,0.0
217,1.94,1.94,1.95,0.0
218,1.94,1.94,1.95,0.0
219,1.94,1.94,1.95,0.0
220,1.94,1.94,1.95,0.0
221,1.94,1.94,1.95,0.0
222,1.94,1.94,1.95,0.0
223,1.94,1.94,1.95,0.0
224,1.94,1.94,1.95,0.0
225,1.94,1.94,1.95,0.0
226,1.94,1.94,1.95,0.0
227,1.94,1.94,1.95,0.0
228,1.94,1.94,1.95,0.0
229,1.94,1.94,1.95,0.0
230,1.94,1.94,1.95,0.0
231,1.94,1.94,1.95,0.0
232,1.94,1.94,1.95,0.0
233,1.94,1.94,1.95,0.0
234,1.94,1.94,1.95,0.0
235,1.94,1.94,1.95,0.0
236,1.94,1.94,1.95,0.0
237,1.94,1.94,1.95,0.0
238,1.94,1.94,1.95,0.0
239,1.94,1.94,1.95,0.0
240,1.94,1.94,1.95,0.0
241,1.94,1.94,1.95,0.0
242,1.94,1.94,1.95,0.0
243,1.94,1.94,1.95,0.0
244,1.94,1.94,1.95,0.0
245,1.94,1.94,1.95,0.0
246,1.94,1.94,1.95,0.0
247,1.94,1.94,1.95,0.0
248,1.94,1.94,1.95,0.0
249,1.94,1.94,1.95,0.0
250,1.94,1.94,1.95,0.0
251,1.94,1.94,1.95,0.0
252,1.94,1.94,1.95,0.0
253,1.94,1.94,1.95,0.0
254,1.94,1.94,1.95,0.0
255,1.94,1.94,1.95,0.0
256,1.94,1.94,1.95,0.0
257,1.94,1.94,1.95,0.0
258,1.94,1.94,1.95,0.0
259,1.94,1.94,1.95,0.0
260,1.94,1.94,1.95,0.0
261,1.94,1.94,1.95,0.0
262,1.94,1.94,1.95,0.0
263,1.94,1.94,1.95,0.0
264,1.94,1.94,1.95,0.0
265,1.94,1.94,1.95,0.0
266,1.94,1.94,1.95,0.0
267,1.94,1.94,1.95,0.0
268,1.94,1.94,1.95,0.0
269,1.94,1.94,1.95,0.0
270,1.94,1.94,1.95,0.0
271,1.94,1.94,1.95,0.0
272,1.94,1.94,1.95,0.0
273,1.94,1.94,1.95,0.0
274,1.94,1.94,1.95,0.0
275,1.94,1.94,1.95,0.0
276,1.94,1.94,1.95,0.0
277,1.94,1.94,1.95,0.0
278,1.94,1.94,1.95,0.0
279,1.94,1.94,1.95,0.0
280,1.94,1.94,1.95,0.0
281,1.94,1.94,1.95,0.0
282,1.94,1.94,1.95,0.0
283,1.94,1.94,1.95,0.0
284,1.94,1.94,1.95,0.0
285,1.94,1.94,1.95,0.0
286,1.94,1.94,1.95,0.0
287,1.94,1.94,1.95,0.0
288,1.94,1.94,1.95,0.0
289,1.94,1.94,1.95,0.0
290,1.94,1.94,1.95,0.0
291,1.94,1.94,1.95,0.0
292,1.94,1.94,1.95,0.0
293,1.94,1.94,1.95,0.0
294,1.94,1.94,1.95,0.0
295,1.94,1.94,1.95,0.0
296,1.94,1.94,1.95,0.0
297,1.94,1.94,1.95,0.0
298,1.94,1.94,1.95,0.0
299,1.94,1.94,1.95,0.0
300,1.94,1.94,1.95,0.0
301,1.94,1.94,1.95,0.0
302,1.94,1.94,1.95,0.0
303,1.94,1.94,1.95,0.0
304,1.94,1.94,1.95,0.0
305,1.94,1.94,1.95,0.0
306,1.94,1.94,1.95,0.0
307,1.94,1.94,1.95,0.0
308,1.94,1.94,1.95,0.0
309,1.94,1.94,1.95,0.0
310,1.94,1.94,1.95,0.0
311,1.94,1.94,1.95,0.0
312,1.94,1.94,1.95,0.0
313,1.94,1.94,1.95,0.0
314,1.94,1.94,1.95,0.0
315,1.94,1.94,1.95,0.0
316,1.94,1.94,1.95,0.0
317,1.94,1.94,1.95,0.0
318,1.94,1.94,1.95,0.0
319,1.94,1.94,1.95,0.0
320,1.94,1.94,1.95,0.0
321,1.94,1.94,1.95,0.0
322,1.94,1.94,1.95,0.0
323,1.94,1.94,1.95,0.0
324,1.94,1.94,1.95,0.0
325,1.94,1.94,1.95,0.0
326,1.94,1.94,1.95,0.0
327,1.94,1.94,1.95,0.0
328,1.94,1.94,1.95,0.0
329,1.94,1.94,1.95,0.0
330,1.94,1.94,1.95,0.0
331,1.94,1.94,1.95,0.0
332,1.94,1.94,1.95,0.0
333,1.94,1.94,1.95,0.0
334,1.94,1.94,1.95,0.0
335,1.94,1.94,1.95,0.0
336,1.94,1.94,1.95,0.0
337,1.94,1.94,1.95,0.0
338,1.94,1.94,1.95,0.0
339,1.94,1.94,1.95,0.0
340,1.94,1.94,1.95,0.0
341,1.94,1.94,1.95,0.0
342,1.94,1.94,1.95,0.0
343,1.94,1.94,1.95,0.0
344,1.94,1.94,1.95,0.0
345,1.94,1.94,1.95,0.0
346,1.94,1.94,1.95,0.0
347,1.94,1.94,1.95,0.0
348,1.94,1.94,1.95,0.0
349,1.94,1.94,1.95,0.0
350,1.94,1.94,1.95,0.0
351,1.94,1.94,1.95,0.0
352,1.94,1.94,1.95,0.0
353,1.94,1.94,1.95,0.0
354,1.94,1.94,1.95,0.0
355,1.94,1.94,1.95,0.0
356,1.94,1.94,1.95,0.0
357,1.94,1.94,1.95,0.0
358,1.94,1.94,1.95,0.0
359,1.94,1.94,1.95,0.0
360,1.94,1.94,1.95,0.0
361,1.94,1.94,1.95,0.0
362,1.94,1.94,1.95,0.0
363,1.94,1.94,1.95,0.0
364,1.94,1.94,1.95,0.0
365,1.94,1.94,1.95,0.0
366,1.94,1.94,1.95,0.0
367,1.94,1.94,1.95,0.0
368,1.94,1.94,1.95,0.0
369,1.94,1.94,1.95,0.0
370,1.94,1.94,1.95,0.0
371,1.94,1.94,1.95,0.0
372,1.94,1.94,1.95,0.0
373,1.94,1.94,1.95,0.0
374,1.94,1.94,1.95,0.0
375,1.94,1.94,1.95,0.0
376,1.94,1.94,1.95,0.0
377,1.94,1.94,1.95,0.0
378,1.94,1.94,1.95,0.0
379,1.94,1.94,1.95,0.0
380,1.94,1.94,1.95,0.0
381,1.94,1.94,1.95,0.0
382,1.94,1.94,1.95,0.0
383,1.94,1.94,1.95,0.0
384,1.94,1.94,1.95,0.0
385,1.94,1.94,1.95,0.0
386,1.94,1.94,1.95,0.0
387,1.94,1.94,1.95,0.0
388,1.94,1.94,1.95,0.0
389,1.94,1.94,1.95,0.0
390,1.94,1.94,1.95,0.0
391,1.94,1.94,1.95,0.0
392,1.94,1.94,1.95,0.0
393,1.94,1.94,1.95,0.0
394,1.94,1.94,1.95,0.0
395,1.94,1.94,1.95,0.0
396,1.94,1.94,1.95,0.0
397,1.94,1.94,1.95,0.0
398,1.94,1.94,1.95,0.0
399,1.94,1.94,1.95,0.0
400,1.94,1.94,1.95,0.0
401,1.94,1.94,1.95,0.0
402,1.94,1.94,1.95,0.0
403,1.94,1.94,1.95,0.0
404,1.94,1.94,1.95,0.0
405,1.94,1.94,1.95,0.0
406,1.94,1.94,1.95,0.0
407,1.94,1.94,1.95,0.0
408,1.94,1.94,1.95,0.0
409,1.94,1.94,1.95,0.0
410,1.94,1.94,1.95,0.0
411,1.94,1.94,1.95,0.0
412,1.94,1.94,1.95,0.0
413,1.94,1.94,1.95,0.0
414,1.94,1.94,1.95,0.0
415,1.94,1.94,1.95,0.0
416,1.94,1.94,1.95,0.0
417,1.94,1.94,1.95,0.0
418,1.94,1.94,1.95,0.0
419,1.94,1.94,1.95,0.0
420,1.94,1.94,1.95,0.0
421,1.94,1.94,1.95,0.0
422,1.94,1.94,1.95,0.0
423,1.94,1.94,1.95,0.0
424,1.94,1.94,1.95,0.0
425,1.94,1.94,1.95,0.0
426,1.94,1.94,1.95,0.0
427,1.94,1.94,1.95,0.0
428,1.94,1.94,1.95,0.0
429,1.94,1.94,1.95,0.0
430,1.94,1.94,1.95,0.0
431,1.94,1.94,1.95,0.0
432,1.94,1.94,1.95,0.0
433,1.94,1.94,1.95,0.0
434,1.94,1.94,1.95,0.0
435,1.94,1.94,1.95,0.0
436,1.94,1.94,1.95,0.0
437,1.94,1.94,1.95,0.0
438,1.94,1.94,1.95,0.0
439,1.94,1.94,1.95,0.0
440,1.94,1.94,1.95,0.0
441,1.94,1.94,1.95,0.0
442,1.94,1.94,1.95,0.0
443,1.94,1.94,1.95,0.0
444,1.94,1.94,1.95,0.0
445,1.94,1.94,1.95,0.0
446,1.94,1.94,1.95,0.0
447,1.94,1.94,1.95,0.0
448,1.94,1.94,1.95,0.0
449,1.94,1.94,1.95,0.0
450,1.94,1.94,1.95,0.0
451,1.94,1.94,1.95,0.0
452,1.94,1.94,1.95,0.0
453,1.94,1.94,1.95,0.0
454,1.94,1.94,1.95,0.0
455,1.94,1.94,1.95,0.0
456,1.94,1.94,1.95,0.0
457,1.94,1.94,1.95,0.0
458,1.94,1.94,1.95,0.0
459,1.94,1.94,1.95,0.0
460,1.94,1.94,1.95,0.0
461,1.94,1.94,1.95,0.0
462,1.94,1.94,1.95,0.0
463,1.94,1.94,1.95,0.0
464,1.94,1.94,1.95,0.0
465,1.94,1.94,1.95,0.0
466,1.94,1.94,1.95,0.0
467,1.94,1.94,1.95,0.0
468,1.94,1.94,1.95,0.0
469,1.94,1.94,1.95,0.0
470,1.94,1.94,1.95,0.0
471,1.94,1.94,1.95,0.0
472,1.94,1.94,1.95,0.0
473,1.94,1.94,1.95,0.0
474,1.94,1.94,1.95,0.0
475,1.94,1.94,1.95,0.0
476,1.94,1.94,1.95,0.0
477,1.94,1.94,1.95,0.0
478,1.94,1.94,1.95,0.0
479,1.94,1.94,1.95,0.0
480,1.94,1.94,1.95,0.0
481,1.94,1.94,1.95,0.0
482,1.94,1.94,1.95,0.0
483,1.94,1.94,1.95,0.0
484,1.94,1.94,1.95,0.0
485,1.94,1.94,1.95,0.0
486,1.94,1.94,1.95,0.0
487,1.94,1.94,1.95,0.0
488,1.94,1.94,1.95,0.0
489,1.94,1.94,1.95,0.0
490,1.94,1.94,1.95,0.0
491,1.94,1.94,1.95,0.0
492,1.94,1.94,1.95,0.0
493,1.94,1.94,1.95,0.0
494,1.94,1.94,1.95,0.0
495,1.94,1.94,1.95,0.0
496,1.94,1.94,1.95,0.0
497,1.94,1.94,1.95,0.0
498,1.94,1.94,1.95,0.0
499,1.94,1.94,1.95,0.0
500,1.94,1.94,1.95,0.0
501,1.94,1.94,1.95,0.0
502,1.94,1.94,1.95,0.0
503,1.94,1.94,1.95,0.0
504,1.94,1.94,1.95,0.0
505,2.13,2.13,3.18,0.0
506,2.13,2.13,3.18,0.0
507,2.13,2.13,3.18,0.0
508,2.13,2.13,3.18,0.0
509,2.13,2.13,3.18,0.0
510,2.13,2.13,3.18,0.0
511,2.13,2.13,3.18,0.0
512,2.13,2.13,3.18,0.0
513,2.13,2.13,3.18,0.0
514,2.13,2.13,3.18,0.0
515,2.13,2.13,3.18,0.0
516,2.13,2.13,3.18,0.0
517,2.13,2.13,3.18,0.0
518,2.13,2.13,3.18,0.0
519,2.13,2.13,3.18,0.0
520,2.13,2.13,3.18,0.0
521,2.13,2.13,3.18,0.0
522,2.13,2.13,3.18,0.0
523,2.13,2.13,3.18,0.0
524,2.13,2.13,3.18,0.0
525,2.13,2.13,3.18,0.0
526,2.13,2.13,3.18,0.0
527,2.13,2.13,3.18,0.0
528,2.13,2.13,3.18,0.0
529,2.13,2.13,3.18,0.0
530,2.13,2.13,3.18,0.0
531,2.13,2.13,3.18,0.0
532,2.13,2.13,3.18,0.0
533,2.13,2.13,3.18,0.0
534,2.13,2.13,3.18,0.0
535,2.13,2.13,3.18,0.0
536,2.13,2.13,3.18,0.0
537,2.13,2.13,3.18,0.0
538,2.13,2.13,3.18,0.0
539,2.13,2.13,3.18,0.0
540,2.13,2.13,3.18,0.0
541,2.13,2.13,3.18,0.0
542,2.13,2.13,3.18,0.0
543,2.13,2.13,3.18,0.0
544,2.13,2.13,3.18,0.0
545,2.13,2.13,3.18,0.0
546,2.13,2.13,3.18,0.0
547,2.13,2.13,3.18,0.0
548,2.13,2.13,3.18,0.0
549,2.13,2.13,3.18,0.0
550,2.13,2.13,3.18,0.0
551,2.13,2.13,3.18,0.0
552,2.13,2.13,3.18,0.0
553,2.13,2.13,3.18,0.0
554,2.13,2.13,3.18,0.0
555,2.13,2.13,3.18,0.0
556,2.13,2.13,3.18,0.0
557,2.13,2.13,3.18,0.0
558,2.13,2.13,3.18,0.0
559,2.13,2.13,3.18,0.0
560,2.13,2.13,3.18,0.0
561,2.13,2.13,3.18,0.0
562,2.13,2.13,3.18,0.0
563,2.13,2.13,3.18,0.0
564,2.13,2.13,3.18,0.0
565,2.13,2.13,3.18,0.0
566,2.13,2.13,3.18,0.0
567,2.13,2.13,3.18,0.0
568,2.13,2.13,3.18,0.0
569,2.13,2.13,3.18,0.0
570,2.13,2.13,3.18,0.0
571,2.13,2.13,3.18,0.0
572,2.13,2.13,3.18,0.0
573,2.13,2.13,3.18,0.0
574,2.13,2.13,3.18,0.0
575,2.13,2.13,3.18,0.0
576,2.13,2.13,3.18,0.0
577,2.13,2.13,3.18,0.0
578,2.13,2.13,3.18,0.0
579,2.13,2.13,3.18,0.0
580,2.13,2.13,3.18,0.0
581,2.13,2.13,3.18,0.0
582,2.13,2.13,3.18,0.0
583,2.13,2.13,3.18,0.0
584,2.13,2.13,3.18,0.0
585,2.13,2.13,3.18,0.0
586,2.13,2.13,3.18,0.0
587,2.13,2.13,3.18,0.0
588,2.13,2.13,3.18,0.0
589,2.13,2.13,3.18,0.0
590,2.13,2.13,3.18,0.0
591,2.13,2.13,3.18,0.0
592,2.13,2.13,3.18,0.0
593,2.13,2.13,3.18,0.0
594,2.13,2.13,3.18,0.0
595,2.13,2.13,3.18,0.0
596,2.13,2.13,3.18,0.0
597,2.13,2.13,3.18,0.0
598,2.13,2.13,3.18,0.0
599,2.13,2.13,3.18,0.0
600,2.13,2.13,3.18,0.0
601,2.13,2.13,3.18,0.0
602,2.13,2.13,3.18,0.0
603,2.13,2.13,3.18,0.0
604,2.13,2.13,3.18,0.0
605,2.13,2.13,3.18,0.0
606,2.13,2.13,3.18,0.0
607,2.13,2.13,3.18,0.0
608,2.13,2.13,3.18,0.0
609,2.13,2.13,3.18,0.0
610,2.13,2.13,3.18,0.0
611,2.13,2.13,3.18,0.0
612,2.13,2.13,3.18,0.0
613,2.13,2.13,3.18,0.0
614,2.13,2.13,3.18,0.0
615,2.13,2.13,3.18,0.0
616,2.13,2.13,3.18,0.0
617,2.13,2.13,3.18,0.0
618,2.13,2.13,3.18,0.0
619,2.13,2.13,3.18,0.0
620,2.13,2.13,3.18,0.0
621,2.13,2.13,3.18,0.0
622,2.13,2.13,3.18,0.0
623,2.13,2.13,3.18,0.0
624,2.13,2.13,3.18,0.0
625,2.13,2.13,3.18,0.0
626,2.13,2.13,3.18,0.0
627,2.13,2.13,3.18,0.0
628,2.13,2.13,3.18,0.0
629,2.13,2.13,3.18,0.0
630,2.13,2.13,3.18,0.0
631,2.13,2.13,3.18,0.0
632,2.13,2.13,3.18,0.0
633,2.13,2.13,3.18,0.0
634,2.13,2.13,3.18,0.0
635,2.13,2.13,3.18,0.0
636,2.13,2.13,3.18,0.0
637,2.13,2.13,3.18,0.0
638,2.13,2.13,3.18,0.0
639,2.13,2.13,3.18,0.0
640,2.13,2.13,3.18,0.0
641,2.13,2.13,3.18,0.0
642,2.13,2.13,3.18,0.0
643,2.13,2.13,3.18,0.0
644,2.13,2.13,3.18,0.0
645,2.13,2.13,3.18,0.0
646,2.13,2.13,3.18,0.0
647,2.13,2.13,3.18,0.0
648,2.13,2.13,3.18,0.0
649,2.13,2.13,3.18,0.0
650,2.13,2.13,3.18,0.0
651,2.13,2.13,3.18,0.0
652,2.13,2.13,3.18,0.0
653,2.13,2.13,3.18,0.0
654,2.13,2.13,3.18,0.0
655,2.13,2.13,3.18,0.0
656,2.13,2.13,3.18,0.0
657,2.13,2.13,3.18,0.0
658,2.13,2.13,3.18,0.0
659,2.13,2.13,3.18,0.0
660,2.13,2.13,3.18,0.0
661,2.13,2.13,3.18,0.0
662,2.13,2.13,3.18,0.0
663,2.13,2.13,3.18,0.0
664,2.13,2.13,3.18,0.0
665,2.13,2.13,3.18,0.0
666,2.13,2.13,3.18,0.0
667,2.13,2.13,3.18,0.0
668,2.13,2.13,3.18,0.0
669,2.13,2.13,3.18,0.0
670,2.13,2.13,3.18,0.0
671,2.13,2.13,3.18,0.0
672,2.13,2.13,3.18,0.0
673,2.78,2.78,2.74,0.0
674,2.78,2.78,2.74,0.0
675,2.78,2.78,2.74,0.0
676,2.78,2.78,2.74,0.0
677,2.78,2.78,2.74,0.0
678,2.78,2.78,2.74,0.0
679,2.78,2.78,2.74,0.0
680,2.78,2.78,2.74,0.0
681,2.78,2.78,2.74,0.0
682,2.78,2.78,2.74,0.0
683,2.78,2.78,2.74,0.0
684,2.78,2.78,2.74,0.0
685,2.78,2.78,2.74,0.0
686,2.78,2.78,2.74,0.0
687,2.78,2.78,2.74,0.0
688,2.78,2.78,2.74,0.0
689,2.78,2.78,2.74,0.0
690,2.78,2.78,2.74,0.0
691,2.78,2.78,2.74,0.0
692,2.78,2.78,2.74,0.0
693,2.78,2.78,2.74,0.0
694,2.78,2.78,2.74,0.0
695,2.78,2.78,2.74,0.0
696,2.78,2.78,2.74,0.0
697,2.78,2.78,2.74,0.0
698,2.78,2.78,2.74,0.0
699,2.78,2.78,2.74,0.0
700,2.78,2.78,2.74,0.0
701,2.78,2.78,2.74,0.0
702,2.78,2.78,2.74,0.0
703,2.78,2.78,2.74,0.0
704,2.78,2.78,2.74,0.0
705,2.78,2.78,2.74,0.0
706,2.78,2.78,2.74,0.0
707,2.78,2.78,2.74,0.0
708,2.78,2.78,2.74,0.0
709,2.78,2.78,2.74,0.0
710,2.78,2.78,2.74,0.0
711,2.78,2.78,2.74,0.0
712,2.78,2.78,2.74,0.0
713,2.78,2.78,2.74,0.0
714,2.78,2.78,2.74,0.0
715,2.78,2.78,2.74,0.0
716,2.78,2.78,2.74,0.0
717,2.78,2.78,2.74,0.0
718,2.78,2.78,2.74,0.0
719,2.78,2.78,2.74,0.0
720,2.78,2.78,2.74,0.0
721,2.78,2.78,2.74,0.0
722,2.78,2.78,2.74,0.0
723,2.78,2.78,2.74,0.0
724,2.78,2.78,2.74,0.0
725,2.78,2.78,2.74,0.0
726,2.78,2.78,2.74,0.0
727,2.78,2.78,2.74,0.0
728,2.78,2.78,2.74,0.0
729,2.78,2.78,2.74,0.0
730,2.78,2.78,2.74,0.0
731,2.78,2.78,2.74,0.0
732,2.78,2.78,2.74,0.0
733,2.78,2.78,2.74,0.0
734,2.78,2.78,2.74,0.0
735,2.78,2.78,2.74,0.0
736,2.78,2.78,2.74,0.0
737,2.78,2.78,2.74,0.0
738,2.78,2.78,2.74,0.0
739,2.78,2.78,2.74,0.0
740,2.78,2.78,2.74,0.0
741,2.78,2.78,2.74,0.0
742,2.78,2.78,2.74,0.0
743,2.78,2.78,2.74,0.0
744,2.78,2.78,2.74,0.0
745,2.78,2.78,2.74,0.0
746,2.78,2.78,2.74,0.0
747,2.78,2.78,2.74,0.0
748,2.78,2.78,2.74,0.0
749,2.78,2.78,2.74,0.0
750,2.78,2.78,2.74,0.0
751,2.78,2.78,2.74,0.0
752,2.78,2.78,2.74,0.0
753,2.78,2.78,2.74,0.0
754,2.78,2.78,2.74,0.0
755,2.78,2.78,2.74,0.0
756,2.78,2.78,2.74,0.0
757,2.78,2.78,2.74,0.0
758,2.78,2.78,2.74,0.0
759,2.78,2.78,2.74,0.0
760,2.78,2.78,2.74,0.0
761,2.78,2.78,2.74,0.0
762,2.78,2.78,2.74,0.0
763,2.78,2.78,2.74,0.0
764,2.78,2.78,2.74,0.0
765,2.78,2.78,2.74,0.0
766,2.78,2.78,2.74,0.0
767,2.78,2.78,2.74,0.0
768,2.78,2.78,2.74,0.0
769,2.78,2.78,2.74,0.0
770,2.78,2.78,2.74,0.0
771,2.78,2.78,2.74,0.0
772,2.78,2.78,2.74,0.0
773,2.78,2.78,2.74,0.0
