Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
50000,1,1.0,1.0,2000,11,168,224.61538461538464,1,7726.472317323099,2207.5844794017917,1052.9264219846364
,2,0.9,0.04,1800,,,393.0769230769231,2,7352.230523158326,2101.4317083530855,1001.8516328585159
,3,0.55,0.024,1100,,,0.0,3,7130.239327669511,2037.5434665182163,971.4032008794826
,4,0.2,0.003,400,,,336.92307692307685,4,7028.084087267578,2009.0394816995822,957.6522961147579
,,,,,,,449.2307692307693,5,7036.924444610053,2011.0052737560397,959.6167110811472
,,,,,,,0.0,6,7207.838019897902,2059.167179139249,982.2074831946235
,,,,,,,280.7692307692308,7,7571.274932866317,2163.354158131497,1031.3178573543546
,,,,,,,954.6153846153846,8,8036.867086236663,2297.0280179706083,1096.1435512452
,,,,,,,224.6153846153846,9,8669.443767187093,2476.8979911364713,1181.595602283132
,,,,,,,56.15384615384615,10,9131.106872849672,2609.5889549473536,1244.456881207588
,,,,,,,0.0,11,9339.346401361305,2668.562716641079,1273.9231057034267
,,,,,,,,12,9407.122474320278,2688.2206372056544,1282.7629730521783
,,,,,,,,13,9413.01604588193,2690.1864292621117,1283.7451805353728
,,,,,,,,14,9309.878543553055,2660.699548415249,1269.0120682874535
,,,,,,,,15,9217.545922420539,2634.1613556530724,1256.2433710059233
,,,,,,,,16,9350.151282557663,2672.494300753994,1274.9053131866212
,,,,,,,,17,10268.566184248115,2933.944644262844,1399.6456635523384
,,,,,,,,18,10830.420006458744,3095.1395928923603,1477.2400547247137
,,,,,,,,19,10707.637265591038,3059.755335876125,1459.5603200272105
,,,,,,,,20,10406.082854019947,2973.2604853919943,1418.3076057330363
,,,,,,,,21,9954.242367626784,2844.501105694027,1357.4107417749697
,,,,,,,,22,9231.297589397722,2638.0929397659875,1258.2077859723126
,,,,,,,,23,8339.403759734694,2382.5399724265103,1136.4140580561793
,,,,,,,,24,7516.268264957584,2147.6278216798373,1024.4424049719923
,,,,,,,,25,6969.148371651078,1991.3473531914647,949.794636249201
,,,,,,,,26,6675.4520554955225,1907.8011907920202,909.5241294382214
,,,,,,,,27,6524.183718746507,1864.5537655499547,888.8977722911343
,,,,,,,,28,6537.93538572369,1868.4853496628698,891.8443947407181
,,,,,,,,29,6785.465391312989,1939.2538636953404,925.2394491693353
,,,,,,,,30,7538.8602892772415,2154.5080938774386,1027.3890274215762
,,,,,,,,31,8880.630081479549,2537.837544886654,1210.0796192957762
,,,,,,,,32,9520.08259591857,2720.6562061372033,1298.4782927832923
,,,,,,,,33,9602.59259778167,2744.2457108146937,1308.3003676152384
,,,,,,,,34,9644.82986064016,2756.040463153439,1314.1936125144061
,,,,,,,,35,9679.20902808312,2766.852319463955,1319.1046499303793
,,,,,,,,36,9635.007241370744,2753.091775068752,1314.1936125144061
,,,,,,,,37,9565.266644557887,2733.4338545041774,1304.37153768246
,,,,,,,,38,9514.18902435692,2718.690414080746,1297.4960853000975
,,,,,,,,39,9437.572594055471,2697.066701459713,1286.6918029849567
,,,,,,,,40,9517.135810137745,2719.6733101089744,1297.4960853000975
,,,,,,,,41,10370.721424650048,2963.431525109707,1413.3965683170632
,,,,,,,,42,11177.15846666915,3194.4120917434648,1523.403806434861
,,,,,,,,43,11134.92120381066,3181.634443376491,1517.5105615356933
,,,,,,,,44,10873.639531244178,3106.9343452311055,1482.1510921406868
,,,,,,,,45,10440.462021462905,2983.0894456742817,1423.2186431490095
,,,,,,,,46,9719.481767087727,2777.6641757744715,1324.997894829547
,,,,,,,,47,8749.989245196308,2501.47039184219,1193.3820920814676
,,,,,,,,48,7875.776130218231,2249.849008615628,1073.5527791317234
,,,,,,,,49,7279.543140564643,2079.807995732053,992.0295580265697
,,,,,,,,50,6988.793610189912,1997.244729360837,951.7590512155901
,,,,,,,,51,6873.868964737738,1963.8262644010595,937.0259389676708
,,,,,,,,52,6862.081821614438,1960.877576316373,935.0615240012816
,,,,,,,,53,7101.7537317882025,2029.6802982923862,967.4743709467041
,,,,,,,,54,7850.237320117748,2242.9687364180268,1070.6061566821395
