Period_Index,Rep_Period,Rep_Period_Index
1,76,8
2,76,8
3,76,8
4,67,7
5,67,7
6,46,4
7,46,4
8,58,5
9,58,5
10,58,5
11,58,5
12,67,7
13,67,7
14,76,8
15,76,8
16,4,1
17,76,8
18,76,8
19,76,8
20,76,8
21,76,8
22,28,2
23,86,9
24,28,2
25,28,2
26,4,1
27,28,2
28,28,2
29,28,2
30,28,2
31,86,9
32,86,9
33,86,9
34,76,8
35,76,8
36,76,8
37,4,1
38,76,8
39,76,8
40,76,8
41,76,8
42,67,7
43,46,4
44,46,4
45,46,4
46,46,4
47,58,5
48,4,1
49,58,5
50,58,5
51,103,10
52,58,5
