Period_Index,Rep_Period,Rep_Period_Index
1,4,1
2,12,2
3,12,2
4,12,2
5,12,2
6,15,3
7,15,3
8,15,3
9,15,3
10,24,4
11,24,4
12,4,1
13,24,4
14,24,4
15,24,4
16,24,4
17,24,4
18,34,6
19,34,6
20,34,6
21,34,6
22,4,1
23,34,6
24,34,6
25,34,6
26,34,6
27,34,6
28,34,6
29,29,5
30,34,6
31,24,4
32,24,4
33,24,4
34,4,1
35,24,4
36,24,4
37,24,4
38,24,4
39,15,3
40,12,2
41,46,7
42,46,7
43,50,9
44,4,1
45,50,9
46,52,11
47,50,9
48,48,8
49,50,9
50,52,11
51,51,10
52,12,2
