Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,42.41007338856823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t2,0.0,42.41007338856823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t3,0.0,42.41007338856823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t4,0.0,42.41007338856823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t5,0.0,46.937347363300006,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t6,0.0,46.937347363300006,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t7,0.0,46.937347363300006,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t8,0.0,49.872683293718254,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t9,0.0,44.69570406885387,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t10,0.0,44.69570406885387,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t11,0.0,44.69570406885387,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t12,0.0,44.69570406885387,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t13,0.0,44.69570406885387,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t14,0.0,44.69570406885387,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t15,0.0,44.69570406885387,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t16,0.0,58.69695880934997,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t17,0.0,58.69695880934997,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t18,0.0,58.69695880934997,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t19,0.0,60.966600173518266,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t20,0.0,60.966600173518266,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t21,0.0,60.966600173518266,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t22,0.0,60.966600173518266,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t23,0.0,60.966600173518266,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t24,0.0,60.966600173518266,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t25,0.0,60.966600173518266,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t26,0.0,60.966600173518266,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t27,0.0,60.966600173518266,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t28,0.0,81.45127538400001,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t29,0.0,81.45127538400001,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t30,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t31,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t32,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t33,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t34,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t35,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t36,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t37,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t38,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t39,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t40,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t41,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t42,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t43,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t44,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t45,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t46,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t47,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t48,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t49,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t50,0.0,82.39759813891826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t51,0.0,82.71905610449997,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t52,0.0,84.96177607231826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t53,0.0,84.96177607231826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t54,0.0,84.96177607231826,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t55,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t56,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t57,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t58,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t59,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t60,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t61,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t62,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t63,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t64,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t65,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t66,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t67,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t68,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t69,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t70,0.0,84.13848195056823,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t71,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t72,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t73,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t74,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t75,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t76,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t77,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t78,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t79,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t80,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t81,0.0,69.54534628721822,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t82,0.0,30.702371787226458,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t83,0.0,29.09668931335075,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t84,0.0,29.09668931335075,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t85,0.0,29.09668931335075,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t86,0.0,29.09668931335075,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t87,0.0,29.096689313350748,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t88,0.0,29.096689313350748,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t89,0.0,48.5068342272381,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t90,0.0,57.072102073668255,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t91,0.0,57.072102073668255,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t92,0.0,57.072102073668255,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t93,0.0,51.554268940088015,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t94,0.0,51.554268940088015,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t95,0.0,51.554268940088015,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t96,0.0,51.554268940088015,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t97,0.0,51.554268940088015,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
t98,0.0,51.554268940088015,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,14.450000000000001,0.0,0.0,62.475
