BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,9.87638079089066e7,1371.4142841344053,-1693.1040544869202,0.0,0.0,0.0,0.0,0.0,0.0,-1.4214008621913624e8
t1,23321.704566447042,0.0,-1.258766447044725,0.0,0.0,0.0,0.0,0.0,0.0,-38175.4458
t2,23101.71869,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37956.71869
t3,23226.251320000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38081.25132
t4,23623.911870000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38478.91187
t5,24519.76539,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39374.76539
t6,25960.430840000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40815.43084
t7,27462.24966,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42317.24966
t8,28031.142779883652,5.366320116348561,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42891.5091
t9,27658.50015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42513.50015
t10,26422.099679999992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41277.09968
t11,25849.520510116352,0.0,-5.366320116348561,0.0,0.0,0.0,0.0,0.0,0.0,-40699.15419
t12,25041.36433611399,1.8381870011801704,-3.528133115168391,0.0,0.0,0.0,0.0,0.0,0.0,-39894.67439
t13,24290.336225371328,2.4015023725095768,-2.9648177438389838,0.0,0.0,0.0,0.0,0.0,0.0,-39144.77291
t14,24002.425610000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38857.42561
t15,24341.48537,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39196.48537
t16,26377.413540000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41232.41354
t17,28819.27164,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43674.27164
t18,29661.286529999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44516.28653
t19,30030.024099883653,5.366320116348561,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44890.39042
t20,29712.056579999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44567.05658
t21,28601.78961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43456.78961
t22,27000.485019999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41855.48502
t23,25951.914270000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40806.91427
t24,25371.735396447042,0.0,-1.258766447044725,0.0,0.0,0.0,0.0,0.0,0.0,-40225.47663
t25,25498.48219011635,0.0,-5.366320116348561,0.0,0.0,0.0,0.0,0.0,0.0,-40348.11587
t26,25801.847390000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40656.84739
t27,26853.378920000006,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41708.37892
t28,28892.34878,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43747.34878
t29,32801.32291,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47656.32291
t30,36128.81847,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50983.81847
t31,36154.534899883656,5.366320116348561,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51014.90122
t32,34974.07059999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49829.0706
t33,33056.4887,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47911.4887
t34,31221.239030000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46076.23903
t35,29727.025800000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44582.0258
t36,28473.61407,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43328.61407
t37,27597.034590000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42452.03459
t38,27086.768896447047,0.0,-1.258766447044724,0.0,0.0,0.0,0.0,0.0,0.0,-41940.51013
t39,27200.02775011635,0.0,-5.366320116348561,0.0,0.0,0.0,0.0,0.0,0.0,-42049.66143
t40,29176.354489999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44031.35449
t41,32021.71823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46876.71823
t42,32938.58596,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47793.58596
t43,33206.95211,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48061.95211
t44,32779.13055999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47634.13056
t45,31305.003989999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46160.00399
t46,29759.66403,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44614.66403
t47,28594.894729999993,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43449.89473
t48,28112.301189999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42967.30119
t49,28104.90952,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42959.90952
t50,28631.57914,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43486.57914
t51,29392.104259999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44247.10426
t52,31562.383130000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46417.38313
t53,35148.07939,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50003.07939
t54,37986.28101988365,5.366320116348561,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52846.64734
t55,37831.99274,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52686.99274
t56,36132.24167,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50987.24167
t57,33716.81196000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48571.81196
t58,31931.18215,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46786.18215
t59,30106.15782,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44961.15782
t60,29230.00653,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44085.00653
t61,28500.33081011635,0.0,-5.366320116348561,0.0,0.0,0.0,0.0,0.0,0.0,-43349.96449
t62,27772.030606113993,1.8381870011801704,-3.528133115168391,0.0,0.0,0.0,0.0,0.0,0.0,-42625.34066
t63,28001.04621,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42856.04621
t64,29987.18754,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44842.18754
t65,32255.578650000007,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47110.57865
t66,33167.683289883644,5.366320116348561,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48028.04961
t67,33306.06744,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48161.06744
t68,32947.487160000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47802.48716
t69,31768.661549999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46623.66155
t70,29861.090689999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44716.09069
t71,28212.54783,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43067.54783
t72,27598.111069999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42453.11107
t73,27130.758280000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41985.75828
t74,27278.346190116354,0.0,-5.366320116348561,0.0,0.0,0.0,0.0,0.0,0.0,-42127.97987
t75,27867.222786447044,0.0,-1.258766447044724,0.0,0.0,0.0,0.0,0.0,0.0,-42720.96402
t76,29501.19584,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44356.19584
t77,32622.707000000006,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47477.707
