Time_Index,ngcc,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
141,1,1,0,0.299336016,1
142,1,1,0,0.315609783,1
143,1,1,0,0.392254978,1
144,1,1,0,0.403186232,1
145,1,1,0,0.358789206,1
146,1,1,0,0.444409281,1
147,1,1,0,0.514306784,1
148,1,1,0,0.481486499,1
149,1,1,0,0.336142361,1
150,1,1,0,0.100534089,1
151,1,1,0,0.068419948,1
152,1,1,0,0.072928362,1
153,1,1,0.1883,0.159622043,1
154,1,1,0.4067,0.259901762,1
155,1,1,0.5478,0.33179459,1
156,1,1,0.6386,0.216174215,1
157,1,1,0.6504,0.219760895,1
158,1,1,0.6311,0.274789572,1
159,1,1,0.5093,0.356991559,1
160,1,1,0.299,0.405605167,1
161,1,1,0.0553,0.35197863,1
162,1,1,0,0.68602097,1
163,1,1,0,0.922309518,1
164,1,1,0,0.88975215,1
165,1,1,0,0.945815384,1
166,1,1,0,0.879520893,1
167,1,1,0,0.912140965,1
168,1,1,0,0.975267529,1
169,1,1,0,0.999920487,1
170,1,1,0,1,1
171,1,1,0,1,1
172,1,1,0,1,1
173,1,1,0,1,1
174,1,1,0,0.997582078,1
175,1,1,0,0.980528951,1
176,1,1,0.0402,0.978909135,1
177,1,1,0.321,0.999527216,1
178,1,1,0.5245,1,1
179,1,1,0.6441,0.998212337,1
180,1,1,0.7124,0.999938548,1
181,1,1,0.7357,1,1
182,1,1,0.7389,0.998434186,1
183,1,1,0.6854,1,1
184,1,1,0.5341,1,1
185,1,1,0.3205,1,1
186,1,1,0.0422,0.999750733,1
187,1,1,0,0.996444821,1
188,1,1,0,0.943664968,1
189,1,1,0,0.978619814,1
190,1,1,0,0.625619173,1
191,1,1,0,0.35156554,1
192,1,1,0,0.415435493,1
193,1,1,0,0.418328971,1
194,1,1,0,0.391404688,1
195,1,1,0,0.528824031,1
196,1,1,0,0.789043784,1
197,1,1,0,0.901412427,1
198,1,1,0,0.922474086,1
199,1,1,0,0.918269575,1
200,1,1,0.0059,0.73355943,1
201,1,1,0.2662,0.904404879,1
202,1,1,0.4829,0.841333628,1
203,1,1,0.5778,0.91925931,1
204,1,1,0.5997,0.987810135,1
205,1,1,0.6695,0.998115182,1
206,1,1,0.7068,0.998134136,1
207,1,1,0.671,0.998790979,1
208,1,1,0.5219,0.97920531,1
209,1,1,0.315,0.992485523,1
210,1,1,0.0489,0.888637543,1
211,1,1,0,0.906927586,1
212,1,1,0,0.763016224,1
213,1,1,0,0.683384776,1
214,1,1,0,0.754203975,1
215,1,1,0,0.536560893,1
216,1,1,0,0.510095358,1
217,1,1,0,0.825320542,1
218,1,1,0,0.884244144,1
219,1,1,0,0.871202826,1
220,1,1,0,0.798901379,1
221,1,1,0,0.52546674,1
222,1,1,0,0.55684334,1
223,1,1,0,0.463047445,1
224,1,1,0.0062,0.370993674,1
225,1,1,0.2119,0.334615082,1
226,1,1,0.3608,0.147157699,1
227,1,1,0.4334,0.017261371,1
228,1,1,0.496,0,1
229,1,1,0.4844,0.006916222,1
230,1,1,0.5786,0.023294492,1
231,1,1,0.4078,0.169690445,1
232,1,1,0.3444,0.16493924,1
233,1,1,0.2249,0.33180055,1
234,1,1,0.0122,0.259465426,1
235,1,1,0,0.391965508,1
236,1,1,0,0.138455629,1
237,1,1,0,0.14786917,1
238,1,1,0,0.10982684,1
239,1,1,0,0.150762618,1
240,1,1,0,0.152279556,1
241,1,1,0,0.097838871,1
242,1,1,0,0.159402564,1
243,1,1,0,0.196083069,1
244,1,1,0,0.188769192,1
245,1,1,0,0.13168323,1
246,1,1,0,0.062968008,1
247,1,1,0,0.010624208,1
248,1,1,0,0.022153273,1
249,1,1,0.142,0.013517408,1
250,1,1,0.2896,0.012723606,1
251,1,1,0.3832,0.014983146,1
252,1,1,0.4001,0.012562997,1
253,1,1,0.3979,0.00103682,1
254,1,1,0.3975,0.000237417,1
255,1,1,0.4351,0.000397534,1
256,1,1,0.3602,0.008956529,1
257,1,1,0.2179,0.011357324,1
258,1,1,0.0012,0.030047899,1
259,1,1,0,0.130650535,1
260,1,1,0,0.158723205,1
261,1,1,0,0.20822452,1
262,1,1,0,0.262103707,1
263,1,1,0,0.35442698,1
264,1,1,0,0.160441145,1
265,1,1,0,0.265427768,1
266,1,1,0,0.255671412,1
267,1,1,0,0.344356179,1
268,1,1,0,0.275767863,1
269,1,1,0,0.364733517,1
270,1,1,0,0.265053332,1
271,1,1,0,0.137798905,1
272,1,1,0,0.038595285,1
273,1,1,0.251,0.014450147,1
274,1,1,0.398,0.00065201,1
275,1,1,0.5777,0,1
276,1,1,0.5222,0,1
277,1,1,0.4391,0.000484475,1
278,1,1,0.4041,0.038787331,1
279,1,1,0.3776,0.022936437,1
280,1,1,0.2577,0.03249491,1
281,1,1,0.0836,0.260673493,1
282,1,1,0,0.298806071,1
283,1,1,0,0.198141873,1
284,1,1,0,0.074323215,1
285,1,1,0,0.122718289,1
286,1,1,0,0.041908659,1
287,1,1,0,0.135986671,1
288,1,1,0,0.201299265,1
289,1,1,0,0.230949461,1
290,1,1,0,0.343285948,1
291,1,1,0,0.491965592,1
292,1,1,0,0.609048486,1
293,1,1,0,0.534629822,1
294,1,1,0,0.47253114,1
295,1,1,0,0.347678572,1
296,1,1,0,0.397680134,1
297,1,1,0.1131,0.450594813,1
298,1,1,0.3099,0.274041981,1
299,1,1,0.4462,0.337334275,1
300,1,1,0.4971,0.450015992,1
301,1,1,0.5491,0.663541913,1
302,1,1,0.5788,0.812197924,1
303,1,1,0.5935,0.873478234,1
304,1,1,0.4606,0.864326358,1
305,1,1,0.2861,0.725811899,1
306,1,1,0.04,0.661087394,1
307,1,1,0,0.461758375,1
308,1,1,0,0.658503115,1
309,1,1,0,0.710981369,1
310,1,1,0,0.773506939,1
311,1,1,0,0.844555676,1
312,1,1,0,0.652243614,1
313,1,1,0,0.891891479,1
314,1,1,0,0.787018061,1
315,1,1,0,0.809266448,1
316,1,1,0,0.855823517,1
317,1,1,0,0.891640425,1
318,1,1,0,0.898379207,1
319,1,1,0,0.757851541,1
320,1,1,0.0686,0.479905933,1
321,1,1,0.3334,0.487013161,1
322,1,1,0.535,0.485061765,1
323,1,1,0.6862,0.798057318,1
324,1,1,0.7269,0.624309361,1
325,1,1,0.7132,0.723851383,1
326,1,1,0.6894,0.729496419,1
327,1,1,0.6259,0.70609194,1
328,1,1,0.4635,0.728719592,1
329,1,1,0.2577,0.593629897,1
330,1,1,0.0324,0.749585152,1
331,1,1,0,0.791357398,1
332,1,1,0,0.689981341,1
333,1,1,0,0.458403915,1
334,1,1,0,0.319464147,1
335,1,1,0,0.404064178,1
336,1,1,0,0.549249709,1
337,1,1,0,0.976378679,1
338,1,1,0,0.984107256,1
339,1,1,0,0.99087131,1
340,1,1,0,0.994603217,1
341,1,1,0,0.998851299,1
342,1,1,0,0.971774817,1
343,1,1,0.0445,0.976561904,1
344,1,1,0.2149,0.987968087,1
345,1,1,0.3872,0.9882195,1
346,1,1,0.5191,0.998106122,1
347,1,1,0.6164,0.999568939,1
348,1,1,0.6094,1,1
349,1,1,0.6213,1,1
350,1,1,0.5855,1,1
351,1,1,0.5484,1,1
352,1,1,0.4324,0.999595284,1
353,1,1,0.2942,0.99711287,1
354,1,1,0.1239,0.978482008,1
355,1,1,0.0042,0.962880611,1
356,1,1,0,0.863191187,1
357,1,1,0,0.776013196,1
358,1,1,0,0.648169994,1
359,1,1,0,0.797179341,1
360,1,1,0,0.852513611,1
361,1,1,0,0.849295974,1
362,1,1,0,0.894008577,1
363,1,1,0,0.865724504,1
364,1,1,0,0.631549954,1
365,1,1,0,0.685942769,1
366,1,1,0,0.626031876,1
367,1,1,0.0596,0.655419469,1
368,1,1,0.2421,0.373634547,1
369,1,1,0.4408,0.767348826,1
370,1,1,0.5842,0.818964839,1
371,1,1,0.6896,0.899868667,1
372,1,1,0.6858,0.827887177,1
373,1,1,0.6341,0.77583307,1
374,1,1,0.5742,0.822852373,1
375,1,1,0.5271,0.75891304,1
376,1,1,0.4501,0.675263107,1
377,1,1,0.3211,0.593019366,1
378,1,1,0.1502,0.617896497,1
379,1,1,0.0118,0.502039552,1
380,1,1,0,0.508851111,1
381,1,1,0,0.873926282,1
382,1,1,0,0.942997217,1
383,1,1,0,0.805597007,1
384,1,1,0,0.685475111,1
385,1,1,0,0.700337529,1
386,1,1,0,0.798646748,1
387,1,1,0,0.78850621,1
388,1,1,0,0.574973226,1
389,1,1,0,0.569176912,1
390,1,1,0,0.650138378,1
391,1,1,0.0674,0.499311596,1
392,1,1,0.2425,0.159487605,1
393,1,1,0.4158,0.053038668,1
394,1,1,0.5463,0.038856283,1
395,1,1,0.6386,0.031829014,1
396,1,1,0.6422,0.051378038,1
397,1,1,0.619,0.065047957,1
398,1,1,0.535,0.083698675,1
399,1,1,0.4947,0.117394306,1
400,1,1,0.436,0.211323068,1
401,1,1,0.31,0.504378438,1
402,1,1,0.141,0.598919272,1
403,1,1,0.0057,0.576928318,1
404,1,1,0,0.245412409,1
405,1,1,0,0.399470031,1
406,1,1,0,0.354025811,1
407,1,1,0,0.363210678,1
408,1,1,0,0.323179245,1
409,1,1,0,0.398632646,1
410,1,1,0,0.341559738,1
411,1,1,0,0.321574986,1
412,1,1,0,0.396199942,1
413,1,1,0,0.636986494,1
414,1,1,0,0.890024364,1
415,1,1,0.0646,0.637552381,1
416,1,1,0.24,0.286298871,1
417,1,1,0.4124,0.223013029,1
418,1,1,0.5387,0.514375925,1
419,1,1,0.5942,0.528874278,1
420,1,1,0.5769,0.548655272,1
421,1,1,0.5447,0.557774305,1
422,1,1,0.5418,0.457361192,1
423,1,1,0.534,0.583439648,1
424,1,1,0.4351,0.72592026,1
425,1,1,0.2974,0.435780674,1
426,1,1,0.1269,0.461076498,1
427,1,1,0.0095,0.124610268,1
428,1,1,0,0.126709461,1
429,1,1,0,0.135599941,1
430,1,1,0,0.214279756,1
431,1,1,0,0.129719689,1
432,1,1,0,0.270967752,1
433,1,1,0,0.416386485,1
434,1,1,0,0.457104445,1
435,1,1,0,0.574437618,1
436,1,1,0,0.623902559,1
437,1,1,0,0.674880862,1
438,1,1,0,0.696119487,1
439,1,1,0.0702,0.701763928,1
440,1,1,0.2614,0.396576822,1
441,1,1,0.4627,0.037886046,1
442,1,1,0.6166,0.073010258,1
443,1,1,0.7112,0.249430791,1
444,1,1,0.716,0.370512515,1
445,1,1,0.7297,0.230703786,1
446,1,1,0.7274,0.22520043,1
447,1,1,0.6825,0.488252103,1
448,1,1,0.5492,0.434143692,1
449,1,1,0.3739,0.530265331,1
450,1,1,0.1552,0.697079122,1
451,1,1,0.0324,0.852920771,1
452,1,1,0,0.663789809,1
453,1,1,0,0.686731339,1
454,1,1,0,0.744635105,1
455,1,1,0,0.782060266,1
456,1,1,0,0.904454112,1
457,1,1,0,0.83344537,1
458,1,1,0,0.872471452,1
459,1,1,0,0.892910719,1
460,1,1,0,0.9560256,1
461,1,1,0,0.992454171,1
462,1,1,0,0.941938698,1
463,1,1,0.0727,0.783872187,1
464,1,1,0.2557,0.317019999,1
465,1,1,0.4497,0.108912453,1
466,1,1,0.5925,0.061030116,1
467,1,1,0.704,0.091753475,1
468,1,1,0.7225,0.165525734,1
469,1,1,0.701,0.100399628,1
470,1,1,0.6769,0.1118991,1
471,1,1,0.5474,0.337886423,1
472,1,1,0.3879,0.737042546,1
473,1,1,0.2913,0.518634439,1
474,1,1,0.1353,0.477877468,1
475,1,1,0.0179,0.68678236,1
476,1,1,0,0.666041672,1
477,1,1,0,0.656133652,1
478,1,1,0,0.731970549,1
479,1,1,0,0.650233984,1
480,1,1,0,0.48109597,1
481,1,1,0,0.520463943,1
482,1,1,0,0.641899228,1
483,1,1,0,0.732715607,1
484,1,1,0,0.773417711,1
485,1,1,0,0.808750629,1
486,1,1,0,0.668992579,1
487,1,1,0.0607,0.371637166,1
488,1,1,0.2295,0.274499536,1
489,1,1,0.3989,0.098948047,1
490,1,1,0.5445,0.245330244,1
491,1,1,0.6313,0.243990541,1
492,1,1,0.5756,0.377955258,1
493,1,1,0.4796,0.712418675,1
494,1,1,0.4497,0.855256557,1
495,1,1,0.3945,0.79084897,1
496,1,1,0.3274,0.812969089,1
497,1,1,0.224,0.640697956,1
498,1,1,0.1102,0.474223077,1
499,1,1,0.0001,0.422053099,1
500,1,1,0,0.618463397,1
501,1,1,0,0.438436031,1
502,1,1,0,0.626105309,1
503,1,1,0,0.752179384,1
504,1,1,0,0.696528912,1
505,1,1,0,0.438902229,1
506,1,1,0,0.497639388,1
507,1,1,0,0.438945562,1
508,1,1,0,0.367581606,1
509,1,1,0,0.305382103,1
510,1,1,0.037,0.436884254,1
511,1,1,0.0888,0.738148034,1
512,1,1,0.2116,0.291490972,1
513,1,1,0.3092,0.459098637,1
514,1,1,0.3972,0.635905445,1
515,1,1,0.4405,0.669811726,1
516,1,1,0.4781,0.590083241,1
517,1,1,0.5043,0.762081027,1
518,1,1,0.4636,0.85550642,1
519,1,1,0.4099,0.883201838,1
520,1,1,0.3449,0.763749957,1
521,1,1,0.2532,0.541816115,1
522,1,1,0.1406,0.425433457,1
523,1,1,0.0262,0.432244211,1
524,1,1,0,0.199295074,1
525,1,1,0,0.270927131,1
526,1,1,0,0.306062073,1
527,1,1,0,0.420065314,1
528,1,1,0,0.509275973,1
529,1,1,0,0.480353177,1
530,1,1,0,0.324450016,1
531,1,1,0,0.302692592,1
532,1,1,0,0.466654927,1
533,1,1,0,0.67505753,1
534,1,1,0.0476,0.376807451,1
535,1,1,0.1306,0.31946224,1
536,1,1,0.2459,0.143699497,1
537,1,1,0.3497,0.156880021,1
538,1,1,0.4365,0.188129231,1
539,1,1,0.4947,0.203940868,1
540,1,1,0.4811,0.163552999,1
541,1,1,0.4833,0.134147346,1
542,1,1,0.5991,0.06446109,1
543,1,1,0.5007,0.092199042,1
544,1,1,0.4215,0.086723067,1
545,1,1,0.3054,0.114515245,1
546,1,1,0.1696,0.102361403,1
547,1,1,0.0767,0.043915614,1
548,1,1,0.0025,0.032259069,1
549,1,1,0,0.071506903,1
550,1,1,0,0.15914017,1
551,1,1,0,0.169080377,1
552,1,1,0,0.173051119,1
553,1,1,0,0.164876029,1
554,1,1,0,0.063412562,1
555,1,1,0,0.049323048,1
556,1,1,0,0.037818015,1
557,1,1,0,0.056692064,1
558,1,1,0.1241,0.000874828,1
559,1,1,0.1222,0,1
560,1,1,0.2512,0,1
561,1,1,0.3878,0,1
562,1,1,0.4871,0.001588104,1
563,1,1,0.5537,0.008447308,1
564,1,1,0.5492,0.021065855,1
565,1,1,0.5536,0.02987227,1
566,1,1,0.5461,0.022448029,1
567,1,1,0.5098,0.013479567,1
568,1,1,0.4265,0.007557332,1
569,1,1,0.3101,0.065613106,1
570,1,1,0.1759,0.067543119,1
571,1,1,0.0906,0.05716503,1
572,1,1,0.0081,0.117857888,1
573,1,1,0,0.149920866,1
574,1,1,0,0.217291862,1
575,1,1,0,0.19108361,1
576,1,1,0,0.155939847,1
577,1,1,0,0.217742935,1
578,1,1,0,0.201601401,1
579,1,1,0,0.091017783,1
580,1,1,0,0.039890885,1
581,1,1,0,0.02697273,1
582,1,1,0.06,0.035254125,1
583,1,1,0.1215,0.028206613,1
584,1,1,0.2508,1.49E-05,1
585,1,1,0.3959,0.000385017,1
586,1,1,0.4885,0,1
587,1,1,0.5839,0.005427793,1
588,1,1,0.6002,0.019343045,1
589,1,1,0.5814,0.062357236,1
590,1,1,0.5694,0.12714605,1
591,1,1,0.5128,0.079630241,1
592,1,1,0.4113,0.033062447,1
593,1,1,0.2989,0.023031026,1
594,1,1,0.1584,0.064575166,1
595,1,1,0.0753,0.069345854,1
596,1,1,0.0051,0.06488511,1
597,1,1,0,0.035859421,1
598,1,1,0,0.112720452,1
599,1,1,0,0.051642787,1
600,1,1,0,0.041621186,1
601,1,1,0,0.081753545,1
602,1,1,0,0.065346025,1
603,1,1,0,0.070552856,1
604,1,1,0,0.14872022,1
605,1,1,0,0.214430436,1
606,1,1,0.1173,0.20369713,1
607,1,1,0.1091,0.16158022,1
608,1,1,0.2543,0.139353916,1
609,1,1,0.4103,0.037866671,1
610,1,1,0.5368,0.004774356,1
611,1,1,0.6338,0.019569334,1
612,1,1,0.6642,0.035872445,1
613,1,1,0.6187,0.077863842,1
614,1,1,0.6035,0.126199067,1
615,1,1,0.5322,0.247383356,1
616,1,1,0.3911,0.407447278,1
617,1,1,0.2873,0.393048167,1
618,1,1,0.1572,0.37749964,1
619,1,1,0.0753,0.282226861,1
620,1,1,0,0.484792292,1
621,1,1,0,0.724796295,1
622,1,1,0,0.821047485,1
623,1,1,0,0.653370082,1
624,1,1,0,0.29946968,1
625,1,1,0,0.455556154,1
626,1,1,0,0.547511041,1
627,1,1,0,0.864881098,1
628,1,1,0,0.821696997,1
629,1,1,0,0.72983098,1
630,1,1,0.1204,0.668930411,1
631,1,1,0.1029,0.358677596,1
632,1,1,0.2414,0.214688614,1
633,1,1,0.3655,0.193778232,1
634,1,1,0.4439,0.310218334,1
635,1,1,0.5051,0.142618716,1
636,1,1,0.5225,0.067326918,1
637,1,1,0.5304,0.100815311,1
638,1,1,0.4989,0.146756098,1
639,1,1,0.4838,0.154550627,1
640,1,1,0.4305,0.096468203,1
641,1,1,0.3179,0.241371393,1
642,1,1,0.1632,0.404828876,1
643,1,1,0.082,0.16593428,1
644,1,1,0.0162,0.034509681,1
645,1,1,0,0.089733712,1
646,1,1,0,0.152229264,1
647,1,1,0,0.175224811,1
648,1,1,0,0.146635681,1
649,1,1,0,0.163890973,1
650,1,1,0,0.155760348,1
651,1,1,0,0.128693983,1
652,1,1,0,0.082177021,1
653,1,1,0,0.08958932,1
654,1,1,0.109,0.057957835,1
655,1,1,0.0981,0.073416308,1
656,1,1,0.2276,0.057293538,1
657,1,1,0.4068,0.003419658,1
658,1,1,0.5303,0.005080082,1
659,1,1,0.7236,0.019371672,1
660,1,1,0.6557,0.013714502,1
661,1,1,0.6538,0.019445339,1
662,1,1,0.6461,0.044827178,1
663,1,1,0.5663,0.085633546,1
664,1,1,0.4522,0.149486348,1
665,1,1,0.3203,0.193703085,1
666,1,1,0.1618,0.390856296,1
667,1,1,0.0857,0.684476197,1
668,1,1,0.0362,0.768297255,1
669,1,1,0,0.745911419,1
670,1,1,0,0.027490973,1
671,1,1,0,0.352660328,1
672,1,1,0,0.333725721,1
673,1,1,0,0.395611078,1
674,1,1,0,0.423413754,1
675,1,1,0,0.243006587,1
676,1,1,0,0.258309305,1
677,1,1,0,0.311122924,1
678,1,1,0.0862,0.223746479,1
679,1,1,0.1147,0.149251714,1
680,1,1,0.2431,0.058339182,1
681,1,1,0.3828,0.112041719,1
682,1,1,0.492,0.263480425,1
683,1,1,0.5487,0.406454057,1
684,1,1,0.5534,0.449652612,1
685,1,1,0.558,0.635676682,1
686,1,1,0.5522,0.749368668,1
687,1,1,0.5321,0.83713603,1
688,1,1,0.4367,0.77069056,1
689,1,1,0.315,0.746376812,1
690,1,1,0.1671,0.584556997,1
691,1,1,0.0824,0.591010988,1
692,1,1,0.0091,0.472454995,1
693,1,1,0,0.403234482,1
694,1,1,0,0.620517254,1
695,1,1,0,0.687395751,1
696,1,1,0,0.694238126,1
697,1,1,0,0.719078302,1
698,1,1,0,0.695590973,1
699,1,1,0,0.582375467,1
700,1,1,0,0.328068644,1
701,1,1,0,0.219203621,1
702,1,1,0.0587,0.160372466,1
703,1,1,0.1202,0.163433105,1
704,1,1,0.2267,0.288469315,1
705,1,1,0.3121,0.210290685,1
706,1,1,0.3871,0.301395118,1
707,1,1,0.4377,0.413270384,1
708,1,1,0.4715,0.551126063,1
709,1,1,0.481,0.591716051,1
710,1,1,0.4752,0.654024005,1
711,1,1,0.4683,0.513331532,1
712,1,1,0.3812,0.424813777,1
713,1,1,0.2652,0.308118045,1
714,1,1,0.1535,0.313441902,1
715,1,1,0.0289,0.724045098,1
716,1,1,0,0.51439184,1
717,1,1,0,0.469148576,1
718,1,1,0,0.436568946,1
719,1,1,0,0.202889666,1
720,1,1,0,0.215684026,1
721,1,1,0,0.316270888,1
722,1,1,0,0.310780317,1
723,1,1,0,0.299282789,1
724,1,1,0,0.432175815,1
725,1,1,0,0.194348484,1
726,1,1,0,0.209139466,1
727,1,1,0.0152,0.228728533,1
728,1,1,0.0911,0.312427849,1
729,1,1,0.1895,0.217083111,1
730,1,1,0.2332,0.153272688,1
731,1,1,0.2898,0.085418865,1
732,1,1,0.3538,0.055565592,1
733,1,1,0.3662,0.005079592,1
734,1,1,0.3455,0.013821051,1
735,1,1,0.2894,0.028382257,1
736,1,1,0.2522,0.013966933,1
737,1,1,0.177,0.010335479,1
738,1,1,0.1159,0.082700029,1
739,1,1,0.0529,0.264066011,1
740,1,1,0.048,0.384414434,1
741,1,1,0,0.545492649,1
742,1,1,0,0.51424253,1
743,1,1,0,0.736316085,1
744,1,1,0,0.6506024,1
745,1,1,0,0.556405127,1
746,1,1,0,0.462369353,1
747,1,1,0,0.590124667,1
748,1,1,0,0.575042486,1
749,1,1,0,0.691458404,1
750,1,1,0.1017,0.615193188,1
751,1,1,0.103,0.351349473,1
752,1,1,0.2403,0.224414408,1
753,1,1,0.3815,0.338782132,1
754,1,1,0.4815,0.345988899,1
755,1,1,0.5593,0.291045278,1
756,1,1,0.6001,0.162717462,1
757,1,1,0.6257,0.131063849,1
758,1,1,0.6342,0.095035844,1
759,1,1,0.5798,0.040348653,1
760,1,1,0.4757,0.057491764,1
761,1,1,0.3352,0.053749915,1
762,1,1,0.1595,0.070691973,1
763,1,1,0.0851,0.123805001,1
764,1,1,0.1883,0.308470607,1
765,1,1,0,0.423288703,1
766,1,1,0,0.260216504,1
767,1,1,0,0.204875395,1
768,1,1,0,0.297252923,1
769,1,1,0,0.248301715,1
770,1,1,0,0.112112507,1
771,1,1,0,0.057916366,1
772,1,1,0,0.135247335,1
773,1,1,0,0.249359459,1
774,1,1,0.187,0.426526546,1
775,1,1,0.093,0.314102888,1
776,1,1,0.2452,0.128488302,1
777,1,1,0.4187,0.080791995,1
778,1,1,0.5509,0.110714242,1
779,1,1,0.6487,0.115921974,1
780,1,1,0.6968,0.158042431,1
781,1,1,0.693,0.18366994,1
782,1,1,0.6863,0.220246598,1
783,1,1,0.6064,0.221653923,1
784,1,1,0.4918,0.183514729,1
785,1,1,0.343,0.259554565,1
786,1,1,0.1604,0.260095179,1
787,1,1,0.087,0.304119915,1
788,1,1,0.2318,0.510694981,1
789,1,1,0,0.482686579,1
790,1,1,0,0.699062824,1
791,1,1,0,0.673384309,1
792,1,1,0,0.432914585,1
793,1,1,0,0.323145747,1
794,1,1,0,0.319088399,1
795,1,1,0,0.260254115,1
796,1,1,0,0.181786716,1
797,1,1,0,0.144087076,1
798,1,1,0.1887,0.191920087,1
799,1,1,0.0929,0.166908354,1
800,1,1,0.2427,0.037063673,1
801,1,1,0.4116,0.079695985,1
