Time_Index,ngcc,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
802,1,1,0.5369,0.087955154,1
803,1,1,0.6279,0.102017671,1
804,1,1,0.6575,0.115555152,1
805,1,1,0.6482,0.187957913,1
806,1,1,0.6391,0.364956856,1
807,1,1,0.5776,0.37996769,1
808,1,1,0.4757,0.59902066,1
809,1,1,0.3383,0.630329251,1
810,1,1,0.1684,0.65753907,1
811,1,1,0.0868,0.771859109,1
812,1,1,0.0487,0.490005106,1
813,1,1,0,0.365391672,1
814,1,1,0,0.340303034,1
815,1,1,0,0.094722599,1
816,1,1,0,0.015825296,1
817,1,1,0,0.002421153,1
818,1,1,0,0.000794847,1
819,1,1,0,0.000428479,1
820,1,1,0,0.01052763,1
821,1,1,0,0.016187765,1
822,1,1,0.1238,0.011523427,1
823,1,1,0.1126,0.006976931,1
824,1,1,0.2482,0.00335009,1
825,1,1,0.4064,0.028564842,1
826,1,1,0.5351,0.051422022,1
827,1,1,0.6317,0.043019362,1
828,1,1,0.6694,0.027543584,1
829,1,1,0.6718,0.090025589,1
830,1,1,0.6624,0.076414011,1
831,1,1,0.5849,0.14478156,1
832,1,1,0.4741,0.309692383,1
833,1,1,0.3354,0.401429474,1
834,1,1,0.1691,0.437628329,1
835,1,1,0.0894,0.69906354,1
836,1,1,0.1753,0.482573152,1
837,1,1,0,0.583878756,1
838,1,1,0,0.58348006,1
839,1,1,0,0.304607511,1
840,1,1,0,0.203610167,1
841,1,1,0,0.649910092,1
842,1,1,0,0.449806392,1
843,1,1,0,0.403682619,1
844,1,1,0,0.713473082,1
845,1,1,0,0.758000851,1
846,1,1,0.1589,0.70315212,1
847,1,1,0.0943,0.321126133,1
848,1,1,0.2225,0.077181838,1
849,1,1,0.3699,0.004887635,1
850,1,1,0.5086,0.108316578,1
851,1,1,0.5908,0.270827264,1
852,1,1,0.6336,0.323221415,1
853,1,1,0.6495,0.238416597,1
854,1,1,0.6516,0.232966736,1
855,1,1,0.5842,0.21313791,1
856,1,1,0.4786,0.198754862,1
857,1,1,0.3446,0.29604885,1
858,1,1,0.1706,0.264021724,1
859,1,1,0.0752,0.33450228,1
860,1,1,0.1152,0.301816016,1
861,1,1,0,0.284016728,1
862,1,1,0,0.640754879,1
863,1,1,0,0.490187824,1
864,1,1,0,0.355789304,1
865,1,1,0,0.340449482,1
866,1,1,0,0.333329797,1
867,1,1,0,0.369770527,1
868,1,1,0,0.36360234,1
869,1,1,0,0.31896776,1
870,1,1,0.1589,0.303836137,1
871,1,1,0.089,0.160167903,1
872,1,1,0.2251,0.079632118,1
873,1,1,0.3939,0.012164543,1
874,1,1,0.5244,0.003566262,1
875,1,1,0.6196,0.016549267,1
876,1,1,0.6585,0.043549895,1
877,1,1,0.659,0.087439194,1
878,1,1,0.6504,0.119526654,1
879,1,1,0.5857,0.140196681,1
880,1,1,0.4782,0.188395977,1
881,1,1,0.3406,0.205389231,1
882,1,1,0.1721,0.2156872,1
883,1,1,0.0742,0.242334917,1
884,1,1,0.0396,0.282566041,1
885,1,1,0,0.342386037,1
886,1,1,0,0.382936895,1
887,1,1,0,0.143793866,1
888,1,1,0,0.109929651,1
889,1,1,0,0.051163875,1
890,1,1,0,0.054687485,1
891,1,1,0,0.105050832,1
892,1,1,0,0.182591677,1
893,1,1,0,0.179021642,1
894,1,1,0.0857,0.148925558,1
895,1,1,0.0985,0.148362264,1
896,1,1,0.2236,0.01434649,1
897,1,1,0.3682,0.006403404,1
898,1,1,0.461,0.000551855,1
899,1,1,0.5657,0.002222841,1
900,1,1,0.6113,0.014765747,1
901,1,1,0.6112,0.025982326,1
902,1,1,0.7148,0.051011458,1
903,1,1,0.5522,0.095408663,1
904,1,1,0.4604,0.085321628,1
905,1,1,0.3336,0.07350786,1
906,1,1,0.1691,0.132214531,1
907,1,1,0.0764,0.137849957,1
908,1,1,0.0422,0.184404567,1
909,1,1,0,0.356327027,1
910,1,1,0,0.603103399,1
911,1,1,0,0.27046901,1
912,1,1,0,0.506826282,1
913,1,1,0,0.575612068,1
914,1,1,0,0.548263431,1
915,1,1,0,0.647408605,1
916,1,1,0,0.654589415,1
917,1,1,0,0.497003525,1
918,1,1,0.1104,0.445106089,1
919,1,1,0.0878,0.229878709,1
920,1,1,0.2191,0.060949557,1
921,1,1,0.3857,0.011994306,1
922,1,1,0.5104,0.00880008,1
923,1,1,0.6019,0.002130054,1
924,1,1,0.6436,0.015359428,1
925,1,1,0.6155,0.068614677,1
926,1,1,0.7403,0.056704305,1
927,1,1,0.5629,0.067317396,1
928,1,1,0.4731,0.097863823,1
929,1,1,0.3398,0.109962121,1
930,1,1,0.1685,0.160627872,1
931,1,1,0.073,0.166034579,1
932,1,1,0.0515,0.201618627,1
933,1,1,0,0.370844096,1
934,1,1,0,0.469563782,1
935,1,1,0,0.348116159,1
936,1,1,0,0.448170602,1
937,1,1,0,0.575467587,1
938,1,1,0,0.719165981,1
939,1,1,0,0.716450989,1
940,1,1,0,0.552055776,1
941,1,1,0,0.570802212,1
942,1,1,0.1349,0.446002901,1
943,1,1,0.087,0.263706267,1
944,1,1,0.2179,0.027369423,1
945,1,1,0.3662,0.011556719,1
946,1,1,0.453,0.00554294,1
947,1,1,0.5139,0.007458947,1
948,1,1,0.5027,0.007238535,1
949,1,1,0.486,0.024647465,1
950,1,1,0.5046,0.079487853,1
951,1,1,0.4792,0.175486401,1
952,1,1,0.4084,0.276802629,1
953,1,1,0.2899,0.371062219,1
954,1,1,0.1532,0.394833893,1
955,1,1,0.0512,0.3422243,1
956,1,1,0.0079,0.21255663,1
957,1,1,0,0.471006572,1
958,1,1,0,0.670012355,1
959,1,1,0,0.528434157,1
960,1,1,0,0.271737635,1
961,1,1,0,0.157962248,1
962,1,1,0,0.307011753,1
963,1,1,0,0.498054177,1
964,1,1,0,0.58826077,1
965,1,1,0,0.604618669,1
966,1,1,0.0009,0.732898831,1
967,1,1,0.0476,0.799993157,1
968,1,1,0.1894,0.313152343,1
969,1,1,0.3091,0.391952872,1
970,1,1,0.3908,0.167126656,1
971,1,1,0.4513,0.157932818,1
972,1,1,0.4954,0.086081825,1
973,1,1,0.5444,0.061497808,1
974,1,1,0.5906,0.080503285,1
975,1,1,0.5663,0.12262772,1
976,1,1,0.463,0.05908297,1
977,1,1,0.3344,0.060615432,1
978,1,1,0.1675,0.10179241,1
979,1,1,0.0696,0.106257804,1
980,1,1,0.0264,0.158995539,1
981,1,1,0,0.193694279,1
982,1,1,0,0.336901158,1
983,1,1,0,0.417851448,1
984,1,1,0,0.382728875,1
985,1,1,0,0.311964035,1
986,1,1,0,0.372542143,1
987,1,1,0,0.345125735,1
988,1,1,0,0.174158067,1
989,1,1,0,0.133626163,1
990,1,1,0.1152,0.175986752,1
991,1,1,0.0873,0.270207316,1
992,1,1,0.2188,0.067989402,1
993,1,1,0.361,0.002678263,1
994,1,1,0.4632,0.002921102,1
995,1,1,0.5972,0.005768502,1
996,1,1,0.464,0.025790602,1
997,1,1,0.4484,0.083233826,1
998,1,1,0.4266,0.146679327,1
999,1,1,0.4012,0.264722854,1
1000,1,1,0.3295,0.271960229,1
1001,1,1,0.2302,0.200801462,1
1002,1,1,0.1164,0.183507621,1
1003,1,1,0.0125,0.10289672,1
1004,1,1,0,0.330625206,1
1005,1,1,0,0.304564148,1
1006,1,1,0,0.149596244,1
1007,1,1,0,0.086167753,1
1008,1,1,0,0.040918395,1
1009,1,1,0,0.066019118,1
1010,1,1,0,0.198731586,1
1011,1,1,0,0.22228682,1
1012,1,1,0,0.269020945,1
1013,1,1,0,0.338626444,1
1014,1,1,0.0316,0.329733253,1
1015,1,1,0.0805,0.142758727,1
1016,1,1,0.2149,0.309967369,1
1017,1,1,0.3659,0.22771126,1
1018,1,1,0.4898,0.105750352,1
1019,1,1,0.5831,0.306384861,1
1020,1,1,0.6085,0.308015108,1
1021,1,1,0.5999,0.555920124,1
1022,1,1,0.5772,0.40271455,1
1023,1,1,0.5188,0.4744156,1
1024,1,1,0.4201,0.448099613,1
1025,1,1,0.3017,0.324053347,1
1026,1,1,0.1691,0.638685226,1
1027,1,1,0.0705,0.331537277,1
1028,1,1,0,0.301580161,1
1029,1,1,0,0.179259643,1
1030,1,1,0,0.331651002,1
1031,1,1,0,0.218752727,1
1032,1,1,0,0.247766033,1
1033,1,1,0,0.280310601,1
1034,1,1,0,0.603805244,1
1035,1,1,0,0.741859972,1
1036,1,1,0,0.44207269,1
1037,1,1,0,0.534612,1
1038,1,1,0.0259,0.587511122,1
1039,1,1,0.096,0.48241505,1
1040,1,1,0.2133,0.226682097,1
1041,1,1,0.3624,0.376575917,1
1042,1,1,0.4795,0.272142261,1
1043,1,1,0.5633,0.132447034,1
1044,1,1,0.5708,0.091180928,1
1045,1,1,0.534,0.420845181,1
1046,1,1,0.5641,0.543866694,1
1047,1,1,0.5537,0.943579316,1
1048,1,1,0.457,0.83001256,1
1049,1,1,0.3439,0.698711514,1
1050,1,1,0.1642,0.536995411,1
1051,1,1,0.0638,0.770702124,1
1052,1,1,0,0.569594324,1
1053,1,1,0,0.668922722,1
1054,1,1,0,0.759383678,1
1055,1,1,0,0.672967851,1
1056,1,1,0,0.861851215,1
1057,1,1,0,0.904103041,1
1058,1,1,0,0.948453426,1
1059,1,1,0,0.924273491,1
1060,1,1,0,0.598329663,1
1061,1,1,0,0.679739118,1
1062,1,1,0.0054,0.726229846,1
1063,1,1,0.0826,0.374634266,1
1064,1,1,0.2036,0.286880225,1
1065,1,1,0.3215,0.330193251,1
1066,1,1,0.4199,0.128418282,1
1067,1,1,0.5034,0.290965378,1
1068,1,1,0.5322,0.178795844,1
1069,1,1,0.5403,0.330005288,1
1070,1,1,0.4716,0.362643749,1
1071,1,1,0.3179,0.640228391,1
1072,1,1,0.1481,0.531164765,1
1073,1,1,0.1209,0.329949379,1
1074,1,1,0.1182,0.386095732,1
1075,1,1,0.0209,0.423034161,1
1076,1,1,0,0.450478375,1
1077,1,1,0,0.57635653,1
1078,1,1,0,0.720451176,1
1079,1,1,0,0.523391306,1
1080,1,1,0,0.655831814,1
1081,1,1,0,0.588717222,1
1082,1,1,0,0.227098763,1
1083,1,1,0,0.17481938,1
1084,1,1,0,0.272776425,1
1085,1,1,0,0.168066531,1
1086,1,1,0.0124,0.131873012,1
1087,1,1,0.0858,0.11483182,1
1088,1,1,0.1993,0.039083671,1
1089,1,1,0.3012,0.015605348,1
1090,1,1,0.4181,0.005083221,1
1091,1,1,0.5171,0.026523871,1
1092,1,1,0.5313,0.037933312,1
1093,1,1,0.5773,0.07878951,1
1094,1,1,0.5196,0.151713207,1
1095,1,1,0.4946,0.159514621,1
1096,1,1,0.4443,0.166231588,1
1097,1,1,0.3279,0.237598807,1
1098,1,1,0.1745,0.299556315,1
1099,1,1,0.071,0.470466763,1
1100,1,1,0.0002,0.258484989,1
1101,1,1,0,0.510530412,1
1102,1,1,0,0.002039773,1
1103,1,1,0,0.227039397,1
1104,1,1,0,0.21608673,1
1105,1,1,0,0.400255084,1
1106,1,1,0,0.521532774,1
1107,1,1,0,0.458882213,1
1108,1,1,0,0.451008141,1
1109,1,1,0,0.491534829,1
1110,1,1,0.0042,0.467617095,1
1111,1,1,0.0398,0.100013167,1
1112,1,1,0.1349,0.025949452,1
1113,1,1,0.246,0.009271344,1
1114,1,1,0.3214,0.00585303,1
1115,1,1,0.3781,0.008102837,1
1116,1,1,0.4205,0.011761335,1
1117,1,1,0.4431,0.016859254,1
1118,1,1,0.4225,0.014383033,1
1119,1,1,0.4012,0.013123969,1
1120,1,1,0.3611,0.024976533,1
1121,1,1,0.2682,0.04874368,1
1122,1,1,0.1522,0.067713812,1
1123,1,1,0.0493,0.00194676,1
1124,1,1,0.0035,0.243894607,1
1125,1,1,0,0.43423447,1
1126,1,1,0,0.269676387,1
1127,1,1,0,0.308281243,1
1128,1,1,0,0.154390037,1
1129,1,1,0,0.017501773,1
1130,1,1,0,0.015170611,1
1131,1,1,0,0.023492908,1
1132,1,1,0,0.051520996,1
1133,1,1,0,0.223330855,1
1134,1,1,0.0958,0.241920054,1
1135,1,1,0.085,0.171876311,1
1136,1,1,0.2209,0.001826935,1
1137,1,1,0.3936,0.013653222,1
1138,1,1,0.5269,0.025165366,1
1139,1,1,0.6269,0.030590979,1
1140,1,1,0.6626,0.034232326,1
1141,1,1,0.6526,0.04123871,1
1142,1,1,0.6325,0.053907212,1
1143,1,1,0.5865,0.053079225,1
1144,1,1,0.4871,0.074169755,1
1145,1,1,0.35,0.094135061,1
1146,1,1,0.1748,0.228436068,1
1147,1,1,0.0721,0.482882708,1
1148,1,1,0.0038,0.473664314,1
1149,1,1,0,0.850350022,1
1150,1,1,0,0.730587542,1
1151,1,1,0,0.574664116,1
1152,1,1,0,0.486055911,1
1153,1,1,0,0.493424475,1
1154,1,1,0,0.554639995,1
1155,1,1,0,0.022347625,1
1156,1,1,0,0.018881368,1
1157,1,1,0,0.01442062,1
1158,1,1,0.1493,0.019700399,1
1159,1,1,0.0807,0.016209207,1
1160,1,1,0.2201,0.100405432,1
1161,1,1,0.3898,0.012201681,1
1162,1,1,0.5143,0.00949485,1
1163,1,1,0.6101,0.002262434,1
1164,1,1,0.6395,0.014513246,1
1165,1,1,0.6368,0.067400068,1
1166,1,1,0.6288,0.1390104,1
1167,1,1,0.5833,0.269864947,1
1168,1,1,0.478,0.310260683,1
1169,1,1,0.345,0.486755341,1
1170,1,1,0.1708,0.549155653,1
1171,1,1,0.0667,0.631044269,1
1172,1,1,0,0.414786339,1
1173,1,1,0,0.727302015,1
1174,1,1,0,0.83818835,1
1175,1,1,0,0.794625223,1
1176,1,1,0,0.820741951,1
1177,1,1,0,0.029140173,1
1178,1,1,0,0.021549443,1
1179,1,1,0,0.028266536,1
1180,1,1,0,0.029692581,1
1181,1,1,0,0.047842748,1
1182,1,1,0,0.02966206,1
1183,1,1,0,0.0216818,1
1184,1,1,0.103,0.030162193,1
1185,1,1,0.3367,0.030874155,1
1186,1,1,0.5029,0.064401291,1
1187,1,1,0.6295,0.096132919,1
1188,1,1,0.641,0.251246631,1
1189,1,1,0.6296,0.439191818,1
1190,1,1,0.6023,0.687519908,1
1191,1,1,0.4756,0.797796488,1
1192,1,1,0.3125,0.612847745,1
1193,1,1,0.0716,0.361977279,1
1194,1,1,0,0.223417595,1
1195,1,1,0,0.196194679,1
1196,1,1,0,0.282487154,1
1197,1,1,0,0.417977035,1
1198,1,1,0,0.811601877,1
1199,1,1,0,0.680375755,1
1200,1,1,0,0.824633181,1
1201,1,1,0,0.829335034,1
1202,1,1,0,0.827947438,1
1203,1,1,0,0.833893955,1
1204,1,1,0,0.51296699,1
1205,1,1,0,0.581139803,1
1206,1,1,0,0.528710842,1
1207,1,1,0,0.75202781,1
1208,1,1,0.0002,0.237527564,1
1209,1,1,0.2048,0.333715945,1
1210,1,1,0.3617,0.219828874,1
1211,1,1,0.4551,0.282157749,1
1212,1,1,0.4406,0.188298076,1
1213,1,1,0.3895,0.203046635,1
1214,1,1,0.3436,0.336254209,1
1215,1,1,0.2994,0.321963608,1
1216,1,1,0.1652,0.272109389,1
1217,1,1,0.012,0.184450239,1
1218,1,1,0,0.146148682,1
1219,1,1,0,0.425443083,1
1220,1,1,0,0.426421762,1
1221,1,1,0,0.065949477,1
1222,1,1,0,0.037179209,1
1223,1,1,0,0.036425985,1
1224,1,1,0,0.031942323,1
1225,1,1,0,0.013315584,1
1226,1,1,0,0.013699913,1
1227,1,1,0,0.017431565,1
1228,1,1,0,0.018595237,1
1229,1,1,0,0.024938842,1
1230,1,1,0,0.023324806,1
1231,1,1,0,0.029629584,1
1232,1,1,0.0741,0.020346664,1
1233,1,1,0.3326,0.045224447,1
1234,1,1,0.513,0.113456003,1
1235,1,1,0.6304,0.132276177,1
1236,1,1,0.6421,0.224611759,1
1237,1,1,0.6634,0.240549088,1
1238,1,1,0.6169,0,1
1239,1,1,0.5355,0.279137284,1
1240,1,1,0.3307,0,1
1241,1,1,0.0844,0,1
1242,1,1,0,0,1
1243,1,1,0,0.690852761,1
1244,1,1,0,0.666681767,1
1245,1,1,0,0,1
1246,1,1,0,0,1
1247,1,1,0,0,1
1248,1,1,0,0,1
1249,1,1,0,0,1
1250,1,1,0,0,1
1251,1,1,0,0,1
1252,1,1,0,0,1
1253,1,1,0,0,1
1254,1,1,0,0,1
1255,1,1,0,0,1
1256,1,1,0.0709,0,1
1257,1,1,0.2937,0,1
1258,1,1,0.4255,0,1
1259,1,1,0.5184,0,1
1260,1,1,0.5122,0,1
1261,1,1,0.4839,0.071674332,1
1262,1,1,0.4576,0,1
1263,1,1,0.4155,0.05720973,1
1264,1,1,0.2268,0.033913467,1
1265,1,1,0.0106,0.013918933,1
1266,1,1,0,0.011696965,1
1267,1,1,0,0.008273281,1
1268,1,1,0,0.007907723,1
1269,1,1,0,0.006915781,1
1270,1,1,0,0.006242153,1
1271,1,1,0,0.006794127,1
1272,1,1,0,0.005869902,1
1273,1,1,0,0.005101557,1
1274,1,1,0,0.004124256,1
1275,1,1,0,0.003758535,1
1276,1,1,0,0.002919416,1
1277,1,1,0,0.003906269,1
1278,1,1,0,0.00568264,1
1279,1,1,0,0.0051051,1
1280,1,1,0,0.002662357,1
1281,1,1,0.1785,0.00428857,1
1282,1,1,0.4377,0.010186048,1
1283,1,1,0.5751,0.026565805,1
1284,1,1,0.5155,0.026355337,1
1285,1,1,0.4923,0.02025616,1
1286,1,1,0.4147,0.009744143,1
1287,1,1,0.3057,0.012697805,1
1288,1,1,0.1433,0.037019208,1
1289,1,1,0.0014,0.014123548,1
1290,1,1,0,0.00427358,1
1291,1,1,0,0.002273578,1
1292,1,1,0,0.009553424,1
1293,1,1,0,0.007988809,1
1294,1,1,0,0.005721671,1
1295,1,1,0,0.002001774,1
1296,1,1,0,0.000688677,1
1297,1,1,0,0.001193504,1
1298,1,1,0,0.002342054,1
1299,1,1,0,0.002372414,1
1300,1,1,0,0.00221322,1
1301,1,1,0,0.004812762,1
1302,1,1,0,0.007317646,1
1303,1,1,0,0.005913043,1
1304,1,1,0.0727,0.007874532,1
1305,1,1,0.3305,0.010513831,1
1306,1,1,0.5087,0.013493519,1
1307,1,1,0.6255,0.051234551,1
1308,1,1,0.6438,0.035532594,1
1309,1,1,0.6342,0.015982417,1
1310,1,1,0.6073,0.016271932,1
1311,1,1,0.4905,0.010833261,1
1312,1,1,0.3167,0.015405776,1
1313,1,1,0.0647,0.00745156,1
1314,1,1,0,0.001268229,1
1315,1,1,0,0.000340368,1
1316,1,1,0,0.000472501,1
1317,1,1,0,0.000913061,1
1318,1,1,0,0.000460567,1
1319,1,1,0,0.000405724,1
1320,1,1,0,0.000461224,1
1321,1,1,0,0.000425159,1
1322,1,1,0,0.000201664,1
1323,1,1,0,6.14E-05,1
1324,1,1,0,6.20E-05,1
1325,1,1,0,0.000940251,1
1326,1,1,0,0.001688296,1
1327,1,1,0,0.001462118,1
1328,1,1,0.0732,0.00205039,1
1329,1,1,0.3249,0.002406735,1
1330,1,1,0.5055,0.006735122,1
1331,1,1,0.6259,0.010578658,1
1332,1,1,0.6462,0.023952477,1
1333,1,1,0.6498,0.032189377,1
1334,1,1,0.6233,0.036131389,1
1335,1,1,0.4959,0.028037485,1
1336,1,1,0.2951,0.019684512,1
1337,1,1,0.0327,0.007505227,1
1338,1,1,0,0.003617593,1
1339,1,1,0,0.003890333,1
1340,1,1,0,0.003798491,1
1341,1,1,0,0.003029724,1
1342,1,1,0,0.001596955,1
1343,1,1,0,0.002168473,1
1344,1,1,0,0.002228256,1
1345,1,1,0,0.067692161,1
1346,1,1,0,0.051151462,1
1347,1,1,0,0.039891448,1
1348,1,1,0,0.052784219,1
1349,1,1,0,0.045754455,1
1350,1,1,0,0.055088699,1
1351,1,1,0,0.041030407,1
1352,1,1,0,0.072356634,1
1353,1,1,0.2772,0.070205957,1
1354,1,1,0.4703,0.269536674,1
1355,1,1,0.5945,0.318837047,1
1356,1,1,0.6074,0.598548889,1
1357,1,1,0.6058,0.949451566,1
1358,1,1,0.573,0.956299305,1
1359,1,1,0.4695,0.800921977,1
1360,1,1,0.2946,0.565316677,1
1361,1,1,0.0015,0.262164563,1
1362,1,1,0,0.051925015,1
1363,1,1,0,0.02580508,1
1364,1,1,0,0.002814861,1
1365,1,1,0,0.002815134,1
1366,1,1,0,0.002380206,1
1367,1,1,0,0.000933269,1
1368,1,1,0,0.000350337,1
1369,1,1,0,0.000154842,1
1370,1,1,0,5.75E-05,1
1371,1,1,0,7.18E-05,1
1372,1,1,0,3.65E-05,1
1373,1,1,0,3.00E-05,1
1374,1,1,0,0,1
1375,1,1,0,0.000772537,1
1376,1,1,0,0.000930232,1
1377,1,1,0.1029,0.000778525,1
1378,1,1,0.2427,0.000131503,1
1379,1,1,0.3353,0.005792293,1
1380,1,1,0.3693,0.00257458,1
1381,1,1,0.321,1.01E-05,1
1382,1,1,0.2798,0.000134685,1
1383,1,1,0.2887,0.000516413,1
1384,1,1,0.1717,0.001232307,1
1385,1,1,0,0.002655152,1
1386,1,1,0,0.003173271,1
1387,1,1,0,0.003878384,1
1388,1,1,0,0.005781263,1
1389,1,1,0,0.006259252,1
1390,1,1,0,0.008088858,1
1391,1,1,0,0.008165604,1
1392,1,1,0,0.007110484,1
1393,1,1,0,0.010341755,1
1394,1,1,0,0.017352095,1
1395,1,1,0,0.014267083,1
1396,1,1,0,0.025345866,1
1397,1,1,0,0.020062098,1
1398,1,1,0,0.021361887,1
1399,1,1,0,0.021811772,1
1400,1,1,0,0.014325362,1
1401,1,1,0.1982,0.015371396,1
1402,1,1,0.3702,0.030313112,1
1403,1,1,0.4604,0.035362862,1
1404,1,1,0.5011,0.042722434,1
1405,1,1,0.5173,0.040847346,1
1406,1,1,0.5058,0.05511716,1
1407,1,1,0.3876,0.132114276,1
1408,1,1,0.1969,0.088099703,1
1409,1,1,0,0.010155346,1
1410,1,1,0,0.006772437,1
1411,1,1,0,0.012552555,1
1412,1,1,0,0.004603527,1
1413,1,1,0,0.013114163,1
1414,1,1,0,0.012415253,1
1415,1,1,0,0.004863528,1
1416,1,1,0,0.033390347,1
1417,1,1,0,0.066503689,1
1418,1,1,0,0.072049811,1
1419,1,1,0,0.163911462,1
1420,1,1,0,0.24464646,1
1421,1,1,0,0.147138357,1
1422,1,1,0,0.082618125,1
1423,1,1,0,0.162055463,1
1424,1,1,0,0.022330137,1
1425,1,1,0.2668,0.012179459,1
1426,1,1,0.4708,0.043081041,1
1427,1,1,0.5885,0.164181739,1
1428,1,1,0.5494,0.64546752,1
1429,1,1,0.5991,0.517372191,1
1430,1,1,0.5673,0.606333733,1
1431,1,1,0.483,0.819485366,1
1432,1,1,0.3013,0.764980793,1
1433,1,1,0.0001,0.509450972,1
1434,1,1,0,0.343583882,1
1435,1,1,0,0.234340429,1
1436,1,1,0,0.349542052,1
1437,1,1,0,0.545352876,1
1438,1,1,0,0.33305043,1
1439,1,1,0,0.2963866,1
1440,1,1,0,0.163866162,1
1441,1,1,0,0.161449268,1
1442,1,1,0,0.156570747,1
1443,1,1,0,0.186094135,1
1444,1,1,0,0.126597002,1
1445,1,1,0,0.118293867,1
1446,1,1,0,0.119840138,1
1447,1,1,0,0.114646934,1
1448,1,1,0,0.112317093,1
1449,1,1,0.1993,0.061715327,1
1450,1,1,0.38,0.291378587,1
1451,1,1,0.4883,0.174561754,1
1452,1,1,0.5493,0.115443371,1
1453,1,1,0.5521,0.087088332,1
1454,1,1,0.5214,0.031298004,1
1455,1,1,0.4105,0.053981099,1
1456,1,1,0.2423,0.010938625,1
1457,1,1,0,0.010312587,1
1458,1,1,0,0.006492569,1
1459,1,1,0,0.004183383,1
1460,1,1,0,0.004213412,1
1461,1,1,0,0.012388219,1
1462,1,1,0,0.009391747,1
1463,1,1,0,0.006458785,1
1464,1,1,0,0.007347133,1
1465,1,1,0,0.012042541,1
1466,1,1,0,0.026133567,1
1467,1,1,0,0.025451697,1
1468,1,1,0,0.019929396,1
1469,1,1,0,0.020905757,1
1470,1,1,0,0.022048984,1
1471,1,1,0,0.039332137,1
1472,1,1,0,0.028185239,1
1473,1,1,0.2168,0.009182803,1
1474,1,1,0.3862,0.01188824,1
1475,1,1,0.4511,0.011834171,1
1476,1,1,0.4476,0.014699826,1
1477,1,1,0.4533,0.008735722,1
1478,1,1,0.437,0.009943328,1
1479,1,1,0.4112,0.009525585,1
1480,1,1,0.275,0.007624389,1
1481,1,1,0,0.009073834,1
1482,1,1,0,0.010131359,1
1483,1,1,0,0.006854909,1
1484,1,1,0,0.00542303,1
1485,1,1,0,0.004304309,1
1486,1,1,0,0.012992928,1
1487,1,1,0,0.005159878,1
1488,1,1,0,0.004437782,1
1489,1,1,0,0.001912998,1
1490,1,1,0,0.001433845,1
1491,1,1,0,0.001553217,1
1492,1,1,0,0.001317133,1
1493,1,1,0,0.001974872,1
1494,1,1,0,0.002760581,1
1495,1,1,0,0.002127317,1
1496,1,1,0,0.004472089,1
1497,1,1,0.1184,0.002267267,1
1498,1,1,0.2778,0.006444992,1
1499,1,1,0.3585,0.005165976,1
1500,1,1,0.3238,0.003947391,1
1501,1,1,0.3411,0.007526078,1
1502,1,1,0.3405,0.063299768,1
1503,1,1,0.286,0.088127345,1
1504,1,1,0.1028,0.142708987,1
1505,1,1,0,0.079206005,1
1506,1,1,0,0.047868177,1
1507,1,1,0,0.13347429,1
1508,1,1,0,0.267536581,1
1509,1,1,0,0.362614065,1
1510,1,1,0,0.240288094,1
1511,1,1,0,0.39795348,1
1512,1,1,0,0.252520144,1
1513,1,1,0,0.773680627,1
1514,1,1,0,0.712000728,1
1515,1,1,0,0.705377758,1
1516,1,1,0,0.587508202,1
1517,1,1,0,0.497255266,1
1518,1,1,0,0.419470131,1
1519,1,1,0,0.347015351,1
1520,1,1,0,0.319482148,1
1521,1,1,0.0007,0.367201984,1
1522,1,1,0.0505,0.505764008,1
1523,1,1,0.1048,0.459002405,1
1524,1,1,0.1705,0.214872599,1
1525,1,1,0.1971,0.218826517,1
1526,1,1,0.1052,0.209580272,1
1527,1,1,0.2212,0.083337322,1
1528,1,1,0.0074,0.366854846,1
1529,1,1,0,0.332573056,1
1530,1,1,0,0.313187331,1
1531,1,1,0,0.38710615,1
1532,1,1,0,0.442929536,1
1533,1,1,0,0.330950469,1
1534,1,1,0,0.392266095,1
1535,1,1,0,0.490631402,1
1536,1,1,0,0.380248427,1
1537,1,1,0,0.287218243,1
1538,1,1,0,0.221901521,1
1539,1,1,0,0.136105016,1
1540,1,1,0,0.04027307,1
1541,1,1,0,0.04952893,1
1542,1,1,0,0.062341593,1
1543,1,1,0,0.022653107,1
1544,1,1,0,0.030825004,1
1545,1,1,0.1639,0.151055604,1
1546,1,1,0.3664,0.343536317,1
1547,1,1,0.505,0.51154542,1
1548,1,1,0.5522,0.767467856,1
1549,1,1,0.5432,0.516240895,1
1550,1,1,0.5046,0.408959061,1
1551,1,1,0.39,0.448386759,1
1552,1,1,0.2203,0.387119651,1
1553,1,1,0,0.212176442,1
1554,1,1,0,0.074369662,1
1555,1,1,0,0.120520636,1
1556,1,1,0,0.078560956,1
1557,1,1,0,0.107241504,1
1558,1,1,0,0.065388404,1
1559,1,1,0,0.095583268,1
1560,1,1,0,0.074524924,1
1561,1,1,0,0.154927149,1
1562,1,1,0,0.045652371,1
1563,1,1,0,0.034491941,1
1564,1,1,0,0.024509661,1
1565,1,1,0,0.212850064,1
1566,1,1,0,0.206561327,1
1567,1,1,0,0.242105931,1
1568,1,1,0,0.282176465,1
1569,1,1,0.1778,0.108782709,1
1570,1,1,0.3212,0.002026045,1
1571,1,1,0.4819,0.035923459,1
1572,1,1,0.481,0.097908951,1
1573,1,1,0.4657,0.039472785,1
