Zone,1,2,3
t1,42.7804,42.25717075768994,43.6295439084274
t2,42.7804,42.25717075768994,43.6295439084274
t3,42.7804,42.25717075768994,43.6295439084274
t4,42.7804,42.25717075768994,43.6295439084274
t5,42.7804,42.25717075768994,43.6295439084274
t6,42.7804,42.25717075768994,43.6295439084274
t7,42.89867582462586,42.37400000000001,43.75016737814296
t8,42.89867582462586,42.37400000000001,43.75016737814296
t9,42.898675824625855,42.37400000000001,43.75016737814296
t10,42.89867582462586,42.37400000000001,43.750167378142955
t11,42.89867582462586,42.37400000000001,43.750167378142955
t12,42.898675824625855,42.37400000000001,43.75016737814295
t13,42.898675824625855,42.37400000000001,43.750167378142955
t14,42.898675824625855,42.37400000000001,43.750167378142955
t15,42.89867582462585,42.37400000000001,43.75016737814295
t16,42.898675824625855,42.37400000000001,43.750167378142955
t17,42.89867582462584,42.37400000000001,43.75016737814293
t18,42.89867582462586,42.37400000000001,43.75016737814296
t19,42.89867582462586,42.37400000000001,43.75016737814296
t20,42.89867582462586,42.37400000000001,43.75016737814296
t21,42.89867582462586,42.37400000000001,43.75016737814296
t22,42.89867582462586,42.37400000000001,43.75016737814296
t23,42.89867582462586,42.37400000000001,43.75016737814296
t24,42.7804,42.25717075768994,43.6295439084274
t25,42.7804,42.25717075768994,43.6295439084274
t26,42.7804,42.25717075768994,43.6295439084274
t27,42.7804,42.25717075768994,43.6295439084274
t28,42.7804,42.25717075768994,43.6295439084274
t29,42.7804,42.25717075768994,43.6295439084274
t30,42.7804,42.25717075768994,43.6295439084274
t31,42.89867582462586,42.37400000000001,43.75016737814296
t32,42.898675824625855,42.37400000000001,43.750167378142955
t33,42.89867582462584,42.37400000000001,43.75016737814294
t34,42.89867582462585,42.37400000000002,43.750167378142955
t35,42.89867582462585,42.37400000000001,43.75016737814293
t36,42.89867582462584,42.37400000000001,43.75016737814294
t37,42.89867582462585,42.374,43.750167378142955
t38,42.89867582462585,42.374,43.75016737814294
t39,42.89867582462585,42.37400000000001,43.75016737814294
t40,42.898675824625855,42.37400000000001,43.750167378142955
t41,42.89867582462585,42.37400000000001,43.75016737814294
t42,42.89867582462586,42.37400000000001,43.75016737814296
t43,42.89867582462586,42.37400000000001,43.75016737814296
t44,42.89867582462586,42.37400000000001,43.75016737814296
t45,42.89867582462586,42.37400000000001,43.75016737814296
t46,42.89867582462586,42.37400000000001,43.75016737814296
t47,42.89867582462586,42.37400000000001,43.75016737814296
t48,42.7804,42.25717075768994,43.6295439084274
t49,42.7804,42.25717075768994,43.6295439084274
t50,42.7804,42.25717075768994,43.6295439084274
t51,42.7804,42.25717075768994,43.6295439084274
t52,42.7804,42.25717075768994,43.6295439084274
t53,42.7804,42.25717075768994,43.6295439084274
t54,42.7804,42.25717075768994,43.6295439084274
t55,42.89867582462586,42.37400000000001,43.75016737814296
t56,42.89867582462586,42.37400000000001,43.75016737814296
t57,42.89867582462585,42.374,43.75016737814293
t58,42.898675824625855,42.37400000000001,43.750167378142955
t59,42.89867582462586,42.37400000000001,43.75016737814296
t60,42.89867582462586,42.37400000000001,43.75016737814296
t61,42.89867582462586,42.37400000000001,43.75016737814296
t62,42.89867582462586,42.37400000000001,43.75016737814296
t63,42.89867582462586,42.37400000000001,43.75016737814296
t64,42.89867582462585,42.37400000000001,43.750167378142955
t65,42.89867582462584,42.37400000000001,43.75016737814294
t66,42.89867582462586,42.37400000000001,43.75016737814296
t67,42.89867582462586,42.37400000000001,43.75016737814296
t68,42.89867582462586,42.37400000000001,43.75016737814296
t69,42.89867582462586,42.37400000000001,43.75016737814296
t70,42.89867582462586,42.37400000000001,43.75016737814296
t71,42.89867582462586,42.37400000000001,43.75016737814296
t72,42.7804,42.25717075768994,43.6295439084274
t73,42.7804,42.25717075768994,43.6295439084274
t74,42.7804,42.25717075768994,43.6295439084274
