Resource,MA_natural_gas_combined_cycle,MA_solar_pv_1,MA_solar_pv_2,CT_natural_gas_combined_cycle,CT_onshore_wind_1,CT_onshore_wind_2,CT_solar_pv_1,CT_solar_pv_2,ME_natural_gas_combined_cycle,ME_onshore_wind_1,ME_onshore_wind_2,MA_battery,CT_battery,ME_battery
Zone,1,1,1,2,2,2,2,2,3,3,3,1,2,3
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30309.931965730506,-29937.535999999996,-30938.517507080363
t329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688000000002,-29937.535999999996,-30938.517507080363
t333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30333.688,-29937.535999999996,-30938.517507080363
t337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24010.000125084174,-23714.656000000003,-29259.583388389223
t338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24010.000125084174,-23714.656000000003,-29259.583388389223
t339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24010.000125084174,-23714.656000000003,-29259.583388389223
t340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24010.000125084174,-23714.656000000003,-29259.583388389223
t341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24010.000125084174,-23714.656000000003,-29259.583388389223
t342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24010.000125084174,-23714.656000000003,-29259.583388389223
t343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24010.000125084174,-23714.656000000003,-29259.583388389223
t344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
t366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28351.36400000001,-23714.656000000003,-29259.583388389223
