Resource,MA_natural_gas_combined_cycle,MA_solar_pv_1,MA_solar_pv_2,CT_natural_gas_combined_cycle,CT_onshore_wind_1,CT_onshore_wind_2,CT_solar_pv_1,CT_solar_pv_2,ME_natural_gas_combined_cycle,ME_onshore_wind_1,ME_onshore_wind_2,MA_battery,CT_battery,ME_battery,Total
t382,4591.542883781323,0.0,0.0,1203.395856866593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6046.74926852647
t383,5013.761923763058,0.0,0.0,2240.1849468845057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7505.757398526117
t384,5013.761923763058,0.0,0.0,3508.006953195195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8773.579404836806
t385,5013.761923763058,0.0,0.0,4375.856996796583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9641.429448438195
t386,5013.761923763058,0.0,0.0,4835.484405865633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10101.056857507245
t387,5013.761923763058,0.0,0.0,5100.7553307068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10366.327782348508
t388,5013.761923763058,0.0,0.0,5168.636647015283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10434.209098656895
t389,5013.761923763058,0.0,0.0,4930.072475626358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10195.64492726797
t390,5013.761923763058,0.0,0.0,4023.1666680304425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9288.739119672055
t391,5013.761923763058,0.0,0.0,2169.392140478886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7434.964592120497
t392,4891.425082720641,0.0,7.105427357601002e-15,1263.3623733827499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6406.597983981944
t393,4636.3370310667615,0.0,-2.842170943040401e-14,1176.9699343340508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6065.117493279366
t394,4482.887650158337,0.0,2.842170943040401e-14,1125.1344709048299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5859.83264894172
t395,4352.380496798763,0.0,0.0,1067.2007176604075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5671.391742337723
t396,4173.7241356398845,0.0,-5.684341886080802e-14,1031.6273604050602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5457.162023923498
t397,4140.77794812103,0.0,-5.684341886080802e-14,1022.4799256822571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5415.06840168184
t398,4078.909604967521,0.0,-5.684341886080802e-14,1005.201437872518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5335.921570718592
t399,4098.838112584385,0.0,5.684341886080802e-14,1014.3488725953212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5364.99751305826
t400,4101.266449389159,0.0,0.0,1028.5782154974586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5381.655192765171
t401,4060.8520859577193,0.0,0.0,1035.6928869485291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5348.355500784802
t402,3976.070353956635,0.0,0.0,1036.7092685843963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5264.5901504195845
t403,3970.1891102503214,0.0,0.0,1046.8730849430667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5268.872723071941
t404,3429.2965881071095,0.0,0.0,912.7107090086156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4593.817824994278
t405,3632.00425891554,0.0,0.0,962.5134091661002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4846.328195960194
t406,4454.03330333057,0.0,0.0,1168.838881247113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5874.682712456236
t407,5013.761923763058,0.0,0.0,2032.4914920183846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7298.063943659996
t408,5013.761923763058,0.0,0.0,3358.9073499400847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8624.479801581696
t409,5013.761923763058,0.0,0.0,4163.011618763844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9428.584070405455
t410,5013.761923763058,0.0,0.0,4695.639455132234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9961.211906773844
t411,5013.761923763058,0.0,0.0,4960.943192149163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10226.515643790774
t412,5013.761923763058,0.0,0.0,5054.490078399609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10320.06253004122
t413,5013.761923763058,0.0,0.0,4848.841787742431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10114.414239384043
t414,5013.761923763058,0.0,0.0,3962.4948400348276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9228.06729167644
t415,5013.761923763057,0.0,-5.551115123125783e-17,2128.420856784538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7393.993308426148
t416,4863.2793982236235,0.0,0.0,1253.1985570240777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6368.2884831262545
t417,4596.136929906815,0.0,2.842170943040401e-14,1166.8061179753786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6014.753575760747
t418,4397.580951864134,0.0,5.684341886080802e-14,1098.7085483722876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5748.1000281149745
t419,4174.687604636963,0.0,0.0,1029.5945971333276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5456.092729648844
t420,4031.1615040557836,0.0,0.0,993.0048582421132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5275.97689017645
t421,3993.26760782764,0.0,5.684341886080802e-14,982.8410418834428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5227.919177589636
t422,3860.009825085129,0.0,0.0,949.30044789983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5061.120800863512
t423,3847.1519643995134,0.0,5.684341886080802e-14,950.3168295356954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5049.279321813762
t424,3810.8907480340004,0.0,0.0,955.3987377150315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5018.100013627585
t425,3761.591245399012,0.0,0.0,959.4642642585004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4972.866037536066
t426,3719.7978792524264,0.0,-7.105427357601002e-15,971.6608438889052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4943.269251019885
t427,3789.8983234016223,0.0,0.0,1002.1522929649163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5043.861144245092
t428,3292.8032076185546,0.0,0.0,877.1373517532684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4421.751087250376
t429,3459.863233361548,0.0,0.0,918.8089988238171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4630.482760063918
t430,4265.59275518716,0.0,0.0,1121.0689443613628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5638.472227427076
t431,5013.761923763058,0.0,0.0,1840.1801719995392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7105.75262364115
t432,5013.761923763058,0.0,0.0,3147.0907544804168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8412.663206122028
t433,5013.761923763058,0.0,0.0,3991.287580173025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9256.860031814636
t434,5013.761923763058,0.0,0.0,4515.689546592779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9781.261998234391
t435,5013.761923763058,0.0,0.0,4840.615917793793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10106.188369435406
t436,5013.761923763058,0.0,0.0,4944.479051314687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10210.051502956298
t437,5013.761923763058,0.0,0.0,4746.027848033072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10011.600299674683
t438,5013.761923763058,0.0,0.0,3912.1268583724504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9177.699310014063
t439,5013.761923763058,0.0,0.0,2178.4843363158143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7444.0567879574255
t440,4877.464540189066,0.0,7.105427357601002e-15,1261.3296101110154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6390.6046781786345
t441,4601.676216722884,0.0,0.0,1175.9535526981854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6029.440297299623
t442,4432.595720318819,0.0,2.842170943040401e-14,1119.0361810896284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5803.442429287001
t443,4285.483473766185,0.0,2.842170943040401e-14,1070.2498625680091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5607.543864212747
t444,4267.489246453638,0.0,0.0,1057.036901301739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5576.33667563393
t445,4376.84097364883,0.0,0.0,1079.397297290814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5708.048798818198
t446,4353.12739293774,0.0,5.684341886080802e-14,1072.2826258397436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5677.220546656037
t447,4440.92137227602,0.0,-5.684341886080802e-14,1097.6921667364186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5790.4240668909915
t448,4515.112699618297,0.0,2.842170943040401e-14,1131.2327607200332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5898.155988216883
t449,4513.327285059631,0.0,0.0,1150.5440118015104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5915.681824739695
t450,4547.669829501954,0.0,0.0,1180.0190792416506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5979.499436622158
t451,4711.736741680458,0.0,0.0,1232.8709243067387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6196.41819386575
t452,4269.6575550359585,0.0,0.0,1122.08532599723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5643.553408911742
t453,4473.381425806589,0.0,0.0,1172.90440779058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5898.096361475722
t454,5013.761923763058,0.0,0.0,1416.5549913814593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6682.127443023071
t455,5013.761923763058,0.0,0.0,2484.909412774665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7750.481864416276
t456,5013.761923763058,0.0,0.0,3612.89886928916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8878.471320930772
t457,5013.761923763058,0.0,0.0,4468.407912649624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9733.980364291236
t458,5013.761923763058,0.0,0.0,5002.044120352625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10267.616571994236
t459,5013.761923763058,0.0,0.0,5305.374838791003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10570.947290432614
t460,5013.761923763058,0.0,0.0,5465.7866597139655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10731.359111355576
t461,5013.761923763058,0.0,0.0,5452.449689075632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10718.022140717243
t462,5013.761923763058,0.0,0.0,5156.295646774354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10421.868098415966
t463,5013.761923763058,0.0,0.0,4549.626199596345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9815.198651237957
t464,5013.761923763058,0.0,-1.4210854715202004e-14,3891.9715048924563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9157.543956534068
t465,5013.761923763058,0.0,2.842170943040401e-14,2959.290924236686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8224.863375878298
t466,5013.761923763058,0.0,0.0,2305.6251661566394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7571.197617798251
t467,5013.761923763058,0.0,-2.842170943040401e-14,1975.332016555355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7240.904468196966
t468,5013.761923763058,0.0,-5.684341886080802e-14,1924.6251161517794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7190.197567793391
t469,5013.761923763058,0.0,0.0,2080.749574894996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7346.322026536607
t470,5013.761923763058,0.0,0.0,2389.2389876263114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7654.811439267923
t471,5013.761923763058,0.0,-2.842170943040401e-14,2494.049395136447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7759.621846778058
t472,5013.761923763058,0.0,-2.842170943040401e-14,2573.6846752577085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7839.25712689932
t473,5013.761923763058,0.0,0.0,2437.1770730208373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7702.7495246624485
t474,5013.761923763058,0.0,0.0,2079.680478500961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7345.252930142572
t475,5013.761923763058,0.0,0.0,1738.3950148632566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7003.967466504868
t476,4958.261980446147,0.0,0.0,1294.8702040946282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6504.942712419329
t477,5013.761923763058,0.0,0.0,1477.206408138616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6742.778859780227
t478,5013.761923763058,0.0,0.0,2133.247866581595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7398.820318223206
t479,5013.761923763058,0.0,0.0,3015.4840746328555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8281.056526274468
t480,5013.761923763058,0.0,0.0,3926.500621885112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9192.073073526723
t481,5013.761923763058,0.0,0.0,4679.1877152349625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9944.760166876573
t482,5013.761923763058,0.0,0.0,5177.891299536993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10443.463751178604
t483,5013.761923763058,0.0,0.0,5428.776059928386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10694.348511569997
t484,5013.761923763058,0.0,0.0,5552.177281065771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10817.749732707382
t485,5013.761923763058,0.0,0.0,5529.544835428805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10795.117287070416
t486,5013.761923763058,0.0,0.0,5331.093632147187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10596.6660837888
t487,5013.761923763058,0.0,0.0,4862.231981794893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10127.804433436504
t488,5013.761923763058,0.0,3.552713678800501e-15,4246.3740382288615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9511.946489870474
t489,5013.761923763058,0.0,7.105427357601002e-15,3279.204882815917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8544.777334457527
t490,5013.761923763058,0.0,-1.4210854715202004e-14,2449.96515843655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7715.537610078161
t491,5013.761923763058,0.0,0.0,1922.7725985819843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7188.3450502235955
t492,5013.761923763058,0.0,0.0,1618.7833055577903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6884.3557571994015
t493,5013.761923763058,0.0,0.0,1530.6777723963678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6796.250224037979
t494,5013.761923763058,0.0,2.842170943040401e-14,1665.3094057807712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6930.881857422382
t495,5013.761923763058,0.0,2.842170943040401e-14,1802.0075604637404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7067.580012105352
t496,5013.761923763058,0.0,-2.842170943040401e-14,1890.5517997259685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7156.12425136758
t497,5013.761923763058,0.0,1.4210854715202004e-14,1667.374655449773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6932.947107091384
t498,4975.058692189008,0.0,-3.552713678800501e-15,1292.8374408228938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6519.706660890455
t499,4713.769141604857,0.0,0.0,1233.8873059426041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6199.466975426015
t500,4273.722354884759,0.0,0.0,1124.1180892689626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5649.650972032275
t501,4497.830709690717,0.0,0.0,1180.0190792416506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5929.660316810921
t502,5013.761923763058,0.0,0.0,1606.7883350156972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6872.360786657308
t503,5013.761923763058,0.0,0.0,2751.241932364671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8016.814384006282
t504,5013.761923763058,0.0,0.0,3812.3664542066435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9077.938905848254
t505,5013.761923763058,0.0,0.0,4364.708091958006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9630.280543599618
t506,5013.761923763058,0.0,0.0,5049.358566471449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10314.93101811306
t507,5013.761923763058,0.0,0.0,5264.273910587543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10529.846362229155
t508,5013.761923763058,0.0,0.0,5310.526761957623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10576.099213599235
t509,5013.761923763058,0.0,0.0,4810.965718213052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,10076.538169854664
t510,5013.761923763058,0.0,0.0,4251.426993086128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9516.99944472774
t511,5013.761923763058,0.0,-3.552713678800501e-15,3097.5055283840793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8363.077980025691
t512,5013.761923763058,0.0,-2.842170943040401e-14,1877.368991716492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7142.941443358103
t513,5013.761923763058,0.0,0.0,1213.5596732252634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6421512135409,6264.9637482018625
t514,4307.04430224429,0.0,0.0,1076.3481523832124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5635.202982506055
t515,3917.2374844331707,0.0,0.0,967.5953173454363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5136.64332965716
t516,3625.2368045269322,0.0,0.0,894.4158395630111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4771.463171968497
t517,3440.3660576764505,0.0,0.0,848.6786659489917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4540.8552515039955
t518,3304.433225995839,0.0,0.0,817.1708352371115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4373.414589111504
t519,3246.9348422615803,0.0,2.842170943040401e-14,808.0234005143084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4306.768770654442
t520,3204.443135021158,0.0,0.0,811.07254542191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4267.326208321621
t521,3168.1483734950325,0.0,0.0,815.1380719653789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4235.096973338965
t522,3455.731227230921,0.0,0.0,840.5476128620558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,4296.278840092977
t523,3431.2257442735536,0.0,0.0,897.4649844706091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0448362637446,4532.735565007907
t524,3293.819407580755,0.0,0.0,877.1373517532684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4422.767287212577
t525,3163.4433884625114,0.0,0.0,845.62952104139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4260.883437382455
t526,4011.9541166860727,0.0,0.0,1058.0532829376043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5321.81792750223
t527,5013.761923763058,0.0,0.0,1514.2374191626604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6779.809870804272
t528,5013.761923763058,0.0,0.0,2886.9513415673136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,8152.523793208925
t529,5013.761923763058,0.0,0.0,3839.114030135903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9104.686481777515
t530,5013.761923763058,0.0,0.0,4388.185596100309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9653.75804774192
t531,5013.761923763058,0.0,0.0,4722.366619823031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9987.939071464642
t532,5013.761923763058,0.0,0.0,4603.272263346933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9868.844714988545
t533,5013.761923763058,0.0,0.0,4396.574778878219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9662.147230519831
t534,5013.761923763058,0.0,0.0,3748.8460548335543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,9014.418506475165
t535,5013.761923763058,0.0,0.0,2633.917764697897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,7899.490216339508
t536,5013.761923763058,0.0,-1.4210854715202004e-14,1321.1006676681573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,6586.6731193097685
t537,4733.756443763246,0.0,2.842170943040401e-14,1131.2327607200332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,5864.9892044832795
t538,4144.758576672676,0.0,5.684341886080802e-14,1033.6601236767947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5430.229228228024
t539,3904.803150304185,0.0,5.684341886080802e-14,961.4970275302348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5118.110705712973
t540,3764.8537485557117,0.0,5.684341886080802e-14,924.9072886390204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4941.5715650732855
t541,3711.5042770579294,0.0,0.0,909.6615641010139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.6869874772853,4862.852828636229
t542,3577.3352509163733,0.0,0.0,880.18649666087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4709.332275455797
t543,3800.9145350120652,0.0,-5.684341886080802e-14,877.1373517532684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,4678.051886765334
t544,3519.0969023201123,0.0,2.842170943040401e-14,882.2192599326045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4653.12669013127
t545,3484.5732297337236,0.0,0.0,890.3503130195404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4626.734070631817
t546,3509.0817310895645,0.0,-1.4210854715202004e-14,916.7762355520845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4677.668494520202
t547,3761.7599812147655,0.0,1.7763568394002505e-15,990.9720949703806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5004.542604063699
t548,3706.368310530125,0.0,0.0,980.8082786117084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4938.987117020387
t549,3598.389013774501,0.0,0.0,954.3823560791643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,4804.581897732219
t550,4445.88354203586,0.0,0.0,1166.8061179753786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81052787855364,5864.500187889792
