Resource,MA_natural_gas_combined_cycle,MA_solar_pv_1,MA_solar_pv_2,CT_natural_gas_combined_cycle,CT_onshore_wind_1,CT_onshore_wind_2,CT_solar_pv_1,CT_solar_pv_2,ME_natural_gas_combined_cycle,ME_onshore_wind_1,ME_onshore_wind_2,MA_battery,CT_battery,ME_battery,Total
t68,9424.364518351613,0.0,0.0,6432.7814700992585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15857.145988450871
t69,9424.364518351613,0.0,0.0,5800.401239866317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15224.76575821793
t70,9424.364518351613,0.0,0.0,4751.584906089602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14175.949424441214
t71,9424.364518351613,0.0,0.0,3442.6495706382484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12867.014088989861
t72,8334.998276833887,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11654.810350851463
t73,7557.003696242523,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10876.8157702601
t74,7164.959974528198,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10484.772048545774
t75,6990.24730894034,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10310.059382957917
t76,6999.388771664224,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10319.2008456818
t77,7329.482566566348,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10649.294640583925
t78,8398.992852837002,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11718.804926854578
t79,9424.364518351613,0.0,0.0,4334.140431211218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13758.50494956283
t80,9424.364518351613,0.0,0.0,5479.610410196057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14903.97492854767
t81,9424.364518351613,0.0,87.8170678303541,5484.26527663694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14996.446862818906
t82,9424.364518351613,0.0,164.12043147280892,5493.407744375058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15081.89269419948
t83,9424.364518351613,0.0,204.35821997616432,5520.532635735984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15149.25537406376
t84,9424.364518351613,0.0,220.08425496451466,5465.5233044571905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15109.972077773318
t85,9424.364518351613,0.0,215.51086723831074,5317.979769936346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14957.85515552627
t86,9424.364518351613,0.0,161.1918586305906,5290.703876976688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14876.260253958892
t87,9424.364518351613,0.0,172.70556281848994,5107.35638342845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14704.426464598553
t88,9424.364518351613,0.0,139.40809077682985,5117.392516373399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14681.16512550184
t89,9424.364518351613,0.0,74.53819644988486,5849.370113495691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15348.272828297188
t90,9424.364518351613,0.0,0.0,7380.829028375554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16805.19354672717
t91,9424.364518351613,0.0,0.0,7478.5114561567525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16902.875974508366
t92,9424.364518351613,0.0,0.0,7090.868092751178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16515.23261110279
t93,9424.364518351613,0.0,0.0,6481.112297853947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15905.476816205559
t94,9424.364518351613,0.0,0.0,5388.088276916091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14812.452795267704
t95,9424.364518351613,0.0,0.0,3972.195449923368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13396.559968274982
t96,8829.647074637784,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12149.45914865536
t97,8022.183456683849,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11341.995530701426
t98,7608.808209635154,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10928.62028365273
t99,7413.812629538745,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10733.624703556321
t100,7405.675117510547,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10725.487191528124
t101,7742.857813615046,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11062.669887632623
t102,8769.705049216956,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12089.517123234533
t103,9424.364518351613,0.0,0.0,4695.069030863201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14119.433549214813
t104,9424.364518351613,0.0,0.0,5784.986292843377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15209.350811194989
t105,9424.364518351613,0.0,49.86597319010056,5807.515706284021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15281.746197825734
t106,9424.364518351613,0.0,135.1556425401841,5674.904726015274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15234.424886907069
t107,9424.364518351613,0.0,217.71732622902314,5552.244586462124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15194.32643104276
t108,9424.364518351613,0.0,207.2065579459931,5462.096312576445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15093.66738887405
t109,9424.364518351613,0.0,192.60381117109645,5355.556626138799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14972.524955661509
t110,9424.364518351613,0.0,173.58814641477485,5362.479143981705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14960.431808748093
t111,9424.364518351613,0.0,127.65368197176188,5366.8198470482575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14918.838047371632
t112,9424.364518351613,0.0,80.03428520856849,5531.220601081832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15035.619404642013
t113,9424.364518351613,0.0,27.400208921028714,6321.766139079919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15773.530866352561
t114,9424.364518351613,0.0,0.0,7507.316597232156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16931.681115583768
t115,9424.364518351613,0.0,0.0,7462.059716259481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16886.424234611095
t116,9424.364518351613,0.0,0.0,7070.301222561617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16494.66574091323
t117,9424.364518351613,0.0,0.0,6412.235011148156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15836.59952949977
t118,9424.364518351613,0.0,0.0,5358.26675420482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14782.631272556433
t119,9424.364518351613,0.0,0.0,3974.2406141323104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13398.605132483923
t120,8846.913800123355,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12166.725874140931
t121,8017.09454454225,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11336.906618559828
t122,7542.773321377038,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10862.585395394615
t123,7325.430015984061,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10645.242090001639
t124,7248.241426674773,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10568.05350069235
t125,7526.530708184266,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10846.342782201842
t126,8479.237954363489,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11799.050028381065
t127,9424.364518351613,0.0,0.0,4185.040827956111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13609.405346307723
t128,9424.364518351613,0.0,0.0,5419.967364773511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14844.331883125124
t129,9424.364518351613,0.0,0.0,5802.479216250925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15226.843734602538
t130,9424.364518351613,0.0,1.2035230858431352,6051.116768933383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15476.68481037084
t131,9424.364518351613,0.0,34.18005563794504,6185.320417270816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15643.864991260374
t132,9424.364518351613,0.0,53.11548552187703,6219.625269086635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15697.105272960125
t133,9424.364518351613,0.0,41.76225107875679,6123.153216658959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15589.279986089328
t134,9424.364518351613,0.0,51.18984858452801,5989.199293956038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15464.75366089218
t135,9424.364518351613,0.0,44.45011930380646,5789.357802423824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15258.172440079245
t136,9424.364518351613,0.0,33.09688486068622,5730.912731417593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15188.374134629892
t137,9424.364518351613,0.0,1.7250497563751608,6230.538693247299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15656.628261355287
t138,9424.364518351613,0.0,0.0,6914.024943169403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16338.389461521016
t139,9424.364518351613,0.0,0.0,6671.345641488185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16095.710159839797
t140,9424.364518351613,0.0,0.0,6125.348022305795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15549.712540657409
t141,9424.364518351613,0.0,0.0,5536.159097598127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14960.52361594974
t142,9424.364518351613,0.0,0.0,4740.293099660208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14164.65761801182
t143,9424.364518351613,0.0,0.0,3677.0701901951643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13101.434708546778
t144,8714.86418520424,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12034.676259221817
t145,7859.660853706477,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11179.472927724053
t146,7344.729141394031,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10664.541215411607
t147,7080.662322419422,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10400.474396436999
t148,6983.158407737965,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10302.970481755541
t149,7076.597522570624,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10396.4095965882
t150,7510.2880949914925,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10830.100169009069
t151,8258.825887486799,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11578.637961504375
t152,9058.184404276159,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12377.996478293735
t153,9424.364518351613,0.0,100.25347305073316,3705.157303254898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13229.775294657244
t154,9424.364518351613,0.0,166.68794738927423,4186.971801719693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13778.02426746058
t155,9424.364518351613,0.0,213.5852303009617,4382.152726035008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14020.102474687581
t156,9424.364518351613,0.0,198.70166147270166,4261.511174345862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13884.577354170176
t157,9424.364518351613,0.0,224.53729038213427,3971.0806936521553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13619.982502385901
t158,9424.364518351613,0.0,267.62341685531857,3568.5900392824433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13260.577974489373
t159,9424.364518351613,0.0,246.64199772545322,3370.825578283671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13041.832094360738
t160,9424.364518351613,0.0,175.11260899017617,3447.34337488019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13046.820502221977
t161,9424.364518351613,0.0,78.2290005798038,4174.753293006506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13677.346811937923
t162,9424.364518351613,0.0,0.0,5578.3216205503295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15002.686138901943
t163,9424.364518351613,0.0,0.0,5688.332647635248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15112.697165986861
t164,9424.364518351613,0.0,0.0,5243.09140301607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14667.455921367684
t165,9424.364518351613,0.0,0.0,4791.710275134119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14216.074793485732
t166,9424.364518351613,0.0,0.0,4101.744564624779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13526.109082976393
t167,9328.336173757458,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12648.148247775034
t168,8402.049365054201,0.0,0.0,3319.812074017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11721.861439071778
t169,4410.602594588555,0.0,0.0,7279.4423303199455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11690.0449249085
t170,4410.602594588555,0.0,0.0,6928.797165762744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11339.399760351298
t171,4410.602594588555,0.0,0.0,6809.519085218909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11220.121679807464
t172,4410.602594588555,0.0,0.0,6818.786138677824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11229.38873326638
t173,4410.602594588555,0.0,0.0,6970.9596887149455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11381.562283303501
t174,4410.602594588555,0.0,0.0,7322.621234908015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11733.22382949657
t175,4410.602594588555,0.0,0.0,7891.2432894261165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12301.84588401467
t176,4410.602594588555,0.0,16.12720935029801,8505.239057692354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12931.968861631205
t177,4990.2621864678895,0.0,128.77697018521545,8690.69645234972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13809.735609002826
