Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,1,8760,8760,1,58858.82191
,,,,,,,2,59080.81337
,,,,,,,3,59781.54996
,,,,,,,4,60585.30441
,,,,,,,5,61745.65531
,,,,,,,6,62816.85534
,,,,,,,7,63142.78876
,,,,,,,8,63245.77632
,,,,,,,9,62308.62955
,,,,,,,10,61156.58063
,,,,,,,11,59406.69297
,,,,,,,12,57540.04163
,,,,,,,13,56223.49802
,,,,,,,14,55481.53442
,,,,,,,15,55862.16485
,,,,,,,16,59164.46686
,,,,,,,17,62814.87332
,,,,,,,18,64116.70145
,,,,,,,19,64592.27273
,,,,,,,20,64658.87175
,,,,,,,21,63800.53049
,,,,,,,22,62858.41834
,,,,,,,23,62098.57876
,,,,,,,24,61805.40015
,,,,,,,25,62065.30282
,,,,,,,26,62793.87186
,,,,,,,27,63643.46001
,,,,,,,28,65085.21584
,,,,,,,29,67492.23292
,,,,,,,30,69879.50683
,,,,,,,31,70390.21626
,,,,,,,32,68797.08446
,,,,,,,33,66596.40522
,,,,,,,34,64148.06584
,,,,,,,35,61715.30961
,,,,,,,36,59786.79737
,,,,,,,37,58125.91387
,,,,,,,38,57011.28579
,,,,,,,39,57358.65302
,,,,,,,40,59852.8688
,,,,,,,41,63467.97942
,,,,,,,42,64565.26827
,,,,,,,43,64862.14766
,,,,,,,44,64344.92177
,,,,,,,45,62722.10504
,,,,,,,46,60730.31955
,,,,,,,47,59368.85635
,,,,,,,48,58750.66715
,,,,,,,49,58326.68103
,,,,,,,50,58332.21243
,,,,,,,51,58542.41556
,,,,,,,52,59725.96511
,,,,,,,53,62042.20193
,,,,,,,54,63838.55117
,,,,,,,55,63763.7208
,,,,,,,56,62365.74149
,,,,,,,57,60444.53058
,,,,,,,58,58259.81893
,,,,,,,59,56260.68506
,,,,,,,60,54382.39686
,,,,,,,61,52829.70217
,,,,,,,62,51923.09009
,,,,,,,63,52302.121
,,,,,,,64,54836.65138
,,,,,,,65,58365.54805
,,,,,,,66,59469.12329
,,,,,,,67,59655.18051
,,,,,,,68,58939.40487
,,,,,,,69,57389.63277
,,,,,,,70,55662.70828
,,,,,,,71,54568.42581
,,,,,,,72,54103.04539
,,,,,,,73,54266.91735
,,,,,,,74,54829.44726
,,,,,,,75,55838.27007
,,,,,,,76,57800.76278
,,,,,,,77,61055.3005
,,,,,,,78,63904.72652
,,,,,,,79,64406.057
,,,,,,,80,63675.48636
,,,,,,,81,62002.80712
,,,,,,,82,60341.78964
,,,,,,,83,58544.9224
,,,,,,,84,56920.67114
,,,,,,,85,55819.52492
,,,,,,,86,54954.22709
,,,,,,,87,55322.14008
,,,,,,,88,57865.67105
,,,,,,,89,61337.15037
,,,,,,,90,62608.18194
,,,,,,,91,62843.00528
