region,Resource,technology,cluster,R_ID,Zone,LDS_VRE_STOR,CapResVreStor_1,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,ids,MISO_CleanPower,NY_CleanPower,PJM_CleanPower,SERC_CleanPower,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,MinCapTag_1,MinCapTag_2,MinCapTag_3,MaxCapTag_1,MaxCapTag_2,MaxCapTag_3,CapResVreStor_2,CapResVreStor_3,Resource_Type,Inv_Cost_Solar_per_MWyr,Inv_Cost_Inverter_per_MWyr,Inv_Cost_Wind_per_MWyr,Fixed_OM_Solar_Cost_per_MWyr,Fixed_OM_Inverter_Cost_per_MWyr,Fixed_OM_Wind_Cost_per_MWyr,SOLAR,WIND,STOR_DC_DISCHARGE,STOR_DC_CHARGE,MinCapTagStor_1,MinCapTagSolar_1,MinCapTagWind_1,MinCapTagStor_2,MinCapTagSolar_2,MinCapTagWind_2,MinCapTagStor_3,MinCapTagSolar_3,MinCapTagWind_3,MaxCapTagStor_1,MaxCapTagSolar_1,MaxCapTagWind_1,MaxCapTagStor_2,MaxCapTagSolar_2,MaxCapTagWind_2,MaxCapTagStor_3,MaxCapTagSolar_3,MaxCapTagWind_3,STOR_AC_DISCHARGE,STOR_AC_CHARGE,Existing_Cap_Inverter_MW,Existing_Cap_Solar_MW,Existing_Cap_Wind_MW,Existing_Cap_Charge_DC_MW,Existing_Cap_Charge_AC_MW,Existing_Cap_Discharge_DC_MW,Existing_Cap_Discharge_AC_MW,Min_Cap_Inverter_MW,Min_Cap_Charge_AC_MW,Min_Cap_Discharge_AC_MW,Min_Cap_Charge_DC_MW,Min_Cap_Discharge_DC_MW,Min_Cap_Solar_MW,Min_Cap_Wind_MW,Inv_Cost_Discharge_DC_per_MWyr,Inv_Cost_Charge_DC_per_MWyr,Inv_Cost_Discharge_AC_per_MWyr,Inv_Cost_Charge_AC_per_MWyr,Fixed_OM_Cost_Discharge_DC_per_MWyr,Fixed_OM_Cost_Charge_DC_per_MWyr,Fixed_OM_Cost_Discharge_AC_per_MWyr,Fixed_OM_Cost_Charge_AC_per_MWyr,Var_OM_Cost_per_MWh_Solar,Var_OM_Cost_per_MWh_Wind,Var_OM_Cost_per_MWh_Charge_AC,Var_OM_Cost_per_MWh_Discharge_AC,Max_Cap_Inverter_MW,Max_Cap_Charge_AC_MW,Max_Cap_Discharge_AC_MW,Max_Cap_Charge_DC_MW,Max_Cap_Discharge_DC_MW,Max_Cap_Solar_MW,Max_Cap_Wind_MW,Inverter_Ratio_Wind,Inverter_Ratio_Solar,Var_OM_Cost_per_MWh_Charge_DC,Var_OM_Cost_per_MWh_Discharge_DC,Eff_Up_DC,Eff_Down_DC,Eff_Up_AC,Eff_Down_AC,EtaInverter,Power_to_Energy_DC,Power_to_Energy_AC
TRE,TRE_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,3,141,2,1,0.0,0.0,0,0,0,0,0,0,0.264333636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,hybrid_pv,21612.0,7303.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,232869.52,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
TRE,TRE_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,4,142,2,1,0.0,0.0,0,0,0,0,0,0,0.253560722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,hybrid_pv,21612.0,7303.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,409644.17000000004,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
TRE,TRE_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,5,143,2,1,0.0,0.0,0,0,0,0,0,0,0.26726374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,hybrid_pv,21612.0,7303.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,224977.87,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
TRE,TRE_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,6,144,2,1,0.0,0.0,0,0,0,0,0,0,0.265551984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,hybrid_pv,21612.0,7303.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,393113.89,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
TRE,TRE_utilitypv_class1_moderate_7,UtilityPV_Class1_Moderate_,7,145,2,1,0.0,0.0,0,0,0,0,0,0,0.251154423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,hybrid_pv,21612.0,7303.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,248585.87,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
TRE,TRE_utilitypv_class1_moderate_8,UtilityPV_Class1_Moderate_,8,146,2,1,0.0,0.0,0,0,0,0,0,0,0.276522815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,hybrid_pv,21612.0,7303.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,124347.08000000002,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
TRE,TRE_utilitypv_class1_moderate_9,UtilityPV_Class1_Moderate_,9,147,2,1,0.0,0.0,0,0,0,0,0,0,0.252619147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,hybrid_pv,21612.0,7303.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,477756.89,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_storage_metalair_advanced_0,Storage_MetalAir_Advanced,0,193,3,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,standalone_storage,0.0,7609.0,0.0,0.0,1875.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_0,LandbasedWind_Class1_Moderate_,0,194,3,1,0.0,0.0,0,0,0,0,0,0,0.42223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74338.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,109860.7,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,1,195,3,1,0.0,0.0,0,0,0,0,0,0,0.511292398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74338.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,47257.4,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2,196,3,1,0.0,0.0,0,0,0,0,0,0,0.365831107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74337.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,88662.6,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,3,197,3,1,0.0,0.0,0,0,0,0,0,0,0.310294747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74338.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,40824.7,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,4,198,3,1,0.0,0.0,0,0,0,0,0,0,0.289241701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74337.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,109163.8,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,5,199,3,1,0.0,0.0,0,0,0,0,0,0,0.465454966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74337.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,25095.7,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,6,200,3,1,0.0,0.0,0,0,0,0,0,0,0.244902343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74337.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,100227.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_7,LandbasedWind_Class1_Moderate_,7,201,3,1,0.0,0.0,0,0,0,0,0,0,0.443443388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74337.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,34790.4,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_8,LandbasedWind_Class1_Moderate_,8,202,3,1,0.0,0.0,0,0,0,0,0,0,0.225780696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74338.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,64367.5,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_landbasedwind_class1_moderate_9,LandbasedWind_Class1_Moderate_,9,203,3,1,0.0,0.0,0,0,0,0,0,0,0.472337902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_wind,0.0,7609.0,74338.0,0.0,1875.0,36613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,77014.4,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate_,0,204,3,1,0.0,0.0,0,0,0,0,0,0,0.29553619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,775652.15,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,205,3,1,0.0,0.0,0,0,0,0,0,0,0.271998376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,207870.65,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2,206,3,1,0.0,0.0,0,0,0,0,0,0,0.290274531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1143504.83,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,3,207,3,1,0.0,0.0,0,0,0,0,0,0,0.23989968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,35742.72,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,4,208,3,1,0.0,0.0,0,0,0,0,0,0,0.286481887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1185544.3599999999,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,5,209,3,1,0.0,0.0,0,0,0,0,0,0,0.229081407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,31049.98,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,6,210,3,1,0.0,0.0,0,0,0,0,0,0,0.283349633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1023622.3400000001,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_7,UtilityPV_Class1_Moderate_,7,211,3,1,0.0,0.0,0,0,0,0,0,0,0.233366475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,82238.0,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_8,UtilityPV_Class1_Moderate_,8,212,3,1,0.0,0.0,0,0,0,0,0,0,0.278691798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1134234.27,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
WECC,WECC_utilitypv_class1_moderate_9,UtilityPV_Class1_Moderate_,9,213,3,1,0.0,0.0,0,0,0,0,0,0,0.222730413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,hybrid_pv,23643.0,7609.0,0.0,12550.0,1875.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,94348.41,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.005,0.005
